year,stockid,bv_bmsy,year_max,fao_area,region_fao,region_fao_split,n_regions
2014,RSNAPSATLC,0.164133738601824,2014,31,31,31,1
2014,RSOLE5AB,1.51663938897981,2014,67,67,67,1
2015,RSOLEGA,2.56880733944954,2015,67,67,67,1
2014,RSOLEHSTR,3.1732948691531,2014,67,67,67,1
2015,RSQLOBSTERCSCH,0.631437527989252,2015,87,87,87,1
2015,RSQLOBSTERNCH,1.50033489618218,2015,87,87,87,1
2015,SAABALONESA,0.438876889848812,2015,47;51,47;51,47,2
2015,SAABALONESA,0.438876889848812,2015,47;51,47;51,51,2
2015,SABLEFEBSAIGA,1.00048912801814,2015,61;67,61;67,61,2
2015,SABLEFEBSAIGA,1.00048912801814,2015,61;67,61;67,67,2
2010,SABLEFPCAN,0.783959537572254,2010,67,67,67,1
2015,SABLEFPCOAST,0.863084864479079,2015,67;77,67;77,67,2
2015,SABLEFPCOAST,0.863084864479079,2015,67;77,67;77,77,2
2008,SAILEATL,0.26,2008,27;34;47,27;34;47,27,3
2008,SAILEATL,0.26,2008,27;34;47,27;34;47,34,3
2008,SAILEATL,0.26,2008,27;34;47,27;34;47,47,3
2008,SAILWATL,0.28,2008,21;31;41,21;31;41,21,3
2008,SAILWATL,0.28,2008,21;31;41,21;31;41,31,3
2008,SAILWATL,0.28,2008,21;31;41,21;31;41,41,3
2010,SARDINWA,0.550162371312098,2010,34,34,34,1
2011,SARDMEDGSA16,0.47,2011,37,37,37,1
2018,SARDPVIIIc-IXa,0.333832962532291,2018,27,27,27,1
2010,SARDWAZC,0.679385905679757,2010,34,34,34,1
2017,SARDWSE,8.33279846283712,2017,57,57,57,1
2013,SAURNWPAC,2.08114087847761,2013,61,61,61,1
2004,SBARSHARATL,0.37969836921236,2004,31,31,31,1
2016,SBT,0.38,2016,48;58;88,48;58;88,48,3
2016,SBT,0.38,2016,48;58;88,48;58;88,58,3
2016,SBT,0.38,2016,48;58;88,48;58;88,88,3
2013,SBWHITACIR,1.45579868383915,2013,81,81,81,1
2014,SBWHITARGS,0.572057205720572,2014,41,41,41,1
2016,SBWHITCH,0.405,2016,87,87,87,1
2013,SCALL5ZMAB,1.37852404643449,2013,21,21,21,1
2013,SCALLGB,1.91960252935863,2013,21,21,21,1
2012,SCMPBP,1.81000209248797,2012,81,81,81,1
2014,SCMPMB,1.27151051625239,2014,81,81,81,1
2012,SCMPWHB,1.51088588588589,2012,81,81,81,1
2014,SCUPNWATLC,2.09617190900552,2014,21,21,21,1
2013,SDOG4VWX5,0.0366666666666667,2013,21,21,21,1
2015,SDOGATLC,0.872633217819296,2015,21;31,21;31,21,2
2015,SDOGATLC,0.872633217819296,2015,21;31,21;31,31,2
2018,SEELNSSA1,1.91724137931034,2018,27,27,27,1
2018,SEELNSSA2,1.27380952380952,2018,27,27,27,1
2018,SEELNSSA3,2.63565891472868,2018,27,27,27,1
2018,SEELNSSA4,1.91176470588235,2018,27,27,27,1
2014,SFLOUNMATLC,0.645895438663974,2014,21;31,21;31,21,2
2014,SFLOUNMATLC,0.645895438663974,2014,21;31,21;31,31,2
2015,SHAKE4VWX,2.06779661016949,2015,21,21,21,1
2017,SILVERFISHSE,0.837376638794169,2017,57;81,57;81,57,2
2017,SILVERFISHSE,0.837376638794169,2017,57;81,57;81,81,2
2016,SKJCIO,1,2016,51;57,51;57,51,2
2016,SKJCIO,1,2016,51;57,51;57,57,2
2015,SKJCWPAC,1.85,2015,61;67;71;77;81,61;67;71;77;81,61,5
2015,SKJCWPAC,1.85,2015,61;67;71;77;81,61;67;71;77;81,67,5
2015,SKJCWPAC,1.85,2015,61;67;71;77;81,61;67;71;77;81,71,5
2015,SKJCWPAC,1.85,2015,61;67;71;77;81,61;67;71;77;81,77,5
2015,SKJCWPAC,1.85,2015,61;67;71;77;81,61;67;71;77;81,81,5
2006,SKJEATL,1.71,2006,27;34;47,27;34;47,27,3
2006,SKJEATL,1.71,2006,27;34;47,27;34;47,34,3
2006,SKJEATL,1.71,2006,27;34;47,27;34;47,47,3
2014,SKJWATL,1.29,2014,21;31;41,21;31;41,21,3
2014,SKJWATL,1.29,2014,21;31;41,21;31;41,31,3
2014,SKJWATL,1.29,2014,21;31;41,21;31;41,41,3
