iso3,year,isscaap_group,value
DNK,2010,"Krill, planktonic crustaceans",0
DNK,2010,"Lobsters, spiny-rock lobsters",4372
DNK,2010,Marine fishes not identified,194
DNK,2010,Miscellaneous aquatic invertebrates,0
DNK,2010,Miscellaneous coastal fishes,292587
DNK,2010,Miscellaneous demersal fishes,41942
DNK,2010,Miscellaneous diadromous fishes,0
DNK,2010,Miscellaneous freshwater fishes,38
DNK,2010,Miscellaneous marine crustaceans,0
DNK,2010,Miscellaneous pelagic fishes,47258
DNK,2010,Mussels,27872
DNK,2010,Oysters,1050
DNK,2010,River eels,409
DNK,2010,"Salmons, trouts, smelts",201
DNK,2010,"Scallops, pectens",0
DNK,2010,Sea-urchins and other echinoderms,0
DNK,2010,"Sharks, rays, chimaeras",60
DNK,2010,"Shrimps, prawns",10107
DNK,2010,"Squids, cuttlefishes, octopuses",65
DNK,2010,"Sturgeons, paddlefishes",0
DNK,2010,"Tunas, bonitos, billfishes",0
DNK,2011,"Abalones, winkles, conchs",0
DNK,2011,"Carps, barbels and other cyprinids",4
DNK,2011,"Clams, cockles, arkshells",794
DNK,2011,"Cods, hakes, haddocks",43305
DNK,2011,"Crabs, sea-spiders",244
DNK,2011,"Flounders, halibuts, soles",27750
DNK,2011,"Herrings, sardines, anchovies",249157
DNK,2011,"Krill, planktonic crustaceans",0
DNK,2011,"Lobsters, spiny-rock lobsters",3806
DNK,2011,Marine fishes not identified,60
DNK,2011,Miscellaneous aquatic invertebrates,0
DNK,2011,Miscellaneous coastal fishes,282943
DNK,2011,Miscellaneous demersal fishes,9678
DNK,2011,Miscellaneous diadromous fishes,25
DNK,2011,Miscellaneous freshwater fishes,71
DNK,2011,Miscellaneous marine crustaceans,0
DNK,2011,Miscellaneous pelagic fishes,52639
DNK,2011,Mussels,34443
DNK,2011,Oysters,804
DNK,2011,River eels,356
DNK,2011,"Salmons, trouts, smelts",133
DNK,2011,"Scallops, pectens",0
DNK,2011,Sea-urchins and other echinoderms,0
DNK,2011,"Sharks, rays, chimaeras",115
DNK,2011,"Shrimps, prawns",9859
DNK,2011,"Squids, cuttlefishes, octopuses",48
DNK,2011,"Sturgeons, paddlefishes",0
DNK,2011,"Tunas, bonitos, billfishes",0
DNK,2012,"Abalones, winkles, conchs",0
DNK,2012,"Carps, barbels and other cyprinids",5
DNK,2012,"Clams, cockles, arkshells",240
DNK,2012,"Cods, hakes, haddocks",65989
DNK,2012,"Crabs, sea-spiders",254
DNK,2012,"Flounders, halibuts, soles",28754
DNK,2012,"Herrings, sardines, anchovies",236863
DNK,2012,"Krill, planktonic crustaceans",0
DNK,2012,"Lobsters, spiny-rock lobsters",3726
DNK,2012,Marine fishes not identified,55
DNK,2012,Miscellaneous aquatic invertebrates,0
DNK,2012,Miscellaneous coastal fishes,54331
DNK,2012,Miscellaneous demersal fishes,21684
DNK,2012,Miscellaneous diadromous fishes,402
DNK,2012,Miscellaneous freshwater fishes,73
DNK,2012,Miscellaneous marine crustaceans,0
DNK,2012,Miscellaneous pelagic fishes,41826
DNK,2012,Mussels,39426
DNK,2012,Oysters,296
DNK,2012,River eels,305
DNK,2012,"Salmons, trouts, smelts",194
DNK,2012,"Scallops, pectens",0
DNK,2012,Sea-urchins and other echinoderms,37
DNK,2012,"Sharks, rays, chimaeras",71
DNK,2012,"Shrimps, prawns",8078
DNK,2012,"Squids, cuttlefishes, octopuses",23
DNK,2012,"Sturgeons, paddlefishes",0
DNK,2012,"Tunas, bonitos, billfishes",0
DNK,2013,"Abalones, winkles, conchs",0
DNK,2013,"Carps, barbels and other cyprinids",8
DNK,2013,"Clams, cockles, arkshells",4982
DNK,2013,"Cods, hakes, haddocks",73775
DNK,2013,"Crabs, sea-spiders",244
DNK,2013,"Flounders, halibuts, soles",30630
DNK,2013,"Herrings, sardines, anchovies",237454
DNK,2013,"Krill, planktonic crustaceans",0
DNK,2013,"Lobsters, spiny-rock lobsters",3056
DNK,2013,Marine fishes not identified,57
DNK,2013,Miscellaneous aquatic invertebrates,0
DNK,2013,Miscellaneous coastal fishes,213039
DNK,2013,Miscellaneous demersal fishes,15308
DNK,2013,Miscellaneous diadromous fishes,0
DNK,2013,Miscellaneous freshwater fishes,99
DNK,2013,Miscellaneous marine crustaceans,0
DNK,2013,Miscellaneous pelagic fishes,41354
DNK,2013,Mussels,37491
DNK,2013,Oysters,142
DNK,2013,River eels,318
DNK,2013,"Salmons, trouts, smelts",301
DNK,2013,"Scallops, pectens",0
DNK,2013,Sea-urchins and other echinoderms,1425
DNK,2013,"Sharks, rays, chimaeras",85
DNK,2013,"Shrimps, prawns",8527
DNK,2013,"Squids, cuttlefishes, octopuses",44
DNK,2013,"Sturgeons, paddlefishes",0
DNK,2013,"Tunas, bonitos, billfishes",0
DNK,2014,"Abalones, winkles, conchs",0
DNK,2014,"Carps, barbels and other cyprinids",11
DNK,2014,"Clams, cockles, arkshells",6265
DNK,2014,"Cods, hakes, haddocks",97763
DNK,2014,"Crabs, sea-spiders",293
DNK,2014,"Flounders, halibuts, soles",28490
DNK,2014,"Herrings, sardines, anchovies",326940
DNK,2014,"Krill, planktonic crustaceans",0
DNK,2014,"Lobsters, spiny-rock lobsters",3495
DNK,2014,Marine fishes not identified,19
DNK,2014,Miscellaneous aquatic invertebrates,0
DNK,2014,Miscellaneous coastal fishes,160235
DNK,2014,Miscellaneous demersal fishes,11892
DNK,2014,Miscellaneous diadromous fishes,0
DNK,2014,Miscellaneous freshwater fishes,87
DNK,2014,Miscellaneous marine crustaceans,0
DNK,2014,Miscellaneous pelagic fishes,58304
DNK,2014,Mussels,41363
DNK,2014,Oysters,83
DNK,2014,River eels,316
DNK,2014,"Salmons, trouts, smelts",171
DNK,2014,"Scallops, pectens",0
DNK,2014,Sea-urchins and other echinoderms,190
DNK,2014,"Sharks, rays, chimaeras",73
DNK,2014,"Shrimps, prawns",8993
DNK,2014,"Squids, cuttlefishes, octopuses",36
DNK,2014,"Sturgeons, paddlefishes",0
DNK,2014,"Tunas, bonitos, billfishes",0
DNK,2015,"Abalones, winkles, conchs",0
DNK,2015,"Carps, barbels and other cyprinids",16
DNK,2015,"Clams, cockles, arkshells",7955
DNK,2015,"Cods, hakes, haddocks",99570
DNK,2015,"Crabs, sea-spiders",283
DNK,2015,"Flounders, halibuts, soles",32236
DNK,2015,"Herrings, sardines, anchovies",444360
DNK,2015,"Krill, planktonic crustaceans",0
DNK,2015,"Lobsters, spiny-rock lobsters",2811
DNK,2015,Marine fishes not identified,24
DNK,2015,Miscellaneous aquatic invertebrates,0
DNK,2015,Miscellaneous coastal fishes,170517
DNK,2015,Miscellaneous demersal fishes,3854
DNK,2015,Miscellaneous diadromous fishes,0
DNK,2015,Miscellaneous freshwater fishes,48
DNK,2015,Miscellaneous marine crustaceans,0
DNK,2015,Miscellaneous pelagic fishes,52464
DNK,2015,Mussels,45300
DNK,2015,Oysters,137
DNK,2015,River eels,248
DNK,2015,"Salmons, trouts, smelts",141
DNK,2015,"Scallops, pectens",0
DNK,2015,Sea-urchins and other echinoderms,601
DNK,2015,"Sharks, rays, chimaeras",96
DNK,2015,"Shrimps, prawns",7977
DNK,2015,"Squids, cuttlefishes, octopuses",253
DNK,2015,"Sturgeons, paddlefishes",0
DNK,2015,"Tunas, bonitos, billfishes",1
DNK,2016,"Abalones, winkles, conchs",85
DNK,2016,"Carps, barbels and other cyprinids",15
DNK,2016,"Clams, cockles, arkshells",6276
DNK,2016,"Cods, hakes, haddocks",103234
DNK,2016,"Crabs, sea-spiders",352
DNK,2016,"Flounders, halibuts, soles",34601
DNK,2016,"Herrings, sardines, anchovies",383075
DNK,2016,"Krill, planktonic crustaceans",0
DNK,2016,"Lobsters, spiny-rock lobsters",4223
DNK,2016,Marine fishes not identified,47
DNK,2016,Miscellaneous aquatic invertebrates,0
DNK,2016,Miscellaneous coastal fishes,30692
DNK,2016,Miscellaneous demersal fishes,4964
DNK,2016,Miscellaneous diadromous fishes,0
DNK,2016,Miscellaneous freshwater fishes,34
DNK,2016,Miscellaneous marine crustaceans,0
DNK,2016,Miscellaneous pelagic fishes,50487
DNK,2016,Mussels,42909
DNK,2016,Oysters,145
DNK,2016,River eels,254
DNK,2016,"Salmons, trouts, smelts",112
DNK,2016,"Scallops, pectens",0
DNK,2016,Sea-urchins and other echinoderms,286
DNK,2016,"Sharks, rays, chimaeras",109
DNK,2016,"Shrimps, prawns",8157
DNK,2016,"Squids, cuttlefishes, octopuses",149
DNK,2016,"Sturgeons, paddlefishes",0
DNK,2016,"Tunas, bonitos, billfishes",1
DNK,2017,"Abalones, winkles, conchs",357
DNK,2017,"Carps, barbels and other cyprinids",20
DNK,2017,"Clams, cockles, arkshells",8866
DNK,2017,"Cods, hakes, haddocks",109438
DNK,2017,"Crabs, sea-spiders",446
DNK,2017,"Flounders, halibuts, soles",29010
DNK,2017,"Herrings, sardines, anchovies",292508
DNK,2017,"Krill, planktonic crustaceans",0
DNK,2017,"Lobsters, spiny-rock lobsters",4334
DNK,2017,Marine fishes not identified,23
DNK,2017,Miscellaneous aquatic invertebrates,0
DNK,2017,Miscellaneous coastal fishes,354953
DNK,2017,Miscellaneous demersal fishes,6675
DNK,2017,Miscellaneous diadromous fishes,5
DNK,2017,Miscellaneous freshwater fishes,33
DNK,2017,Miscellaneous marine crustaceans,0
DNK,2017,Miscellaneous pelagic fishes,46798
DNK,2017,Mussels,40644
DNK,2017,Oysters,150
DNK,2017,River eels,243
DNK,2017,"Salmons, trouts, smelts",37
DNK,2017,"Scallops, pectens",0
DNK,2017,Sea-urchins and other echinoderms,1698
DNK,2017,"Sharks, rays, chimaeras",152
DNK,2017,"Shrimps, prawns",7750
DNK,2017,"Squids, cuttlefishes, octopuses",309
DNK,2017,"Sturgeons, paddlefishes",0
DNK,2017,"Tunas, bonitos, billfishes",1
DOM,2000,"Abalones, winkles, conchs",1778
DOM,2000,Corals,0
DOM,2000,"Crabs, sea-spiders",14
DOM,2000,"Herrings, sardines, anchovies",157
DOM,2000,"Lobsters, spiny-rock lobsters",1286
DOM,2000,Marine fishes not identified,2382
DOM,2000,Miscellaneous coastal fishes,2792
DOM,2000,Miscellaneous marine molluscs,48
DOM,2000,Miscellaneous pelagic fishes,440
DOM,2000,Oysters,7
DOM,2000,"Sharks, rays, chimaeras",518
DOM,2000,"Squids, cuttlefishes, octopuses",155
DOM,2000,"Tunas, bonitos, billfishes",1251
DOM,2000,Turtles,0
DOM,2001,"Abalones, winkles, conchs",1437
DOM,2001,Corals,0
DOM,2001,"Crabs, sea-spiders",52
DOM,2001,"Herrings, sardines, anchovies",127
DOM,2001,"Lobsters, spiny-rock lobsters",1209
DOM,2001,Marine fishes not identified,4391
DOM,2001,Miscellaneous coastal fishes,2656
DOM,2001,Miscellaneous marine molluscs,18
DOM,2001,Miscellaneous pelagic fishes,448
DOM,2001,Oysters,8
DOM,2001,"Sharks, rays, chimaeras",212
DOM,2001,"Shrimps, prawns",32
DOM,2001,"Squids, cuttlefishes, octopuses",108
DOM,2001,"Tunas, bonitos, billfishes",1361
DOM,2001,Turtles,0
DOM,2002,"Abalones, winkles, conchs",2685
DOM,2002,Corals,0
DOM,2002,"Crabs, sea-spiders",168
DOM,2002,"Herrings, sardines, anchovies",1
DOM,2002,"Lobsters, spiny-rock lobsters",2451
DOM,2002,Marine fishes not identified,1238
DOM,2002,Miscellaneous coastal fishes,4623
DOM,2002,Miscellaneous marine molluscs,388
DOM,2002,Miscellaneous pelagic fishes,1277
DOM,2002,Oysters,129
DOM,2002,"Sharks, rays, chimaeras",36
DOM,2002,"Shrimps, prawns",47
DOM,2002,"Squids, cuttlefishes, octopuses",112
DOM,2002,"Tunas, bonitos, billfishes",2004
DOM,2002,Turtles,0
DOM,2003,"Abalones, winkles, conchs",1654
DOM,2003,Corals,0
DOM,2003,"Crabs, sea-spiders",186
DOM,2003,"Herrings, sardines, anchovies",257
DOM,2003,"Lobsters, spiny-rock lobsters",803
DOM,2003,Marine fishes not identified,4569
DOM,2003,Miscellaneous coastal fishes,4619
DOM,2003,Miscellaneous marine molluscs,143
DOM,2003,Miscellaneous pelagic fishes,1553
DOM,2003,Oysters,40
DOM,2003,"Sharks, rays, chimaeras",236
DOM,2003,"Shrimps, prawns",125
DOM,2003,"Squids, cuttlefishes, octopuses",134
DOM,2003,"Tunas, bonitos, billfishes",2272
DOM,2003,Turtles,0
DOM,2004,"Abalones, winkles, conchs",1207
DOM,2004,Corals,0
DOM,2004,"Crabs, sea-spiders",80
DOM,2004,"Herrings, sardines, anchovies",225
DOM,2004,"Lobsters, spiny-rock lobsters",1007
DOM,2004,Marine fishes not identified,4484
DOM,2004,Miscellaneous coastal fishes,2749
DOM,2004,Miscellaneous marine molluscs,131
DOM,2004,Miscellaneous pelagic fishes,813
DOM,2004,Oysters,13
DOM,2004,"Sharks, rays, chimaeras",130
DOM,2004,"Shrimps, prawns",45
DOM,2004,"Squids, cuttlefishes, octopuses",95
DOM,2004,"Tunas, bonitos, billfishes",1264
DOM,2004,Turtles,0
DOM,2005,"Abalones, winkles, conchs",1473
DOM,2005,Corals,0
DOM,2005,"Crabs, sea-spiders",67
DOM,2005,"Herrings, sardines, anchovies",214
DOM,2005,"Lobsters, spiny-rock lobsters",958
DOM,2005,Marine fishes not identified,2913
DOM,2005,Miscellaneous coastal fishes,2162
DOM,2005,Miscellaneous marine molluscs,15
DOM,2005,Miscellaneous pelagic fishes,483
DOM,2005,Oysters,12
DOM,2005,"Sharks, rays, chimaeras",80
DOM,2005,"Shrimps, prawns",55
DOM,2005,"Squids, cuttlefishes, octopuses",125
DOM,2005,"Tunas, bonitos, billfishes",942
DOM,2005,Turtles,0
DOM,2006,"Abalones, winkles, conchs",996
DOM,2006,Corals,0
DOM,2006,"Crabs, sea-spiders",75
DOM,2006,"Herrings, sardines, anchovies",128
DOM,2006,"Lobsters, spiny-rock lobsters",886
DOM,2006,Marine fishes not identified,4401
DOM,2006,Miscellaneous coastal fishes,2990
DOM,2006,Miscellaneous pelagic fishes,318
DOM,2006,Oysters,35
DOM,2006,"Sharks, rays, chimaeras",169
DOM,2006,"Shrimps, prawns",122
DOM,2006,"Squids, cuttlefishes, octopuses",122
DOM,2006,"Tunas, bonitos, billfishes",803
DOM,2006,Turtles,0
DOM,2007,"Abalones, winkles, conchs",1328
DOM,2007,Corals,0
DOM,2007,"Crabs, sea-spiders",51
DOM,2007,"Herrings, sardines, anchovies",105
DOM,2007,"Lobsters, spiny-rock lobsters",1076
DOM,2007,Marine fishes not identified,3717
DOM,2007,Miscellaneous coastal fishes,2830
DOM,2007,Miscellaneous marine molluscs,33
DOM,2007,Miscellaneous pelagic fishes,1552
DOM,2007,"Sharks, rays, chimaeras",714
DOM,2007,"Shrimps, prawns",97
DOM,2007,"Squids, cuttlefishes, octopuses",46
DOM,2007,"Tunas, bonitos, billfishes",679
DOM,2007,Turtles,0
DOM,2008,"Abalones, winkles, conchs",1634
DOM,2008,Corals,0
DOM,2008,"Crabs, sea-spiders",103
DOM,2008,"Herrings, sardines, anchovies",161
DOM,2008,"Lobsters, spiny-rock lobsters",1272
DOM,2008,Marine fishes not identified,4129
DOM,2008,Miscellaneous coastal fishes,3429
DOM,2008,Miscellaneous marine molluscs,110
DOM,2008,Miscellaneous pelagic fishes,977
DOM,2008,Oysters,36
DOM,2008,"Sharks, rays, chimaeras",240
DOM,2008,"Shrimps, prawns",79
DOM,2008,"Squids, cuttlefishes, octopuses",112
DOM,2008,"Tunas, bonitos, billfishes",1392
DOM,2008,Turtles,0
DOM,2009,"Abalones, winkles, conchs",2278
DOM,2009,Corals,0
DOM,2009,"Crabs, sea-spiders",49
DOM,2009,"Herrings, sardines, anchovies",144
DOM,2009,"Lobsters, spiny-rock lobsters",1411
DOM,2009,Marine fishes not identified,1437
DOM,2009,Miscellaneous coastal fishes,4654
DOM,2009,Miscellaneous marine molluscs,11
DOM,2009,Miscellaneous pelagic fishes,793
DOM,2009,Oysters,20
DOM,2009,"Sharks, rays, chimaeras",215
DOM,2009,"Shrimps, prawns",34
DOM,2009,"Squids, cuttlefishes, octopuses",58
DOM,2009,"Tunas, bonitos, billfishes",2697
DOM,2009,Turtles,0
DOM,2010,"Abalones, winkles, conchs",256
DOM,2010,Corals,0
DOM,2010,"Crabs, sea-spiders",276
DOM,2010,"Herrings, sardines, anchovies",406
DOM,2010,"Lobsters, spiny-rock lobsters",1001
DOM,2010,Marine fishes not identified,1632
DOM,2010,Miscellaneous coastal fishes,5704
DOM,2010,Miscellaneous marine molluscs,3
DOM,2010,Miscellaneous pelagic fishes,854
DOM,2010,"Sharks, rays, chimaeras",232
DOM,2010,"Shrimps, prawns",126
DOM,2010,"Squids, cuttlefishes, octopuses",119
DOM,2010,"Tunas, bonitos, billfishes",3531
DOM,2010,Turtles,0
DOM,2011,"Abalones, winkles, conchs",1870
DOM,2011,Corals,0
DOM,2011,"Crabs, sea-spiders",16
DOM,2011,"Herrings, sardines, anchovies",159
DOM,2011,"Lobsters, spiny-rock lobsters",2568
DOM,2011,Marine fishes not identified,362
DOM,2011,Miscellaneous coastal fishes,4077
DOM,2011,Miscellaneous pelagic fishes,1441
DOM,2011,Oysters,15
DOM,2011,"Sharks, rays, chimaeras",360
DOM,2011,"Shrimps, prawns",37
DOM,2011,"Squids, cuttlefishes, octopuses",36
DOM,2011,"Tunas, bonitos, billfishes",2091
DOM,2011,Turtles,0
DOM,2012,"Abalones, winkles, conchs",2187
DOM,2012,Corals,0
DOM,2012,"Crabs, sea-spiders",16
DOM,2012,"Herrings, sardines, anchovies",155
DOM,2012,"Lobsters, spiny-rock lobsters",2505
DOM,2012,Marine fishes not identified,353
DOM,2012,Miscellaneous coastal fishes,3976
DOM,2012,Miscellaneous marine molluscs,10
DOM,2012,Miscellaneous pelagic fishes,1041
DOM,2012,Oysters,15
DOM,2012,"Sharks, rays, chimaeras",351
DOM,2012,"Shrimps, prawns",36
DOM,2012,"Squids, cuttlefishes, octopuses",36
DOM,2012,"Tunas, bonitos, billfishes",2030
DOM,2012,Turtles,0
DOM,2013,"Abalones, winkles, conchs",2218
DOM,2013,Corals,0
DOM,2013,"Crabs, sea-spiders",31
DOM,2013,"Herrings, sardines, anchovies",157
DOM,2013,"Lobsters, spiny-rock lobsters",2542
DOM,2013,Marine fishes not identified,258
DOM,2013,Miscellaneous coastal fishes,3777
DOM,2013,Miscellaneous marine molluscs,18
DOM,2013,Miscellaneous pelagic fishes,1076
DOM,2013,Oysters,30
DOM,2013,"Sharks, rays, chimaeras",356
DOM,2013,"Shrimps, prawns",47
DOM,2013,"Squids, cuttlefishes, octopuses",54
DOM,2013,"Tunas, bonitos, billfishes",2059
DOM,2013,Turtles,0
DOM,2014,"Abalones, winkles, conchs",1842
DOM,2014,Corals,0
DOM,2014,"Crabs, sea-spiders",30
DOM,2014,"Herrings, sardines, anchovies",152
DOM,2014,"Lobsters, spiny-rock lobsters",2454
DOM,2014,Marine fishes not identified,1289
DOM,2014,Miscellaneous coastal fishes,3647
DOM,2014,Miscellaneous marine molluscs,17
DOM,2014,Miscellaneous pelagic fishes,1040
DOM,2014,Oysters,2
DOM,2014,"Sharks, rays, chimaeras",343
DOM,2014,"Shrimps, prawns",45
DOM,2014,"Squids, cuttlefishes, octopuses",96
DOM,2014,"Tunas, bonitos, billfishes",1983
DOM,2014,Turtles,0
DOM,2015,"Abalones, winkles, conchs",1447
DOM,2015,Corals,0
DOM,2015,"Crabs, sea-spiders",86
DOM,2015,"Herrings, sardines, anchovies",170
DOM,2015,"Lobsters, spiny-rock lobsters",1282
DOM,2015,Marine fishes not identified,1525
DOM,2015,Miscellaneous coastal fishes,3705
DOM,2015,Miscellaneous marine molluscs,64
DOM,2015,Miscellaneous pelagic fishes,975
DOM,2015,Oysters,25
DOM,2015,"Sharks, rays, chimaeras",263
DOM,2015,"Shrimps, prawns",66
DOM,2015,"Squids, cuttlefishes, octopuses",49
DOM,2015,"Tunas, bonitos, billfishes",1002
DOM,2015,Turtles,0
DOM,2016,"Abalones, winkles, conchs",1634
DOM,2016,Corals,0
DOM,2016,"Crabs, sea-spiders",82
DOM,2016,"Herrings, sardines, anchovies",192
DOM,2016,"Lobsters, spiny-rock lobsters",1562
DOM,2016,Marine fishes not identified,4742
DOM,2016,Miscellaneous coastal fishes,2752
DOM,2016,Miscellaneous marine molluscs,75
DOM,2016,Miscellaneous pelagic fishes,1125
DOM,2016,Oysters,5
DOM,2016,"Sharks, rays, chimaeras",105
DOM,2016,"Shrimps, prawns",64
DOM,2016,"Squids, cuttlefishes, octopuses",46
DOM,2016,"Tunas, bonitos, billfishes",1218
DOM,2016,Turtles,0
DOM,2017,"Abalones, winkles, conchs",1755
DOM,2017,Corals,0
DOM,2017,"Crabs, sea-spiders",88
DOM,2017,"Herrings, sardines, anchovies",206
DOM,2017,"Lobsters, spiny-rock lobsters",1677
DOM,2017,Marine fishes not identified,5093
DOM,2017,Miscellaneous coastal fishes,2958
DOM,2017,Miscellaneous marine molluscs,81
DOM,2017,Miscellaneous pelagic fishes,1208
DOM,2017,Oysters,6
DOM,2017,"Sharks, rays, chimaeras",112
DOM,2017,"Shrimps, prawns",69
DOM,2017,"Squids, cuttlefishes, octopuses",49
DOM,2017,"Tunas, bonitos, billfishes",1299
DOM,2017,Turtles,0
DZA,2000,"Cods, hakes, haddocks",8
DZA,2000,Corals,2.9
DZA,2000,"Flounders, halibuts, soles",278
DZA,2000,"Herrings, sardines, anchovies",76405
DZA,2000,"Lobsters, spiny-rock lobsters",125
DZA,2000,Marine fishes not identified,9324
DZA,2000,Miscellaneous coastal fishes,7973
DZA,2000,Miscellaneous marine crustaceans,308
DZA,2000,Miscellaneous marine molluscs,0
DZA,2000,Miscellaneous pelagic fishes,8992
DZA,2000,"Sharks, rays, chimaeras",522
DZA,2000,"Shrimps, prawns",3812
DZA,2000,"Squids, cuttlefishes, octopuses",916
DZA,2000,"Tunas, bonitos, billfishes",4494
DZA,2001,"Cods, hakes, haddocks",215
DZA,2001,Corals,5
DZA,2001,"Flounders, halibuts, soles",271
DZA,2001,"Herrings, sardines, anchovies",99873
DZA,2001,"Lobsters, spiny-rock lobsters",79
DZA,2001,Marine fishes not identified,6010
DZA,2001,Miscellaneous coastal fishes,7822
DZA,2001,Miscellaneous marine crustaceans,222
DZA,2001,Miscellaneous marine molluscs,0
DZA,2001,Miscellaneous pelagic fishes,10074
DZA,2001,"Sharks, rays, chimaeras",977
DZA,2001,"Shrimps, prawns",2849
DZA,2001,"Squids, cuttlefishes, octopuses",929
DZA,2001,"Tunas, bonitos, billfishes",4302
DZA,2002,"Cods, hakes, haddocks",248
DZA,2002,Corals,4.8
DZA,2002,"Flounders, halibuts, soles",377
DZA,2002,"Herrings, sardines, anchovies",100750
DZA,2002,"Lobsters, spiny-rock lobsters",102
DZA,2002,Marine fishes not identified,6749
DZA,2002,Miscellaneous coastal fishes,8746
DZA,2002,Miscellaneous marine crustaceans,297
DZA,2002,Miscellaneous marine molluscs,0
DZA,2002,Miscellaneous pelagic fishes,8644
DZA,2002,"Sharks, rays, chimaeras",1010
DZA,2002,"Shrimps, prawns",2550
DZA,2002,"Squids, cuttlefishes, octopuses",969
DZA,2002,"Tunas, bonitos, billfishes",3878
DZA,2003,"Cods, hakes, haddocks",47
DZA,2003,Corals,2
DZA,2003,"Flounders, halibuts, soles",585
DZA,2003,"Herrings, sardines, anchovies",100372
DZA,2003,"Lobsters, spiny-rock lobsters",193
DZA,2003,Marine fishes not identified,8271
DZA,2003,Miscellaneous coastal fishes,11091
DZA,2003,Miscellaneous marine crustaceans,49
DZA,2003,Miscellaneous marine molluscs,0
DZA,2003,Miscellaneous pelagic fishes,12677
DZA,2003,"Sharks, rays, chimaeras",666
DZA,2003,"Shrimps, prawns",2412
DZA,2003,"Squids, cuttlefishes, octopuses",1480
DZA,2003,"Tunas, bonitos, billfishes",3114
DZA,2004,"Cods, hakes, haddocks",48
DZA,2004,Corals,2.2
DZA,2004,"Flounders, halibuts, soles",271
DZA,2004,"Herrings, sardines, anchovies",87686
DZA,2004,"Lobsters, spiny-rock lobsters",192
DZA,2004,Marine fishes not identified,0
DZA,2004,Miscellaneous coastal fishes,9208
DZA,2004,Miscellaneous marine crustaceans,0
DZA,2004,Miscellaneous marine molluscs,0
DZA,2004,Miscellaneous pelagic fishes,9000
DZA,2004,"Sharks, rays, chimaeras",342
DZA,2004,"Shrimps, prawns",2445
DZA,2004,"Squids, cuttlefishes, octopuses",1340
DZA,2004,"Tunas, bonitos, billfishes",2930
DZA,2005,"Cods, hakes, haddocks",54
DZA,2005,Corals,1.3
DZA,2005,"Flounders, halibuts, soles",255
DZA,2005,"Herrings, sardines, anchovies",95573
DZA,2005,"Lobsters, spiny-rock lobsters",106
DZA,2005,Marine fishes not identified,0
DZA,2005,Miscellaneous coastal fishes,10081
DZA,2005,Miscellaneous marine crustaceans,0
DZA,2005,Miscellaneous marine molluscs,0
DZA,2005,Miscellaneous pelagic fishes,12394
DZA,2005,"Sharks, rays, chimaeras",374
DZA,2005,"Shrimps, prawns",2700
DZA,2005,"Squids, cuttlefishes, octopuses",1899
DZA,2005,"Tunas, bonitos, billfishes",2823
DZA,2006,"Cods, hakes, haddocks",99
DZA,2006,Corals,1.8
DZA,2006,"Flounders, halibuts, soles",213
DZA,2006,"Herrings, sardines, anchovies",108997
DZA,2006,"Lobsters, spiny-rock lobsters",56
DZA,2006,Marine fishes not identified,0
DZA,2006,Miscellaneous coastal fishes,9051
DZA,2006,Miscellaneous marine crustaceans,0
DZA,2006,Miscellaneous marine molluscs,0
DZA,2006,Miscellaneous pelagic fishes,20139
DZA,2006,"Sharks, rays, chimaeras",370
DZA,2006,"Shrimps, prawns",2276
DZA,2006,"Squids, cuttlefishes, octopuses",1364
DZA,2006,"Tunas, bonitos, billfishes",3197
DZA,2007,"Cods, hakes, haddocks",999
DZA,2007,Corals,1.131
DZA,2007,"Flounders, halibuts, soles",201
DZA,2007,"Herrings, sardines, anchovies",93387
DZA,2007,"Lobsters, spiny-rock lobsters",65
DZA,2007,Marine fishes not identified,6452
DZA,2007,Miscellaneous coastal fishes,9332
DZA,2007,Miscellaneous demersal fishes,223
DZA,2007,Miscellaneous marine crustaceans,4
DZA,2007,Miscellaneous marine molluscs,43
DZA,2007,Miscellaneous pelagic fishes,29072
DZA,2007,"Sharks, rays, chimaeras",570
DZA,2007,"Shrimps, prawns",1777
DZA,2007,"Squids, cuttlefishes, octopuses",2319
DZA,2007,"Tunas, bonitos, billfishes",2918
DZA,2008,"Cods, hakes, haddocks",1141
DZA,2008,Corals,1.43
DZA,2008,"Flounders, halibuts, soles",241
DZA,2008,"Herrings, sardines, anchovies",66710
DZA,2008,"Lobsters, spiny-rock lobsters",184
DZA,2008,Marine fishes not identified,14419
DZA,2008,Miscellaneous coastal fishes,11934
DZA,2008,Miscellaneous demersal fishes,496
DZA,2008,Miscellaneous marine crustaceans,10
DZA,2008,Miscellaneous marine molluscs,17
DZA,2008,Miscellaneous pelagic fishes,35399
DZA,2008,"Sharks, rays, chimaeras",687
DZA,2008,"Shrimps, prawns",2005
DZA,2008,"Squids, cuttlefishes, octopuses",1609
DZA,2008,"Tunas, bonitos, billfishes",4009
DZA,2009,"Cods, hakes, haddocks",830
DZA,2009,"Flounders, halibuts, soles",245
DZA,2009,"Herrings, sardines, anchovies",75947
DZA,2009,"Lobsters, spiny-rock lobsters",177
DZA,2009,Marine fishes not identified,13560
DZA,2009,Miscellaneous coastal fishes,9921
DZA,2009,Miscellaneous demersal fishes,471
DZA,2009,Miscellaneous marine crustaceans,44
DZA,2009,Miscellaneous marine molluscs,6
DZA,2009,Miscellaneous pelagic fishes,19674
DZA,2009,"Sharks, rays, chimaeras",594
