iso3,year,isscaap_group,value
SYR,2001,Miscellaneous coastal fishes,750
SYR,2001,Miscellaneous demersal fishes,163
SYR,2001,Miscellaneous marine crustaceans,57
SYR,2001,Miscellaneous marine molluscs,75
SYR,2001,Miscellaneous pelagic fishes,433
SYR,2001,"Sharks, rays, chimaeras",150
SYR,2001,Sponges,0
SYR,2001,"Tunas, bonitos, billfishes",370
SYR,2002,"Cods, hakes, haddocks",63
SYR,2002,"Herrings, sardines, anchovies",334
SYR,2002,Marine fishes not identified,0
SYR,2002,Miscellaneous coastal fishes,1116
SYR,2002,Miscellaneous demersal fishes,76
SYR,2002,Miscellaneous marine crustaceans,66
SYR,2002,Miscellaneous marine molluscs,136
SYR,2002,Miscellaneous pelagic fishes,520
SYR,2002,"Sharks, rays, chimaeras",182
SYR,2002,Sponges,0
SYR,2002,"Tunas, bonitos, billfishes",330
SYR,2003,"Cods, hakes, haddocks",70
SYR,2003,"Herrings, sardines, anchovies",305
SYR,2003,Marine fishes not identified,0
SYR,2003,Miscellaneous coastal fishes,952
SYR,2003,Miscellaneous demersal fishes,81
SYR,2003,Miscellaneous marine crustaceans,128
SYR,2003,Miscellaneous marine molluscs,122
SYR,2003,Miscellaneous pelagic fishes,698
SYR,2003,"Sharks, rays, chimaeras",184
SYR,2003,Sponges,0
SYR,2003,"Tunas, bonitos, billfishes",520
SYR,2004,"Cods, hakes, haddocks",86
SYR,2004,"Herrings, sardines, anchovies",320
SYR,2004,Marine fishes not identified,0
SYR,2004,Miscellaneous coastal fishes,993
SYR,2004,Miscellaneous demersal fishes,106
SYR,2004,Miscellaneous marine crustaceans,146
SYR,2004,Miscellaneous marine molluscs,146
SYR,2004,Miscellaneous pelagic fishes,675
SYR,2004,"Sharks, rays, chimaeras",190
SYR,2004,Sponges,0
SYR,2004,"Tunas, bonitos, billfishes",415
SYR,2005,"Cods, hakes, haddocks",110
SYR,2005,"Herrings, sardines, anchovies",518
SYR,2005,Marine fishes not identified,0
SYR,2005,Miscellaneous coastal fishes,1241
SYR,2005,Miscellaneous demersal fishes,198
SYR,2005,Miscellaneous marine crustaceans,215
SYR,2005,Miscellaneous marine molluscs,128
SYR,2005,Miscellaneous pelagic fishes,672
SYR,2005,"Sharks, rays, chimaeras",135
SYR,2005,Sponges,0
SYR,2005,"Tunas, bonitos, billfishes",460
SYR,2006,"Cods, hakes, haddocks",62
SYR,2006,"Herrings, sardines, anchovies",426
SYR,2006,Marine fishes not identified,190
SYR,2006,Miscellaneous coastal fishes,896
SYR,2006,Miscellaneous demersal fishes,205
SYR,2006,Miscellaneous marine crustaceans,137
SYR,2006,Miscellaneous marine molluscs,115
SYR,2006,Miscellaneous pelagic fishes,667
SYR,2006,"Sharks, rays, chimaeras",196
SYR,2006,Sponges,0
SYR,2006,"Tunas, bonitos, billfishes",501
SYR,2007,"Cods, hakes, haddocks",65
SYR,2007,"Herrings, sardines, anchovies",352
SYR,2007,Marine fishes not identified,358
SYR,2007,Miscellaneous coastal fishes,789
SYR,2007,Miscellaneous demersal fishes,258
SYR,2007,Miscellaneous marine crustaceans,148
SYR,2007,Miscellaneous marine molluscs,128
SYR,2007,Miscellaneous pelagic fishes,745
SYR,2007,"Sharks, rays, chimaeras",103
SYR,2007,Sponges,0
SYR,2007,"Tunas, bonitos, billfishes",436
SYR,2008,"Cods, hakes, haddocks",46
SYR,2008,"Herrings, sardines, anchovies",360
SYR,2008,Marine fishes not identified,285
SYR,2008,Miscellaneous coastal fishes,813
SYR,2008,Miscellaneous demersal fishes,231
SYR,2008,Miscellaneous marine crustaceans,148
SYR,2008,Miscellaneous marine molluscs,75
SYR,2008,Miscellaneous pelagic fishes,692
SYR,2008,"Sharks, rays, chimaeras",90
SYR,2008,Sponges,0
SYR,2008,"Tunas, bonitos, billfishes",471
SYR,2009,"Cods, hakes, haddocks",52
SYR,2009,"Herrings, sardines, anchovies",340
SYR,2009,Marine fishes not identified,265
SYR,2009,Miscellaneous coastal fishes,757
SYR,2009,Miscellaneous demersal fishes,185
SYR,2009,Miscellaneous marine crustaceans,160
SYR,2009,Miscellaneous marine molluscs,90
SYR,2009,Miscellaneous pelagic fishes,680
SYR,2009,"Sharks, rays, chimaeras",119
SYR,2009,Sponges,0
SYR,2009,"Tunas, bonitos, billfishes",459
SYR,2010,"Cods, hakes, haddocks",49
SYR,2010,"Herrings, sardines, anchovies",362
SYR,2010,Marine fishes not identified,247
SYR,2010,Miscellaneous coastal fishes,744
SYR,2010,Miscellaneous demersal fishes,288
SYR,2010,Miscellaneous marine crustaceans,117
SYR,2010,Miscellaneous marine molluscs,65
SYR,2010,Miscellaneous pelagic fishes,482
SYR,2010,"Sharks, rays, chimaeras",105
SYR,2010,Sponges,0
SYR,2010,"Tunas, bonitos, billfishes",499
SYR,2011,"Cods, hakes, haddocks",45
SYR,2011,"Herrings, sardines, anchovies",355
SYR,2011,Marine fishes not identified,240
SYR,2011,Miscellaneous coastal fishes,710
SYR,2011,Miscellaneous demersal fishes,278
SYR,2011,Miscellaneous marine crustaceans,114
SYR,2011,Miscellaneous marine molluscs,61
SYR,2011,Miscellaneous pelagic fishes,457
SYR,2011,"Sharks, rays, chimaeras",98
SYR,2011,Sponges,0
SYR,2011,"Tunas, bonitos, billfishes",292
SYR,2012,"Cods, hakes, haddocks",37
SYR,2012,"Herrings, sardines, anchovies",275
SYR,2012,Marine fishes not identified,185
SYR,2012,Miscellaneous coastal fishes,580
SYR,2012,Miscellaneous demersal fishes,218
SYR,2012,Miscellaneous marine crustaceans,90
SYR,2012,Miscellaneous marine molluscs,52
SYR,2012,Miscellaneous pelagic fishes,368
SYR,2012,"Sharks, rays, chimaeras",83
SYR,2012,Sponges,0
SYR,2012,"Tunas, bonitos, billfishes",412
SYR,2013,"Cods, hakes, haddocks",33
SYR,2013,"Herrings, sardines, anchovies",242
SYR,2013,Marine fishes not identified,163
SYR,2013,Miscellaneous coastal fishes,512
SYR,2013,Miscellaneous demersal fishes,193
SYR,2013,Miscellaneous marine crustaceans,79
SYR,2013,Miscellaneous marine molluscs,46
SYR,2013,Miscellaneous pelagic fishes,325
SYR,2013,"Sharks, rays, chimaeras",73
SYR,2013,Sponges,0
SYR,2013,"Tunas, bonitos, billfishes",334
SYR,2014,"Cods, hakes, haddocks",30
SYR,2014,"Herrings, sardines, anchovies",218
SYR,2014,Marine fishes not identified,147
SYR,2014,Miscellaneous coastal fishes,460
SYR,2014,Miscellaneous demersal fishes,173
SYR,2014,Miscellaneous marine crustaceans,71
SYR,2014,Miscellaneous marine molluscs,41
SYR,2014,Miscellaneous pelagic fishes,293
SYR,2014,"Sharks, rays, chimaeras",66
SYR,2014,Sponges,0
SYR,2014,"Tunas, bonitos, billfishes",301
SYR,2015,"Cods, hakes, haddocks",28
SYR,2015,"Herrings, sardines, anchovies",200
SYR,2015,Marine fishes not identified,135
SYR,2015,Miscellaneous coastal fishes,425
SYR,2015,Miscellaneous demersal fishes,159
SYR,2015,Miscellaneous marine crustaceans,65
SYR,2015,Miscellaneous marine molluscs,38
SYR,2015,Miscellaneous pelagic fishes,271
SYR,2015,"Sharks, rays, chimaeras",61
SYR,2015,Sponges,0
SYR,2015,"Tunas, bonitos, billfishes",318
SYR,2016,"Cods, hakes, haddocks",33
SYR,2016,"Herrings, sardines, anchovies",240
SYR,2016,Marine fishes not identified,160
SYR,2016,Miscellaneous coastal fishes,503
SYR,2016,Miscellaneous demersal fishes,186
SYR,2016,Miscellaneous marine crustaceans,76
SYR,2016,Miscellaneous marine molluscs,45
SYR,2016,Miscellaneous pelagic fishes,318
SYR,2016,"Sharks, rays, chimaeras",71
SYR,2016,Sponges,0
SYR,2016,"Tunas, bonitos, billfishes",368
SYR,2017,"Cods, hakes, haddocks",30
SYR,2017,"Herrings, sardines, anchovies",220
SYR,2017,Marine fishes not identified,145
SYR,2017,Miscellaneous coastal fishes,470
SYR,2017,Miscellaneous demersal fishes,175
SYR,2017,Miscellaneous marine crustaceans,70
SYR,2017,Miscellaneous marine molluscs,40
SYR,2017,Miscellaneous pelagic fishes,293
SYR,2017,"Sharks, rays, chimaeras",65
SYR,2017,Sponges,0
SYR,2017,"Tunas, bonitos, billfishes",357
TCA,2000,"Abalones, winkles, conchs",3421
TCA,2000,"Lobsters, spiny-rock lobsters",187
TCA,2000,Marine fishes not identified,80
TCA,2000,"Tunas, bonitos, billfishes",0
TCA,2001,"Abalones, winkles, conchs",3904
TCA,2001,"Lobsters, spiny-rock lobsters",291
TCA,2001,Marine fishes not identified,80
TCA,2001,"Tunas, bonitos, billfishes",0
TCA,2002,"Abalones, winkles, conchs",4330
TCA,2002,"Lobsters, spiny-rock lobsters",323
TCA,2002,Marine fishes not identified,80
TCA,2002,"Tunas, bonitos, billfishes",0
TCA,2003,"Abalones, winkles, conchs",3844
TCA,2003,"Lobsters, spiny-rock lobsters",182
TCA,2003,Marine fishes not identified,70
TCA,2003,"Tunas, bonitos, billfishes",0
TCA,2004,"Abalones, winkles, conchs",3473
TCA,2004,"Lobsters, spiny-rock lobsters",278
TCA,2004,Marine fishes not identified,70
TCA,2004,"Tunas, bonitos, billfishes",0
TCA,2005,"Abalones, winkles, conchs",3816
TCA,2005,"Lobsters, spiny-rock lobsters",388
TCA,2005,Marine fishes not identified,70
TCA,2005,"Tunas, bonitos, billfishes",0
TCA,2006,"Abalones, winkles, conchs",3606
TCA,2006,"Lobsters, spiny-rock lobsters",427
TCA,2006,Marine fishes not identified,70
TCA,2006,"Tunas, bonitos, billfishes",2
TCA,2007,"Abalones, winkles, conchs",3950
TCA,2007,"Lobsters, spiny-rock lobsters",436
TCA,2007,Marine fishes not identified,70
TCA,2007,"Tunas, bonitos, billfishes",2
TCA,2008,"Abalones, winkles, conchs",3104
TCA,2008,"Lobsters, spiny-rock lobsters",380
TCA,2008,Marine fishes not identified,60
TCA,2008,"Tunas, bonitos, billfishes",0
TCA,2009,"Abalones, winkles, conchs",4023
TCA,2009,"Lobsters, spiny-rock lobsters",203
TCA,2009,Marine fishes not identified,31
TCA,2010,"Abalones, winkles, conchs",4642
TCA,2010,"Lobsters, spiny-rock lobsters",154
TCA,2010,Marine fishes not identified,30
TCA,2011,"Abalones, winkles, conchs",3735
TCA,2011,"Lobsters, spiny-rock lobsters",199
TCA,2011,Marine fishes not identified,30
TCA,2012,"Abalones, winkles, conchs",2524
TCA,2012,"Lobsters, spiny-rock lobsters",264
TCA,2012,Marine fishes not identified,30
TCA,2013,"Abalones, winkles, conchs",2143
TCA,2013,"Lobsters, spiny-rock lobsters",180
TCA,2013,Marine fishes not identified,30
TCA,2014,"Abalones, winkles, conchs",1236
TCA,2014,"Lobsters, spiny-rock lobsters",203
TCA,2014,Marine fishes not identified,30
TCA,2015,"Abalones, winkles, conchs",1257
TCA,2015,"Lobsters, spiny-rock lobsters",218
TCA,2015,Marine fishes not identified,30
TCA,2016,"Abalones, winkles, conchs",1493
TCA,2016,"Lobsters, spiny-rock lobsters",260
TCA,2016,Marine fishes not identified,30
TCA,2017,"Abalones, winkles, conchs",1857
TCA,2017,"Lobsters, spiny-rock lobsters",218
TCA,2017,Marine fishes not identified,30
TGO,2000,"Crabs, sea-spiders",33
TGO,2000,"Flounders, halibuts, soles",49
TGO,2000,"Herrings, sardines, anchovies",9714
TGO,2000,"Lobsters, spiny-rock lobsters",2
TGO,2000,Marine fishes not identified,1424
TGO,2000,Miscellaneous coastal fishes,1303
TGO,2000,Miscellaneous demersal fishes,2
TGO,2000,Miscellaneous marine crustaceans,0
TGO,2000,Miscellaneous marine molluscs,0
TGO,2000,Miscellaneous pelagic fishes,3643
TGO,2000,Shads,418
TGO,2000,"Sharks, rays, chimaeras",148
TGO,2000,"Shrimps, prawns",2
TGO,2000,"Squids, cuttlefishes, octopuses",0
TGO,2000,"Tunas, bonitos, billfishes",539
TGO,2001,"Crabs, sea-spiders",23
TGO,2001,"Flounders, halibuts, soles",21
TGO,2001,"Herrings, sardines, anchovies",10228
TGO,2001,"Lobsters, spiny-rock lobsters",0
TGO,2001,Marine fishes not identified,1027
TGO,2001,Miscellaneous coastal fishes,1251
TGO,2001,Miscellaneous demersal fishes,4
TGO,2001,Miscellaneous marine crustaceans,0
TGO,2001,Miscellaneous marine molluscs,0
TGO,2001,Miscellaneous pelagic fishes,3747
TGO,2001,Shads,796
TGO,2001,"Sharks, rays, chimaeras",135
TGO,2001,"Shrimps, prawns",0
TGO,2001,"Squids, cuttlefishes, octopuses",20
TGO,2001,"Tunas, bonitos, billfishes",911
TGO,2002,"Crabs, sea-spiders",17
TGO,2002,"Flounders, halibuts, soles",15
TGO,2002,"Herrings, sardines, anchovies",9092
TGO,2002,"Lobsters, spiny-rock lobsters",0
TGO,2002,Marine fishes not identified,807
TGO,2002,Miscellaneous coastal fishes,1411
TGO,2002,Miscellaneous demersal fishes,14
TGO,2002,Miscellaneous marine crustaceans,0
TGO,2002,Miscellaneous marine molluscs,0
TGO,2002,Miscellaneous pelagic fishes,2576
TGO,2002,Shads,667
TGO,2002,"Sharks, rays, chimaeras",256
TGO,2002,"Shrimps, prawns",0
TGO,2002,"Squids, cuttlefishes, octopuses",0
TGO,2002,"Tunas, bonitos, billfishes",1091
TGO,2003,"Crabs, sea-spiders",7
TGO,2003,"Flounders, halibuts, soles",7
TGO,2003,"Herrings, sardines, anchovies",15705
TGO,2003,"Lobsters, spiny-rock lobsters",0
TGO,2003,Marine fishes not identified,521
TGO,2003,Miscellaneous coastal fishes,486
TGO,2003,Miscellaneous demersal fishes,6
TGO,2003,Miscellaneous marine crustaceans,0
TGO,2003,Miscellaneous marine molluscs,0
TGO,2003,Miscellaneous pelagic fishes,1785
TGO,2003,Shads,468
TGO,2003,"Sharks, rays, chimaeras",755
TGO,2003,"Shrimps, prawns",0
TGO,2003,"Squids, cuttlefishes, octopuses",3
TGO,2003,"Tunas, bonitos, billfishes",2742
TGO,2004,"Crabs, sea-spiders",10
TGO,2004,"Flounders, halibuts, soles",24
TGO,2004,"Herrings, sardines, anchovies",12182
TGO,2004,"Lobsters, spiny-rock lobsters",1
TGO,2004,Marine fishes not identified,990
TGO,2004,Miscellaneous coastal fishes,1942
TGO,2004,Miscellaneous demersal fishes,379
TGO,2004,Miscellaneous marine crustaceans,0
TGO,2004,Miscellaneous marine molluscs,0
TGO,2004,Miscellaneous pelagic fishes,3242
TGO,2004,Shads,2247
TGO,2004,"Sharks, rays, chimaeras",153
TGO,2004,"Shrimps, prawns",1
TGO,2004,"Squids, cuttlefishes, octopuses",0
TGO,2004,"Tunas, bonitos, billfishes",1842
TGO,2005,"Crabs, sea-spiders",6
TGO,2005,"Flounders, halibuts, soles",30
TGO,2005,"Herrings, sardines, anchovies",16077
TGO,2005,"Lobsters, spiny-rock lobsters",3
TGO,2005,Marine fishes not identified,275
TGO,2005,Miscellaneous coastal fishes,1011
TGO,2005,Miscellaneous demersal fishes,18
TGO,2005,Miscellaneous marine crustaceans,0
TGO,2005,Miscellaneous marine molluscs,0
TGO,2005,Miscellaneous pelagic fishes,2663
TGO,2005,Shads,1235
TGO,2005,"Sharks, rays, chimaeras",97
TGO,2005,"Shrimps, prawns",1
TGO,2005,"Squids, cuttlefishes, octopuses",1
TGO,2005,"Tunas, bonitos, billfishes",1289
TGO,2006,"Crabs, sea-spiders",28
TGO,2006,"Flounders, halibuts, soles",14
TGO,2006,"Herrings, sardines, anchovies",10795
TGO,2006,"Lobsters, spiny-rock lobsters",1
TGO,2006,Marine fishes not identified,631
TGO,2006,Miscellaneous coastal fishes,1069
TGO,2006,Miscellaneous demersal fishes,16
TGO,2006,Miscellaneous marine crustaceans,0
TGO,2006,Miscellaneous marine molluscs,0
TGO,2006,Miscellaneous pelagic fishes,3057
TGO,2006,Shads,1087
TGO,2006,"Sharks, rays, chimaeras",111
TGO,2006,"Shrimps, prawns",1
TGO,2006,"Squids, cuttlefishes, octopuses",1
TGO,2006,"Tunas, bonitos, billfishes",3019
TGO,2007,"Crabs, sea-spiders",5
TGO,2007,"Flounders, halibuts, soles",9
TGO,2007,"Herrings, sardines, anchovies",4052
TGO,2007,"Lobsters, spiny-rock lobsters",1
TGO,2007,Marine fishes not identified,2130
TGO,2007,Miscellaneous coastal fishes,1226
TGO,2007,Miscellaneous demersal fishes,18
TGO,2007,Miscellaneous marine crustaceans,0
TGO,2007,Miscellaneous marine molluscs,0
TGO,2007,Miscellaneous pelagic fishes,4526
TGO,2007,Shads,587
TGO,2007,"Sharks, rays, chimaeras",74
TGO,2007,"Shrimps, prawns",0
TGO,2007,"Squids, cuttlefishes, octopuses",0
TGO,2007,"Tunas, bonitos, billfishes",2277
TGO,2008,"Crabs, sea-spiders",10
TGO,2008,"Flounders, halibuts, soles",20
TGO,2008,"Herrings, sardines, anchovies",4500
TGO,2008,"Lobsters, spiny-rock lobsters",1
TGO,2008,Marine fishes not identified,1600
TGO,2008,Miscellaneous coastal fishes,1921
TGO,2008,Miscellaneous demersal fishes,20
TGO,2008,Miscellaneous marine crustaceans,0
TGO,2008,Miscellaneous marine molluscs,0
TGO,2008,Miscellaneous pelagic fishes,5045
TGO,2008,Shads,750
TGO,2008,"Sharks, rays, chimaeras",56
TGO,2008,"Shrimps, prawns",0
TGO,2008,"Squids, cuttlefishes, octopuses",0
TGO,2008,"Tunas, bonitos, billfishes",3842
TGO,2009,"Crabs, sea-spiders",21
TGO,2009,"Flounders, halibuts, soles",28
TGO,2009,"Herrings, sardines, anchovies",5110
TGO,2009,"Lobsters, spiny-rock lobsters",0
TGO,2009,Marine fishes not identified,1381
TGO,2009,Miscellaneous coastal fishes,2707
TGO,2009,Miscellaneous demersal fishes,24
TGO,2009,Miscellaneous marine crustaceans,0
TGO,2009,Miscellaneous marine molluscs,0
TGO,2009,Miscellaneous pelagic fishes,5778
TGO,2009,Shads,1016
TGO,2009,"Sharks, rays, chimaeras",47
TGO,2009,"Shrimps, prawns",0
TGO,2009,"Squids, cuttlefishes, octopuses",0
TGO,2009,"Tunas, bonitos, billfishes",5913
TGO,2010,"Crabs, sea-spiders",13
TGO,2010,"Flounders, halibuts, soles",49
TGO,2010,"Herrings, sardines, anchovies",7752
TGO,2010,"Lobsters, spiny-rock lobsters",1
TGO,2010,Marine fishes not identified,726
TGO,2010,Miscellaneous coastal fishes,1634
TGO,2010,Miscellaneous demersal fishes,7
TGO,2010,Miscellaneous marine crustaceans,0
TGO,2010,Miscellaneous marine molluscs,0
TGO,2010,Miscellaneous pelagic fishes,8617
TGO,2010,Shads,1311
TGO,2010,"Sharks, rays, chimaeras",33
TGO,2010,"Shrimps, prawns",0
TGO,2010,"Squids, cuttlefishes, octopuses",1
TGO,2010,"Tunas, bonitos, billfishes",2391
TGO,2011,"Crabs, sea-spiders",12
TGO,2011,"Flounders, halibuts, soles",37
TGO,2011,"Herrings, sardines, anchovies",3127
TGO,2011,"Lobsters, spiny-rock lobsters",0
TGO,2011,Marine fishes not identified,395
TGO,2011,Miscellaneous coastal fishes,2933
TGO,2011,Miscellaneous demersal fishes,24
TGO,2011,Miscellaneous marine crustaceans,0
TGO,2011,Miscellaneous marine molluscs,0
TGO,2011,Miscellaneous pelagic fishes,8824
TGO,2011,Shads,1013
TGO,2011,"Sharks, rays, chimaeras",66
TGO,2011,"Shrimps, prawns",2
TGO,2011,"Squids, cuttlefishes, octopuses",4
TGO,2011,"Tunas, bonitos, billfishes",2685
TGO,2012,"Crabs, sea-spiders",9
TGO,2012,"Flounders, halibuts, soles",75
TGO,2012,"Herrings, sardines, anchovies",8063
TGO,2012,"Lobsters, spiny-rock lobsters",1
TGO,2012,Marine fishes not identified,616
TGO,2012,Miscellaneous coastal fishes,378
TGO,2012,Miscellaneous demersal fishes,23
TGO,2012,Miscellaneous marine crustaceans,0
TGO,2012,Miscellaneous marine molluscs,0
TGO,2012,Miscellaneous pelagic fishes,3536
TGO,2012,Shads,40
TGO,2012,"Sharks, rays, chimaeras",66
TGO,2012,"Shrimps, prawns",1
TGO,2012,"Squids, cuttlefishes, octopuses",7
TGO,2012,"Tunas, bonitos, billfishes",1505
TGO,2013,"Crabs, sea-spiders",13
TGO,2013,"Flounders, halibuts, soles",46
TGO,2013,"Herrings, sardines, anchovies",9287
TGO,2013,Marine fishes not identified,782
TGO,2013,Miscellaneous coastal fishes,1117
TGO,2013,Miscellaneous demersal fishes,3
TGO,2013,Miscellaneous marine crustaceans,0
TGO,2013,Miscellaneous marine molluscs,0
TGO,2013,Miscellaneous pelagic fishes,2377
TGO,2013,Shads,345
TGO,2013,"Sharks, rays, chimaeras",40
TGO,2013,"Tunas, bonitos, billfishes",1005
TGO,2014,"Crabs, sea-spiders",10
TGO,2014,"Flounders, halibuts, soles",62
TGO,2014,"Herrings, sardines, anchovies",11349
TGO,2014,"Lobsters, spiny-rock lobsters",3
TGO,2014,Marine fishes not identified,898
TGO,2014,Miscellaneous coastal fishes,206
TGO,2014,Miscellaneous demersal fishes,14
TGO,2014,Miscellaneous marine crustaceans,0
TGO,2014,Miscellaneous marine molluscs,0
TGO,2014,Miscellaneous pelagic fishes,1199
TGO,2014,Shads,274
TGO,2014,"Sharks, rays, chimaeras",49
TGO,2014,"Shrimps, prawns",2
TGO,2014,"Squids, cuttlefishes, octopuses",6
TGO,2014,"Tunas, bonitos, billfishes",777
TGO,2015,"Crabs, sea-spiders",2
TGO,2015,"Flounders, halibuts, soles",52
TGO,2015,"Herrings, sardines, anchovies",11294
TGO,2015,"Lobsters, spiny-rock lobsters",5
TGO,2015,Marine fishes not identified,621
TGO,2015,Miscellaneous coastal fishes,597
TGO,2015,Miscellaneous demersal fishes,10
TGO,2015,Miscellaneous marine crustaceans,0
TGO,2015,Miscellaneous marine molluscs,0
TGO,2015,Miscellaneous pelagic fishes,2290
TGO,2015,Shads,231
TGO,2015,"Sharks, rays, chimaeras",64
TGO,2015,"Shrimps, prawns",9
TGO,2015,"Tunas, bonitos, billfishes",1322
TGO,2016,"Crabs, sea-spiders",9
TGO,2016,"Flounders, halibuts, soles",42
TGO,2016,"Herrings, sardines, anchovies",16417
TGO,2016,"Lobsters, spiny-rock lobsters",11
TGO,2016,Marine fishes not identified,872
TGO,2016,Miscellaneous coastal fishes,4514
TGO,2016,Miscellaneous demersal fishes,14
TGO,2016,Miscellaneous marine crustaceans,0
TGO,2016,Miscellaneous marine molluscs,0
TGO,2016,Miscellaneous pelagic fishes,2809
TGO,2016,Shads,28
TGO,2016,"Sharks, rays, chimaeras",91
TGO,2016,"Shrimps, prawns",3
TGO,2016,"Squids, cuttlefishes, octopuses",2
TGO,2016,"Tunas, bonitos, billfishes",1036
TGO,2017,"Crabs, sea-spiders",28
TGO,2017,"Flounders, halibuts, soles",60
TGO,2017,"Herrings, sardines, anchovies",12208
TGO,2017,"Lobsters, spiny-rock lobsters",6
TGO,2017,Marine fishes not identified,1647
TGO,2017,Miscellaneous coastal fishes,1509
TGO,2017,Miscellaneous demersal fishes,19
TGO,2017,Miscellaneous marine molluscs,1
TGO,2017,Miscellaneous pelagic fishes,3332
TGO,2017,Shads,266
TGO,2017,"Sharks, rays, chimaeras",94
TGO,2017,"Shrimps, prawns",1
TGO,2017,"Squids, cuttlefishes, octopuses",5
TGO,2017,"Tunas, bonitos, billfishes",1491
THA,2000,"Clams, cockles, arkshells",50066
THA,2000,"Crabs, sea-spiders",58108
THA,2000,"Flounders, halibuts, soles",18512
THA,2000,"Herrings, sardines, anchovies",321327
THA,2000,"Lobsters, spiny-rock lobsters",2312
THA,2000,Marine fishes not identified,994728
THA,2000,Miscellaneous aquatic invertebrates,139841
THA,2000,Miscellaneous coastal fishes,332347
THA,2000,Miscellaneous demersal fishes,17771
THA,2000,Miscellaneous diadromous fishes,833
THA,2000,Miscellaneous marine crustaceans,875
THA,2000,Miscellaneous marine molluscs,1403
THA,2000,Miscellaneous pelagic fishes,402938
THA,2000,Mussels,41250
THA,2000,Oysters,0
THA,2000,Red seaweeds,0
THA,2000,"Scallops, pectens",273
THA,2000,"Sharks, rays, chimaeras",24689
THA,2000,"Shrimps, prawns",84625
THA,2000,"Squids, cuttlefishes, octopuses",177455
THA,2000,"Tunas, bonitos, billfishes",126366
THA,2001,"Clams, cockles, arkshells",53806
THA,2001,"Crabs, sea-spiders",49773
THA,2001,"Flounders, halibuts, soles",15891
THA,2001,"Herrings, sardines, anchovies",303124
THA,2001,"Lobsters, spiny-rock lobsters",1855
THA,2001,Marine fishes not identified,984490
THA,2001,Miscellaneous aquatic invertebrates,49283
THA,2001,Miscellaneous coastal fishes,365113
THA,2001,Miscellaneous demersal fishes,18373
THA,2001,Miscellaneous diadromous fishes,497
THA,2001,Miscellaneous marine crustaceans,1877
THA,2001,Miscellaneous marine molluscs,1435
THA,2001,Miscellaneous pelagic fishes,392956
THA,2001,Mussels,387
THA,2001,Oysters,0
THA,2001,Red seaweeds,0
THA,2001,"Scallops, pectens",234
THA,2001,"Sharks, rays, chimaeras",24278
THA,2001,"Shrimps, prawns",85115
THA,2001,"Squids, cuttlefishes, octopuses",165390
THA,2001,"Tunas, bonitos, billfishes",117597
THA,2002,"Clams, cockles, arkshells",32943
THA,2002,"Crabs, sea-spiders",42121
THA,2002,"Flounders, halibuts, soles",19992
THA,2002,"Herrings, sardines, anchovies",295211
THA,2002,"Lobsters, spiny-rock lobsters",2317
THA,2002,Marine fishes not identified,937848
THA,2002,Miscellaneous aquatic invertebrates,29286
THA,2002,Miscellaneous coastal fishes,413439
THA,2002,Miscellaneous demersal fishes,22017
THA,2002,Miscellaneous diadromous fishes,556
THA,2002,Miscellaneous marine crustaceans,2285
THA,2002,Miscellaneous marine molluscs,896
THA,2002,Miscellaneous pelagic fishes,417529
THA,2002,Mussels,267
THA,2002,Oysters,0
THA,2002,Red seaweeds,0
THA,2002,"Scallops, pectens",124
THA,2002,"Sharks, rays, chimaeras",30208
THA,2002,"Shrimps, prawns",80996
THA,2002,"Squids, cuttlefishes, octopuses",184830
THA,2002,"Tunas, bonitos, billfishes",130863
THA,2003,"Clams, cockles, arkshells",53014
THA,2003,"Crabs, sea-spiders",43630
THA,2003,"Flounders, halibuts, soles",15430
THA,2003,"Herrings, sardines, anchovies",292208
THA,2003,"Lobsters, spiny-rock lobsters",3103
THA,2003,Marine fishes not identified,964149
THA,2003,Miscellaneous aquatic invertebrates,9280
THA,2003,Miscellaneous coastal fishes,396367
THA,2003,Miscellaneous demersal fishes,19829
THA,2003,Miscellaneous diadromous fishes,190
THA,2003,Miscellaneous marine crustaceans,2517
THA,2003,Miscellaneous marine molluscs,1873
THA,2003,Miscellaneous pelagic fishes,433213
THA,2003,Mussels,24
THA,2003,Oysters,0
THA,2003,Red seaweeds,0
THA,2003,"Scallops, pectens",180
THA,2003,"Sharks, rays, chimaeras",32540
THA,2003,"Shrimps, prawns",79082
THA,2003,"Squids, cuttlefishes, octopuses",168367
THA,2003,"Tunas, bonitos, billfishes",136227
THA,2004,"Clams, cockles, arkshells",31443
THA,2004,"Crabs, sea-spiders",42222
THA,2004,"Flounders, halibuts, soles",13627
THA,2004,"Herrings, sardines, anchovies",296048
THA,2004,"Lobsters, spiny-rock lobsters",2767
THA,2004,Marine fishes not identified,952897
THA,2004,Miscellaneous aquatic invertebrates,1802
THA,2004,Miscellaneous coastal fishes,411740
THA,2004,Miscellaneous demersal fishes,20197
THA,2004,Miscellaneous diadromous fishes,186
THA,2004,Miscellaneous marine crustaceans,2648
THA,2004,Miscellaneous marine molluscs,4937
THA,2004,Miscellaneous pelagic fishes,429103
THA,2004,Mussels,0
THA,2004,Oysters,0
THA,2004,Red seaweeds,0
THA,2004,"Scallops, pectens",156
THA,2004,"Sharks, rays, chimaeras",27646
THA,2004,"Shrimps, prawns",71889
THA,2004,"Squids, cuttlefishes, octopuses",163505
