Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2020,biomass,Total,atlantic,116441600.4331289,116441600.4331289,0,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2021,biomass,Total,atlantic,117868238.26263049,118102194.19395864,0.001984893765925762,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2022,biomass,Total,atlantic,118889720.9759423,119466935.30318485,0.004855039800786094,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2023,biomass,Total,atlantic,119613269.34478487,120571617.32730156,0.008012054078667945,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2024,biomass,Total,atlantic,120121290.94845885,121459568.7065915,0.011141053742977788,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2025,biomass,Total,atlantic,120475297.78720775,122172567.25230485,0.014088111806081115,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2026,biomass,Total,atlantic,120720264.9730378,122747009.01157904,0.01678876399910077,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2027,biomass,Total,atlantic,120888591.50156985,123212847.90999162,0.019226433028559087,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2028,biomass,Total,atlantic,121003365.78118336,123593895.86469206,0.021408744019511733,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2029,biomass,Total,atlantic,121080910.2999566,123908683.37519522,0.02335440878527677,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2030,biomass,Total,atlantic,121132694.93833397,124171454.6449103,0.025086205735976558,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2031,biomass,Total,atlantic,121166741.7740778,124393095.15633468,0.026627384173394688,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2032,biomass,Total,atlantic,121188639.86645159,124581914.87713932,0.027999943017984783,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2033,biomass,Total,atlantic,121202270.00943616,124744274.06041616,0.029223908518415043,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2034,biomass,Total,atlantic,121210318.18553576,124885066.87969625,0.03031712769316866,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2035,biomass,Total,atlantic,121214637.21770048,125008087.58264138,0.03129531591244951,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2036,biomass,Total,atlantic,121216500.42053422,125116304.28885144,0.03217221958056615,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2037,biomass,Total,atlantic,121216778.94061874,125212062.34242499,0.03295982154222598,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2038,biomass,Total,atlantic,121216065.44248295,125297234.92545316,0.03366855266315111,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2039,biomass,Total,atlantic,121214760.20488665,125373334.63284065,0.03430749209852708,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2040,biomass,Total,atlantic,121213130.95165947,125441596.33287022,0.03488454879444606,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2041,biomass,Total,atlantic,121211354.36638525,125503038.96727917,0.03540662195656564,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2042,biomass,Total,atlantic,121209544.85421994,125558511.90832673,0.03587974081857446,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2043,biomass,Total,atlantic,121207774.43564911,125608729.972431,0.03630918525872629,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2044,biomass,Total,atlantic,121206086.48042324,125654300.07431485,0.036699589295048025,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2045,biomass,Total,atlantic,121204505.16728914,125695741.6926604,0.03705502958963749,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2046,biomass,Total,atlantic,121203041.98106599,125733502.7288135,0.03737910100024756,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2047,biomass,Total,atlantic,121201700.1585557,125767971.91365945,0.03767498103681854,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2048,biomass,Total,atlantic,121200477.71627626,125799488.60944891,0.037945484867961385,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2049,biomass,Total,atlantic,121199369.49928644,125828350.63016595,0.038193112307459316,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2050,biomass,Total,atlantic,121198368.55570814,125854820.54213971,0.03842008800878584,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2051,biomass,Total,atlantic,121197467.04799888,125879130.78881231,0.03862839591325217,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2052,biomass,Total,atlantic,121196656.84706226,125901487.89754733,0.0388198088369887,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2053,biomass,Total,atlantic,121195929.91019613,125922075.96324727,0.03899591394325806,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2054,biomass,Total,atlantic,121195278.51260059,125941059.55700426,0.039158134728080655,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2055,biomass,Total,atlantic,121194695.38048473,125958586.17349039,0.039307750046729865,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2056,biomass,Total,atlantic,121194173.7587881,125974788.30503514,0.039445910624069054,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2057,biomass,Total,atlantic,121193707.4361348,125989785.21098772,0.03957365342074625,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2058,biomass,Total,atlantic,121193290.7424486,126003684.43632442,0.0396919141679099,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2059,biomass,Total,atlantic,121192918.52969301,126016583.12230559,0.039801538333535155,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2060,biomass,Total,atlantic,121192586.1427786,126028569.14342053,0.03990329074209697,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2061,biomass,Total,atlantic,121192289.38532759,126039722.09822996,0.039997864034815665,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2062,biomass,Total,atlantic,121192024.48337302,126050114.17654432,0.040085886128899635,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2063,biomass,Total,atlantic,121191788.04896829,126059810.92131147,0.04016792681015836,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2064,biomass,Total,atlantic,121191577.044936,126068871.90036552,0.04024450357322348,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2065,biomass,Total,atlantic,121191388.75148046,126077351.30061814,0.04031608680676989,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2066,biomass,Total,atlantic,121191220.73505232,126085298.455204,0.04038310440696928,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2067,biomass,Total,atlantic,121191070.81963238,126092758.31241663,0.04044594589051355,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2068,biomass,Total,atlantic,121190937.06045872,126099771.85390402,0.040504966068514066,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2069,biomass,Total,atlantic,121190817.72013198,126106376.46847025,0.04056048833410672,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2070,biomass,Total,atlantic,121190711.24698061,126112606.28690234,0.04061280760941451,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2071,biomass,Total,atlantic,121190616.25553828,126118492.4824712,0.04066219299142902,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2072,biomass,Total,atlantic,121190531.50897278,126124063.54110971,0.04070889013117052,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2073,biomass,Total,atlantic,121190455.90330243,126129345.50473283,0.04075312337607781,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2074,biomass,Total,atlantic,121190388.45323971,126134362.19070444,0.04079509770176466,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2075,biomass,Total,atlantic,121190328.27950959,126139135.39007139,0.040835000456043234,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2076,biomass,Total,atlantic,121190274.59749877,126143685.04685342,0.040873002935310467,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2077,biomass,Total,atlantic,121190226.70710394,126148029.4203963,0.040909261810975255,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2078,biomass,Total,atlantic,121190183.98365675,126152185.23255299,0.04094392042152026,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2079,biomass,Total,atlantic,121190145.86981559,126156167.80124983,0.04097710994397866,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2080,biomass,Total,atlantic,121190111.86832274,126159991.16181281,0.0410089504570308,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2019,price,Total,atlantic,1350.1688088039184,1350.1688088039184,0,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2020,price,Total,atlantic,1329.7795727669666,1340.571392238871,0.008115494998505085,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2021,price,Total,atlantic,1315.0759194690615,1331.2209891357943,0.012276910730181292,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2022,price,Total,atlantic,1304.57382917089,1323.1422807335318,0.014233346666507139,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2023,price,Total,atlantic,1297.1263971056853,1316.573935222839,0.01499278571506028,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2024,price,Total,atlantic,1291.8742498361285,1311.422210293898,0.015131473098290407,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2025,price,Total,atlantic,1288.1863567317207,1307.4719656684358,0.014971132737071482,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2026,price,Total,atlantic,1285.605909579782,1304.4858871764166,0.01468566491173463,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2027,price,Total,atlantic,1283.8056433613947,1302.2477841046664,0.014365212396936148,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2028,price,Total,atlantic,1282.552907892979,1300.5776062341579,0.014053765915037765,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2029,price,Total,atlantic,1281.683273986611,1299.3328662833824,0.013770634801118316,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2030,price,Total,atlantic,1281.0810405493414,1298.4043052041811,0.013522380010722273,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2031,price,Total,atlantic,1280.6650686370513,1297.7098031603282,0.013309283543914257,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2032,price,Total,atlantic,1280.3786057571674,1297.1884054713673,0.013128772722861334,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2033,price,Total,atlantic,1280.1820383809293,1296.79519793372,0.012977185317958084,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2034,price,Total,atlantic,1280.0477623861389,1296.497205048005,0.012850647565839875,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2035,price,Total,atlantic,1279.9565694715184,1296.270237793392,0.012745485832077371,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2036,price,Total,atlantic,1279.8951104421565,1296.096531522038,0.012658397510624595,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2037,price,Total,atlantic,1279.8541191679628,1295.963003872383,0.012586500651255996,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2038,price,Total,atlantic,1279.8271716233173,1295.859982531629,0.012527324988713734,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2039,price,Total,atlantic,1279.8098201455143,1295.780281387365,0.012478776917053841,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2040,price,Total,atlantic,1279.7989901919927,1295.7185314941464,0.012439095064269006,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2041,price,Total,atlantic,1279.7925604111406,1295.6706968523695,0.012406804768522758,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2042,price,Total,atlantic,1279.7890705537861,1295.6337235854912,0.012380675375551415,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2043,price,Total,atlantic,1279.7875184452253,1295.6052851883983,0.012359681990327227,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2044,price,Total,atlantic,1279.7872189501743,1295.5835969375012,0.012342972138981704,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2045,price,Total,atlantic,1279.7877060608769,1295.5672801402193,0.012329837210197273,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2046,price,Total,atlantic,1279.7886649657999,1295.5552623742049,0.012319688273552837,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2047,price,Total,atlantic,1279.7898849518658,1295.5467037912933,0.012312035768293443,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2048,price,Total,atlantic,1279.7912267775969,1295.5409423666458,0.012306472539826174,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2049,price,Total,atlantic,1279.7926000934033,1295.5374529763005,0.01230265972919998,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2050,price,Total,atlantic,1279.7939478344474,1295.5358166160288,0.012300315068858052,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2051,price,Total,atlantic,1279.7952354499437,1295.535697095983,0.012299203192849419,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2052,price,Total,atlantic,1279.7964434851976,1295.5368232768978,0.012299127624417611,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2053,price,Total,atlantic,1279.7975624861676,1295.5389754382916,0.01229992415483607,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2054,price,Total,atlantic,1279.7985895114518,1295.5419747467195,0.012301455372971991,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2055,price,Total,atlantic,1279.7995257555003,1295.5456750647202,0.01230360614481746,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2056,price,Total,atlantic,1279.800374938887,1295.5499565387056,0.01230627987632109,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2057,price,Total,atlantic,1279.8011422270813,1295.5547205478201,0.012309395421639334,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2058,price,Total,atlantic,1279.8018335124225,1295.559885700941,0.012312884523122266,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2059,price,Total,atlantic,1279.8024549449062,1295.5653846462005,0.012316689689404347,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2060,price,Total,atlantic,1279.803012632664,1295.5711615144749,0.012320762434661334,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2061,price,Total,atlantic,1279.803512457527,1295.5771698606068,0.012325061815770963,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2062,price,Total,atlantic,1279.8039599680114,1295.5833709977776,0.012329553215447589,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2063,price,Total,atlantic,1279.8043603238475,1295.5897326442032,0.012334207328658647,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2064,price,Total,atlantic,1279.8047182743,1295.596227819295,0.012338999317246198,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2065,price,Total,atlantic,1279.8050381581654,1295.6028339400914,0.012343908103894798,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2066,price,Total,atlantic,1279.80532391722,1295.6095320792276,0.012348915781686395,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2067,price,Total,atlantic,1279.805579117575,1295.616306353788,0.012354007119670928,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2068,price,Total,atlantic,1279.8058069752403,1295.623143420603,0.012359169148283588,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2069,price,Total,atlantic,1279.8060103834605,1295.6300320584696,0.012364390811282313,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2070,price,Total,atlantic,1279.8061919402608,1295.6369628215657,0.012369662673146292,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2071,price,Total,atlantic,1279.8063539752163,1295.6439277513648,0.012374976672803089,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2072,price,Total,atlantic,1279.8064985748704,1295.6509201367621,0.012380325916093815,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2073,price,Total,atlantic,1279.8066276064712,1295.657934314011,0.012385704500675523,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2074,price,Total,atlantic,1279.806742739901,1295.664965499635,0.012391107368119936,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2075,price,Total,atlantic,1279.806845467752,1295.6720096506826,0.012396530178842794,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2076,price,Total,atlantic,1279.806937123605,1295.67906334772,0.012401969206221155,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2077,price,Total,atlantic,1279.8070188985866,1295.6861236967475,0.012407421246858393,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
2078,price,Total,atlantic,1279.8070918563203,1295.6931882468946,0.01241288354445042,TN/RL/W/276/Rev.1 | Management exemption,Chair's text - Consolidated text (June 2021) - Management exemption (TN/RL/W/276/Rev.1 | Management exemption),Other
