Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2073,catches_fleet,unaffected_oa,atlantic,161736.88601853064,221787.98695391382,0.37128884086777186,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2074,catches_fleet,unaffected_oa,atlantic,161737.39090242842,221858.64851483022,0.37172145090847447,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2075,catches_fleet,unaffected_oa,atlantic,161737.84400613248,221926.27920581642,0.3721357581432941,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2076,catches_fleet,unaffected_oa,atlantic,161738.2506372157,221991.19972306973,0.3725337008930769,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2077,catches_fleet,unaffected_oa,atlantic,161738.6155594515,222053.69575942453,0.37291700557312224,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2078,catches_fleet,unaffected_oa,atlantic,161738.94304858937,222114.0217977269,0.3732872096919771,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2079,catches_fleet,unaffected_oa,atlantic,161739.23694236708,222172.4044991812,0.37364568239151774,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2080,catches_fleet,unaffected_oa,atlantic,161739.50068537152,222229.04572867733,0.37399364278349584,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2019,catches_total,Total,atlantic,24848187.197386332,24848187.197386332,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2020,catches_total,Total,atlantic,25281438.97756829,24841362.329942454,-0.01740710439846041,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2021,catches_total,Total,atlantic,25602600.68361749,24918834.451522548,-0.02670690530796231,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2022,catches_total,Total,atlantic,25838325.72994508,25030847.39901144,-0.03125118629485418,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2023,catches_total,Total,atlantic,26009880.428324923,25151037.149655,-0.033019885694462396,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2024,catches_total,Total,atlantic,26133789.6218803,25265950.6898526,-0.03320754259463045,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2025,catches_total,Total,atlantic,26222650.293677744,25369368.533675365,-0.032539874896173396,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2026,catches_total,Total,atlantic,26285929.53859888,25459088.81981562,-0.03145563932099517,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2027,catches_total,Total,atlantic,26330665.15303379,25535066.545433983,-0.030215666903049658,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2028,catches_total,Total,atlantic,26362043.985532068,25598333.729437895,-0.028970069866862735,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2029,catches_total,Total,atlantic,26383861.47781518,25650380.834175825,-0.02780035228187131,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2030,catches_total,Total,atlantic,26398877.68847226,25692812.985315934,-0.026746012140684564,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2031,catches_total,Total,atlantic,26409088.333978076,25727169.284768462,-0.02582137787514053,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2032,catches_total,Total,atlantic,26415928.552888874,25754837.507115364,-0.025026227809857256,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2033,catches_total,Total,atlantic,26420424.66035337,25777023.102643497,-0.024352430590389582,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2034,catches_total,Total,atlantic,26423306.345070936,25794747.772474315,-0.023788036379250227,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2035,catches_total,Total,atlantic,26425089.127257008,25808862.943650227,-0.02331973907975034,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2036,catches_total,Total,atlantic,26426134.651202396,25820069.644821752,-0.022934304028193075,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2037,catches_total,Total,atlantic,26426694.567313224,25828940.03516847,-0.022619345397971512,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2038,catches_total,Total,atlantic,26426942.33014252,25835938.086957723,-0.02236370124858142,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2039,catches_total,Total,atlantic,26426996.139495287,25841438.24093285,-0.02215756552396507,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2040,catches_total,Total,atlantic,26426935.416999884,25845741.60435739,-0.02199247863861743,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2041,catches_total,Total,atlantic,26426812.582990624,25849089.669372827,-0.021861240806227356,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2042,catches_total,Total,atlantic,26426661.430122025,25851675.734082267,-0.021757787965768917,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2043,catches_total,Total,atlantic,26426503.042425502,25853654.29626388,-0.021677054479813735,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2044,catches_total,Total,atlantic,26426349.95157713,25855148.711893898,-0.021614836734164408,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2045,catches_total,Total,atlantic,26426209.033006594,25856257.398786277,-0.021567665400226036,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2046,catches_total,Total,atlantic,26426083.505730614,25857058.837778438,-0.0215326901479283,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2047,catches_total,Total,atlantic,26425974.298347,25857615.59027958,-0.02150757817481768,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2048,catches_total,Total,atlantic,26425880.96968794,25857977.517198745,-0.021490426492899617,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2049,catches_total,Total,atlantic,26425802.318921164,25858184.353042107,-0.02147968712657159,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2050,catches_total,Total,atlantic,26425736.781003814,25858267.76147674,-0.02147410398543741,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2051,catches_total,Total,atlantic,26425682.67534699,25858252.975177616,-0.021472660030794174,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2052,catches_total,Total,atlantic,26425638.3553991,25858160.103126485,-0.02147453335433504,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2053,catches_total,Total,atlantic,26425602.292442255,25858005.172321238,-0.021479060868306126,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2054,catches_total,Total,atlantic,26425573.116636056,25857800.957616884,-0.021485708427709926,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2055,catches_total,Total,atlantic,26425549.63107938,25857557.64268899,-0.02149404634227052,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2056,catches_total,Total,atlantic,26425530.809550904,25857283.346459553,-0.021503729373942074,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2057,catches_total,Total,atlantic,26425515.78502014,25856984.54237827,-0.0215144804463629,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2058,catches_total,Total,atlantic,26425503.833549164,25856666.392390743,-0.021526077411483047,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2059,catches_total,Total,atlantic,26425494.35651142,25856333.012981366,-0.02153834232394634,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2060,catches_total,Total,atlantic,26425486.862906963,25855987.687134273,-0.021551132765394238,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2061,catches_total,Total,atlantic,26425480.95278931,25855633.033231,-0.021564334839406563,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2062,catches_total,Total,atlantic,26425476.302320044,25855271.13965492,-0.021577857524371788,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2063,catches_total,Total,atlantic,26425472.65064979,25854903.672082078,-0.02159162812755525,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2064,catches_total,Total,atlantic,26425469.78863076,25854531.959014222,-0.021605588630336413,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2065,catches_total,Total,atlantic,26425467.549254097,25854157.05997671,-0.021619692753308165,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2066,catches_total,Total,atlantic,26425465.79964799,25853779.819902316,-0.021633903601929703,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2067,catches_total,Total,atlantic,26425464.434449047,25853400.91250522,-0.021648191779670926,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2068,catches_total,Total,atlantic,26425463.370357458,25853020.874878228,-0.021662533877130134,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2069,catches_total,Total,atlantic,26425462.54169634,25852640.135092683,-0.021676911263135274,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2070,catches_total,Total,atlantic,26425461.896812506,25852259.03421843,-0.02169130911816593,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2071,catches_total,Total,atlantic,26425461.395174794,25851877.843893707,-0.021705715662010037,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2072,catches_total,Total,atlantic,26425461.00504581,25851496.780345496,-0.021720121536979713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2073,catches_total,Total,atlantic,26425460.70162175,25851116.01557826,-0.021734519315617526,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2074,catches_total,Total,atlantic,26425460.465551715,25850735.68630348,-0.021748903107949483,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
