Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,WT/MIN(21)/W/5 | Full exemption for domestic only,Chair's text - Nov 2021 [Full exemption for domestic only],Other & Multiple
2020,biomass,Total,atlantic,116441600.4331289,116441600.4331289,0,WT/MIN(21)/W/5 | Full exemption for domestic only,Chair's text - Nov 2021 [Full exemption for domestic only],Other & Multiple
2021,biomass,Total,atlantic,117867174.58388147,118016194.28663704,0.001264301984684624,WT/MIN(21)/W/5 | Full exemption for domestic only,Chair's text - Nov 2021 [Full exemption for domestic only],Other & Multiple
2022,biomass,Total,atlantic,118886512.51519425,119255119.78796425,0.003100496977930047,WT/MIN(21)/W/5 | Full exemption for domestic only,Chair's text - Nov 2021 [Full exemption for domestic only],Other & Multiple
2023,biomass,Total,atlantic,119607276.09800081,120220662.62861024,0.005128337929097621,WT/MIN(21)/W/5 | Full exemption for domestic only,Chair's text - Nov 2021 [Full exemption for domestic only],Other & Multiple
2024,biomass,Total,atlantic,120112396.31791523,120970894.57435258,0.0071474575710325575,WT/MIN(21)/W/5 | Full exemption for domestic only,Chair's text - Nov 2021 [Full exemption for domestic only],Other & Multiple
2025,biomass,Total,atlantic,120463806.97916181,121555230.09076728,0.009060174495350815,WT/MIN(21)/W/5 | Full exemption for domestic only,Chair's text - Nov 2021 [Full exemption for domestic only],Other & Multiple
2026,biomass,Total,atlantic,120706745.8330991,122013491.12052673,0.010825785074468557,WT/MIN(21)/W/5 | Full exemption for domestic only,Chair's text - Nov 2021 [Full exemption for domestic only],Other & Multiple
2027,biomass,Total,atlantic,120873724.99306168,122376651.20313215,0.01243385367793328,WT/MIN(21)/W/5 | Full exemption for domestic only,Chair's text - Nov 2021 [Full exemption for domestic only],Other & Multiple
2028,biomass,Total,atlantic,120987833.1509357,122668234.56545278,0.013889011570450577,WT/MIN(21)/W/5 | Full exemption for domestic only,Chair's text - Nov 2021 [Full exemption for domestic only],Other & Multiple
2029,biomass,Total,atlantic,121065321.24967201,122905828.2800834,0.015202594858817827,WT/MIN(21)/W/5 | Full exemption for domestic only,Chair's text - Nov 2021 [Full exemption for domestic only],Other & Multiple
2030,biomass,Total,atlantic,121117550.61903831,123102453.37642229,0.01638823396971808,WT/MIN(21)/W/5 | Full exemption for domestic only,Chair's text - Nov 2021 [Full exemption for domestic only],Other & Multiple
2031,biomass,Total,atlantic,121152423.16004997,123267702.77569856,0.017459655865522103,WT/MIN(21)/W/5 | Full exemption for domestic only,Chair's text - Nov 2021 [Full exemption for domestic only],Other & Multiple
2032,biomass,Total,atlantic,121175412.44570573,123408637.02346042,0.01842968414698252,WT/MIN(21)/W/5 | Full exemption for domestic only,Chair's text - Nov 2021 [Full exemption for domestic only],Other & Multiple
2033,biomass,Total,atlantic,121190297.54734461,123530465.57742551,0.01930986289695907,WT/MIN(21)/W/5 | Full exemption for domestic only,Chair's text - Nov 2021 [Full exemption for domestic only],Other & Multiple
2034,biomass,Total,atlantic,121199680.40424639,123637053.1469031,0.020110389190195515,WT/MIN(21)/W/5 | Full exemption for domestic only,Chair's text - Nov 2021 [Full exemption for domestic only],Other & Multiple
2035,biomass,Total,atlantic,121205348.06125097,123731290.14353757,0.020840186697125895,WT/MIN(21)/W/5 | Full exemption for domestic only,Chair's text - Nov 2021 [Full exemption for domestic only],Other & Multiple
2036,biomass,Total,atlantic,121208524.97660053,123815360.89075217,0.0215070343827292,WT/MIN(21)/W/5 | Full exemption for domestic only,Chair's text - Nov 2021 [Full exemption for domestic only],Other & Multiple
2037,biomass,Total,atlantic,121210048.07053135,123890936.54254884,0.022117708182555047,WT/MIN(21)/W/5 | Full exemption for domestic only,Chair's text - Nov 2021 [Full exemption for domestic only],Other & Multiple
2038,biomass,Total,atlantic,121210487.8055393,123959313.3663553,0.022678116478055985,WT/MIN(21)/W/5 | Full exemption for domestic only,Chair's text - Nov 2021 [Full exemption for domestic only],Other & Multiple
2039,biomass,Total,atlantic,121210231.7397154,124021511.77026074,0.023193421794475484,WT/MIN(21)/W/5 | Full exemption for domestic only,Chair's text - Nov 2021 [Full exemption for domestic only],Other & Multiple
