iso3,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,variable,is_WTO
REU,4102,3906,2898,2903,3373,4329,3514,4021,3112,2755,2665,3037,2512,2767,2512,2804,3127,2247,2298,capture_production,TRUE
ROU,7372,7609,6980,9890,5095,6053,6663,6183,5410,4020,2688,3254,3960,5218,6248,9307,12728,14998,11179,capture_production,TRUE
RUS,4027370,3638827,3244064,3291224,2953369,3207876,3295920,3484225,3393966,3831957,4075796,4261516,4338052,4366102,4266166,4463825,4773414,4873776,5116900,capture_production,TRUE
RWA,6726,6828,7000,7400,7826,6816,7711,9186,11587,11552,13000,16994,18980,22390,25159,29334,25013,25000,23977,capture_production,TRUE
SAU,49080,55331,57211,55440,55418,60421,65485,66221,68898,67664,65145,64481,65170,71946,68660,68130,68082,68000,68776,capture_production,TRUE
SDN,53010,58007.5,57007.5,59007.5,63007.5,59007.5,57007.5,65516.5,68602.5,71698,71358,71008,34008,33708,33508,33008,35502,38390,41041,capture_production,TRUE
SEN,436005,431252,398040,469284,434525,399848,368388,412360,428298,446200,409715,427134,462105,471432,458609,425437,474162,534868,484750,capture_production,TRUE
SGP,5371,3342,2769,2085,2173,1920,3103,3522,1623,2121,1732,1618,1969,1645,1433,1265,1234,1110,1311,capture_production,TRUE
SHN,719,867,598,985,1061,1130,1120,837,794,856,864,1302,678,574,650,613,889,778,789,capture_production,TRUE
SJM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,capture_production,TRUE
SLB,19564.332,24538.361,26252.545,36699.22,35045.671,30171.14,39525.66,32150.18,27457.7,28652.598,37544.657,38720.16,38892.074,36708.884,73734.31,72996.988,65994.356,56892,61636,capture_production,TRUE
SLE,74730,75210,82990,95926,132440,142993,144146,139535,197582,199000,200000,202000,203500,205000,206477,202100,202100,202100,202100,capture_production,TRUE
SLV,9590,19609,35943,35484,42415,41114,43218,54664,53287,48424,39583,54281,49414,51723,63211,50441,54084,51281,53697,capture_production,TRUE
SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,capture_production,TRUE
SOM,24150,31900,29000,30000,30000,25000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,capture_production,TRUE
SPM,6690,4206,3889,3894,4399,4694,2878,5249,4621,3879,4887,3172,3740,3037,2545,3498,3027,3162,3236,capture_production,TRUE
SRB,0,0,0,0,0,0,2632,2535,3153,3846,4807,5384,4798,5040,3593,3150,2067,2209,2082,capture_production,TRUE
SSD,0,0,0,0,0,0,0,0,0,0,0,0,37000,37000,37000,37000,35000,33000,32000,capture_production,TRUE
STP,3700,3692,3820,4005,4141,4197,4323,4449,4575,4701,4837,6100,7400,8700,10000,11441,11719,10808,9730,capture_production,TRUE
SUR,24238,28557,30705,35594,32872,29620,31921,30901,24132,26143,35085,35490,39264,39369,38428,44705,47013,46980,46980,capture_production,TRUE
SVK,1368,1531,1746,1646,1603,1693,1718,1994,1655,1761,1608,1935,1945,1986,1944,1971,1866,1870,1937,capture_production,TRUE
SVN,1856,1827,1686,1282,1023,1227,1133.169,1112.454,881.714,1035.259,941,890.609,485.188,400.216,410.5,343.392,310.519,280.07,263.745,capture_production,TRUE
SWE,338534,311817,294964,286875,269930,256359,269251,238253,231336,203415,212035,181321,151609,188951,181574,211963,205465,228726,221662,capture_production,TRUE
SWZ,50,50,60,60,60,60,60,60,60,60,60,60,60,60,65,65,65,65,65,capture_production,TRUE
SXM,0,0,0,0,0,0,0,0,0,0,0,253,253,253,253,253,253,253,253,capture_production,TRUE
SYC,32778,53591,63383,86020,100671,108680,92739,65514,69199,81114,87111,75481,68687,74127,75116,104984,127128,142765,145614,capture_production,TRUE
SYR,6572,8291,9178,8911,8528,8447,8264,9457,6995,6607,6637,5900,5300,4800,4400,4100,4500,4365,4374,capture_production,TRUE
TCA,3688,4275,4733,4096,3821,4274,4105,4458,3544,4257,4826,3964,2818,2353,1469,1505,1783,2105,2231,capture_production,TRUE
TCD,83200,75000,70000,71000,74000,77000,79000,82000,85000,88000,91000,95000,100000,120000,120020,100000,110000,107045,107000,capture_production,TRUE
TGO,22277,23163,20946,27485,28013,27706,24830,19905,22765,27025,27535,24122,19320,20015,19849,21497,31891,26915,24620,capture_production,TRUE
THA,2997124,2833974,2842428,2849670,2839669,2814295,2698803,2304951,1873432,1870702,1810620,1835126,1719628,1824829,1670035,1501370,1530544,1500447,1707136,capture_production,TRUE
TJK,167,137,181,158,184,167,215,225,380,535,690,843,714,1179,1174,1176,1100,1100,1100,capture_production,TRUE
TKL,160,140,128,113,103,96,86,78,68,62,54,54,248,198,105,198,198,86,74,capture_production,TRUE
TKM,12228,12749,12812,14543,14992,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,capture_production,FALSE
TLS,3621,3561,3720,3850,4000,3650,3300,2911,3243,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,capture_production,TRUE
TON,4231,4947,5260,4754,3352,2566,2882,2727,2293,1955,2076,2080,2287,1845,1920,1789,1664,1400,1242,capture_production,TRUE
TTO,14237,16598,18768,14592,14713,16996,13123,13463,13833,13863,13930,13114,11747,13217,13290,12141,13116,12942,13176,capture_production,TRUE
TUN,94670.83,97526.097,96727.571,90262.121,110371.672,109153.314,111394.542,103821.191,96189.749,94536.809,93178.8,103045,108470,110886.7,112299.8,117263,112147.5,108813,106046.3,capture_production,TRUE
TUR,503352,527736,566682,507772,550482,426496,533048,632450,494118,463917,485925,514763,432444,374128,302214,431909,335326,354320,314095,capture_production,TRUE
TUV,500,500,600,1500,2450,2560,3160,3770,4380,5228,11466,11851,17619,12923,7379,6147,7684,7488,12725,capture_production,FALSE
TWN,1094018.5,1005296.101,1042914.368,1135684.129,980362.173,1017471.202,967774.51,1173741.915,1015805.715,770278.12,853109.929,906150.21,907413.245,924716.824,1068545.513,989574.636,751652.591,751490.544,815272.572,capture_production,TRUE
TZA,345186,362528.743,349398,375548.747,387732.68,399052,360782,450246,350800,360348,377081,377665,409235,410972,374884,409553.24,405046,424083,411195,capture_production,TRUE
UGA,219356,220726,221898,241810,371789,416758,367099,431500,403500,412000,413805,437415,407638,419249,461196,396205,389244,389629,439354,capture_production,TRUE
UKR,391867,310978,265746,257628,222272.008,268007,219228,215400,234079,220718,209948,179996,154392,203623,143083,120403.015,75775,93467,76181,capture_production,TRUE
UNK,204603,164029,183868,173790,145042,45317,22726,17512,29220,34197,18916,24326,16345,27333,11827,59029,22577,13323,14263,capture_production,FALSE
URY,113326,104982,108102,117269,122989,125818.053,133987,108722.198,108797,80872,74153,89269,76162,59196,65082,59540,51500,65309,67069,capture_production,TRUE
USA,4788532,5006556,4998490,4986926,4992380,4962122,4887768,4800372,4374054,4229471,4317355,5180395,5011470,5099909,4989743,5043462,4909414,5038258.1,4756997,capture_production,TRUE
USA-T,4797465,5018083,5011193,4998296,5002434,4971830,4898775,4811199,4382712,4238774,4326935,5188895,5020627,5107100,4996442,5051520,4917460,5045807.1,4763476,capture_production,TRUE
UZB,3306,3400,2600,2100,1900,2900,3400,3100,3800,4100,4078,8513,11052,13670,17116,22956,27267,31450,33600,capture_production,TRUE
VCT,22799,31944,46076,37767,78315,44104,51584,63309,55898,59587,66367,76576,10185,39507,81384,26167,22743,32985,2364,capture_production,TRUE
VEN,359639,468103,509739,503840,573593,403130,316397,347958,295566,316483,218853,202273,213278,213965,209708,240736,284280,277598,275384,capture_production,TRUE
VGB,43,837,1062,2771,1262,1295,1308,1251,1202,1201,1201,1200,1196,1203,1205,1200,1192,1192,1192,capture_production,TRUE
VIR,1673,1738,1796,1867,1970,1634,2213,1458,1314,1393,1040,1003,611,537,484,378,551,464,287,capture_production,TRUE
VNM,1629612,1724758,1802598,1856005,1940034,1987900,2026600,2074500,2054700,2178400,2249711,2399528,2523673,2623588,2743462,2860638,3077841,3315207,3347039,capture_production,TRUE
VUT,70589,36176,44968,113867,212786.63,229553,222561,213697.2,172595,150544.3,101244.5,59315.5,63423.5,61857.4,69857.2,82190,44003.1,10461,10201,capture_production,TRUE
WLF,330,335,340,359.123,415.2,529.75,629.2,677,725,773,801,417,210,237,181,204,182,216,260,capture_production,TRUE
WSM,8595,8613,10881,9703,9934,9836,12435,14091,13899,13279,12840,11452,11901,11201,7501,8699,8801,10854,9766,capture_production,TRUE
YEM,114750,142198,179584,228116,256300,238400,229660,179916,132062,179603,163861,154061,227115,228783,213402,176778,152131,131290,131308,capture_production,TRUE
ZAF,664267,782717,793664,840624,911731,825109,629034,690857,655915,523352,640656,544924,719236,430846,609251,572312,622070,529910,570545,capture_production,TRUE
ZMB,66671,63000,63000,66332,67725,65748,60237,73542,79404,84716,76396,69364,80638,75187,80826,83719,83918,84000,84000,capture_production,TRUE
ZWE,13114,12300,11500,10600,10500,10420,10500,10500,10500,10500,11200,11900,12650,13400,14150,14900,15711,16500,16500,capture_production,TRUE
ABW,338087.302585,321641.6209926,320413.987484,347194.9925742,343848.1261785,332529.280281,299480.446903,339753.6721879,324452.11574649997,349467.78327200003,344562.4292883,371691.7803775,267068.236874,281443.77150245185,291481.25599241426,269195.35687212076,300740.2062136623,302188.976579762,309569.8732947712,landed_value,TRUE
AFG,366305.4864,301240.5728,347396.97627000004,338522.22468,375554.81179999997,419727.34459999995,453347.6276,369223.74689999997,401159.88,354186.60490000003,386019.0663,442616.8254,550537.29445,623055.3429419006,698662.0365389619,765068.6441070471,841124.6622473255,904256.4206353825,949501.24405149,landed_value,TRUE
AGO,131502318.96638232,213307149.9300476,247634405.3651989,230848517.0679655,262992501.80689877,239398544.9063369,256961030.61477816,323316553.29365885,336207782.82070285,376229649.9719026,415746113.2953023,420192016.0128428,388221176.20406514,404146801.51463574,411671463.8673328,347277663.4379222,445903781.44548696,549559896.4069031,467069313.585512,landed_value,TRUE
AIA,3195518.826924,3699092.017455,3598555.7731350004,3462335.746077,3529056.3164905,4337882.328864001,4812747.692276,4821933.86775,5012059.3738669995,2770051.6026254,2661972.9664134,3303266.7971314997,3745988.1151638003,3648583.3740837737,3779374.8745508357,5073724.273260446,6634143.824625711,5106448.110476391,5231171.938958043,landed_value,TRUE
ALB,4792437.073047053,5206320.535346621,6408551.188677967,4222103.513528682,6955660.9406344285,7786911.955775275,9235356.072169635,8764481.231514866,8971193.99710739,9840927.842892775,8831679.729457548,7849363.215942952,16766144.1906754,17249530.349487595,18489059.93557485,18269988.541207805,19573471.852877073,21046358.44845362,19577111.625252046,landed_value,TRUE
AND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,landed_value,TRUE
ANT,22926793.7465876,24399177.394146,14798572.9222767,18882910.169152196,20909871.7858993,613988.1049939999,6709705.184357201,4785196.4033809,20498603.1074581,23795166.610026,22949987.1467976,0,0,0,0,0,0,0,0,landed_value,TRUE
ARE,218056264.3810824,243160646.8988594,193220253.918369,192402172.11719978,178371160.05340528,169365694.29430827,103852673.96685399,106004525.6444609,139630382.5099319,143656188.0829359,159173749.0548549,166325756.7317824,172818076.6077869,166676171.5563443,159063730.62600872,158766181.67904374,160769037.5215375,164193987.99734703,168204388.64250094,landed_value,TRUE
ARG,705430985.1835189,728637502.1358403,653478873.8726302,682059956.1181018,744396846.5993272,840574226.1785816,1069409683.1444502,1072186133.219013,1099645550.1840425,1113004284.9630673,1175799204.3320048,1168469712.1981452,1043581795.4088341,1265933552.8418612,1260040392.5839818,1234081576.3558617,1208623575.9285865,1428685186.5401998,1482625442.4117053,landed_value,TRUE
ARM,2470660.880541,1896014.8966879998,885106.1335666,889069.4038528,345002.3116738,409426.62730540003,568472.351676,2399379.2164561,1250411.5850280998,1312354.0618791,1317247.009689,1895043.5773749999,2045575.0018099998,11754997.390969312,14212066.528315907,24143715.518664256,11270438.204710506,1115897.022901836,1159339.2318886162,landed_value,TRUE
ASM,1291589.3502195,5158996.7969803,8023119.729963,6390411.7078146,5553998.970564201,5379949.379733999,8332159.661218201,8664156.1038117,5823154.7777688,7247626.2790492,8917323.4513322,12117217.8573149,14653881.440432,7175239.186371962,5801468.163847636,7474901.424485697,7806474.402909977,11324214.71835932,8250576.340178941,landed_value,TRUE
ATF,2962074.045008,2846887.751706,5814178.02972,5843778.399434,2756211.606464,2919690.98424,6965304.207216,7317686.533336,8072385.523272,8859635.686064,10471006.714928,10917374.73484,6755642.729328,6344080.553925491,6017692.686293444,5756026.276942921,6263871.740308901,6397314.415765031,6553567.358842648,landed_value,TRUE
ATG,6471070.8396384,9689717.9792024,10475020.579916,9720543.542300802,9119791.036285,12483057.120646,12808589.566353701,12909754.8381131,11403144.8135244,7572506.3253482,8486737.525002299,11571937.673298199,15908264.3572605,12531023.893490667,10317838.662407394,12201866.273831127,12355794.38936189,12619016.615017006,12927233.212904193,landed_value,TRUE
AUS,741979949.4649515,728627832.7167555,665319475.5254977,704649451.7835689,744457697.2779055,759319426.1957614,703895685.2396363,623466167.5695064,618627091.3197441,562216302.7946165,622604477.8126395,658673410.682249,617407747.8938959,639590789.8994391,659619465.3970681,670676588.4259746,682013370.0644245,703766749.800945,739671943.0997659,landed_value,TRUE
AUS-T,741979949.4649515,728627832.7167555,665319475.5254977,704649451.7835689,744457697.2779055,759319426.1957614,703895685.2396363,623466167.5695064,618627091.3197441,562216302.7946165,622604477.8126395,658673410.682249,617407747.8938959,639590789.8994391,659619465.3970681,670676588.4259746,682013370.0644245,703766749.800945,739671943.0997659,landed_value,TRUE
AUT,160808.1085296,136311.359192,135098.824105,139922.5195344,150221.92471999998,155299.11750199998,163205.14593600002,129228.31141499999,140405.95799999998,123965.311715,135106.673205,134709.4686,127047.06795,150392.668985976,152832.3204928979,153013.72882140943,154944.0167297705,158244.87361119193,162109.96849659586,landed_value,TRUE
AZE,12566144.0821072,7766634.8371894,7859361.4407465,5170102.8756,6922450.1950881,6828676.8534711,3704574.1166825998,2844382.023504,1887261.1460356999,989121.3143906,1011844.5346227001,1206747.2377608,1011120.7283947,910275.5079933439,1107845.692791316,656863.497152409,733881.7250453001,895109.6630367977,1491459.099529395,landed_value,TRUE
BDI,6420422.838648001,3452614.5323040006,4309363.37927,5528067.929024399,5240177.028971001,5647636.968416,5984233.367596599,4267489.386633082,7549659.685710207,4624833.067557586,6900957.292664228,4225637.439969942,5537812.030319057,5871110.199228704,7233826.789091474,9403492.356848855,9825909.958549863,8812081.942103844,9757203.591346933,landed_value,TRUE
BEL,66384212.74926352,69310930.76441714,68066215.8199828,70129523.61278336,72410605.70948936,64805841.09889726,65228222.922525525,71860767.93963434,67526788.62047237,63577860.1037074,58647342.3459495,67173170.65099908,65845254.266385816,67892111.94516394,73244502.87726246,67205883.68884578,73069318.74526073,69357118.39420767,64673479.031310126,landed_value,TRUE
BEN,37168217.66830525,41443645.07185656,44164937.11096411,46953316.28084265,48266139.750460014,36930067.2673596,47593078.36477334,42280400.743575074,45059707.84012676,42076315.139294654,44047891.10630648,45937081.353635475,53114619.45450062,55918610.27913653,60540551.24572482,47826711.17685583,71532659.5275999,73059539.47474955,89043984.40146178,landed_value,TRUE
BES,0,0,0,0,0,0,0,0,0,0,0,882272.168941,951637.387529,971541.0077576574,1189829.1910440433,1488211.157615977,2113570.47393759,2739314.5926484535,292617.31815526186,landed_value,TRUE
BFA,3113596.6344,3200681.086,3280971.4425500003,3385222.2468,3379993.3062,3777546.1014,4306802.4622,3766082.21838,6909629.41623,7498268.5519,9069694.023501,14405887.30330487,17649383.45537503,18084288.124621853,18556993.07535684,18623862.68770071,19785882.533959195,23398141.57890726,25958188.4565204,landed_value,TRUE
BGD,511437487.1511322,545304153.4535272,569500950.1149255,583161763.681164,631970091.1136171,726716561.545683,865714752.4940544,816672033.6666164,1118020411.326085,1196857677.884256,1274826164.8817036,1187661426.9285367,1314773872.412781,1277730409.6855214,1287754192.1964357,1322896822.311524,1392331335.4952185,1549972523.6334004,1674968034.041207,landed_value,TRUE
BGR,17221774.83606155,16123364.083212344,6659887.4874822395,4750046.58137587,11391029.345273668,4563402.065019401,11823948.993072897,15913909.089621352,12187987.538940111,10691035.635924479,19351173.892735545,13736233.22913752,15785055.849799814,17995572.38568233,18353826.06844106,16568515.350595977,16200405.333511613,15533578.130306797,15900776.904819997,landed_value,TRUE
BHR,30550112.30576628,27287078.802283347,26315021.0497083,31649853.357893694,32982416.25563852,27331469.78370666,37716897.16160728,35795805.392118715,37919676.646344416,37492732.72121085,44127532.81513135,31621454.361859348,46505417.31610141,45332647.70362234,54195078.52373212,51312482.9349542,51959796.51995239,53066724.39958305,54362867.01944395,landed_value,TRUE
BHS,190254478.70610088,166906104.2178284,208576909.89270222,197523901.367798,169899902.0313598,200619437.5606965,194725797.9031193,150643856.4058473,159473526.788818,134045797.8234456,178091535.3417538,162135704.08822417,198238157.40476942,131252722.42559798,139429122.801399,137516271.62459353,173712053.84623554,163266501.97429165,132597366.2152173,landed_value,TRUE
BIH,93915.878573,96426.097666,98813.25886500001,96362.649184,115022.99732149999,128405.30447999999,138589.546451,113428.37524849999,123084.48345449999,108892.434599,118492.899573,118350.2842275,129986.22678299999,131890.21243014772,134029.7193467612,134188.80943503015,135881.6185593155,138776.37877753322,142165.96012438822,landed_value,TRUE
BLM,0,0,0,0,0,0,0,53225.02357,54730.389090000004,52729.062580000005,53743.59366,57700.50855,58783.176660000005,59644.20884336533,60611.749914116925,60683.69461929851,61449.227247387214,62758.31364451684,64291.17111754933,landed_value,TRUE
BLR,569182.0445837576,991557.0428881879,1050839.8610467,785829.2795669999,600369.8505775,614136.8933478,619776.3937674,640075.8696608,802880.0230713,809068.4182725999,1018831.7733091001,1105442.4490216,758446.4979068,549208.6149763643,590738.3455581397,642908.982701427,527691.5733512582,633403.5835666783,647638.5930338626,landed_value,TRUE
