iso3,year,isscaap_group,variable,units,source,value
CAN,2000,River eels,capture_production,tonnes,FAO (2019),395
CAN,2000,"Salmons, trouts, smelts",capture_production,tonnes,FAO (2019),20161
CAN,2000,"Scallops, pectens",capture_production,tonnes,FAO (2019),86616
CAN,2000,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),8012
CAN,2000,Shads,capture_production,tonnes,FAO (2019),5312
CAN,2000,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),12899
CAN,2000,"Shrimps, prawns",capture_production,tonnes,FAO (2019),139494
CAN,2000,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),424
CAN,2000,"Sturgeons, paddlefishes",capture_production,tonnes,FAO (2019),3
CAN,2000,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),5059
CAN,2001,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),2133
CAN,2001,Brown seaweeds,capture_production,tonnes,FAO (2019),28810
CAN,2001,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),29434
CAN,2001,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),150102
CAN,2001,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),113258
CAN,2001,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),50861
CAN,2001,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),223484
CAN,2001,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),51412
CAN,2001,Marine fishes not identified,capture_production,tonnes,FAO (2019),9605
CAN,2001,Miscellaneous aquatic invertebrates,capture_production,tonnes,FAO (2019),0
CAN,2001,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),2511
CAN,2001,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),47355
CAN,2001,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),0
CAN,2001,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),2181
CAN,2001,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),44881
CAN,2001,Mussels,capture_production,tonnes,FAO (2019),348
CAN,2001,Oysters,capture_production,tonnes,FAO (2019),3009
CAN,2001,Red seaweeds,capture_production,tonnes,FAO (2019),6432
CAN,2001,River eels,capture_production,tonnes,FAO (2019),220
CAN,2001,"Salmons, trouts, smelts",capture_production,tonnes,FAO (2019),23380
CAN,2001,"Scallops, pectens",capture_production,tonnes,FAO (2019),90543
CAN,2001,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),7063
CAN,2001,Shads,capture_production,tonnes,FAO (2019),2811
CAN,2001,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),13718
CAN,2001,"Shrimps, prawns",capture_production,tonnes,FAO (2019),129774
CAN,2001,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),126
CAN,2001,"Sturgeons, paddlefishes",capture_production,tonnes,FAO (2019),4
CAN,2001,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),5329
CAN,2002,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),2242
CAN,2002,Brown seaweeds,capture_production,tonnes,FAO (2019),34159
CAN,2002,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),31792
CAN,2002,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),138708
CAN,2002,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),123058
CAN,2002,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),47228
CAN,2002,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),220418
CAN,2002,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),45111
CAN,2002,Marine fishes not identified,capture_production,tonnes,FAO (2019),5353
CAN,2002,Miscellaneous aquatic invertebrates,capture_production,tonnes,FAO (2019),0
CAN,2002,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),2673
CAN,2002,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),43993
CAN,2002,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),0
CAN,2002,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),4349
CAN,2002,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),56786
CAN,2002,Mussels,capture_production,tonnes,FAO (2019),344
CAN,2002,Oysters,capture_production,tonnes,FAO (2019),2410
CAN,2002,Red seaweeds,capture_production,tonnes,FAO (2019),7980
CAN,2002,River eels,capture_production,tonnes,FAO (2019),231
CAN,2002,"Salmons, trouts, smelts",capture_production,tonnes,FAO (2019),33438
CAN,2002,"Scallops, pectens",capture_production,tonnes,FAO (2019),94960
CAN,2002,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),6441
CAN,2002,Shads,capture_production,tonnes,FAO (2019),5013
CAN,2002,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),13980
CAN,2002,"Shrimps, prawns",capture_production,tonnes,FAO (2019),139061
CAN,2002,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),378
CAN,2002,"Sturgeons, paddlefishes",capture_production,tonnes,FAO (2019),0
CAN,2002,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),5736
CAN,2003,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),2658
CAN,2003,Brown seaweeds,capture_production,tonnes,FAO (2019),35721
CAN,2003,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),42171
CAN,2003,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),138663
CAN,2003,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),114505
CAN,2003,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),53353
CAN,2003,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),229146
CAN,2003,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),48772
CAN,2003,Marine fishes not identified,capture_production,tonnes,FAO (2019),6859
CAN,2003,Miscellaneous aquatic invertebrates,capture_production,tonnes,FAO (2019),0
CAN,2003,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),2765
CAN,2003,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),43200
CAN,2003,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),0
CAN,2003,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),7016
CAN,2003,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),67683
CAN,2003,Mussels,capture_production,tonnes,FAO (2019),205
CAN,2003,Oysters,capture_production,tonnes,FAO (2019),1470
CAN,2003,Red seaweeds,capture_production,tonnes,FAO (2019),10076
CAN,2003,River eels,capture_production,tonnes,FAO (2019),393
CAN,2003,"Salmons, trouts, smelts",capture_production,tonnes,FAO (2019),39684
CAN,2003,"Scallops, pectens",capture_production,tonnes,FAO (2019),93415
CAN,2003,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),6997
CAN,2003,Shads,capture_production,tonnes,FAO (2019),7251
CAN,2003,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),12366
CAN,2003,"Shrimps, prawns",capture_production,tonnes,FAO (2019),146044
CAN,2003,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),1257
CAN,2003,"Sturgeons, paddlefishes",capture_production,tonnes,FAO (2019),0
CAN,2003,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),4735
CAN,2004,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),2919
CAN,2004,Brown seaweeds,capture_production,tonnes,FAO (2019),33328
CAN,2004,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),36734
CAN,2004,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),197340
CAN,2004,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),123330
CAN,2004,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),49632
CAN,2004,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),207687
CAN,2004,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),47446
CAN,2004,Marine fishes not identified,capture_production,tonnes,FAO (2019),11005
CAN,2004,Miscellaneous aquatic invertebrates,capture_production,tonnes,FAO (2019),0
CAN,2004,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),2844
CAN,2004,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),37765
CAN,2004,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),0
CAN,2004,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),6112
CAN,2004,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),87536
CAN,2004,Mussels,capture_production,tonnes,FAO (2019),213
CAN,2004,Oysters,capture_production,tonnes,FAO (2019),4255
CAN,2004,Red seaweeds,capture_production,tonnes,FAO (2019),7741
CAN,2004,River eels,capture_production,tonnes,FAO (2019),328
CAN,2004,"Salmons, trouts, smelts",capture_production,tonnes,FAO (2019),26411
CAN,2004,"Scallops, pectens",capture_production,tonnes,FAO (2019),82158
CAN,2004,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),6870
CAN,2004,Shads,capture_production,tonnes,FAO (2019),4017
CAN,2004,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),12806
CAN,2004,"Shrimps, prawns",capture_production,tonnes,FAO (2019),178768
CAN,2004,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),2643
CAN,2004,"Sturgeons, paddlefishes",capture_production,tonnes,FAO (2019),0
CAN,2004,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),7643
CAN,2005,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),3910
CAN,2005,Brown seaweeds,capture_production,tonnes,FAO (2019),34240
CAN,2005,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),28951
CAN,2005,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),179198
CAN,2005,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),111176
CAN,2005,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),50137
CAN,2005,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),192708
CAN,2005,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),43819
CAN,2005,Marine fishes not identified,capture_production,tonnes,FAO (2019),18973
CAN,2005,Miscellaneous aquatic invertebrates,capture_production,tonnes,FAO (2019),0
CAN,2005,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),2806
CAN,2005,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),41414
CAN,2005,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),0
CAN,2005,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),18039
CAN,2005,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),92254
CAN,2005,Mussels,capture_production,tonnes,FAO (2019),218
CAN,2005,Oysters,capture_production,tonnes,FAO (2019),3245
CAN,2005,Red seaweeds,capture_production,tonnes,FAO (2019),7531
CAN,2005,River eels,capture_production,tonnes,FAO (2019),226
CAN,2005,"Salmons, trouts, smelts",capture_production,tonnes,FAO (2019),27955
CAN,2005,"Scallops, pectens",capture_production,tonnes,FAO (2019),56983
CAN,2005,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),6326
CAN,2005,Shads,capture_production,tonnes,FAO (2019),3092
CAN,2005,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),12733
CAN,2005,"Shrimps, prawns",capture_production,tonnes,FAO (2019),170268
CAN,2005,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),602
CAN,2005,"Sturgeons, paddlefishes",capture_production,tonnes,FAO (2019),1
CAN,2005,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),6550
CAN,2006,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),5907
CAN,2006,Brown seaweeds,capture_production,tonnes,FAO (2019),35046
CAN,2006,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),28665
CAN,2006,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),166920
CAN,2006,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),104557
CAN,2006,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),34533
CAN,2006,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),183471
CAN,2006,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),55008
CAN,2006,Marine fishes not identified,capture_production,tonnes,FAO (2019),5312
CAN,2006,Miscellaneous aquatic invertebrates,capture_production,tonnes,FAO (2019),0
CAN,2006,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),2421
CAN,2006,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),43043
CAN,2006,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),0
CAN,2006,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),12927
CAN,2006,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),96704
CAN,2006,Mussels,capture_production,tonnes,FAO (2019),151
CAN,2006,Oysters,capture_production,tonnes,FAO (2019),2405
CAN,2006,Red seaweeds,capture_production,tonnes,FAO (2019),8145
CAN,2006,River eels,capture_production,tonnes,FAO (2019),458
CAN,2006,"Salmons, trouts, smelts",capture_production,tonnes,FAO (2019),24636
CAN,2006,"Scallops, pectens",capture_production,tonnes,FAO (2019),63389
CAN,2006,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),8841
CAN,2006,Shads,capture_production,tonnes,FAO (2019),5330
CAN,2006,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),8807
CAN,2006,"Shrimps, prawns",capture_production,tonnes,FAO (2019),179149
CAN,2006,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),6959
CAN,2006,"Sturgeons, paddlefishes",capture_production,tonnes,FAO (2019),1
CAN,2006,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),7587
CAN,2007,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),5311
CAN,2007,Brown seaweeds,capture_production,tonnes,FAO (2019),14978
CAN,2007,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),24314
CAN,2007,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),146487
CAN,2007,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),107931
CAN,2007,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),36125
CAN,2007,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),179775
CAN,2007,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),48870
CAN,2007,Marine fishes not identified,capture_production,tonnes,FAO (2019),3241
CAN,2007,Miscellaneous aquatic invertebrates,capture_production,tonnes,FAO (2019),0
CAN,2007,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),2558
CAN,2007,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),35721
CAN,2007,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),0
CAN,2007,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),4026
CAN,2007,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),91488
CAN,2007,Mussels,capture_production,tonnes,FAO (2019),318
CAN,2007,Oysters,capture_production,tonnes,FAO (2019),2355
CAN,2007,Red seaweeds,capture_production,tonnes,FAO (2019),4404
CAN,2007,River eels,capture_production,tonnes,FAO (2019),401
CAN,2007,"Salmons, trouts, smelts",capture_production,tonnes,FAO (2019),20802
CAN,2007,"Scallops, pectens",capture_production,tonnes,FAO (2019),65337
CAN,2007,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),7587
CAN,2007,Shads,capture_production,tonnes,FAO (2019),4382
CAN,2007,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),10233
CAN,2007,"Shrimps, prawns",capture_production,tonnes,FAO (2019),188216
CAN,2007,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),271
CAN,2007,"Sturgeons, paddlefishes",capture_production,tonnes,FAO (2019),6
CAN,2007,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),7546
CAN,2008,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),7231
CAN,2008,Brown seaweeds,capture_production,tonnes,FAO (2019),14975
CAN,2008,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),24726
CAN,2008,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),144890
CAN,2008,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),109519
CAN,2008,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),42181
CAN,2008,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),151767
CAN,2008,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),58984
CAN,2008,Marine fishes not identified,capture_production,tonnes,FAO (2019),7010
CAN,2008,Miscellaneous aquatic invertebrates,capture_production,tonnes,FAO (2019),0
CAN,2008,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),2326
CAN,2008,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),29230
CAN,2008,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),0
CAN,2008,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),4318
CAN,2008,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),69290
CAN,2008,Mussels,capture_production,tonnes,FAO (2019),127
CAN,2008,Oysters,capture_production,tonnes,FAO (2019),1684
CAN,2008,Red seaweeds,capture_production,tonnes,FAO (2019),2740
CAN,2008,River eels,capture_production,tonnes,FAO (2019),253
CAN,2008,"Salmons, trouts, smelts",capture_production,tonnes,FAO (2019),6163
CAN,2008,"Scallops, pectens",capture_production,tonnes,FAO (2019),67621
CAN,2008,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),8673
CAN,2008,Shads,capture_production,tonnes,FAO (2019),3687
CAN,2008,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),5903
CAN,2008,"Shrimps, prawns",capture_production,tonnes,FAO (2019),167071
CAN,2008,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),546
CAN,2008,"Sturgeons, paddlefishes",capture_production,tonnes,FAO (2019),0
CAN,2008,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),5902
CAN,2009,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),6515
CAN,2009,Brown seaweeds,capture_production,tonnes,FAO (2019),40503
CAN,2009,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),31451
CAN,2009,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),122611
CAN,2009,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),110057
CAN,2009,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),36786
CAN,2009,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),167504
CAN,2009,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),58342
CAN,2009,Marine fishes not identified,capture_production,tonnes,FAO (2019),14035
CAN,2009,Miscellaneous aquatic invertebrates,capture_production,tonnes,FAO (2019),0
CAN,2009,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),2029
CAN,2009,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),33449
CAN,2009,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),0
CAN,2009,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),6601
CAN,2009,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),78078
CAN,2009,Mussels,capture_production,tonnes,FAO (2019),54
CAN,2009,Oysters,capture_production,tonnes,FAO (2019),2168
CAN,2009,Red seaweeds,capture_production,tonnes,FAO (2019),2797
CAN,2009,River eels,capture_production,tonnes,FAO (2019),251
CAN,2009,"Salmons, trouts, smelts",capture_production,tonnes,FAO (2019),19448
CAN,2009,"Scallops, pectens",capture_production,tonnes,FAO (2019),62921
CAN,2009,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),9018
CAN,2009,Shads,capture_production,tonnes,FAO (2019),3264
CAN,2009,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),6622
CAN,2009,"Shrimps, prawns",capture_production,tonnes,FAO (2019),138549
CAN,2009,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),719
CAN,2009,"Sturgeons, paddlefishes",capture_production,tonnes,FAO (2019),0
CAN,2009,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),6380
CAN,2010,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),7073
CAN,2010,Brown seaweeds,capture_production,tonnes,FAO (2019),40475
CAN,2010,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),28924
CAN,2010,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),109857
CAN,2010,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),96632
CAN,2010,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),39681
CAN,2010,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),159503
CAN,2010,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),67277
CAN,2010,Marine fishes not identified,capture_production,tonnes,FAO (2019),17219
CAN,2010,Miscellaneous aquatic invertebrates,capture_production,tonnes,FAO (2019),0
CAN,2010,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),1610
CAN,2010,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),34227
CAN,2010,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),0
CAN,2010,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),1049
CAN,2010,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),65973
CAN,2010,Mussels,capture_production,tonnes,FAO (2019),50
CAN,2010,Oysters,capture_production,tonnes,FAO (2019),1934
CAN,2010,Red seaweeds,capture_production,tonnes,FAO (2019),1839
CAN,2010,River eels,capture_production,tonnes,FAO (2019),280
CAN,2010,"Salmons, trouts, smelts",capture_production,tonnes,FAO (2019),24283
CAN,2010,"Scallops, pectens",capture_production,tonnes,FAO (2019),60300
CAN,2010,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),10070
CAN,2010,Shads,capture_production,tonnes,FAO (2019),2783
CAN,2010,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),3475
CAN,2010,"Shrimps, prawns",capture_production,tonnes,FAO (2019),166516
CAN,2010,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),161
CAN,2010,"Sturgeons, paddlefishes",capture_production,tonnes,FAO (2019),43
CAN,2010,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),7107
CAN,2011,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),7537
CAN,2011,Brown seaweeds,capture_production,tonnes,FAO (2019),17317
CAN,2011,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),29300
CAN,2011,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),96932
CAN,2011,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),94594
CAN,2011,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),39052
CAN,2011,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),142305
CAN,2011,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),66978
CAN,2011,Marine fishes not identified,capture_production,tonnes,FAO (2019),3519
CAN,2011,Miscellaneous aquatic invertebrates,capture_production,tonnes,FAO (2019),0
CAN,2011,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),1701
CAN,2011,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),34596
CAN,2011,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),0
CAN,2011,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),3393
CAN,2011,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),44546
CAN,2011,Mussels,capture_production,tonnes,FAO (2019),0
CAN,2011,Oysters,capture_production,tonnes,FAO (2019),2247
CAN,2011,Red seaweeds,capture_production,tonnes,FAO (2019),879
CAN,2011,River eels,capture_production,tonnes,FAO (2019),305
CAN,2011,"Salmons, trouts, smelts",capture_production,tonnes,FAO (2019),21176
CAN,2011,"Scallops, pectens",capture_production,tonnes,FAO (2019),59880
CAN,2011,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),11617
CAN,2011,Shads,capture_production,tonnes,FAO (2019),2234
CAN,2011,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),3236
CAN,2011,"Shrimps, prawns",capture_production,tonnes,FAO (2019),153557
CAN,2011,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),150
CAN,2011,"Sturgeons, paddlefishes",capture_production,tonnes,FAO (2019),0
CAN,2011,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),76896
CAN,2012,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),6353
CAN,2012,Brown seaweeds,capture_production,tonnes,FAO (2019),13132
CAN,2012,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),28075
CAN,2012,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),91536
CAN,2012,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),102671
CAN,2012,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),35314
CAN,2012,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),126785
CAN,2012,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),74790
CAN,2012,Marine fishes not identified,capture_production,tonnes,FAO (2019),3874
CAN,2012,Miscellaneous aquatic invertebrates,capture_production,tonnes,FAO (2019),0
CAN,2012,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),1475
CAN,2012,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),34358
CAN,2012,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),0
CAN,2012,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),357
CAN,2012,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),38680
CAN,2012,Mussels,capture_production,tonnes,FAO (2019),0
CAN,2012,Oysters,capture_production,tonnes,FAO (2019),1833
CAN,2012,Red seaweeds,capture_production,tonnes,FAO (2019),1184
CAN,2012,River eels,capture_production,tonnes,FAO (2019),375
CAN,2012,"Salmons, trouts, smelts",capture_production,tonnes,FAO (2019),13260
CAN,2012,"Scallops, pectens",capture_production,tonnes,FAO (2019),53306
CAN,2012,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),13229
CAN,2012,Shads,capture_production,tonnes,FAO (2019),1975
CAN,2012,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),2814
CAN,2012,"Shrimps, prawns",capture_production,tonnes,FAO (2019),151394
CAN,2012,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),96
CAN,2012,"Sturgeons, paddlefishes",capture_production,tonnes,FAO (2019),0
CAN,2012,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),4739
CAN,2013,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),6302
CAN,2013,Brown seaweeds,capture_production,tonnes,FAO (2019),14214
CAN,2013,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),28682
CAN,2013,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),91128
CAN,2013,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),107231
CAN,2013,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),45430
CAN,2013,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),144723
CAN,2013,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),74686
CAN,2013,Marine fishes not identified,capture_production,tonnes,FAO (2019),4068
