iso3,year,isscaap_group,variable,units,source,value
VIR,2002,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),0
VIR,2003,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),868
VIR,2003,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),0
VIR,2003,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
VIR,2003,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),130
VIR,2003,Marine fishes not identified,capture_production,tonnes,FAO (2019),33
VIR,2003,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),656
VIR,2003,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),9
VIR,2003,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),70
VIR,2003,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),101
VIR,2004,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),1037
VIR,2004,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),0
VIR,2004,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
VIR,2004,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),150
VIR,2004,Marine fishes not identified,capture_production,tonnes,FAO (2019),34
VIR,2004,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),596
VIR,2004,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),25
VIR,2004,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),83
VIR,2004,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),45
VIR,2005,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),845
VIR,2005,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),0
VIR,2005,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
VIR,2005,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),106
VIR,2005,Marine fishes not identified,capture_production,tonnes,FAO (2019),28
VIR,2005,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),526
VIR,2005,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),21
VIR,2005,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),53
VIR,2005,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),55
VIR,2006,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),1385
VIR,2006,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),0
VIR,2006,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
VIR,2006,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),124
VIR,2006,Marine fishes not identified,capture_production,tonnes,FAO (2019),29
VIR,2006,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),544
VIR,2006,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),17
VIR,2006,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),63
VIR,2006,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),51
VIR,2007,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),767
VIR,2007,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),0
VIR,2007,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
VIR,2007,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),106
VIR,2007,Marine fishes not identified,capture_production,tonnes,FAO (2019),27
VIR,2007,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),469
VIR,2007,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),0
VIR,2007,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),63
VIR,2007,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),26
VIR,2008,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),576
VIR,2008,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),0
VIR,2008,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
VIR,2008,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),121
VIR,2008,Marine fishes not identified,capture_production,tonnes,FAO (2019),31
VIR,2008,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),489
VIR,2008,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),1
VIR,2008,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),74
VIR,2008,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),22
VIR,2009,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),632
VIR,2009,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),0
VIR,2009,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
VIR,2009,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),125
VIR,2009,Marine fishes not identified,capture_production,tonnes,FAO (2019),26
VIR,2009,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),521
VIR,2009,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),0
VIR,2009,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),70
VIR,2009,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),19
VIR,2010,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),447
VIR,2010,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),0
VIR,2010,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
VIR,2010,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),111
VIR,2010,Marine fishes not identified,capture_production,tonnes,FAO (2019),29
VIR,2010,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),349
VIR,2010,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),18
VIR,2010,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),63
VIR,2010,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),23
VIR,2011,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),436
VIR,2011,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),0
VIR,2011,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),1
VIR,2011,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),116
VIR,2011,Marine fishes not identified,capture_production,tonnes,FAO (2019),8
VIR,2011,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),368
VIR,2011,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),2
VIR,2011,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),51
VIR,2011,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),21
VIR,2012,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),222
VIR,2012,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),0
VIR,2012,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),76
VIR,2012,Marine fishes not identified,capture_production,tonnes,FAO (2019),38
VIR,2012,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),228
VIR,2012,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),1
VIR,2012,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),28
VIR,2012,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),18
VIR,2013,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),160
VIR,2013,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),0
VIR,2013,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),72
VIR,2013,Marine fishes not identified,capture_production,tonnes,FAO (2019),35
VIR,2013,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),219
VIR,2013,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),0
VIR,2013,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),31
VIR,2013,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),20
VIR,2014,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),140
VIR,2014,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),0
VIR,2014,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),56
VIR,2014,Marine fishes not identified,capture_production,tonnes,FAO (2019),22
VIR,2014,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),161
VIR,2014,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),1
VIR,2014,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),63
VIR,2014,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),41
VIR,2015,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),94
VIR,2015,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),0
VIR,2015,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),57
VIR,2015,Marine fishes not identified,capture_production,tonnes,FAO (2019),18
VIR,2015,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),131
VIR,2015,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),1
VIR,2015,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),46
VIR,2015,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),31
VIR,2016,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),196
VIR,2016,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),1
VIR,2016,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),69
VIR,2016,Marine fishes not identified,capture_production,tonnes,FAO (2019),21
VIR,2016,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),170
VIR,2016,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),2
VIR,2016,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),47
VIR,2016,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),45
VIR,2017,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),121
VIR,2017,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),1
VIR,2017,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),70
VIR,2017,Marine fishes not identified,capture_production,tonnes,FAO (2019),18
VIR,2017,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),168
VIR,2017,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),1
VIR,2017,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),52
VIR,2017,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),33
VNM,2000,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),49000
VNM,2000,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),600
VNM,2000,Marine fishes not identified,capture_production,tonnes,FAO (2019),1014945
VNM,2000,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),59007
VNM,2000,"Shrimps, prawns",capture_production,tonnes,FAO (2019),91700
VNM,2000,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),170000
VNM,2000,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),34360
VNM,2001,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),47000
VNM,2001,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),1000
VNM,2001,Marine fishes not identified,capture_production,tonnes,FAO (2019),1076295
VNM,2001,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),55058
VNM,2001,"Shrimps, prawns",capture_production,tonnes,FAO (2019),85656
VNM,2001,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),180000
VNM,2001,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),36166
VNM,2002,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),52000
VNM,2002,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),1127
VNM,2002,Marine fishes not identified,capture_production,tonnes,FAO (2019),1151093
VNM,2002,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),57392
VNM,2002,"Shrimps, prawns",capture_production,tonnes,FAO (2019),85849
VNM,2002,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),189681
VNM,2002,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),38498
VNM,2003,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),47198
VNM,2003,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),1000
VNM,2003,Marine fishes not identified,capture_production,tonnes,FAO (2019),1189157
VNM,2003,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),64660
VNM,2003,"Shrimps, prawns",capture_production,tonnes,FAO (2019),91850
VNM,2003,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),215000
VNM,2003,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),38268
VNM,2004,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),42200
VNM,2004,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),870
VNM,2004,Marine fishes not identified,capture_production,tonnes,FAO (2019),1282160
VNM,2004,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),60000
VNM,2004,"Shrimps, prawns",capture_production,tonnes,FAO (2019),95090
VNM,2004,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),201500
VNM,2004,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),51614
VNM,2005,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),37360
VNM,2005,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),740
VNM,2005,Marine fishes not identified,capture_production,tonnes,FAO (2019),1313957
VNM,2005,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),56000
VNM,2005,"Shrimps, prawns",capture_production,tonnes,FAO (2019),99500
VNM,2005,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),230000
VNM,2005,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),53543
VNM,2006,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),32400
VNM,2006,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),600
VNM,2006,Marine fishes not identified,capture_production,tonnes,FAO (2019),1362490
VNM,2006,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),52000
VNM,2006,"Shrimps, prawns",capture_production,tonnes,FAO (2019),100500
VNM,2006,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),222000
VNM,2006,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),53710
VNM,2007,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),27440
VNM,2007,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),460
VNM,2007,Marine fishes not identified,capture_production,tonnes,FAO (2019),1422618
VNM,2007,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),48000
VNM,2007,"Shrimps, prawns",capture_production,tonnes,FAO (2019),101400
VNM,2007,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),221000
VNM,2007,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),55382
VNM,2008,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),22570
VNM,2008,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),330
VNM,2008,Marine fishes not identified,capture_production,tonnes,FAO (2019),1424817
VNM,2008,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),44000
VNM,2008,"Shrimps, prawns",capture_production,tonnes,FAO (2019),102300
VNM,2008,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),220000
VNM,2008,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),50983
VNM,2009,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),18000
VNM,2009,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),200
VNM,2009,Marine fishes not identified,capture_production,tonnes,FAO (2019),1528898
VNM,2009,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),40000
VNM,2009,"Shrimps, prawns",capture_production,tonnes,FAO (2019),127300
VNM,2009,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),230000
VNM,2009,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),45202
VNM,2010,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),13563
VNM,2010,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),63
VNM,2010,Marine fishes not identified,capture_production,tonnes,FAO (2019),1619806
VNM,2010,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),35531
VNM,2010,"Shrimps, prawns",capture_production,tonnes,FAO (2019),129000
VNM,2010,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),226199
VNM,2010,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),42894
VNM,2011,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),20142
VNM,2011,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),37
VNM,2011,Marine fishes not identified,capture_production,tonnes,FAO (2019),1670016
VNM,2011,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),46929
VNM,2011,"Shrimps, prawns",capture_production,tonnes,FAO (2019),137500
VNM,2011,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),251646
VNM,2011,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),50684
VNM,2012,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),23026
VNM,2012,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),49
VNM,2012,Marine fishes not identified,capture_production,tonnes,FAO (2019),1751041
VNM,2012,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),45267
VNM,2012,"Shrimps, prawns",capture_production,tonnes,FAO (2019),142922
VNM,2012,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),279899
VNM,2012,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),67859
VNM,2013,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),29510
VNM,2013,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),63
VNM,2013,Marine fishes not identified,capture_production,tonnes,FAO (2019),1801835
VNM,2013,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),47489
VNM,2013,"Shrimps, prawns",capture_production,tonnes,FAO (2019),149022
VNM,2013,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),291315
VNM,2013,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),82665
VNM,2014,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),30203
VNM,2014,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),38
VNM,2014,Marine fishes not identified,capture_production,tonnes,FAO (2019),1889237
VNM,2014,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),46317
VNM,2014,"Shrimps, prawns",capture_production,tonnes,FAO (2019),148100
VNM,2014,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),314675
VNM,2014,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),85263
VNM,2015,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),40067
VNM,2015,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),46
VNM,2015,Marine fishes not identified,capture_production,tonnes,FAO (2019),1711821
VNM,2015,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),57641
VNM,2015,"Shrimps, prawns",capture_production,tonnes,FAO (2019),183524
VNM,2015,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),330400
VNM,2015,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),437877
VNM,2016,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),46563
VNM,2016,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),37
VNM,2016,Marine fishes not identified,capture_production,tonnes,FAO (2019),1861277
VNM,2016,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),62354
VNM,2016,"Shrimps, prawns",capture_production,tonnes,FAO (2019),187853
VNM,2016,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),332392
VNM,2016,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),490472
VNM,2017,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),47023
VNM,2017,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),65
VNM,2017,Marine fishes not identified,capture_production,tonnes,FAO (2019),1967881
VNM,2017,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),57234
VNM,2017,"Shrimps, prawns",capture_production,tonnes,FAO (2019),194323
VNM,2017,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),362089
VNM,2017,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),490081
VUT,2000,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),0
VUT,2000,"Krill, planktonic crustaceans",capture_production,tonnes,FAO (2019),0
VUT,2000,Marine fishes not identified,capture_production,tonnes,FAO (2019),1400
VUT,2000,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),0
VUT,2000,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),250
VUT,2000,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),250
VUT,2000,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),0
VUT,2000,"Pearls, mother-of-pearl, shells",capture_production,tonnes,FAO (2019),90
VUT,2000,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),81
VUT,2000,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),0
VUT,2000,"Shrimps, prawns",capture_production,tonnes,FAO (2019),0
VUT,2000,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),0
VUT,2000,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),68518
VUT,2001,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),0
VUT,2001,"Krill, planktonic crustaceans",capture_production,tonnes,FAO (2019),0
VUT,2001,Marine fishes not identified,capture_production,tonnes,FAO (2019),1500
VUT,2001,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),0
VUT,2001,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),250
VUT,2001,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),200
VUT,2001,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),0
VUT,2001,"Pearls, mother-of-pearl, shells",capture_production,tonnes,FAO (2019),73
VUT,2001,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),114
VUT,2001,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),0
VUT,2001,"Shrimps, prawns",capture_production,tonnes,FAO (2019),0
VUT,2001,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),0
VUT,2001,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),34039
VUT,2002,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),0
VUT,2002,"Krill, planktonic crustaceans",capture_production,tonnes,FAO (2019),0
VUT,2002,Marine fishes not identified,capture_production,tonnes,FAO (2019),1500
VUT,2002,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),0
VUT,2002,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),250
VUT,2002,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),100
VUT,2002,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),0
VUT,2002,"Pearls, mother-of-pearl, shells",capture_production,tonnes,FAO (2019),67
VUT,2002,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),24
VUT,2002,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),0
VUT,2002,"Shrimps, prawns",capture_production,tonnes,FAO (2019),0
VUT,2002,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),0
VUT,2002,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),43027
VUT,2003,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),0
VUT,2003,"Krill, planktonic crustaceans",capture_production,tonnes,FAO (2019),0
VUT,2003,Marine fishes not identified,capture_production,tonnes,FAO (2019),1500
VUT,2003,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),0
VUT,2003,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),250
VUT,2003,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),8
VUT,2003,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),55512
VUT,2003,"Pearls, mother-of-pearl, shells",capture_production,tonnes,FAO (2019),52
VUT,2003,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),75
VUT,2003,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),0
VUT,2003,"Shrimps, prawns",capture_production,tonnes,FAO (2019),0
VUT,2003,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),0
VUT,2003,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),56470
VUT,2004,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),0
VUT,2004,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),300
VUT,2004,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
VUT,2004,"Krill, planktonic crustaceans",capture_production,tonnes,FAO (2019),29491
VUT,2004,Marine fishes not identified,capture_production,tonnes,FAO (2019),1500
VUT,2004,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),0
VUT,2004,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),0
VUT,2004,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),250
VUT,2004,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),36
VUT,2004,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),97822
VUT,2004,"Pearls, mother-of-pearl, shells",capture_production,tonnes,FAO (2019),35.63
VUT,2004,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),42
VUT,2004,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),53
VUT,2004,"Shrimps, prawns",capture_production,tonnes,FAO (2019),0
VUT,2004,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),0
VUT,2004,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),83257
VUT,2005,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),0
VUT,2005,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),460
VUT,2005,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
VUT,2005,"Krill, planktonic crustaceans",capture_production,tonnes,FAO (2019),48389
VUT,2005,Marine fishes not identified,capture_production,tonnes,FAO (2019),1400
VUT,2005,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),0
VUT,2005,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),0
VUT,2005,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),200
VUT,2005,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),36
VUT,2005,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),79175
VUT,2005,"Pearls, mother-of-pearl, shells",capture_production,tonnes,FAO (2019),36
VUT,2005,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),27
VUT,2005,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),35
VUT,2005,"Shrimps, prawns",capture_production,tonnes,FAO (2019),0
VUT,2005,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),120
VUT,2005,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),99675
VUT,2006,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),0
VUT,2006,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),702
