Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2069,f_mort_fleet,affected_managed,atlantic,0.0247525788953733,0.024515276463086134,-0.0095869781201474,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2070,f_mort_fleet,affected_managed,atlantic,0.0247525788953733,0.024511026197281172,-0.009758688139653958,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2071,f_mort_fleet,affected_managed,atlantic,0.0247525788953733,0.0245067845041307,-0.009930051825369386,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2072,f_mort_fleet,affected_managed,atlantic,0.0247525788953733,0.024502551240377226,-0.010101074964872014,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2073,f_mort_fleet,affected_managed,atlantic,0.0247525788953733,0.024498326271767273,-0.010271762981979718,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2074,f_mort_fleet,affected_managed,atlantic,0.0247525788953733,0.024494109472451796,-0.010442120960972542,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2075,f_mort_fleet,affected_managed,atlantic,0.0247525788953733,0.02448990072442305,-0.010612153669343462,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2076,f_mort_fleet,affected_managed,atlantic,0.0247525788953733,0.024485699916987978,-0.010781865579073329,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2077,f_mort_fleet,affected_managed,atlantic,0.0247525788953733,0.024481506946275617,-0.010951260886531373,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2078,f_mort_fleet,affected_managed,atlantic,0.0247525788953733,0.02447732171477654,-0.011120343531081977,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2079,f_mort_fleet,affected_managed,atlantic,0.0247525788953733,0.024473144130911936,-0.01128911721249359,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2080,f_mort_fleet,affected_managed,atlantic,0.0247525788953733,0.024468974108631664,-0.01145758540717742,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2019,f_mort_fleet,affected_oa,atlantic,0.03241656903480114,0.03241656903480114,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2020,f_mort_fleet,affected_oa,atlantic,0.03243800651198623,0.030648501979669642,-0.05516690835040508,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2021,f_mort_fleet,affected_oa,atlantic,0.032469711961029595,0.02917185082212373,-0.10156730502765113,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2022,f_mort_fleet,affected_oa,atlantic,0.03250483667322026,0.027917628939056957,-0.1411238512065056,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2023,f_mort_fleet,affected_oa,atlantic,0.032539412174577016,0.0268372856110348,-0.1752375406460869,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2024,f_mort_fleet,affected_oa,atlantic,0.03257133882258639,0.025895906464093454,-0.20494804941404193,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2025,f_mort_fleet,affected_oa,atlantic,0.03259968825737989,0.025067847479353537,-0.23104027003452407,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2026,f_mort_fleet,affected_oa,atlantic,0.032624232900552684,0.024333872536657482,-0.2541166374445162,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2027,f_mort_fleet,affected_oa,atlantic,0.03264513683318747,0.02367924572843383,-0.274647067664878,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2028,f_mort_fleet,affected_oa,atlantic,0.03266275899808879,0.02309244287529905,-0.2930039107642356,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2029,f_mort_fleet,affected_oa,atlantic,0.032677532796564344,0.022564271017308825,-0.3094866996910737,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2030,f_mort_fleet,affected_oa,atlantic,0.032689896341077974,0.022087259928243837,-0.32433986031062795,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2031,f_mort_fleet,affected_oa,atlantic,0.032700255342122966,0.02165523670246586,-0.3377655166328142,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2032,f_mort_fleet,affected_oa,atlantic,0.03270896630057079,0.021263024530149045,-0.34993284915341416,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2033,f_mort_fleet,affected_oa,atlantic,0.032716331772754036,0.020906226353407123,-0.3609850120538971,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2034,f_mort_fleet,affected_oa,atlantic,0.03272260235396178,0.020581067001297006,-0.3710443081919118,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2035,f_mort_fleet,affected_oa,atlantic,0.032727982003500654,0.020284275980369654,-0.3802161105380709,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2036,f_mort_fleet,affected_oa,atlantic,0.032732634662465544,0.020012998831553847,-0.38859187358655495,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2037,f_mort_fleet,affected_oa,atlantic,0.032736690985953096,0.019764728811437066,-0.3962514775877054,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2038,f_mort_fleet,affected_oa,atlantic,0.03274025456677786,0.019537253244775447,-0.40326507831737324,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2039,f_mort_fleet,affected_oa,atlantic,0.032743407370330935,0.01932861064161949,-0.4096945860578548,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2040,f_mort_fleet,affected_oa,atlantic,0.032746214302355275,0.01913705585426262,-0.4155948630408192,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2041,f_mort_fleet,affected_oa,atlantic,0.03274872694306279,0.018961031351864045,-0.4210147043324814,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2042,f_mort_fleet,affected_oa,atlantic,0.03275098653606535,0.018799143238375917,-0.4259976499433285,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2043,f_mort_fleet,affected_oa,atlantic,0.03275302634151978,0.01865014101563432,-0.43058266368527187,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2044,f_mort_fleet,affected_oa,atlantic,0.032754873464344365,0.018512900354034217,-0.4348047054986607,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2045,f_mort_fleet,affected_oa,atlantic,0.032756550259591115,0.01838640831554253,-0.4386952176028063,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2046,f_mort_fleet,affected_oa,atlantic,0.032758075403759614,0.018269750603039613,-0.44228254017197816,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2047,f_mort_fleet,affected_oa,atlantic,0.03275946470633283,0.018162100502977497,-0.44559226880570707,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2048,f_mort_fleet,affected_oa,atlantic,0.03276073172193427,0.018062709256404498,-0.4486475635002076,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2049,f_mort_fleet,affected_oa,atlantic,0.03276188821115045,0.017970897644172115,-0.4514694168922854,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2050,f_mort_fleet,affected_oa,atlantic,0.032762944487552265,0.017886048610737625,-0.4540768880668485,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2051,f_mort_fleet,affected_oa,atlantic,0.03276390967980294,0.017807600780901725,-0.4564873070725413,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2052,f_mort_fleet,affected_oa,atlantic,0.03276479193080087,0.017735042747451298,-0.4587164543908092,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2053,f_mort_fleet,affected_oa,atlantic,0.03276559855034905,0.017667908026659462,-0.4607787188898691,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2054,f_mort_fleet,affected_oa,atlantic,0.03276633613361673,0.017605770594062615,-0.46268723722210986,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2055,f_mort_fleet,affected_oa,atlantic,0.03276701065443956,0.017548240925702636,-0.46445401715871665,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2056,f_mort_fleet,affected_oa,atlantic,0.03276762754007774,0.017494962480670444,-0.46609004697479123,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2057,f_mort_fleet,affected_oa,atlantic,0.032768191732241436,0.01744560856973538,-0.4676053926842044,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2058,f_mort_fleet,affected_oa,atlantic,0.03276870773786312,0.01739987956242181,-0.4690092846622436,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2059,f_mort_fleet,affected_oa,atlantic,0.0327691796721218,0.017357500391337512,-0.47031019497554555,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2060,f_mort_fleet,affected_oa,atlantic,0.032769611295518065,0.017318218318054912,-0.4715159065550606,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2061,f_mort_fleet,affected_oa,atlantic,0.032770006046293806,0.01728180092956283,-0.4726335751922343,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2062,f_mort_fleet,affected_oa,atlantic,0.03277036706913058,0.017248034338345628,-0.47366978520685726,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2063,f_mort_fleet,affected_oa,atlantic,0.032770697240802935,0.01721672156262739,-0.47463059952258885,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2064,f_mort_fleet,affected_oa,atlantic,0.03277099919328422,0.01718768106631396,-0.4755216047902426,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2065,f_mort_fleet,affected_oa,atlantic,0.032771275334676525,0.01716074544075227,-0.47634795211665637,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2066,f_mort_fleet,affected_oa,atlantic,0.032771527868247344,0.017135760212657825,-0.4771143938863823,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2067,f_mort_fleet,affected_oa,atlantic,0.03277175880979378,0.017112582764493255,-0.47782531710262705,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2068,f_mort_fleet,affected_oa,atlantic,0.03277197000351215,0.017091081355255274,-0.47848477362137115,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2069,f_mort_fleet,affected_oa,atlantic,0.03277216313651949,0.017071134231073794,-0.4790965076073766,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2070,f_mort_fleet,affected_oa,atlantic,0.032772339752150687,0.0170526288162927,-0.4796639805013122,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2071,f_mort_fleet,affected_oa,atlantic,0.03277250126213989,0.01703546097678918,-0.4801903937533987,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2072,f_mort_fleet,affected_oa,atlantic,0.032772648957780884,0.01701953434824927,-0.4806787095490952,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2073,f_mort_fleet,affected_oa,atlantic,0.03277278402015148,0.017004759722944567,-0.481131669726667,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2074,f_mort_fleet,affected_oa,atlantic,0.03277290752948101,0.016991054489281864,-0.48155181306396183,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2075,f_mort_fleet,affected_oa,atlantic,0.03277302047372936,0.016978342119034002,-0.48194149109192636,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2076,f_mort_fleet,affected_oa,atlantic,0.03277312375644335,0.0169665516977167,-0.48230288257520776,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2077,f_mort_fleet,affected_oa,atlantic,0.03277321820395083,0.016955617494063834,-0.48263800678506985,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2078,f_mort_fleet,affected_oa,atlantic,0.03277330457194519,0.016945478564983747,-0.4829487356764895,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2079,f_mort_fleet,affected_oa,atlantic,0.032773383551512845,0.016936078392758923,-0.48323680506960837,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2080,f_mort_fleet,affected_oa,atlantic,0.03277345577464834,0.016927364551583036,-0.48350382492538146,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2019,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2020,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2021,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2022,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2023,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2024,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2025,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2026,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2027,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2028,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2029,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2030,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2031,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2032,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2033,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2034,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2035,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2036,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2037,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2038,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2039,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2040,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2041,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2042,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2043,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2044,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2045,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2046,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2047,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2048,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2049,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2050,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2051,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2052,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2053,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2054,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2055,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2056,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2057,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2058,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2059,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2060,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2061,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2062,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2063,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2064,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2065,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2066,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2067,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2068,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2069,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2070,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2071,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2072,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2073,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2074,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2075,f_mort_fleet,unaffected_managed,atlantic,0.06103250692804971,0.06103250692804971,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
