Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2030,biomass,Total,atlantic,120951382.89916055,127398549.32240264,0.05330378428675939,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2031,biomass,Total,atlantic,120968504.30918011,127631818.33105165,0.05508304876483348,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2032,biomass,Total,atlantic,120976361.88391356,127803218.97986093,0.05643133079583169,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2033,biomass,Total,atlantic,120978679.07409057,127927866.34743294,0.05744142130272809,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2034,biomass,Total,atlantic,120977878.00104253,128017599.76745264,0.05819015742985215,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2035,biomass,Total,atlantic,120975494.16784057,128081543.68387498,0.05873957833291034,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2036,biomass,Total,atlantic,120972468.62966588,128126632.59431924,0.05913877798554699,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2037,biomass,Total,atlantic,120969351.2213825,128158071.68981998,0.05942596530324123,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2038,biomass,Total,atlantic,120966440.03313777,128179724.20603031,0.05963045759564818,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2039,biomass,Total,atlantic,120963875.73474649,128194502.90066153,0.05977509501903359,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2040,biomass,Total,atlantic,120961704.3042505,128204869.94202541,0.059879824605946756,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2041,biomass,Total,atlantic,120959917.92200547,128212091.08892038,0.05995517599136505,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2042,biomass,Total,atlantic,120958480.97985429,128217088.46799375,0.06000908269795808,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2043,biomass,Total,atlantic,120957346.09711383,128220527.61278304,0.06004746094410647,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2044,biomass,Total,atlantic,120956463.54618217,128222884.44163579,0.06007468044631809,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2045,biomass,Total,atlantic,120955786.42498048,128224496.13417627,0.060093939480142286,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2046,biomass,Total,atlantic,120955273.15906411,128225599.328342,0.060107558599094196,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2047,biomass,Total,atlantic,120954888.38813385,128226358.49039182,0.06011720732546537,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2048,biomass,Total,atlantic,120954602.92637166,128226886.772632,0.060124076887649945,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2049,biomass,Total,atlantic,120954393.2366235,128227261.19823323,0.06012901034013539,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2050,biomass,Total,atlantic,120954240.69069134,128227533.60978502,0.060132599548065595,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2051,biomass,Total,atlantic,120954130.77708817,128227738.48734051,0.06013525675825991,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2052,biomass,Total,atlantic,120954052.34581333,128227898.4761233,0.06013726691449494,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2053,biomass,Total,atlantic,120953996.9344446,128228028.25488533,0.06013882554359199,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2054,biomass,Total,atlantic,120953958.19230402,128228137.21371928,0.06014006594021576,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2055,biomass,Total,atlantic,120953931.40353267,128228231.28608969,0.060141078492836494,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2056,biomass,Total,atlantic,120953913.10142815,128228314.1861305,0.06014192429311699,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2057,biomass,Total,atlantic,120953900.76254046,128228388.23223525,0.06014264462604011,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2058,biomass,Total,atlantic,120953892.56792621,128228454.88619623,0.06014326751976757,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2059,biomass,Total,atlantic,120953887.21941078,128228515.0992521,0.060143812217007354,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2060,biomass,Total,atlantic,120953883.79993969,128228569.52893664,0.060144292191802895,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2061,biomass,Total,atlantic,120953881.66864486,128228618.670906,0.060144717159143414,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2062,biomass,Total,atlantic,120953880.38283303,128228662.93591358,0.06014509439511172,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2063,biomass,Total,atlantic,120953879.64057735,128228702.6922486,0.060145429590922436,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2064,biomass,Total,atlantic,120953879.23888859,128228738.28710389,0.060145727396201755,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2065,biomass,Total,atlantic,120953879.04353744,128228770.05562848,0.06014599175833326,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2066,biomass,Total,atlantic,120953878.9674992,128228798.32322767,0.06014622613040197,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2067,biomass,Total,atlantic,120953878.9557163,128228823.40454035,0.06014643359629297,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2068,biomass,Total,atlantic,120953878.97444314,128228845.60112336,0.06014661694493803,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2069,biomass,Total,atlantic,120953879.00388306,128228865.19897461,0.06014677871437254,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2070,biomass,Total,atlantic,120953879.0331654,128228882.46646442,0.06014692121865908,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2071,biomass,Total,atlantic,120953879.05696902,128228897.65290704,0.06014704656567078,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2072,biomass,Total,atlantic,120953879.07329106,128228910.98781076,0.060147156670448315,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2073,biomass,Total,atlantic,120953879.08200254,128228922.68074334,0.06014725326674785,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2074,biomass,Total,atlantic,120953879.08393691,128228932.92170556,0.06014733791811722,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2075,biomass,Total,atlantic,120953879.08033448,128228941.88189231,0.06014741202905872,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2076,biomass,Total,atlantic,120953879.07251966,128228949.71472788,0.06014747685641685,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2077,biomass,Total,atlantic,120953879.06172684,128228956.55707629,0.06014753352091118,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2078,biomass,Total,atlantic,120953879.04901905,128228962.53054558,0.060147583018632635,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2079,biomass,Total,atlantic,120953879.03526188,128228967.74282297,0.06014762623231101,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2080,biomass,Total,atlantic,120953879.02112794,128228972.28899421,0.06014766394218306,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2019,price,Total,atlantic,1350.1688088039182,1350.1688088039182,0,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2020,price,Total,atlantic,1329.6740333850037,1357.3138309819467,0.020786897316915562,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2021,price,Total,atlantic,1314.7455107603707,1356.031806700745,0.03140250002945183,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2022,price,Total,atlantic,1303.9655785817738,1350.6618336179085,0.03581095682519686,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2023,price,Total,atlantic,1296.2507413836397,1343.7313366468982,0.03662917501021205,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2024,price,Total,atlantic,1290.78125794242,1336.6362511630382,0.035524991502986034,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2025,price,Total,atlantic,1286.9425652702014,1330.0863971660426,0.03352428698850513,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2026,price,Total,atlantic,1284.2778974053672,1324.3883072902504,0.03123187743549777,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2027,price,Total,atlantic,1282.4506536273727,1319.620929394072,0.02898378636368129,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2028,price,Total,atlantic,1281.2149105618155,1315.7426268774425,0.026949199569092218,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2029,price,Total,atlantic,1280.3925713865397,1312.654866572277,0.025197190226432138,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2030,price,Total,atlantic,1279.85583380702,1310.2389568975946,0.023739488689282988,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2031,price,Total,atlantic,1279.5138646955659,1308.37623680557,0.022557295318461693,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2032,price,Total,atlantic,1279.302764244311,1306.9582702930666,0.02161763956250949,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2033,price,Total,atlantic,1279.1780756286246,1305.8911489681743,0.020882998113004845,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2034,price,Total,atlantic,1279.1092448245126,1305.096449471246,0.02031664203185288,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2035,price,Total,atlantic,1279.0755599853358,1304.5104080338826,0.019885336601098442,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2036,price,Total,atlantic,1279.063202657941,1304.0822528487345,0.019560448724349925,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2037,price,Total,atlantic,1279.0631266485398,1303.7722441476665,0.019318137615201743,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2038,price,Total,atlantic,1279.0695472220277,1303.5530399590214,0.019141643071847497,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2039,price,Total,atlantic,1279.0788761548292,1303.4157658197892,0.019026887331703542,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2040,price,Total,atlantic,1279.0889793910571,1303.3172622470001,0.018941827540002336,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2041,price,Total,atlantic,1279.0986658476356,1303.2472434733072,0.01887937050553387,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2042,price,Total,atlantic,1279.1073401615542,1303.1979512237347,0.018833924492324242,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2043,price,Total,atlantic,1279.114770466633,1303.1635969611668,0.01880114830177483,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2044,price,Total,atlantic,1279.1209359482516,1303.1399058829513,0.01877771621093335,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2045,price,Total,atlantic,1279.1259290239607,1303.12375209483,0.018761110635276485,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2046,price,Total,atlantic,1279.1298943910729,1303.112871866635,0.01874944646413663,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2047,price,Total,atlantic,1279.1329925413943,1303.1056416335907,0.018741326532878598,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2048,price,Total,atlantic,1279.135379189332,1303.1009083828403,0.01873572538404551,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2049,price,Total,atlantic,1279.137194791688,1303.0978615987385,0.0187318974888793,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2050,price,Total,atlantic,1279.1385602573391,1303.0959376410037,0.018729305900093283,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2051,price,Total,atlantic,1279.139576278718,1303.0947490776537,0.01872756753303351,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2052,price,Total,atlantic,1279.1403246318105,1303.0940329787552,0.018726411704548203,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2053,price,Total,atlantic,1279.1408704100472,1303.0936134524948,0.018725649063788524,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2054,price,Total,atlantic,1279.1412645689877,1303.093374765593,0.018725148550872494,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2055,price,Total,atlantic,1279.1415464271204,1303.0932422499475,0.01872482047802187,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2056,price,Total,atlantic,1279.1417459389513,1303.0931688807243,0.018724604226087155,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2057,price,Total,atlantic,1279.1418856618754,1303.0931259451966,0.01872445938311828,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2058,price,Total,atlantic,1279.1419824003808,1303.0930966330814,0.018724359423928024,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2059,price,Total,atlantic,1279.1420485452888,1303.0930716921057,0.018724287247108545,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2060,price,Total,atlantic,1279.1420931423302,1303.093046527887,0.018724232056752325,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2061,price,Total,atlantic,1279.1421227303067,1303.093019302268,0.018724187208250552,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2062,price,Total,atlantic,1279.1421419889589,1303.0929897131723,0.018724148738444232,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2063,price,Total,atlantic,1279.1421542333053,1303.0929582330157,0.01872411437653391,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2064,price,Total,atlantic,1279.1421617864225,1303.0929256505651,0.01872408288903045,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2065,price,Total,atlantic,1279.1421662575187,1303.0928928096407,0.018724053654017518,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2066,price,Total,atlantic,1279.1421687472198,1303.0928604723629,0.018724026390749184,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2067,price,Total,atlantic,1279.1421699976063,1303.0928292586784,0.018724000992881778,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2068,price,Total,atlantic,1279.1421705007992,1303.0927996305159,0.018723977429607894,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2069,price,Total,atlantic,1279.1421705767527,1303.09277190027,0.018723955690334394,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2070,price,Total,atlantic,1279.142170428423,1303.0927462509853,0.018723935756523882,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2071,price,Total,atlantic,1279.1421701804718,1303.0927227606408,0.018723917589856195,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2072,price,Total,atlantic,1279.142169906107,1303.0927014262588,0.018723901129699946,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
2073,price,Total,atlantic,1279.1421696454545,1303.0926821856224,0.018723886295458746,RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition),Other
