Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2077,u_mort_fleet,unaffected_managed,atlantic,1.1889265995748188e-6,1.1889265995748188e-6,0,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2078,u_mort_fleet,unaffected_managed,atlantic,1.1889265995748188e-6,1.1889265995748188e-6,0,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2079,u_mort_fleet,unaffected_managed,atlantic,1.1889265995748188e-6,1.1889265995748188e-6,0,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2080,u_mort_fleet,unaffected_managed,atlantic,1.1889265995748188e-6,1.1889265995748188e-6,0,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2019,u_mort_fleet,unaffected_oa,atlantic,0.0017171614169169006,0.0017171614169169006,0,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2020,u_mort_fleet,unaffected_oa,atlantic,0.0017192665889911396,0.0017192665889911396,0,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2021,u_mort_fleet,unaffected_oa,atlantic,0.001722311818255093,0.001735622150438311,0.0077281779304649,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2022,u_mort_fleet,unaffected_oa,atlantic,0.001725595689287576,0.0017609934348791923,0.02051334841142921,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2023,u_mort_fleet,unaffected_oa,atlantic,0.0017287229646693865,0.0017917046523108294,0.036432493192156974,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2024,u_mort_fleet,unaffected_oa,atlantic,0.0017314955280634476,0.0018251328203486778,0.05407885308832231,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2025,u_mort_fleet,unaffected_oa,atlantic,0.0017338375439044948,0.0018594070321765782,0.07242286840167776,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2026,u_mort_fleet,unaffected_oa,atlantic,0.001735745035414533,0.001893214347762498,0.09072145340191516,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2027,u_mort_fleet,unaffected_oa,atlantic,0.0017372527893193916,0.0019256638250969898,0.10845343690679152,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2028,u_mort_fleet,unaffected_oa,atlantic,0.001738413364843743,0.0019561847404426153,0.1252701917753875,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2029,u_mort_fleet,unaffected_oa,atlantic,0.0017392843764476055,0.0019844471291825165,0.14095610588743557,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2030,u_mort_fleet,unaffected_oa,atlantic,0.0017399212838861819,0.002010298611931016,0.15539629898712193,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2031,u_mort_fleet,unaffected_oa,atlantic,0.0017403737334293705,0.002033736483196701,0.16856307592580425,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2032,u_mort_fleet,unaffected_oa,atlantic,0.0017406840998780337,0.002054820450172079,0.18046717972322274,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2033,u_mort_fleet,unaffected_oa,atlantic,0.0017408873214333424,0.0020736664424911,0.19115488806235145,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2034,u_mort_fleet,unaffected_oa,atlantic,0.0017410114346428065,0.0020904254646609854,0.20069599950092581,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2035,u_mort_fleet,unaffected_oa,atlantic,0.0017410784356079176,0.0021052667554744033,0.2091739880399616,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2036,u_mort_fleet,unaffected_oa,atlantic,0.0017411052419334548,0.0021183657820646323,0.21667876877576853,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2037,u_mort_fleet,unaffected_oa,atlantic,0.0017411046276564067,0.0021298960026698774,0.2233015574352925,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2038,u_mort_fleet,unaffected_oa,atlantic,0.001741086065898755,0.00214002349320915,0.2291313652576171,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2039,u_mort_fleet,unaffected_oa,atlantic,0.0017410564524908449,0.002148903693828109,0.234252738188803,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2040,u_mort_fleet,unaffected_oa,atlantic,0.0017410207063669923,0.0021566796819207684,0.23874441816440914,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2041,u_mort_fleet,unaffected_oa,atlantic,0.001740982254775931,0.0021634815108701115,0.24267866885786116,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2042,u_mort_fleet,unaffected_oa,atlantic,0.0017409434171281515,0.0021694262657952373,0.24612106542434806,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2043,u_mort_fleet,unaffected_oa,atlantic,0.0017409057031965085,0.0021746185787593904,0.24913059608371313,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2044,u_mort_fleet,unaffected_oa,atlantic,0.0017408700410784178,0.002179151417822359,0.251759962778404,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2045,u_mort_fleet,unaffected_oa,atlantic,0.0017408369488868143,0.0021831070195826694,0.25405599931611433,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2046,u_mort_fleet,unaffected_oa,atlantic,0.0017408066622194211,0.002186557876315308,0.2560601494525427,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2047,u_mort_fleet,unaffected_oa,atlantic,0.0017407792274466104,0.00218956771923682,0.25780896549902915,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2048,u_mort_fleet,unaffected_oa,atlantic,0.001740754568967048,0.0021921924612825763,0.2593346014213874,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2049,u_mort_fleet,unaffected_oa,atlantic,0.0017407325369079886,0.002194481078132003,0.26066528407057543,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2050,u_mort_fleet,unaffected_oa,atlantic,0.0017407129403282811,0.0021964764167414145,0.2618257530315027,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2051,u_mort_fleet,unaffected_oa,atlantic,0.0017406955698141926,0.002198215927654024,0.2628376643071875,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2052,u_mort_fleet,unaffected_oa,atlantic,0.0017406802124189532,0.0021997323218565503,0.263719956234621,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2053,u_mort_fleet,unaffected_oa,atlantic,0.00174066666115591,0.002201054155693071,0.26448917808963784,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2054,u_mort_fleet,unaffected_oa,atlantic,0.0017406547206799418,0.002202206348881245,0.2651597831079388,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2055,u_mort_fleet,unaffected_oa,atlantic,0.0017406442103515456,0.0022032106414020913,0.2657443883705128,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2056,u_mort_fleet,unaffected_oa,atlantic,0.0017406349655454303,0.0022040859952349055,0.2662540043507929,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2057,u_mort_fleet,unaffected_oa,atlantic,0.0017406268378172302,0.0022048489467809272,0.26669823702467893,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2058,u_mort_fleet,unaffected_oa,atlantic,0.0017406196943588548,0.0022055139154981743,0.26708546539257677,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2059,u_mort_fleet,unaffected_oa,atlantic,0.0017406134170394715,0.00220609347384616,0.26742299711695994,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2060,u_mort_fleet,unaffected_oa,atlantic,0.0017406079012329354,0.0022065985831723244,0.26771720478191036,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2061,u_mort_fleet,unaffected_oa,atlantic,0.0017406030545640077,0.002207038799699527,0.26797364506082266,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2062,u_mort_fleet,unaffected_oa,atlantic,0.0017405987956576707,0.0022074224543185816,0.26819716285310047,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2063,u_mort_fleet,unaffected_oa,atlantic,0.0017405950529426261,0.0022077568094642955,0.2683919822315317,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2064,u_mort_fleet,unaffected_oa,atlantic,0.0017405917635375172,0.0022080481959639965,0.2685617858356617,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2065,u_mort_fleet,unaffected_oa,atlantic,0.0017405888722334566,0.0022083021323961844,0.26870978415631036,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2066,u_mort_fleet,unaffected_oa,atlantic,0.001740586330576783,0.002208523429183164,0.2688387759837911,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2067,u_mort_fleet,unaffected_oa,atlantic,0.0017405840960499983,0.0022087162793633383,0.26895120113742144,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2068,u_mort_fleet,unaffected_oa,atlantic,0.001740582131345351,0.0022088843377435236,0.269049186455917,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2069,u_mort_fleet,unaffected_oa,atlantic,0.0017405804037237205,0.0022090307899160794,0.26913458590604433,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2070,u_mort_fleet,unaffected_oa,atlantic,0.0017405788844507184,0.002209158412436761,0.2692090155591622,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2071,u_mort_fleet,unaffected_oa,atlantic,0.0017405775483018535,0.00220926962529393,0.2692738840905671,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2072,u_mort_fleet,unaffected_oa,atlantic,0.001740576373128952,0.002209366537655403,0.2693304193735144,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2073,u_mort_fleet,unaffected_oa,atlantic,0.0017405753394805954,0.0022094509877531605,0.26937969166705655,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2074,u_mort_fleet,unaffected_oa,atlantic,0.0017405744302699745,0.0022095245776561773,0.26942263383328313,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2075,u_mort_fleet,unaffected_oa,atlantic,0.0017405736304842788,0.00220958870358568,0.26946005896395625,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2076,u_mort_fleet,unaffected_oa,atlantic,0.0017405729269303807,0.002209644582343485,0.2694926757480619,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2077,u_mort_fleet,unaffected_oa,atlantic,0.0017405723080122254,0.0022096932743510874,0.2695211018694243,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2078,u_mort_fleet,unaffected_oa,atlantic,0.0017405717635358934,0.002209735703733523,0.26954587568658706,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2079,u_mort_fleet,unaffected_oa,atlantic,0.00174057128453882,0.0022097726758265393,0.26956746641493534,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2080,u_mort_fleet,unaffected_oa,atlantic,0.001740570863140111,0.0022098048924371855,0.26958628300289006,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2019,u_mort_total,Total,atlantic,0.21706004527341446,0.21706004527341446,0,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2020,u_mort_total,Total,atlantic,0.21718301600291157,0.21245901000368336,-0.021751268060320485,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2021,u_mort_total,Total,atlantic,0.2173625662828012,0.20931470656407114,-0.037025049236211804,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2022,u_mort_total,Total,atlantic,0.21755828250668852,0.20716570461055392,-0.047769166847578384,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2023,u_mort_total,Total,atlantic,0.21774704607974968,0.20570287370761897,-0.055312678582650154,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2024,u_mort_total,Total,atlantic,0.21791695472878939,0.2047146597128936,-0.060584065302889484,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2025,u_mort_total,Total,atlantic,0.21806312388905177,0.20405435576434622,-0.06424180244172358,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2026,u_mort_total,Total,atlantic,0.21818484475550426,0.20361953492402798,-0.06675674402499411,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2027,u_mort_total,Total,atlantic,0.2182837098337691,0.20333856658420144,-0.06846659909229566,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2028,u_mort_total,Total,atlantic,0.21836241609899926,0.2031614733091057,-0.06961336598786254,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2029,u_mort_total,Total,atlantic,0.21842403238242136,0.20305357614604466,-0.07036980349060576,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2030,u_mort_total,Total,atlantic,0.21847157681206686,0.20298497870466414,-0.07088610030367733,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2031,u_mort_total,Total,atlantic,0.2185077952845992,0.20294592282497523,-0.07121884342549498,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2032,u_mort_total,Total,atlantic,0.2185350656319127,0.20292575492624246,-0.0714270300765444,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2033,u_mort_total,Total,atlantic,0.2185553766904735,0.20291709304803907,-0.0715529577869044,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2034,u_mort_total,Total,atlantic,0.2185703489465002,0.20291511471378193,-0.07162560845135602,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2035,u_mort_total,Total,atlantic,0.2185812755719565,0.20291674033214113,-0.0716645796801503,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2036,u_mort_total,Total,atlantic,0.21858917091167562,0.2029200604558395,-0.07168292185054072,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2037,u_mort_total,Total,atlantic,0.21859481894409746,0.20292393811088938,-0.07168916861298387,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2038,u_mort_total,Total,atlantic,0.21859881775701118,0.20292773588857344,-0.07168877686180954,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2039,u_mort_total,Total,atlantic,0.2186016182713663,0.20293113116167455,-0.07168513771128084,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2040,u_mort_total,Total,atlantic,0.21860355675159857,0.2029339929162143,-0.07168027852899825,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2041,u_mort_total,Total,atlantic,0.2186048813688761,0.20293630117475148,-0.07167534455776996,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2042,u_mort_total,Total,atlantic,0.21860577344618404,0.20293809548502556,-0.0716709248532977,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2043,u_mort_total,Total,atlantic,0.21860636415377901,0.20293944295471042,-0.07166726943067253,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2044,u_mort_total,Total,atlantic,0.21860674743401834,0.20294041920761646,-0.07166443126889491,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2045,u_mort_total,Total,atlantic,0.21860698987608243,0.2029410977075454,-0.07166235707932879,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
2046,u_mort_total,Total,atlantic,0.2186071381710637,0.20294154436234246,-0.07166094364431343,RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities),Other
