"","Id","Name","Category","Year","Region","Biomass","Catches","Fishing Mortality","Revenue"
"35","RD/TN/RL/119 | RD/TN/RL/79/Rev.1","Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/79/Rev.1)","Overfished",2080,"indian",2.63150526965655e-05,3.70559567753389e-06,-2.26088620657556e-05,4.8333778809042e-07
"36","RD/TN/RL/119 | RD/TN/RL/79/Rev.1","Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/79/Rev.1)","Overfished",2080,"pacific",0.0222139967929954,0.00891890789476437,-0.0130061698821791,0.00115884955944474
"37","RD/TN/RL/121","Canada - Overfishing and overcapacity (RD/TN/RL/121)","OFOC",2050,"atlantic",0.0206593976449024,-0.0070757812373212,-0.0271737848553793,-0.000925779891723422
"38","RD/TN/RL/121","Canada - Overfishing and overcapacity (RD/TN/RL/121)","OFOC",2050,"indian",0.0933338177977766,-0.0660638328687455,-0.145790469545326,-0.008875230972343
"39","RD/TN/RL/121","Canada - Overfishing and overcapacity (RD/TN/RL/121)","OFOC",2050,"pacific",0.0388280271228313,0.0151604080485292,-0.0227830001274154,0.00196453205996979
"40","RD/TN/RL/121","Canada - Overfishing and overcapacity (RD/TN/RL/121)","OFOC",2080,"atlantic",0.0221341721442949,-0.00722425928768575,-0.0287226787168174,-0.000945267815014941
"41","RD/TN/RL/121","Canada - Overfishing and overcapacity (RD/TN/RL/121)","OFOC",2080,"indian",0.0934137889268312,-0.0659570161835338,-0.145755254528832,-0.00886044594759827
"42","RD/TN/RL/121","Canada - Overfishing and overcapacity (RD/TN/RL/121)","OFOC",2080,"pacific",0.0398743591067924,0.0157926570581691,-0.0231582804573703,0.00204590531380405
"43","RD/TN/RL/124","Brazil - Formula (RD/TN/RL/124)","OFOC",2050,"atlantic",0.0384687178910907,-0.0128774162805494,-0.0494440836657201,-0.00168914339268037
"44","RD/TN/RL/124","Brazil - Formula (RD/TN/RL/124)","OFOC",2050,"indian",0.0524676305178026,0.00866326603289408,-0.0416206287155428,0.00112575779155126
"45","RD/TN/RL/124","Brazil - Formula (RD/TN/RL/124)","OFOC",2050,"pacific",0.0974799068658709,0.0367478831224378,-0.0553377090218157,0.00471832837311435
"46","RD/TN/RL/124","Brazil - Formula (RD/TN/RL/124)","OFOC",2080,"atlantic",0.0384936410817493,-0.0128817471584128,-0.0494710667526543,-0.00168971469355604
"47","RD/TN/RL/124","Brazil - Formula (RD/TN/RL/124)","OFOC",2080,"indian",0.0524683866283083,0.00866386544725932,-0.0416207476990176,0.0011258353917591
"48","RD/TN/RL/124","Brazil - Formula (RD/TN/RL/124)","OFOC",2080,"pacific",0.0975980313621861,0.0367898437818089,-0.0554011449026658,0.00472363232099941
"49","RD/TN/RL/125","LDC - Full text (RD/TN/RL/125)","Other",2050,"atlantic",0.0236907794021442,-0.00813146781515495,-0.0310858003780049,-0.00106439511002445
"50","RD/TN/RL/125","LDC - Full text (RD/TN/RL/125)","Other",2050,"indian",0.00331040302343761,0.000617991628989412,-0.0026835278357871,8.05859534993967e-05
"51","RD/TN/RL/125","LDC - Full text (RD/TN/RL/125)","Other",2050,"pacific",0.0129288326920315,0.00517871084072188,-0.00765120075683137,0.000673967984169406
"52","RD/TN/RL/125","LDC - Full text (RD/TN/RL/125)","Other",2080,"atlantic",0.0252003985281125,-0.00827980247544954,-0.0326572258961564,-0.00108388223099936
"53","RD/TN/RL/125","LDC - Full text (RD/TN/RL/125)","Other",2080,"indian",0.00333161424932268,0.000626450186877766,-0.00269618142598744,8.16886470578601e-05
"54","RD/TN/RL/125","LDC - Full text (RD/TN/RL/125)","Other",2080,"pacific",0.0135819978213927,0.00546277582196488,-0.00801042443224076,0.000710849357261155
"55","RD/TN/RL/126 | Objective Definition","Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition)","Other",2050,"atlantic",0.0244682469822638,-0.00836765029379403,-0.0320516495975168,-0.0010954242288323
"56","RD/TN/RL/126 | Objective Definition","Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition)","Other",2050,"indian",0.00374651053692661,0.000700461024580006,-0.00303468005155719,9.1336668712323e-05
"57","RD/TN/RL/126 | Objective Definition","Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition)","Other",2050,"pacific",0.0278719040985806,0.0109387123295147,-0.016474029206894,0.00142004871038621
"58","RD/TN/RL/126 | Objective Definition","Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition)","Other",2080,"atlantic",0.0258940613091308,-0.00850369568287369,-0.0335295410016409,-0.0011133004808598
"59","RD/TN/RL/126 | Objective Definition","Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition)","Other",2080,"indian",0.00376545974401267,0.000707382309887126,-0.00304660556352015,9.22388928253637e-05
"60","RD/TN/RL/126 | Objective Definition","Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition)","Other",2080,"pacific",0.0289385385948136,0.0115612426085886,-0.0168885655793945,0.00150046223633647
"61","RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition)","Other",2050,"atlantic",0.0601325995480656,-0.0211134071633186,-0.0766375892468728,-0.0027795407245803
"62","RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition)","Other",2050,"indian",0.0695071522465173,0.0109252795986959,-0.0547746431847316,0.00141831310218386
"63","RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition)","Other",2050,"pacific",0.0976273211671047,0.0367846378809629,-0.0554310940633729,0.00472297429032016
"64","RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition)","Other",2080,"atlantic",0.0601476639421831,-0.0211073441351202,-0.0766449909205616,-0.00277873508529259
"65","RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition)","Other",2080,"indian",0.0695054652183018,0.0109257121160519,-0.0547727477860928,0.00141836898693857
"66","RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Objective Definition)","Other",2080,"pacific",0.0979183408638798,0.0368867710058272,-0.0555884418599209,0.00473588348700518
"67","RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities)","Other",2050,"atlantic",0.0601344236006496,-0.0211121031122578,-0.0766379478905713,-0.00277936744532869
"68","RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities)","Other",2050,"indian",0.0695071522465368,0.0109252795987167,-0.0547746431847296,0.00141831310218651
"69","RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities)","Other",2050,"pacific",0.0976328308360754,0.0367861196623235,-0.0554344854348101,0.0047231615891463
"70","RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities)","Other",2080,"atlantic",0.0601476640267362,-0.0211073441605092,-0.0766449910181533,-0.00277873508866626
"71","RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities)","Other",2080,"indian",0.0695054652183018,0.0109257121160519,-0.0547727477860928,0.00141836898693857
"72","RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities)","Other",2080,"pacific",0.0979289735071867,0.0368900355540763,-0.0555946144295014,0.00473629609391357
"73","RD/TN/RL/126 | RD/TN/RL/81 | Objective Definition","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/81 | Objective Definition)","Other",2050,"atlantic",0.0469038013032961,-0.0159980653053976,-0.0600837121141282,-0.0021013650057929
"74","RD/TN/RL/126 | RD/TN/RL/81 | Objective Definition","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/81 | Objective Definition)","Other",2050,"indian",0.0473310960751034,0.00792882851277069,-0.0376215961790819,0.00103064734218382
"75","RD/TN/RL/126 | RD/TN/RL/81 | Objective Definition","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/81 | Objective Definition)","Other",2050,"pacific",0.0598555044877759,0.0233062187713922,-0.0344851591199196,0.00300957748605286
"76","RD/TN/RL/126 | RD/TN/RL/81 | Objective Definition","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/81 | Objective Definition)","Other",2080,"atlantic",0.0469121130258457,-0.0159947762055902,-0.0600880326521572,-0.00210092993461283
"77","RD/TN/RL/126 | RD/TN/RL/81 | Objective Definition","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/81 | Objective Definition)","Other",2080,"indian",0.0473339609031039,0.00792969671017684,-0.0376233996641809,0.00103075981025497
"78","RD/TN/RL/126 | RD/TN/RL/81 | Objective Definition","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/81 | Objective Definition)","Other",2080,"pacific",0.0601122447311406,0.0234024675470462,-0.0346281984445944,0.00302188216650071
"79","RD/TN/RL/126 | RD/TN/RL/81 | Relevant Authorities","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/81 | Relevant Authorities)","Other",2050,"atlantic",0.046903932652623,-0.0159979368370622,-0.0600837073276684,-0.00210134801240523
"80","RD/TN/RL/126 | RD/TN/RL/81 | Relevant Authorities","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/81 | Relevant Authorities)","Other",2050,"indian",0.0473257659103175,0.00792854584120994,-0.0376169682361096,0.00103061072431227
"81","RD/TN/RL/126 | RD/TN/RL/81 | Relevant Authorities","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/81 | Relevant Authorities)","Other",2050,"pacific",0.0598287266184577,0.0232983556841093,-0.0344681834119594,0.00300857220514926
"82","RD/TN/RL/126 | RD/TN/RL/81 | Relevant Authorities","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/81 | Relevant Authorities)","Other",2080,"atlantic",0.0469121130504311,-0.0159947762068576,-0.0600880326754405,-0.00210092993478043
"83","RD/TN/RL/126 | RD/TN/RL/81 | Relevant Authorities","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/81 | Relevant Authorities)","Other",2080,"indian",0.047323870814908,0.00792870825713691,-0.0376150717610572,0.00103063176401575
"84","RD/TN/RL/126 | RD/TN/RL/81 | Relevant Authorities","Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/81 | Relevant Authorities)","Other",2080,"pacific",0.060060489663143,0.0233852918482978,-0.0345972689034938,0.00301968645665151
"85","RD/TN/RL/126 | Relevant Authorities","Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities)","Other",2050,"atlantic",0.0221906069831932,-0.00749438312371662,-0.029040562400118,-0.000980728395021069
"86","RD/TN/RL/126 | Relevant Authorities","Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities)","Other",2050,"indian",0.00373462522064684,0.000699443868951559,-0.00302388826232647,9.12040769374732e-05
"87","RD/TN/RL/126 | Relevant Authorities","Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities)","Other",2050,"pacific",0.0143506110659521,0.00577124882340109,-0.00845798498956406,0.000750889467637214
"88","RD/TN/RL/126 | Relevant Authorities","Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities)","Other",2080,"atlantic",0.0232780006075809,-0.0075815057825761,-0.0301575000848585,-0.000992167235621446
"89","RD/TN/RL/126 | Relevant Authorities","Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities)","Other",2080,"indian",0.00374192584789007,0.000704170345351976,-0.00302643082281542,9.18201978782697e-05
"90","RD/TN/RL/126 | Relevant Authorities","Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities)","Other",2080,"pacific",0.0145849344536808,0.00590082963029341,-0.00855926845401412,0.000767706003606141
"91","RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Objective Definition","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Objective Definition)","Other",2050,"atlantic",0.0561415648576555,-0.0195411026220452,-0.0716595861747957,-0.00257076221503551
"92","RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Objective Definition","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Objective Definition)","Other",2050,"indian",0.0600633623066675,0.00970454901804461,-0.0475054747473242,0.00126050189613888
"93","RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Objective Definition","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Objective Definition)","Other",2050,"pacific",0.089472744391007,0.0339550729315623,-0.050958293124146,0.00436488876222028
"94","RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Objective Definition","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Objective Definition)","Other",2080,"atlantic",0.0561530511943316,-0.0195369120441315,-0.0716657146924591,-0.00257020615813584
"95","RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Objective Definition","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Objective Definition)","Other",2080,"indian",0.0600626295060326,0.00970501012879155,-0.0475043813219853,0.00126056153802209
"96","RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Objective Definition","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Objective Definition)","Other",2080,"pacific",0.0897444634494747,0.0340518561249349,-0.0511061163350631,0.0043771508817644
"97","RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities)","Other",2050,"atlantic",0.0561418257236986,-0.0195408709681568,-0.0716595961342554,-0.00257073147632322
"98","RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities)","Other",2050,"indian",0.0600617686653813,0.00970444384846457,-0.0475041420277959,0.00126048829308713
"99","RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities)","Other",2050,"pacific",0.0894750895624379,0.0339557159863362,-0.0509597457601345,0.00436497023848733
"100","RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities)","Other",2080,"atlantic",0.0561530512282561,-0.0195369120477231,-0.0716657147256786,-0.00257020615861236
"101","RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities)","Other",2080,"indian",0.0600599931874488,0.00970476269401969,-0.047502245926684,0.0012605295338354
"102","RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/197/Rev.2 | Relevant Authorities)","Other",2080,"pacific",0.0897489912144642,0.0340532702758164,-0.0511087611804789,0.00437733004273843
"103","RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition)","Other",2050,"atlantic",0.0397553384297802,-0.0133408874061694,-0.0510660766754365,-0.00175029381776579
"104","RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition)","Other",2050,"indian",0.0146590181043002,0.00268117074705177,-0.0118048005719467,0.000349310927975654
"105","RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition)","Other",2050,"pacific",0.0509751019775653,0.0200149305598306,-0.0294585203393291,0.00258820428384907
"106","RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition)","Other",2080,"atlantic",0.0397419485564092,-0.0133313122311393,-0.0510446470503918,-0.00174903021558306
"107","RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition)","Other",2080,"indian",0.014670877126208,0.00268343437138861,-0.0118141192627609,0.000349605496381434
"108","RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition)","Other",2080,"pacific",0.0510391347281252,0.0200396214645379,-0.0294941570102487,0.00259136978089989
"109","RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities)","Other",2050,"atlantic",0.0397553384297802,-0.0133408874061694,-0.0510660766754365,-0.00175029381776579
"110","RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities)","Other",2050,"indian",0.0146590181043002,0.00268117074705177,-0.0118048005719467,0.000349310927975654
"111","RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities)","Other",2050,"pacific",0.0509751019775653,0.0200149305598306,-0.0294585203393291,0.00258820428384907
"112","RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities)","Other",2080,"atlantic",0.0397419485564092,-0.0133313122311393,-0.0510446470503918,-0.00174903021558306
"113","RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities)","Other",2080,"indian",0.014670877126208,0.00268343437138861,-0.0118141192627609,0.000349605496381434
"114","RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities","Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities)","Other",2080,"pacific",0.0510391347281252,0.0200396214645379,-0.0294941570102487,0.00259136978089989
"115","RD/TN/RL/77/Rev.2","Australia - Overfished (RD/TN/RL/77/Rev.2)","Overfished",2050,"atlantic",0.00606497502863977,-0.00200531995833486,-0.0080216439169298,-0.00026179180973212
"116","RD/TN/RL/77/Rev.2","Australia - Overfished (RD/TN/RL/77/Rev.2)","Overfished",2050,"indian",0,0,0,0
"117","RD/TN/RL/77/Rev.2","Australia - Overfished (RD/TN/RL/77/Rev.2)","Overfished",2050,"pacific",0.00560272523010952,0.00228318832156544,-0.00330104207681472,0.000297511961956911
"118","RD/TN/RL/77/Rev.2","Australia - Overfished (RD/TN/RL/77/Rev.2)","Overfished",2080,"atlantic",0.00656036832632904,-0.0020739441283174,-0.00857803736998233,-0.000270758694149647
"119","RD/TN/RL/77/Rev.2","Australia - Overfished (RD/TN/RL/77/Rev.2)","Overfished",2080,"indian",0,0,0,0
"120","RD/TN/RL/77/Rev.2","Australia - Overfished (RD/TN/RL/77/Rev.2)","Overfished",2080,"pacific",0.00563671223013006,0.00229987308834094,-0.00331813576533942,0.000299683908632534
"121","RD/TN/RL/79/Rev.1","New Zealand/Iceland - Overfishing and overcapacity (RD/TN/RL/79/Rev.1)","OFOC",2050,"atlantic",0.0133073369368232,-0.00452793732178972,-0.0176010511406422,-0.000591766508358323
"122","RD/TN/RL/79/Rev.1","New Zealand/Iceland - Overfishing and overcapacity (RD/TN/RL/79/Rev.1)","OFOC",2050,"indian",1.33895157041786e-05,1.20507852633722e-06,-1.21842740363002e-05,1.57184073399449e-07
"123","RD/TN/RL/79/Rev.1","New Zealand/Iceland - Overfishing and overcapacity (RD/TN/RL/79/Rev.1)","OFOC",2050,"pacific",0.0210070460930279,0.00822720750645907,-0.0125168955840922,0.00106929500891943
