Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2020,biomass,Total,atlantic,116441600.4331289,116441600.4331289,0,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2021,biomass,Total,atlantic,117865867.20301391,118565395.21674043,0.005934949874178927,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2022,biomass,Total,atlantic,118879967.41243152,120583606.91287518,0.014330753427389476,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2023,biomass,Total,atlantic,119590101.75321327,122371005.43139519,0.02325362749436072,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2024,biomass,Total,atlantic,120079233.4172134,123882230.69904356,0.031670732512229724,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2025,biomass,Total,atlantic,120410385.47000253,125117187.77013832,0.03908967056092003,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2026,biomass,Total,atlantic,120630377.39123711,126099633.84733513,0.04533896498026972,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2027,biomass,Total,atlantic,120773350.62088108,126863902.29622646,0.05042959927860403,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2028,biomass,Total,atlantic,120863800.62484422,127446946.51565745,0.05446747377444318,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2029,biomass,Total,atlantic,120919041.9671474,127883890.51072276,0.057599269976581914,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2030,biomass,Total,atlantic,120951138.07688528,128205838.50132942,0.05998042300215916,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2031,biomass,Total,atlantic,120968371.2562839,128439077.54047096,0.0617575173295473,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2032,biomass,Total,atlantic,120976339.23431595,128605085.18237658,0.06305981811273617,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2033,biomass,Total,atlantic,120978759.32339154,128720957.5426424,0.06399634334614873,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2034,biomass,Total,atlantic,120978049.5730086,128800017.59844561,0.06465609301062968,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2035,biomass,Total,atlantic,120975743.21241131,128852462.39744064,0.06510990530720896,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2036,biomass,Total,atlantic,120972780.46622214,128885972.6429297,0.06541299742149084,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2037,biomass,Total,atlantic,120969711.41444895,128906248.73671639,0.06560764037103821,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2038,biomass,Total,atlantic,120966835.13108987,128917461.51736861,0.06572567082260836,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2039,biomass,Total,atlantic,120964293.7237587,128922619.33927943,0.06579070046649335,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2040,biomass,Total,atlantic,120962134.83683173,128923859.80750862,0.06581997731287247,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2041,biomass,Total,atlantic,120960352.37762779,128922677.11675608,0.06582590561798796,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2042,biomass,Total,atlantic,120958912.40846688,128920096.29387356,0.0658172575041227,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2043,biomass,Total,atlantic,120957769.08752675,128916804.8106014,0.0658001200180484,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2044,biomass,Total,atlantic,120956874.05216286,128913250.67857999,0.0657786230734264,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2045,biomass,Total,atlantic,120956181.57345504,128909714.64221649,0.06575549066858878,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2046,biomass,Total,atlantic,120955651.0575566,128906362.65035984,0.065732452541799,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2047,biomass,Total,atlantic,120955247.94268198,128903283.51175755,0.06571054753111637,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2048,biomass,Total,atlantic,120954943.67659521,128900515.55650136,0.06569034417601582,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2049,biomass,Total,atlantic,120954715.21124697,128898065.23641849,0.06567209894462143,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2050,biomass,Total,atlantic,120954544.28444634,128895919.88470787,0.06565586805557262,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2051,biomass,Total,atlantic,120954416.64834386,128894056.29496573,0.0656415852073028,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2052,biomass,Total,atlantic,120954321.33331777,128892446.34650281,0.06562911457549077,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2053,biomass,Total,atlantic,120954249.99104531,128891060.5724183,0.06561828610371759,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2054,biomass,Total,atlantic,120954196.3333186,128889870.31800888,0.06560891829516692,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2055,biomass,Total,atlantic,120954155.66745457,128888848.95179355,0.06560083231992656,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2056,biomass,Total,atlantic,120954124.52079856,128887972.45500705,0.06559386019816318,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2057,biomass,Total,atlantic,120954100.34303781,128887219.61606346,0.06558784903138079,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2058,biomass,Total,atlantic,120954081.27397563,128886571.98493649,0.06558266267173585,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2059,biomass,Total,atlantic,120954065.96487236,128886013.69146419,0.06557818179419807,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2060,biomass,Total,atlantic,120954053.44267893,128885531.19576955,0.065574303029450845,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2061,biomass,Total,atlantic,120954043.00800864,128885113.01415019,0.06557093759665734,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2062,biomass,Total,atlantic,120954034.1592496,128884749.44683301,0.06556800972129405,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2063,biomass,Total,atlantic,120954026.53666371,128884432.32263151,0.06556545501661265,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2064,biomass,Total,atlantic,120954019.88158743,128884154.76810406,0.06556321893460126,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2065,biomass,Total,atlantic,120954014.00691873,128883911.00409082,0.06556125534385727,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2066,biomass,Total,atlantic,120954008.77595347,128883696.16963118,0.06555952526026727,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2067,biomass,Total,atlantic,120954004.08733815,128883506.17162521,0.06555799573663844,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2068,biomass,Total,atlantic,120953999.86446112,128883337.55776885,0.06555663890564348,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2069,biomass,Total,atlantic,120953996.048035,128883187.40997225,0.06555543116399644,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2070,biomass,Total,atlantic,120953992.59095147,128883053.25545871,0.0655543524827837,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2071,biomass,Total,atlantic,120953989.45473978,128882932.99290779,0.0655533858280464,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2072,biomass,Total,atlantic,120953986.60714549,128882824.83126102,0.06555251667618148,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2073,biomass,Total,atlantic,120953984.02048434,128882727.23909837,0.06555173260990926,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2074,biomass,Total,atlantic,120953981.67052698,128882638.90278554,0.06555102298207803,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
2075,biomass,Total,atlantic,120953979.53574283,128882558.69186464,0.06555037863618905,RD/TN/RL/103,Morocco - Industrial fishing (RD/TN/RL/103),OFOC
