Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2052,profits_fleet,unaffected_managed,indian,-1245243.8089438714,-1245243.8089438714,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2053,profits_fleet,unaffected_managed,indian,-1244067.2173560988,-1244067.2173560988,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2054,profits_fleet,unaffected_managed,indian,-1242891.7576998584,-1242891.7576998584,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2055,profits_fleet,unaffected_managed,indian,-1241717.431746278,-1241717.431746278,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2056,profits_fleet,unaffected_managed,indian,-1240544.2403478045,-1240544.2403478045,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2057,profits_fleet,unaffected_managed,indian,-1239372.1837273687,-1239372.1837273687,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2058,profits_fleet,unaffected_managed,indian,-1238201.2616753764,-1238201.2616753764,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2059,profits_fleet,unaffected_managed,indian,-1237031.4736865107,-1237031.4736865107,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2060,profits_fleet,unaffected_managed,indian,-1235862.8190524634,-1235862.8190524634,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2061,profits_fleet,unaffected_managed,indian,-1234695.2969259117,-1234695.2969259117,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2062,profits_fleet,unaffected_managed,indian,-1233528.9063648041,-1233528.9063648041,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2063,profits_fleet,unaffected_managed,indian,-1232363.6463622823,-1232363.6463622823,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2064,profits_fleet,unaffected_managed,indian,-1231199.5158674847,-1231199.5158674847,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2065,profits_fleet,unaffected_managed,indian,-1230036.513799511,-1230036.513799511,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2066,profits_fleet,unaffected_managed,indian,-1228874.639057735,-1228874.639057735,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2067,profits_fleet,unaffected_managed,indian,-1227713.8905277587,-1227713.8905277587,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2068,profits_fleet,unaffected_managed,indian,-1226554.2670866884,-1226554.2670866884,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2069,profits_fleet,unaffected_managed,indian,-1225395.7676056642,-1225395.7676056642,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2070,profits_fleet,unaffected_managed,indian,-1224238.3909527771,-1224238.3909527771,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2071,profits_fleet,unaffected_managed,indian,-1223082.1359936427,-1223082.1359936427,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2072,profits_fleet,unaffected_managed,indian,-1221927.0015933327,-1221927.0015933327,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2073,profits_fleet,unaffected_managed,indian,-1220772.9866163488,-1220772.9866163488,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2074,profits_fleet,unaffected_managed,indian,-1219620.089927476,-1219620.089927476,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2075,profits_fleet,unaffected_managed,indian,-1218468.310392065,-1218468.310392065,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2076,profits_fleet,unaffected_managed,indian,-1217317.6468763277,-1217317.6468763277,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2077,profits_fleet,unaffected_managed,indian,-1216168.0982470848,-1216168.0982470848,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2078,profits_fleet,unaffected_managed,indian,-1215019.6633723825,-1215019.6633723825,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2079,profits_fleet,unaffected_managed,indian,-1213872.3411214482,-1213872.3411214482,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2080,profits_fleet,unaffected_managed,indian,-1212726.1303644292,-1212726.1303644292,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2019,profits_fleet,unaffected_oa,indian,-110226595.36112309,-110226595.36112309,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2020,profits_fleet,unaffected_oa,indian,-59200523.44687891,-59200523.44687891,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2021,profits_fleet,unaffected_oa,indian,-41087605.728158,-41087605.728158,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2022,profits_fleet,unaffected_oa,indian,-27489388.585505486,-27489388.585505486,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2023,profits_fleet,unaffected_oa,indian,-18651945.84813738,-18651945.84813738,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2024,profits_fleet,unaffected_oa,indian,-12690021.914199114,-12690021.914199114,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2025,profits_fleet,unaffected_oa,indian,-8659248.168893576,-8659248.168893576,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2026,profits_fleet,unaffected_oa,indian,-5919267.8519637585,-5919267.8519637585,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2027,profits_fleet,unaffected_oa,indian,-4051139.0382943153,-4051139.0382943153,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2028,profits_fleet,unaffected_oa,indian,-2774699.7932219505,-2774699.7932219505,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2029,profits_fleet,unaffected_oa,indian,-1901282.273601532,-1901282.273601532,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2030,profits_fleet,unaffected_oa,indian,-1303043.7385566235,-1303043.7385566235,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2031,profits_fleet,unaffected_oa,indian,-893008.4395968914,-893008.4395968914,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2032,profits_fleet,unaffected_oa,indian,-611838.056899786,-611838.056899786,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2033,profits_fleet,unaffected_oa,indian,-418972.0588607788,-418972.0588607788,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2034,profits_fleet,unaffected_oa,indian,-286648.92235827446,-286648.92235827446,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2035,profits_fleet,unaffected_oa,indian,-195850.20057201385,-195850.20057201385,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2036,profits_fleet,unaffected_oa,indian,-133538.9435274601,-133538.9435274601,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2037,profits_fleet,unaffected_oa,indian,-90774.65255093575,-90774.65255093575,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2038,profits_fleet,unaffected_oa,indian,-61424.30815935135,-61424.30815935135,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2039,profits_fleet,unaffected_oa,indian,-41279.92695355415,-41279.92695355415,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2040,profits_fleet,unaffected_oa,indian,-27453.932587385178,-27453.932587385178,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2041,profits_fleet,unaffected_oa,indian,-17964.643136024475,-17964.643136024475,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2042,profits_fleet,unaffected_oa,indian,-11451.984397649765,-11451.984397649765,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2043,profits_fleet,unaffected_oa,indian,-6982.464403867722,-6982.464403867722,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2044,profits_fleet,unaffected_oa,indian,-3915.3579337596893,-3915.3579337596893,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2045,profits_fleet,unaffected_oa,indian,-1810.8781774044037,-1810.8781774044037,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2046,profits_fleet,unaffected_oa,indian,-367.1559374332428,-367.1559374332428,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2047,profits_fleet,unaffected_oa,indian,623.0135388374329,623.0135388374329,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2048,profits_fleet,unaffected_oa,indian,1301.857742547989,1301.857742547989,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2049,profits_fleet,unaffected_oa,indian,1767.003557920456,1767.003557920456,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2050,profits_fleet,unaffected_oa,indian,2085.4636237621307,2085.4636237621307,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2051,profits_fleet,unaffected_oa,indian,2303.2365639209747,2303.2365639209747,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2052,profits_fleet,unaffected_oa,indian,2451.8966715335846,2451.8966715335846,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2053,profits_fleet,unaffected_oa,indian,2553.1171612739563,2553.1171612739563,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2054,profits_fleet,unaffected_oa,indian,2621.7749433517456,2621.7749433517456,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2055,profits_fleet,unaffected_oa,indian,2668.08180642128,2668.08180642128,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2056,profits_fleet,unaffected_oa,indian,2699.0473504066467,2699.0473504066467,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2057,profits_fleet,unaffected_oa,indian,2719.4830820560455,2719.4830820560455,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2058,profits_fleet,unaffected_oa,indian,2732.6917412281036,2732.6917412281036,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2059,profits_fleet,unaffected_oa,indian,2740.940382003784,2740.940382003784,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2060,profits_fleet,unaffected_oa,indian,2745.7851457595825,2745.7851457595825,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2061,profits_fleet,unaffected_oa,indian,2748.294229030609,2748.294229030609,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2062,profits_fleet,unaffected_oa,indian,2749.2008306980133,2749.2008306980133,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2063,profits_fleet,unaffected_oa,indian,2749.0082528591156,2749.0082528591156,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2064,profits_fleet,unaffected_oa,indian,2748.061958551407,2748.061958551407,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2065,profits_fleet,unaffected_oa,indian,2746.5991027355194,2746.5991027355194,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2066,profits_fleet,unaffected_oa,indian,2744.782435655594,2744.782435655594,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2067,profits_fleet,unaffected_oa,indian,2742.723710536957,2742.723710536957,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2068,profits_fleet,unaffected_oa,indian,2740.4996037483215,2740.4996037483215,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2069,profits_fleet,unaffected_oa,indian,2738.16277718544,2738.16277718544,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2070,profits_fleet,unaffected_oa,indian,2735.749346256256,2735.749346256256,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2071,profits_fleet,unaffected_oa,indian,2733.2841289043427,2733.2841289043427,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2072,profits_fleet,unaffected_oa,indian,2730.784141778946,2730.784141778946,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2073,profits_fleet,unaffected_oa,indian,2728.2610738277435,2728.2610738277435,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2074,profits_fleet,unaffected_oa,indian,2725.722945213318,2725.722945213318,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2075,profits_fleet,unaffected_oa,indian,2723.1752536296844,2723.1752536296844,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2076,profits_fleet,unaffected_oa,indian,2720.6217827796936,2720.6217827796936,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2077,profits_fleet,unaffected_oa,indian,2718.0651235580444,2718.0651235580444,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2078,profits_fleet,unaffected_oa,indian,2715.5070593357086,2715.5070593357086,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2079,profits_fleet,unaffected_oa,indian,2712.948801279068,2712.948801279068,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2080,profits_fleet,unaffected_oa,indian,2710.3911888599396,2710.3911888599396,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2019,profits_total,Total,indian,-111696275.9007144,-111696275.9007144,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2020,profits_total,Total,indian,-60469607.59019724,-60469607.59019724,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2021,profits_total,Total,indian,-42370578.35926904,-42370578.35926904,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2022,profits_total,Total,indian,-28766959.30848995,-28766959.30848995,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2023,profits_total,Total,indian,-19928642.224351928,-19928642.224351928,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2024,profits_total,Total,indian,-13966033.241360717,-13966033.241360717,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2025,profits_total,Total,indian,-9934677.627716023,-9934677.627716023,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2026,profits_total,Total,indian,-7194026.804357447,-7194026.804357447,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2027,profits_total,Total,indian,-5325111.389067702,-5325111.389067702,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2028,profits_total,Total,indian,-4047778.6180309076,-4047778.6180309076,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2029,profits_total,Total,indian,-3173381.970820384,-3173381.970820384,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2030,profits_total,Total,indian,-2574100.0290580764,-2574100.0290580764,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2031,profits_total,Total,indian,-2162974.81663784,-2162974.81663784,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2032,profits_total,Total,indian,-1880681.6732692812,-1880681.6732692812,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2033,profits_total,Total,indian,-1686670.1272180155,-1686670.1272180155,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2034,profits_total,Total,indian,-1553185.8810839523,-1553185.8810839523,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2035,profits_total,Total,indian,-1461215.5982211288,-1461215.5982211288,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2036,profits_total,Total,indian,-1397725.9068300352,-1397725.9068300352,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2037,profits_total,Total,indian,-1353778.7973044626,-1353778.7973044626,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2038,profits_total,Total,indian,-1323242.974005023,-1323242.974005023,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2039,profits_total,Total,indian,-1301911.6438152082,-1301911.6438152082,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2040,profits_total,Total,indian,-1286898.0505199656,-1286898.0505199656,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2041,profits_total,Total,indian,-1276221.076410422,-1276221.076410422,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2042,profits_total,Total,indian,-1268521.0349710025,-1268521.0349710025,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2043,profits_total,Total,indian,-1262864.700339999,-1262864.700339999,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2044,profits_total,Total,indian,-1258611.529758256,-1258611.529758256,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2045,profits_total,Total,indian,-1255321.8613724317,-1255321.8613724317,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2046,profits_total,Total,indian,-1252693.9114274476,-1252693.9114274476,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
