Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2064,effort_total,Total,pacific,12072410283.677351,11765973620.421558,-0.025383221416034378,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2065,effort_total,Total,pacific,12072410284.453316,11765917928.383211,-0.02538783464514963,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2066,effort_total,Total,pacific,12072410284.977234,11765862314.137995,-0.025392441410039206,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2067,effort_total,Total,pacific,12072410285.330976,11765806777.792404,-0.02539704170849148,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2068,effort_total,Total,pacific,12072410285.569817,11765751319.381725,-0.025401635542045945,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2069,effort_total,Total,pacific,12072410285.731077,11765695938.89324,-0.025406222914769277,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2070,effort_total,Total,pacific,12072410285.839958,11765640636.281878,-0.02541080383242928,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2071,effort_total,Total,pacific,12072410285.913471,11765585411.480783,-0.02541537830193712,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2072,effort_total,Total,pacific,12072410285.963106,11765530264.408459,-0.02541994633097125,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2073,effort_total,Total,pacific,12072410285.99662,11765475194.973572,-0.02542450792772322,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2074,effort_total,Total,pacific,12072410286.019249,11765420203.078209,-0.025429063100726245,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2075,effort_total,Total,pacific,12072410286.034525,11765365288.620068,-0.025433611858739574,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2076,effort_total,Total,pacific,12072410286.044838,11765310451.493938,-0.02543815421067101,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2077,effort_total,Total,pacific,12072410286.051804,11765255691.592701,-0.025442690165524137,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2078,effort_total,Total,pacific,12072410286.056505,11765201008.808006,-0.025447219732361324,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2079,effort_total,Total,pacific,12072410286.05968,11765146403.030724,-0.025451742920281857,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2080,effort_total,Total,pacific,12072410286.061823,11765091874.151255,-0.02545625973840386,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2019,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08269676904179418,0,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2020,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08268460661512828,-1.470725737756487e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2021,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08267946468406827,-2.092507110787924e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2022,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08267657375270043,-2.442089253032734e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2023,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.0826743766438691,-2.7077718010676987e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2024,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08267236733372905,-2.9507450348870644e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2025,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08267038839066553,-3.1900461691949364e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2026,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08266839643540495,-3.430920786625893e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2027,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.0826663839815952,-3.674274164643875e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2028,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08266435373424047,-3.919779204110161e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2029,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.082662310398886,-4.1668668930428275e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2030,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.0826602582821318,-4.4150164613959654e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2031,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.0826582007644591,-4.663819128846027e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2032,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08265614033956054,-4.912973348827419e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2033,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08265407879112015,-5.162263431653519e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2034,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08265201737286154,-5.411537772415748e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2035,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08264995695631766,-5.660690982118484e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2036,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08264789814266901,-5.909650363785158e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2037,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08264584134412628,-6.158366071371355e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2038,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08264378684186614,-6.406804103950267e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2039,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08264173482671607,-6.654941385957131e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2040,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08263968542746747,-6.902762343455571e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2041,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08263763873045278,-7.150256536808307e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2042,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08263559479301728,-7.397417031611251e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2043,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08263355365275694,-7.644239281620526e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2044,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08263151533383406,-7.890720365041552e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2045,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08262947985128626,-8.136858463469075e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2046,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08262744721396,-8.382652507155711e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2047,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08262541742650649,-8.628101933659902e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2048,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.0826233904907355,-8.873206524138675e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2049,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.0826213664065354,-9.117966292089421e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2050,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08261934517249592,-9.362381408049459e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2051,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08261732678633021,-9.60645214854997e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2052,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08261531124516083,-9.85017886154435e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2053,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.0826132985457129,-0.0010093561943043277,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2054,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08261128868444494,-0.0010336601821293082,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2055,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08260928165763735,-0.0010579298946082553,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2056,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08260727746145229,-0.0010821653781500028,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2057,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08260527609197393,-0.0011063666801058348,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2058,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08260327754523576,-0.001130533848440569,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2059,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08260128181723923,-0.001154666931506005,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2060,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08259928890396571,-0.0011787659778969394,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2061,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08259729880138568,-0.0012028310363399034,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2062,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.0825953115054636,-0.0012268621556339246,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2063,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08259332701216221,-0.0012508593845993433,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2064,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08259134531744479,-0.0012748227720494512,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2065,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08258936641727754,-0.0012987523667624668,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2066,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08258739030762988,-0.0013226482174778435,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2067,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08258541698447586,-0.0013465103728786485,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2068,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08258344644379428,-0.0013703388815907238,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2069,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08258147868156966,-0.0013941337921709396,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2070,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.0825795136937918,-0.0014178951531120603,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2071,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08257755147645612,-0.0014416230128387179,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2072,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08257559202556403,-0.0014653174197037184,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2073,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08257363533712275,-0.001488978421988883,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2074,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08257168140714548,-0.001512606067904375,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2075,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08256973023165114,-0.0015362004055907144,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2076,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08256778180666495,-0.0015597614831124012,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2077,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08256583612821779,-0.0015832893484656345,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2078,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08256389319234653,-0.0016067840495739489,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2079,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08256195299509433,-0.001630245634284859,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2080,f_mort_fleet,affected_managed,pacific,0.08269676904179418,0.08256001553250979,-0.0016536741503804316,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2019,f_mort_fleet,affected_oa,pacific,0.40183581653832123,0.40183581653832123,0,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2020,f_mort_fleet,affected_oa,pacific,0.4028023494246983,0.3871491882700901,-0.03886065008549425,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2021,f_mort_fleet,affected_oa,pacific,0.40381087420706785,0.3840056871645846,-0.04904570012229897,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2022,f_mort_fleet,affected_oa,pacific,0.40462639008858886,0.3840364918844201,-0.05088619701661288,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2023,f_mort_fleet,affected_oa,pacific,0.40522934006201494,0.38480338272572157,-0.05040591911031777,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2024,f_mort_fleet,affected_oa,pacific,0.40565750184561383,0.38559214885171367,-0.04946377893323587,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2025,f_mort_fleet,affected_oa,pacific,0.40595542446461186,0.3862280078047404,-0.04859503155029554,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2026,f_mort_fleet,affected_oa,pacific,0.40616045993387534,0.38669920697082494,-0.047915183487380275,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2027,f_mort_fleet,affected_oa,pacific,0.40630068759448923,0.3870356574295652,-0.04741569668262932,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2028,f_mort_fleet,affected_oa,pacific,0.4063962322492168,0.38727153687289856,-0.04705923396600358,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2029,f_mort_fleet,affected_oa,pacific,0.4064611779560573,0.3874353490813916,-0.04680847743034044,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2030,f_mort_fleet,affected_oa,pacific,0.40650525511821195,0.38754857753781463,-0.04663329032458561,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2031,f_mort_fleet,affected_oa,pacific,0.40653513677121594,0.38762671240504404,-0.046511168791820615,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2032,f_mort_fleet,affected_oa,pacific,0.4065553787973763,0.3876806731552333,-0.046425915450868965,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2033,f_mort_fleet,affected_oa,pacific,0.4065690827842065,0.3877180594614044,-0.04636610141063675,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2034,f_mort_fleet,affected_oa,pacific,0.4065783562370324,0.38774411892250965,-0.046323757833145796,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2035,f_mort_fleet,affected_oa,pacific,0.4065846292854995,0.3877624560975228,-0.04629337124980185,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2036,f_mort_fleet,affected_oa,pacific,0.40658887146051975,0.3877755378417541,-0.04627114743988372,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2037,f_mort_fleet,affected_oa,pacific,0.4065917395591445,0.38778504782615225,-0.04625448552738383,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2038,f_mort_fleet,affected_oa,pacific,0.40659367826914766,0.3877921328125515,-0.046241607928174326,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2039,f_mort_fleet,affected_oa,pacific,0.406594988533587,0.3877975726093508,-0.046231302535307564,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2040,f_mort_fleet,affected_oa,pacific,0.4065958739422228,0.3878018968120721,-0.046222744338082745,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2041,f_mort_fleet,affected_oa,pacific,0.4065964721837553,0.3878054647149109,-0.04621537262220037,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2042,f_mort_fleet,affected_oa,pacific,0.40659687635470226,0.3878085198683155,-0.046208806754325385,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2043,f_mort_fleet,affected_oa,pacific,0.40659714938811636,0.38781122725037437,-0.04620278859803303,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2044,f_mort_fleet,affected_oa,pacific,0.4065973338191995,0.38781369855126796,-0.04619714323135232,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2045,f_mort_fleet,affected_oa,pacific,0.40659745839240513,0.3878160093494768,-0.04619175219930286,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
