Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2020,biomass,Total,atlantic,116441600.4331289,116441600.4331289,0,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2021,biomass,Total,atlantic,117865186.09594902,117906762.51351681,3.527455302530466e-4,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2022,biomass,Total,atlantic,118877965.29762332,118980030.13371827,8.585681613864752e-4,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2023,biomass,Total,atlantic,119586445.08817714,119753874.36052807,0.0014000689812918858,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2024,biomass,Total,atlantic,120073916.05018874,120303688.54215734,0.0019135920566841608,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2025,biomass,Total,atlantic,120403645.94320726,120688905.67787239,0.002369195155433073,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2026,biomass,Total,atlantic,120622592.13313118,120955153.65602756,0.0027570417532507595,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2027,biomass,Total,atlantic,120764940.91132735,121136712.55391899,0.003078473270355978,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2028,biomass,Total,atlantic,120855166.37945724,121258867.78976235,0.003340373625713142,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2029,biomass,Total,atlantic,120910522.55879523,121339969.18174046,0.0035517721192248335,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2030,biomass,Total,atlantic,120942995.00606476,121393134.84243841,0.003721917390511823,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2031,biomass,Total,atlantic,120960786.14383249,121427608.18158887,0.003859284092294944,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2032,biomass,Total,atlantic,120969421.20505372,121449808.53806946,0.003971146825621671,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2033,biomass,Total,atlantic,120972557.15574695,121464126.84328276,0.004063481000099326,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2034,biomass,Total,atlantic,120972565.37940773,121473517.33027768,0.004141037674937338,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2035,biomass,Total,atlantic,120970945.61134914,121479930.6989557,0.004207498627330005,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2036,biomass,Total,atlantic,120968616.12311617,121484626.72767776,0.004265656838104404,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2037,biomass,Total,atlantic,120966114.47139317,121488396.85452026,0.00431759245479118,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2038,biomass,Total,atlantic,120963734.4605826,121491720.55538216,0.004364829650423975,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2039,biomass,Total,atlantic,120961618.18312374,121494873.7139443,0.0044084688914566945,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2040,biomass,Total,atlantic,120959816.81926161,121498002.63171984,0.004449294208690728,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2041,biomass,Total,atlantic,120958329.99432531,121501173.76076274,0.004487857648686894,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2042,biomass,Total,atlantic,120957130.62594065,121504406.50618054,0.004524544170383283,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
2043,biomass,Total,atlantic,120956180.10728462,121507694.38407636,0.004559620486547768,RD/TN/RL/95,ACP - Overfished (RD/TN/RL/95),Overfished
