Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2034,biomass,Total,atlantic,120977878.00104253,128014086.94903766,0.05816112056399676,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2035,biomass,Total,atlantic,120975494.16784057,128078240.08455986,0.058712270328608755,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2036,biomass,Total,atlantic,120972468.62966588,128124018.32037318,0.05911716749866782,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2037,biomass,Total,atlantic,120969351.2213825,128156396.1820935,0.05941211462363057,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2038,biomass,Total,atlantic,120966440.03313777,128179093.93661886,0.05962524731243846,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2039,biomass,Total,atlantic,120963875.73474649,128194864.12790501,0.0597780812596884,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2040,biomass,Total,atlantic,120961704.3042505,128205722.78674117,0.059886875140830215,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2041,biomass,Total,atlantic,120959917.92200547,128213132.1710968,0.059963782827367446,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2042,biomass,Total,atlantic,120958480.97985429,128218142.76203988,0.060017798862691575,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2043,biomass,Total,atlantic,120957346.09711383,128221502.01396418,0.060055516686172344,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2044,biomass,Total,atlantic,120956463.54618217,128223736.59043404,0.06008172553323014,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2045,biomass,Total,atlantic,120955786.42498048,128225213.83943224,0.060099873096690806,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2046,biomass,Total,atlantic,120955273.15906411,128226187.26180255,0.0601124193500577,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2047,biomass,Total,atlantic,120954888.38813385,128226829.80199361,0.060121103915409514,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2048,biomass,Total,atlantic,120954602.92637166,128227257.98421729,0.06012714590343192,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2049,biomass,Total,atlantic,120954393.2366235,128227549.24170882,0.06013139176232168,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2050,biomass,Total,atlantic,120954240.69069134,128227754.2366803,0.060134423600649606,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2051,biomass,Total,atlantic,120954130.77708817,128227905.53030029,0.060136637802120974,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2052,biomass,Total,atlantic,120954052.34581333,128228023.61903816,0.06013830154634426,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2053,biomass,Total,atlantic,120953996.9344446,128228121.08928247,0.06013959306181785,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2054,biomass,Total,atlantic,120953958.19230402,128228205.44093601,0.06014063001614808,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2055,biomass,Total,atlantic,120953931.40353267,128228280.97938165,0.06014148933762166,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2056,biomass,Total,atlantic,120953913.10142815,128228350.06265709,0.060142220906311834,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2057,biomass,Total,atlantic,120953900.76254046,128228413.90780358,0.06014285690169361,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2058,biomass,Total,atlantic,120953892.56792621,128228473.0999344,0.0601434181039099,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2059,biomass,Total,atlantic,120953887.21941078,128228527.90395126,0.0601439180813119,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2060,biomass,Total,atlantic,120953883.79993969,128228578.44765471,0.06014436592831957,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2061,biomass,Total,atlantic,120953881.66864486,128228624.82292753,0.06014476802168245,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2062,biomass,Total,atlantic,120953880.38283303,128228667.13621937,0.060145129121618846,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2063,biomass,Total,atlantic,120953879.64057735,128228705.52886286,0.06014545304295452,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2064,biomass,Total,atlantic,120953879.23888859,128228740.18043889,0.06014574304956493,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2065,biomass,Total,atlantic,120953879.04353744,128228771.3034761,0.060146002075055854,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2066,biomass,Total,atlantic,120953878.9674992,128228799.13449971,0.06014623283768616,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2067,biomass,Total,atlantic,120953878.9557163,128228823.92431517,0.06014643789359066,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2068,biomass,Total,atlantic,120953878.97444314,128228845.92905985,0.06014661965619035,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2069,biomass,Total,atlantic,120953879.00388306,128228865.40272358,0.06014678039889042,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2070,biomass,Total,atlantic,120953879.0331654,128228882.59134614,0.060146922251133036,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2071,biomass,Total,atlantic,120953879.05696902,128228897.72882994,0.060147047193371946,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2072,biomass,Total,atlantic,120953879.07329106,128228911.03417034,0.06014715705373146,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2073,biomass,Total,atlantic,120953879.08200254,128228922.70985726,0.06014725350745049,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2074,biomass,Total,atlantic,120953879.08393691,128228932.94119632,0.06014733807925933,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2075,biomass,Total,atlantic,120953879.08033448,128228941.89632164,0.06014741214835486,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2076,biomass,Total,atlantic,120953879.07251966,128228949.72670344,0.06014747695542613,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2077,biomass,Total,atlantic,120953879.06172684,128228956.56799048,0.060147533611145505,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2078,biomass,Total,atlantic,120953879.04901905,128228962.5410606,0.060147583105566754,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2079,biomass,Total,atlantic,120953879.03526188,128228967.75318302,0.06014762631796389,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2080,biomass,Total,atlantic,120953879.02112794,128228972.29922123,0.06014766402673615,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2019,price,Total,atlantic,1350.1688088039182,1350.1688088039182,0,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2020,price,Total,atlantic,1329.6740333850037,1357.306857569105,0.020781652864014604,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2021,price,Total,atlantic,1314.7455107603707,1356.0202659601998,0.03139372210212623,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2022,price,Total,atlantic,1303.9655785817738,1350.6473810653947,0.03579987328683418,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2023,price,Total,atlantic,1296.2507413836397,1343.715064901945,0.03661662208010855,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2024,price,Total,atlantic,1290.78125794242,1336.6188496181342,0.03551151009798657,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2025,price,Total,atlantic,1286.9425652702014,1330.068276287981,0.033510206423800364,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2026,price,Total,atlantic,1284.2778974053672,1324.3696907603446,0.031217381717753664,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2027,price,Total,atlantic,1282.4506536273727,1319.6019202177881,0.028968963823546863,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2028,price,Total,atlantic,1281.2149105618155,1315.7232535815044,0.026934078533754305,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2029,price,Total,atlantic,1280.3925713865397,1312.635114662276,0.02518176377798009,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2030,price,Total,atlantic,1279.85583380702,1310.2187896565092,0.023723731257428063,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2031,price,Total,atlantic,1279.5138646955659,1308.3556085402338,0.022541173363158685,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2032,price,Total,atlantic,1279.302764244311,1306.9371343440025,0.02160111810280911,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2033,price,Total,atlantic,1279.1780756286246,1305.86946217939,0.020866044422820876,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2034,price,Total,atlantic,1279.1092448245126,1305.0923669513575,0.020313450342085183,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2035,price,Total,atlantic,1279.0755599853358,1304.5281619578366,0.01989921687878441,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2036,price,Total,atlantic,1279.063202657941,1304.1135240064948,0.019584897209534508,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2037,price,Total,atlantic,1279.0631266485398,1303.811711074579,0.01934899373644419,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2038,price,Total,atlantic,1279.0695472220277,1303.5940929769306,0.01917373907319347,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2039,price,Total,atlantic,1279.0788761548292,1303.438668438725,0.019044792888086984,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2040,price,Total,atlantic,1279.0889793910571,1303.3287378023583,0.018950799203071186,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2041,price,Total,atlantic,1279.0986658476356,1303.2517674478343,0.01888290735116419,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2042,price,Total,atlantic,1279.1073401615542,1303.1984488290807,0.0188343135178035,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2043,price,Total,atlantic,1279.114770466633,1303.1619375095513,0.01879985095797595,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2044,price,Total,atlantic,1279.1209359482516,1303.1372496384063,0.018775639593726644,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2045,price,Total,atlantic,1279.1259290239607,1303.1207910144888,0.018758795710471916,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2046,price,Total,atlantic,1279.1298943910729,1303.109994733771,0.01874719717508731,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2047,price,Total,atlantic,1279.1329925413943,1303.1030458416158,0.01873929719582757,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2048,price,Total,atlantic,1279.135379189332,1303.098674465233,0.018733978956228976,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2049,price,Total,atlantic,1279.137194791688,1303.0960020345515,0.018730443724424152,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2050,price,Total,atlantic,1279.1385602573391,1303.094428116295,0.018728125789700466,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2051,price,Total,atlantic,1279.139576278718,1303.0935479486604,0.0187266285197972,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2052,price,Total,atlantic,1279.1403246318105,1303.093092929462,0.018725676797458613,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2053,price,Total,atlantic,1279.1408704100472,1303.0928880886552,0.01872508199267355,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2054,price,Total,atlantic,1279.1412645689877,1303.0928220038754,0.018724716415866937,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2055,price,Total,atlantic,1279.1415464271204,1303.0928257433325,0.01872449486385026,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2056,price,Total,atlantic,1279.1417459389513,1303.0928582943718,0.01872436141769357,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2057,price,Total,atlantic,1279.1418856618754,1303.0928966054828,0.018724280091269314,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2058,price,Total,atlantic,1279.1419824003808,1303.092928876194,0.01872422827594787,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2059,price,Total,atlantic,1279.1420485452888,1303.0929501085016,0.018724192196207606,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2060,price,Total,atlantic,1279.1420931423302,1303.0929592143498,0.01872416379730113,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2061,price,Total,atlantic,1279.1421227303067,1303.0929571796655,0.018724138642417752,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2062,price,Total,atlantic,1279.1421419889589,1303.0929459350134,0.018724114513820198,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2063,price,Total,atlantic,1279.1421542333053,1303.0929276905129,0.01872409049920118,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2064,price,Total,atlantic,1279.1421617864225,1303.0929045692374,0.018724066408197914,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2065,price,Total,atlantic,1279.1421662575187,1303.0928784272912,0.018724042410271615,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2066,price,Total,atlantic,1279.1421687472198,1303.0928507863835,0.018724018818502986,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2067,price,Total,atlantic,1279.1421699976063,1303.092822830626,0.018723995967597898,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2068,price,Total,atlantic,1279.1421705007992,1303.0927954369024,0.018723974151150232,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2069,price,Total,atlantic,1279.1421705767527,1303.0927692199461,0.018723953594927078,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
