Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2025,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03189272991539609,-0.0017901777578056355,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2026,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03188478887331815,-0.00203872425169506,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2027,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03187699366867751,-0.0022827061829790627,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2028,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03186930428632313,-0.0025233759849519603,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2029,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.031861695322789624,-0.0027615287600947645,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2030,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03185415103937154,-0.0029976571137882106,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2031,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.031846661924713394,-0.0032320587417293788,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2032,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03183922235667592,-0.0034649096111265066,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2033,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.031831829048017714,-0.0036963126092726555,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2034,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03182448003962583,-0.003926329054399065,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2035,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.031817174068411905,-0.004154998479879663,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2036,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.031809910186027225,-0.004382350568058822,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2037,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03180268754144676,-0.004608411955149603,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2038,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.031795505267581174,-0.004833209780161088,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2039,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.031788362431576504,-0.00505677324046822,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2040,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.031781258022214105,-0.005279133986180131,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2041,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.0317741909573397,-0.005500325887618688,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2042,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03176716010070642,-0.005720384508148755,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2043,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03176016428190579,-0.005939346480358025,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2044,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03175320231584378,-0.006157248896477578,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2045,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.031746273019973,-0.006374128769031158,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2046,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03173937522855884,-0.00659002258431947,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2047,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03173250780387342,-0.006804965952061248,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2048,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03172566964453958,-0.007018993344235064,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2049,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03171885969139826,-0.007232137911436019,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2050,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03171207693131843,-0.007444431363629001,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2051,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.031705320399355974,-0.007655903902577819,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2052,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.031698589179626216,-0.007866584194535873,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2053,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03169188240520148,-0.008076499373452594,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2054,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03168519925729036,-0.008285675066661538,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2055,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03167853896390468,-0.008494135436602884,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2056,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03167190079817602,-0.008701903233514411,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2057,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03166528407644646,-0.00890899985518996,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2058,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.031658688156227834,-0.009115445410851925,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2059,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03165211243409985,-0.009321258786938002,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2060,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03164555634359833,-0.009526457713197605,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2061,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03163901935313025,-0.009731058827948464,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2062,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03163250096394128,-0.009935077741691117,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2063,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03162600070815294,-0.010138529098543349,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2064,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03161951814688054,-0.01034142663514687,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2065,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.0316130528684382,-0.010543783236848805,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2066,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03160660448663413,-0.010745610991056823,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2067,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03160017263915689,-0.010946921237748737,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2068,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03159375698605167,-0.011147724617162052,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2069,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03158735720828452,-0.011348031114733332,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2070,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.0315809730063915,-0.011547850103377345,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2071,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03157460409920957,-0.011747190383209545,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2072,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03156825022268537,-0.011946060218830287,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2073,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03156191112875814,-0.012144467374287378,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2074,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.031555586584312866,-0.012342419145842491,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2075,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03154927637019989,-0.01253992239265549,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2076,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03154298028031712,-0.012736983565511298,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2077,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03153669812075127,-0.012933608733697258,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2078,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.0315304297089746,-0.01312980361014501,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2079,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03152417487309377,-0.013325573574940039,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2080,u_mort_fleet,affected_managed,atlantic,0.031949925962217185,0.03151793345114765,-0.013520923697300319,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2019,u_mort_fleet,affected_oa,atlantic,0.03425498368654904,0.03425498368654904,0,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2020,u_mort_fleet,affected_oa,atlantic,0.03427621979035318,0.032417935975705324,-0.05421495795084323,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2021,u_mort_fleet,affected_oa,atlantic,0.03430761551235329,0.03087629097164962,-0.10001641004365752,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2022,u_mort_fleet,affected_oa,atlantic,0.034342406068787336,0.029561147276842982,-0.13922317447320268,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2023,u_mort_fleet,affected_oa,atlantic,0.034376688286401995,0.02842381212775557,-0.17316607431906517,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2024,u_mort_fleet,affected_oa,atlantic,0.03440840660483495,0.027429153810863277,-0.2028356870495413,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2025,u_mort_fleet,affected_oa,atlantic,0.03443665710248545,0.026551296292020254,-0.22898159908489132,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2026,u_mort_fleet,affected_oa,atlantic,0.034461220620437896,0.025770778078603812,-0.2521803460635416,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2027,u_mort_fleet,affected_oa,atlantic,0.03448225788286564,0.025072650093997097,-0.2728825885135616,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2028,u_mort_fleet,affected_oa,atlantic,0.034500116710099046,0.024445187307020947,-0.29144624314081724,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2029,u_mort_fleet,affected_oa,atlantic,0.03451521497733016,0.023879007073684583,-0.3081599784509965,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2030,u_mort_fleet,affected_oa,atlantic,0.034527973445842505,0.023366459674993102,-0.3232600311268299,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2031,u_mort_fleet,affected_oa,atlantic,0.034538780474779374,0.022901202395545852,-0.33694235636754516,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2032,u_mort_fleet,affected_oa,atlantic,0.03454797639468211,0.022477898152552182,-0.3493714973125849,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2033,u_mort_fleet,affected_oa,atlantic,0.03455584944715959,0.022091999177561668,-0.3606871331192936,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2034,u_mort_fleet,affected_oa,atlantic,0.03456263807035465,0.021739589191683173,-0.37100897369492664,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2035,u_mort_fleet,affected_oa,atlantic,0.03456853626947453,0.021417266154824758,-0.3804404679483897,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2036,u_mort_fleet,affected_oa,atlantic,0.03457370011660005,0.02112205345794505,-0.38907165311462827,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2037,u_mort_fleet,affected_oa,atlantic,0.03457825427170512,0.020851331312412742,-0.3969813759662505,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2038,u_mort_fleet,affected_oa,atlantic,0.034582297952066215,0.02060278270118029,-0.4042390494195219,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2039,u_mort_fleet,affected_oa,atlantic,0.03458591010349022,0.020374350012771755,-0.4109060611154573,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2040,u_mort_fleet,affected_oa,atlantic,0.03458915371636937,0.020164199662736113,-0.4170369177551351,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2041,u_mort_fleet,affected_oa,atlantic,0.03459207933203367,0.01997069280720676,-0.42268018596057366,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2042,u_mort_fleet,affected_oa,atlantic,0.034594727833492794,0.019792360796248385,-0.42787927422032024,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2043,u_mort_fleet,affected_oa,atlantic,0.03459713263133544,0.019627884385616152,-0.4326730889877644,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2044,u_mort_fleet,affected_oa,atlantic,0.03459932135436252,0.019476075981129614,-0.4370965897955702,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2045,u_mort_fleet,affected_oa,atlantic,0.034601317144279824,0.01933586436794797,-0.44118126233976296,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2046,u_mort_fleet,affected_oa,atlantic,0.03460313963978362,0.01920628150287756,-0.4449555241861382,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2047,u_mort_fleet,affected_oa,atlantic,0.03460480572069849,0.019086451038277028,-0.448445074585098,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2048,u_mort_fleet,affected_oa,atlantic,0.03460633006909756,0.01897557831236648,-0.4516731975196897,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2049,u_mort_fleet,affected_oa,atlantic,0.03460772559230272,0.018872941590281682,-0.4546610253266887,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2050,u_mort_fleet,affected_oa,atlantic,0.034609003742560124,0.01877788437805259,-0.45742776886233655,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2051,u_mort_fleet,affected_oa,atlantic,0.03461017475996547,0.018689808661196888,-0.459990919120816,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2052,u_mort_fleet,affected_oa,atlantic,0.03461124785868055,0.018608168943085517,-0.46236642437557873,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2053,u_mort_fleet,affected_oa,atlantic,0.03461223137139098,0.018532466977219948,-0.4645688462449691,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2054,u_mort_fleet,affected_oa,atlantic,0.03461313286305023,0.018462247103142166,-0.466611497543733,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2055,u_mort_fleet,affected_oa,atlantic,0.034613959222001486,0.01839709210864231,-0.4685065643415716,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2056,u_mort_fleet,affected_oa,atlantic,0.034614716734362706,0.018336619551784582,-0.470265214287267,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2057,u_mort_fleet,affected_oa,atlantic,0.03461541114593045,0.018280478485443986,-0.4718976929559559,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2058,u_mort_fleet,affected_oa,atlantic,0.034616047714665574,0.01822834653483981,-0.47341340972565404,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2059,u_mort_fleet,affected_oa,atlantic,0.03461663125596029,0.018179927285201854,-0.47482101447778413,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2060,u_mort_fleet,affected_oa,atlantic,0.03461716618226552,0.01813494794239822,-0.4761284662379785,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2061,u_mort_fleet,affected_oa,atlantic,0.03461765653821525,0.0180931572342387,-0.47734309472204633,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2062,u_mort_fleet,affected_oa,atlantic,0.03461810603207113,0.018054323524368063,-0.4784716556231569,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2063,u_mort_fleet,affected_oa,atlantic,0.03461851806409085,0.018018233114280496,-0.47952038036629663,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2064,u_mort_fleet,affected_oa,atlantic,0.034618895752268924,0.0179846887121051,-0.4804950209618866,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2065,u_mort_fleet,affected_oa,atlantic,0.03461924195579107,0.01795350804950486,-0.48140089050963136,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2066,u_mort_fleet,affected_oa,atlantic,0.03461955929646796,0.01792452263035854,-0.4822428998341617,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2067,u_mort_fleet,affected_oa,atlantic,0.03461985017836095,0.01789757659690855,-0.4830255906741219,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2068,u_mort_fleet,affected_oa,atlantic,0.034620116805775515,0.017872525700802416,-0.48375316579461036,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2069,u_mort_fleet,affected_oa,atlantic,0.03462036119977051,0.01784923636796859,-0.48442951634811626,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2070,u_mort_fleet,affected_oa,atlantic,0.034620585213312224,0.017827584847581564,-0.4850582467702902,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2071,u_mort_fleet,affected_oa,atlantic,0.03462079054518676,0.017807456436514324,-0.4856426974631852,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2072,u_mort_fleet,affected_oa,atlantic,0.03462097875277276,0.017788744771671635,-0.486185965489293,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2073,u_mort_fleet,affected_oa,atlantic,0.03462115126376689,0.017771351183466014,-0.4866909234741481,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2074,u_mort_fleet,affected_oa,atlantic,0.03462130938694673,0.01775518410445678,-0.487160236892975,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2075,u_mort_fleet,affected_oa,atlantic,0.034621454322048106,0.017740158527836284,-0.48759637989734145,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2076,u_mort_fleet,affected_oa,atlantic,0.03462158716882878,0.017726195511029195,-0.48800164982069894,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2077,u_mort_fleet,affected_oa,atlantic,0.034621708935383695,0.017713221720181128,-0.4883781804866929,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2078,u_mort_fleet,affected_oa,atlantic,0.03462182054577279,0.017701169011762184,-0.48872795443093947,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2079,u_mort_fleet,affected_oa,atlantic,0.034621922847017116,0.017689974047906128,-0.4890528141353586,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2080,u_mort_fleet,affected_oa,atlantic,0.034622016615514846,0.017679577942455168,-0.48935447236390667,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2019,u_mort_fleet,unaffected_managed,atlantic,0.051706162898602415,0.051706162898602415,0,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2020,u_mort_fleet,unaffected_managed,atlantic,0.051706162898602415,0.051706162898602415,0,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2021,u_mort_fleet,unaffected_managed,atlantic,0.051706162898602415,0.051706162898602415,0,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2022,u_mort_fleet,unaffected_managed,atlantic,0.051706162898602415,0.051706162898602415,0,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2023,u_mort_fleet,unaffected_managed,atlantic,0.051706162898602415,0.051706162898602415,0,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2024,u_mort_fleet,unaffected_managed,atlantic,0.051706162898602415,0.051706162898602415,0,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2025,u_mort_fleet,unaffected_managed,atlantic,0.051706162898602415,0.051706162898602415,0,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2026,u_mort_fleet,unaffected_managed,atlantic,0.051706162898602415,0.051706162898602415,0,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2027,u_mort_fleet,unaffected_managed,atlantic,0.051706162898602415,0.051706162898602415,0,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2028,u_mort_fleet,unaffected_managed,atlantic,0.051706162898602415,0.051706162898602415,0,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2029,u_mort_fleet,unaffected_managed,atlantic,0.051706162898602415,0.051706162898602415,0,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2030,u_mort_fleet,unaffected_managed,atlantic,0.051706162898602415,0.051706162898602415,0,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2031,u_mort_fleet,unaffected_managed,atlantic,0.051706162898602415,0.051706162898602415,0,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2032,u_mort_fleet,unaffected_managed,atlantic,0.051706162898602415,0.051706162898602415,0,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2033,u_mort_fleet,unaffected_managed,atlantic,0.051706162898602415,0.051706162898602415,0,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
