description,affected,flag_iso3,A1_subs,A2_subs,A3_subs,B1_subs,B2_subs,B3_subs,B4_subs,B5_subs,B6_subs,B7_subs,C1_subs,C2_subs,C3_subs
IUU - RFMO Lists,FALSE,VCT,42829.75700000004,0,0,65894.20738,176851.10400000002,0,0,250216.35099,352578.65,0,0,0,35323.558430000005
IUU - RFMO Lists,FALSE,VEN,5006929.490000001,0,288623.82400000014,0,0,0,10444948.78,16188655.25,3368879.93,0,0,0,0
IUU - RFMO Lists,FALSE,VGB,0.04975704916361825,0.026453086692372948,2.516422770709624,0.00563558094525927,0.048063210937821545,0.02879478434477547,0.0798344312286245,0,0.033478396018304026,0.6406803150257214,0.026759904095858912,0.18545901267454926,0
IUU - RFMO Lists,FALSE,VNM,187467895.847,9588948.135999996,6668312.794,15967175.75,1278960.4639999992,15832739.999999998,93753133.9,27437900.790999997,74267.13,0,0,0,0
IUU - RFMO Lists,FALSE,VUT,1342666.452,166791.13677399998,346299.33236,322215.69268,0,0,5768824.086,679640.0941999999,911866.7599999999,4008640.934,0,0,0
IUU - RFMO Lists,FALSE,WSM,4862795.252599999,1137786.8868,0,0,704279.3417999998,0,0,1423949.151,46131.3,108738.5762,0,0,468177.78079999995
IUU - RFMO Lists,FALSE,YEM,29344752.630999997,0,124406.44359999997,0,39142638.993806,0,17944975.710000005,1401752.5039999997,4310133.7,37051455.27000001,0,0,0
IUU - RFMO Lists,FALSE,ZAF,32258806.799000002,4970902.1197999995,5365374.556,0,37310671.792,41743.10668,0,0,623506.2499999999,25388558.57,0,0,0
IUU - Disputed Area,FALSE,AFG,0,0,0,0,0,0,0,0,0,0,0,0,0
IUU - Disputed Area,FALSE,AGO,7399464.73845234,116540.71606954368,0,6925855.806418707,0,2335248.433417128,3921449.6345202806,8450714.759491405,377172.353536876,1514005.8761516267,352528.6870862915,0,0
IUU - Disputed Area,TRUE,AGO,2866.5505476605626,45.14784045633253,0,2683.07458129196,0,904.674582871986,1519.1684797201399,3273.8045085961207,146.11646312401967,586.5254483733776,136.5695137084512,0,0
IUU - Disputed Area,FALSE,AIA,4738.188500167704,2519.034252766495,239630.07521866175,536.6565195372601,4576.890253235433,2742.0258705169335,7602.351633052326,0,3188.029710049094,61009.729314059405,2548.251393197553,17660.60841384319,0
IUU - Disputed Area,FALSE,ALB,368581.24153,85466.225117,959816.4868,0,114728.96939,79033.49476,103534.02742,0,685.47,4131428.9929999993,0,0,0
IUU - Disputed Area,FALSE,ARE,20305508.79735532,5049139.773964269,1626908.9496269284,3798851.0221879655,0,0,0,0,1022350.3458992945,0,0,0,0
IUU - Disputed Area,TRUE,ARE,148006.5046446851,36803.09303573025,11858.511373071318,27689.75981203487,0,0,0,0,7451.894100705677,0,0,0,0
IUU - Disputed Area,FALSE,ARG,22850720.921314865,13343947.65271987,10100152.03039935,15771180.998596774,29692834.87904114,0,35430698.7643048,54914138.88615109,5874.507613769389,82979037.50904344,10552295.778347407,11492381.22233325,0
IUU - Disputed Area,TRUE,ARG,443058.6886851361,258729.34028013027,195834.52660064938,305791.6114032234,575722.2509588656,0,686975.2156951939,1064744.8038489083,113.90238623061119,1608902.5669565622,204601.26165259193,222828.82766674928,0
IUU - Disputed Area,FALSE,ATF,20846.500698369597,6429.188576951735,82201.84332210923,3862.711568364707,7110.464529863137,40643.206578732934,10567.78999742301,3370.980448937636,18890.911386818207,97158.1459934832,22495.37350941835,792.8924473361124,0
IUU - Disputed Area,FALSE,AUS,83208695.21,44237011.92600001,145962057.16,10691323.331,0,0,279313.98439,0,2845893.93,11191691.627,0,9402956.25,0
IUU - Disputed Area,FALSE,BEL,3296561.546,496189.72409999993,1757024.7270000002,61226.16941000001,911650.023,645794.6053,338203.845,18834978.99,779750.29,5142150.503,1305911.342,1422252.6830000002,0
IUU - Disputed Area,FALSE,BES,45957.58353977718,2753.970823841557,54934.2136096847,25025.697679924575,2289.137981157125,0,5335.876788801699,87295.68128437057,24305.95548675217,201850.51725794887,16553.83150579386,18269.161070958336,0
IUU - Disputed Area,TRUE,BES,5503.7626645345645,329.8085023630062,6578.780923258592,2997.013548927903,274.141309970226,0,639.0109572959885,10454.307524941658,2910.819064671698,24173.10169799835,1982.444523388141,2187.868005019924,0
IUU - Disputed Area,FALSE,BGR,1824452.5790799998,428093.4581,5301749.731799999,212031.54231,0,0,472789.40961,0,0,0,146087.5612,0,187414.38483999998
IUU - Disputed Area,FALSE,BHR,8235528.065000001,2047835.0357000004,0,1653254.1070000003,0,555531.758,0,0,989996.0100000001,0,425185.6642000002,0,0
IUU - Disputed Area,FALSE,BLZ,0,0,798784.4395936663,0,13936786.260666523,0,0,16428806.223953072,15532668.178552952,0,0,0,150303.87643826785
IUU - Disputed Area,TRUE,BLZ,0,0,9834.033406332668,0,171579.23323347553,0,0,202259.10924692676,191226.53144704708,0,0,0,1850.4283117321547
IUU - Disputed Area,FALSE,BMU,0.25650326871955226,0.13636868179226114,12.972446658659397,0.02905206313258608,0.24777133929644118,0.14844040051937044,0.41155560690849,0,0.17258495337905946,3.30278016423311,0.13795036053360699,0.9560623823991954,0
IUU - Disputed Area,FALSE,BOL,0,0,0,0,0,0,0,0,0,0,0,0,0
IUU - Disputed Area,FALSE,BRA,24714274.020000003,41658936.129999995,73099315.01,27928835.92,0,19992.158699999985,121220212.9,92115717.9,54151.86,6181967.382,0,0,0
IUU - Disputed Area,FALSE,CAN,252536001.35287344,2227705.5936894016,101037029.84644659,3549803.209270261,9683499.161806194,66579070.54717718,1848855.838244928,36653717.557474606,16727.915435399475,21232808.003096007,225939812.7995461,0,0
IUU - Disputed Area,TRUE,CAN,219.8771265048198,1.9396105981527054,87.97055340310042,3.0907297380593914,8.431193805253267,57.968822816748975,1.6097550719784894,31.9135253947232,0.014564600526844476,18.48690399126798,196.72045385712622,0,0
IUU - Disputed Area,FALSE,CHE,0,0,0,0,0,0,0,0,0,0,0,0,0
IUU - Disputed Area,FALSE,CHL,9676390.618173689,2524264.9742672206,32284704.56168297,0,0,0,84590000.55981165,0,21442882.036436684,0,2886657.8886189684,0,0
IUU - Disputed Area,TRUE,CHL,3137.1089463119615,818.3727327793879,10466.778317038408,0,0,0,27424.280188350254,0,6951.833563320306,0,935.861381031943,0,0
IUU - Disputed Area,FALSE,CHN,428377425.5966585,137076.8927944775,3510187.0141943586,14565225.664402021,1589234251.4454517,27741426.955695283,6187673.243395137,1061308564.644681,275111569.54467887,3429529780.22406,54835876.3984581,885214228.3375204,0
IUU - Disputed Area,TRUE,CHN,487961.4033414816,156.14322552249078,3998.426805641378,16591.135597978187,1810284.4109806907,31600.044304719933,7048.330604863646,1208928.3553189915,313377.45532113366,3906550.775939368,62463.12154190312,1008340.6624795601,0
IUU - Disputed Area,FALSE,CIV,2327812.308810779,547304.1132301408,190859.22241856178,0,0,7831462.0679688845,0,527641.3399380127,653293.3322188302,0,2692.254805548511,0,0
IUU - Disputed Area,TRUE,CIV,6534.216889221212,1536.2938698591288,535.745751438231,0,0,21983.074631115902,0,1481.1000619872264,1833.807781169732,0,7.5572144514904,0,0
IUU - Disputed Area,FALSE,CMR,5113793.7784720585,153079.20457667272,370514.27676147426,653422.1982738174,0,0,0,1283915.7563449044,537100.1759745382,0,0,0,0
IUU - Disputed Area,TRUE,CMR,17704.365527942035,529.9725233272504,1282.7502385256896,2262.200226182681,0,0,0,4445.019655095689,1859.4840254618944,0,0,0,0
IUU - Disputed Area,FALSE,COD,2842892.8949999996,0,243883.5546,0,0,0,0,0,0,0,0,0,0
IUU - Disputed Area,FALSE,COG,408629.1227,380466.2344000001,214911.68748,0,0,0,0,452956.4412,265119.0399999999,0,0,0,0
IUU - Disputed Area,FALSE,COK,0,0,0,0,0,0,0,0,0,0,0,0,0
IUU - Disputed Area,FALSE,COL,6595143.380000001,1626771.0612999997,5196927.512,0,151844.77600000045,0,4424219.207199999,0,139765.54999999996,0,0,0,0
IUU - Disputed Area,FALSE,COM,0,59043.57451,0,0,4405053.869,0,0,0,1622522.9799999997,0,0,0,0
IUU - Disputed Area,FALSE,CRI,0,654590.9734,4403587.134,0,2417657.052,0,0,433.2264065,52601.06,0,0,0,0
IUU - Disputed Area,FALSE,CUW,990252.5424426404,59340.078395583485,1183672.8675474029,539231.1528411215,49324.27972155837,0,114972.65846665474,1880968.5731472534,523722.797488292,4349292.815516363,356687.02471250365,393647.39843539475,0
IUU - Disputed Area,TRUE,CUW,9512.99928138167,570.0587465717272,11371.118634640283,5180.199342707907,473.8405784734782,0,1104.5008929479022,18069.787168143324,5031.216162151795,41782.08856345575,3426.5636939425076,3781.628683524018,0
IUU - Disputed Area,FALSE,CYM,353.39107411136456,187.87859965405815,17872.46954567398,40.02576593595346,341.36087296304436,204.5101134302342,567.0106221568767,0,237.7746777050587,4550.3241951593845,190.05771866526442,1317.1914491387056,0
IUU - Disputed Area,FALSE,CYP,508775.0035474086,124690.94220044064,685012.6550774687,83553.48442405602,0,0,186657.1619058135,0,25558851.80238421,1320220.9773837563,55623.024882384234,60885.008905235656,0
IUU - Disputed Area,TRUE,CYP,6093.080652591452,1493.2965695593746,8203.699722531475,1000.6350859439938,0,0,2235.4029461865357,0,306092.3676157922,15810.94361624385,666.1403850157656,729.1578147643437,0
IUU - Disputed Area,FALSE,DEU,71241558.49472073,51950.57917566754,41706898.93297509,65082.110150498185,12179429.631299086,14738319.204499992,1779187.9999885578,16496463.107144585,5632938.454000257,15153947.968911078,133303.28876301952,1199951.852039893,0
IUU - Disputed Area,TRUE,DEU,1955221.0332792704,1425.7810643324476,1144643.769024909,1786.17527950181,334263.84110091353,404492.4383000074,48829.72626144179,452744.6103554116,154595.7159997429,415899.3490889207,3658.502136980485,32932.61896010703,0
IUU - Disputed Area,FALSE,DJI,1453744.8572999998,0,0,0,263227.5183999999,0,2413571.4437,8181.264560000002,6775.11,0,0,0,0
IUU - Disputed Area,FALSE,DNK,4515466.222237158,25527187.29475215,33725280.51068087,16576638.992809728,1229032.3503619207,673738.7703557367,626078.3094102849,1197538.604534043,3073340.0023940587,25500008.879029065,800754.8401457429,14427637.719890118,0
IUU - Disputed Area,TRUE,DNK,2694.633340654107,15233.512242614295,20125.77678899529,9892.215312349643,733.4329136863537,402.05791919143223,373.6162343744591,714.6388194880718,1834.0352978023113,15217.293349248881,477.85557099745733,8609.785061714681,0
IUU - Disputed Area,FALSE,DZA,317683.48999999993,4133443.0584,312950.655,36877410.007,0,31776201.77,55303477.09,0,0,48263446.502,1911084.319,0,0
IUU - Disputed Area,FALSE,ECU,37660044.94,10550198.079300001,6281625.948,9619420.083,170907.92870000002,0,0,0,162267.81,0,114520.60399999999,0,0
IUU - Disputed Area,FALSE,EGY,0,1353948.1429,3458434.6059999997,0,23313447.7283,19973336.61,0,0,4416742.68,0,0,0,0
IUU - Disputed Area,FALSE,ESP,23571212.243208867,33054609.440559343,76873354.04582144,4334243.09293706,12583721.950815205,7216559.567865033,15272933.928007439,422292474.0711259,85174732.46905531,80376606.23773435,1464727.3292740376,4212311.851416824,0
IUU - Disputed Area,TRUE,ESP,1498205.266391133,2100977.643040658,4886132.401178567,275487.9876629413,799831.5191847972,458690.3481349686,970760.0019925626,26841250.338874035,5413774.710944709,5108801.936765663,93099.25072596261,267737.9395831758,0
IUU - Disputed Area,FALSE,EST,1868468.4513000005,211365.6744,42518452.231000006,289040.07194,0,0,818941.122,0,289083.83,31145911.971,649721.3681780001,242586.72210000004,0
IUU - Disputed Area,FALSE,FIN,3001759.7356,274690.00839999993,63208486.385999985,1017672.0137,307206.1418999999,248448.43403999996,563673.0749999998,3693260.6495999997,164441.84,5013350.2913999995,777831.6451849999,18009.25329,0
IUU - Disputed Area,FALSE,FJI,13292325.350000001,0,12832039.738000002,1723498.34357,2683119.6810000003,0,4032921.305,6250635.984000001,216026.71,0,0,0,0
IUU - Disputed Area,FALSE,FLK,60986.321683944734,32423.073346840323,3084334.2032331396,6907.430367771801,58910.21458644964,35293.25011006326,97851.62878838224,0,41033.868835768255,785270.3575777804,32799.13392884343,227313.78159030617,0
IUU - Disputed Area,TRUE,FLK,359078.2501032988,190902.1583674117,18160093.90056842,40669.90663945634,346854.4451088121,207801.32560963876,576135.6098369166,0,241601.22154727238,4623553.250486551,193116.34627036983,1338389.2103021978,0
IUU - Disputed Area,FALSE,FRA,15563478.487593165,4799872.1491849115,61369849.96643627,2883804.302115949,5308495.816565231,30343206.29669932,7889648.947132818,2516690.089058509,14103484.188248836,72535853.2323017,16794485.88278355,591953.7636384127,0
IUU - Disputed Area,TRUE,FRA,2494.2769112912006,769.2502860723303,9835.42335620623,462.17216113892147,850.7647284313648,4862.94621994284,1264.4325767349458,403.33669539352445,2260.2912971899345,11624.940022397053,2691.563997587482,94.86931898754186,0
IUU - Disputed Area,FALSE,FRO,3817479.3533868045,21581273.262071613,28512130.464551777,14014273.164520679,1039052.3129251901,569594.305177853,529301.0515740161,1012426.7733814196,2598272.5653663124,21558296.002188746,676976.6218883197,12197457.893182414,0
IUU - Disputed Area,FALSE,FSM,1813991.3673999999,918208.2020500001,0,406750.3118999999,1573710.1964,3984136.3,552077.4232,0,1650680.35,0,0,0,0
IUU - Disputed Area,FALSE,GBR,3905159.36627022,2076158.474024071,197500296.2940526,442306.00653957354,3772219.2437427547,2259945.5489002713,6265769.013715516,0,2627536.6802534983,50283503.04256092,2100238.898347827,14555666.233816858,0
IUU - Disputed Area,TRUE,GBR,38752.16140109556,20602.39307377498,1959859.4169694968,4389.145780359313,37432.95350157619,22426.17175245155,62177.2556118227,0,26073.8976237306,498979.489172265,20841.350924781284,144440.59109733065,0
IUU - Disputed Area,FALSE,GEO,9774056.775700003,2296071.4498099997,479714.66628,0,1354500.82574229,0,954467.67052,0,55214.75,0,0,0,979839.3202000002
IUU - Disputed Area,FALSE,GHA,3192300.825,1161370.887,375147.63990000007,0,17458330.470172282,27522617.284,49469.83440000002,1838498.7140000002,2053122.88,0,0,0,0
IUU - Disputed Area,FALSE,GIB,2.841123161258373,1.5104689396136848,143.68752041286012,0.3217911797396095,2.7444051465121415,1.644179671032416,4.558539050088635,0,1.9116134885050922,36.58279002832897,1.5279881865540461,10.589693424967887,0
IUU - Disputed Area,TRUE,GIB,84.13056780280529,44.727596209492205,4254.835849198782,9.528793061345903,81.2665802051129,48.68700209128574,134.9862208948923,0,56.606179696976994,1083.2796475922396,45.24637139413339,313.5791270328396,0
IUU - Disputed Area,FALSE,GIN,1334303.9460000002,29830.000798,982593.07364,0,9151982.283,1041456.8476799999,0,2154352.98,705379.22,0,4926.615260000003,0,0
IUU - Disputed Area,FALSE,GMB,716198.6637000002,716329.5050999998,204832.86996000004,0,0,3966681.6862999997,0,0,16465.679999999997,0,0,0,0
IUU - Disputed Area,FALSE,GNB,2452812.9175,51171.10693999999,2496243.448,0,0,0,0,0,0,0,0,0,0
IUU - Disputed Area,FALSE,GNQ,175989.1871,0,1298073.9344,0,0,0,502585.82259999996,0,15258.23,0,217144.36539999998,0,0
IUU - Disputed Area,FALSE,GRC,4633299.565345779,7445563.745361536,16323893.085727662,0,0,1629074.3755670027,224799.9031254232,38112651.74489605,3840179.2696795305,78701678.0978394,7302868.427432663,1525378.3373766902,0
IUU - Disputed Area,TRUE,GRC,13795.34365422172,22168.6746384617,48603.31427233778,0,0,4850.461432997432,669.3268745768061,113477.9051039571,11433.88032046957,234329.05216060713,21743.808747337232,4541.71332330988,0
IUU - Disputed Area,FALSE,GRD,14344.884500000002,0,45771.85389999997,0,0,0,39748.15960000002,0,104324.85,613427.1752999999,0,0,0
IUU - Disputed Area,FALSE,GRL,445582.29203538195,2519000.710933619,3327981.4419783563,1635768.3643572407,121279.84679920273,66483.95774721882,61780.864781324446,118172.07126504915,303274.5269418266,2516318.7684329436,79017.79339494,1423706.7818657525,0
IUU - Disputed Area,FALSE,GTM,0,36440.23990000002,239106.65800000002,0,2672893.5488000005,0,0,462320.46320000006,128126.93,0,0,0,0
IUU - Disputed Area,FALSE,GUF,164018.13671395017,50584.198577591924,646755.7011714152,30391.41980102923,55944.40813992333,319776.59510237625,83146.29153549999,26522.5296146297,148631.75989707455,764430.361863053,176991.29945524715,6238.396731821957,0
IUU - Disputed Area,FALSE,GUY,629368.3191000002,277106.32488,0,0,4357676.346,0,795177.2325,0,0,0,0,0,0
IUU - Disputed Area,FALSE,HKG,1219931.6478000002,0,0,0,40838721.464,0,0,0,71892110.84,0,0,0,0
IUU - Disputed Area,FALSE,HRV,7928557.245999999,0,23143094.066000003,0,2023253.682,0,0,0,50112.97,0,0,0,0
IUU - Disputed Area,FALSE,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0
IUU - Disputed Area,TRUE,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0
IUU - Disputed Area,FALSE,IDN,209048937.6579947,50137363.1156234,32080506.870340582,44863826.467768684,0,10026930.642698562,77094277.89302365,88077786.93701223,1015898.4546387029,140875058.552748,0,0,0
IUU - Disputed Area,TRUE,IDN,664419.2720052793,159351.34937660318,101961.32665942254,142590.49223131075,0,31868.54730143819,245028.38697633802,279937.2229877857,3228.8253612970316,447742.5472520135,0,0,0
IUU - Disputed Area,FALSE,IND,30032397.54,26710263.24,2378403.7460000007,4777476.506,83589.52229000002,10530705.02,2762127.639,36769004.9,15971345.57,85928350.84400001,502044.8730000007,0,0.189999999172822
IUU - Disputed Area,FALSE,IOT,1835.5574694474162,975.8649615345134,92831.84374287611,207.89883790596465,1773.0710989801328,1062.2511256922908,2945.124138670518,0,1235.0314359367035,23634.95338934343,987.1835784177855,6841.657246829328,0
IUU - Disputed Area,TRUE,IOT,18.55286135769071,9.863536084559877,938.2960518576818,2.1013334533489374,17.92128158570252,10.73668255560142,29.76778484761448,0,12.483056174874909,238.8898308697343,9.977938784171009,69.15191731669216,0
IUU - Disputed Area,FALSE,IRL,52532416.271000005,674664.1541,43617856.577300005,5472653.886299999,453491.46960000007,23756673.409700003,15206425.283599999,353844.8361,2518249.25,15606986.243999999,444278.73007,0,0
IUU - Disputed Area,FALSE,IRN,28311136.689999994,15813395.210000003,2325831.86,6839700.572999999,0,0,21784141.57,0,3609634.32,0,0,0,0
IUU - Disputed Area,FALSE,ISL,30822378.541,20569572.26,1477713.5872799999,0,0,0,8645022.577,63313521.351,13355709.04,0,13220257.971579999,0,0
IUU - Disputed Area,FALSE,ISR,760857.39044,180555.48254199998,424847.71466999996,108106.9553,0,0,0,0,0,0,0,0,0
IUU - Disputed Area,FALSE,ITA,610464.4550000003,4962452.5428,49616976.426,9992652.825,745126.5225,0,10133871.45,3455597.7900000033,26327033.950000003,87490958.25999999,9102190.640999999,48416448.580000006,0
IUU - Disputed Area,FALSE,JAM,0,0,0.23000000001118798,0,0,0,83681.21699999999,0,0,6597561.643000002,0,0,0
IUU - Disputed Area,FALSE,JOR,79844.0972,0,0,0,41618.6691829,0,0,0,0,0,0,0,0
IUU - Disputed Area,FALSE,JPN,325191688.2516202,143287003.52357745,21583499.33195794,146370632.976465,17691235.69045656,315714270.093791,16493477.478780175,0,112488801.03242706,630153408.2881036,0,106659552.87768796,0
IUU - Disputed Area,TRUE,JPN,818888.3683797901,360821.21642254794,54350.94804205922,368586.3235350307,44549.5615434387,795022.6062090405,41533.40121982599,0,283266.0675729436,1586834.2118963674,0,268587.0223120399,0
IUU - Disputed Area,FALSE,KAZ,0,0,0,0,0,0,0,0,0,0,0,0,0
IUU - Disputed Area,FALSE,KEN,7614342.818000001,243909.7959,1043847.0889999999,711467.0494,38135798.14000001,962582.584,3204817.9190000007,437274.92431900004,315437.3400000001,0,0,0,0
IUU - Disputed Area,FALSE,KHM,45374504.78616,3584232.70664,814461.0691800001,0,6110621.1959999995,0,0,0,1495908.1899999997,0,0,0,930672.2240999999
IUU - Disputed Area,FALSE,KIR,51239495.47,0,5196945,532375.7763,4814415.379,0,8879105.887,0,1083381.27,628565.57109,0,0,0
IUU - Disputed Area,FALSE,KNA,0,0,0,0,0,0,0,0,0,0,0,0,0
IUU - Disputed Area,TRUE,KNA,0,0,0,0,0,0,0,0,0,0,0,0,0
IUU - Disputed Area,FALSE,KOR,1024543979.9536381,395752240.77232176,0,44466390.26723251,110408073.10375845,184961547.39322037,386439427.1919616,0,0,444995533.88492996,3816186.751771349,32402437.622886337,0
IUU - Disputed Area,TRUE,KOR,29608843.246361934,11437055.207678253,0,1285057.9427674925,3190741.8262415463,5345302.466779633,11167919.23803842,0,0,12860163.415070042,110286.0175286512,936415.337113665,0
IUU - Disputed Area,FALSE,LBN,685438.6207999999,0,289104.74149999995,0,361216.41508752,0,0,0,4074.6199999999994,0,0,0,0
IUU - Disputed Area,FALSE,LBR,47470.29653,0,186886.43893000003,0,0,0,0,0,1019.04,0,0,0,0
IUU - Disputed Area,FALSE,LBY,0,2456433.1604,0,0,0,0,0,0,0,0,0,0,0
IUU - Disputed Area,FALSE,LIE,0,0,0,0,0,0,0,0,0,0,0,0,0
IUU - Disputed Area,FALSE,LKA,2544503.3068799805,1883421.2386454327,607955.6161809333,3387542.366730327,9000651.83390698,17831813.75263191,557858.9074753262,25115535.1974071,1507760.7704992257,0,5350.119933893184,0,0
IUU - Disputed Area,TRUE,LKA,7989.117120018928,5913.481354567253,1908.8317190667528,10636.053269673044,28259.842093020216,55987.52736809084,1751.5403246738254,78856.628592901,4733.9995007742655,0,16.798066106831225,0,0
IUU - Disputed Area,FALSE,LTU,295019.03992850735,294634.0018300739,7300412.335352189,1731373.879153755,496674.14012200525,559534.2734080194,555117.9185625603,6044020.349951924,7691147.129559306,189875.9564315335,1168467.8923419046,405.9299779494968,0
IUU - Disputed Area,TRUE,LTU,232.9167564926455,232.61276992610067,5763.656347811281,1366.9151262450944,392.12292799483413,441.75083798065003,438.2641374396471,4771.738178076542,6072.1404406942265,149.90656846652632,922.5023293955069,0.320480650503235,0
IUU - Disputed Area,FALSE,LVA,1456576.3198399998,754535.8657,7912045.4423,1110104.65291,1109994.3215,1272506.27238,2931099.99,0,13676453.32,9019281.740999999,767854.867854,86718.13769,0
IUU - Disputed Area,FALSE,MAR,30375339.40436362,11668711.890195752,1566981.2304226474,5738298.539455912,97909388.21530245,969366.9458828382,7875258.420848783,4442765.569721494,170886.46619788097,4542872.256754878,0,0,0
IUU - Disputed Area,TRUE,MAR,21121110.005636383,8113691.971504248,1089580.6793773528,3990053.6775440876,68080060.98469754,674037.1071171621,5475961.839151217,3089221.1302785072,118823.75380211901,3158829.055345122,0,0,0
IUU - Disputed Area,FALSE,MDG,37785308,548155.7884000001,2637239.0409999997,0,16402485.860000001,22974.10736,19943.754220000003,0,35073.78,0,0,0,0
IUU - Disputed Area,FALSE,MEX,7053751.851000002,4789925.576,20770030.560000002,5291435.045000001,8160765.381000001,0,0,111142864.38000001,323782.6400000001,20280695.888,14522813.999,0,0
IUU - Disputed Area,FALSE,MHL,20402368.99,4381362.2251,2479499.7802,0,1467278.8266,1217256.091,1586948.334,0,1928764.83,0,0,0,0
IUU - Disputed Area,FALSE,MLT,991271.3311999999,229131.88444,7488763.399,1996407.67741,0,0,4505160.09311,0,4145226.03,3584515.4725909997,1325450.0949799998,1453403.5027299998,0
IUU - Disputed Area,FALSE,MNE,195942.50602000003,0,19906.436060000004,0,0,0,0,0,0,0,0,0,0
IUU - Disputed Area,FALSE,MNG,0,0,0,0,0,0,0,0,0,0,0,0,0
IUU - Disputed Area,FALSE,MOZ,6744902.201294042,255020.28238038602,341963.40609764925,0,5645099.048758498,2620560.0426814356,338566.31569190096,2389504.129433793,0,1177950.955830427,1977.0462690137408,0,0.32397880753278435
IUU - Disputed Area,TRUE,MOZ,6686.893705958176,252.82701961399997,339.0224023505755,0,5596.549241501459,2598.0223185637933,335.6545280990539,2368.9535662068424,0,1167.820169573206,1.9600429862600086,0,3.2119247756315497e-4
IUU - Disputed Area,FALSE,MRT,2915442.410746446,482922.0456488425,739341.3593876801,0,0,13373175.268295644,2780872.2105503096,1423196.4841276477,115326.69760759741,1529787.4881493263,312379.64154139004,0,0
IUU - Disputed Area,TRUE,MRT,174774.6262535542,28950.158551157445,44321.95583231999,0,0,801693.6643043568,166707.42644969185,85317.62887235254,6913.592392402592,91707.53485067376,18726.50095861004,0,0
IUU - Disputed Area,FALSE,MUS,7235209.666,153097.97827,658733.2917999999,926603.6612,406323.16217,0,135595.414716,1609345.4769999997,6051.47,0,221419.27219,0,0
IUU - Disputed Area,FALSE,MYS,45873348.99,5063139.432999999,6392541.588,20801400.070000004,32444024.6,3501657.7705,0,170232829.6,3849380.43,63605170.4,21471156.32,0,0
IUU - Disputed Area,FALSE,NAM,12874766.455123413,3408577.9984185314,592585.0383539106,0,294309.986363857,0,45973813.91234829,0,13024.243528497476,4132811.856297787,0,0,0
IUU - Disputed Area,TRUE,NAM,2892.8848765850703,765.8875814684484,133.1503993893751,0,66.12973614299234,0,10330.04765170273,0,2.926471502522502,928.618702213246,0,0,0
IUU - Disputed Area,FALSE,NCL,312035.70742680243,96233.72453806367,1230418.0305334223,57818.04602412921,106431.23571729983,608357.8198752787,158181.35981170574,50457.68996560856,282763.9508334306,1454287.7606179803,336716.4536823435,11868.215164631563,0
IUU - Disputed Area,TRUE,NCL,192.6096712904869,59.402003069420466,759.4977330167385,35.6892322715282,65.69660086532974,375.51984251886233,97.64029882625502,31.1459196721355,174.54115130590446,897.6853637820147,207.8443072963639,7.325869979802529,0
IUU - Disputed Area,FALSE,NGA,690897.0087,66824.44510000003,0,0,962104.6765000001,0,0,3542023.6929999986,1588003.99,0,3445399.386,0,0.44800000039432103
IUU - Disputed Area,FALSE,NIC,1277583.1950000005,124972.87740000003,563664.6706999999,0,6099590.712,0,0,1299419.061,6772.180000000001,0,0,0,0
IUU - Disputed Area,FALSE,NIU,0,0,0,0,0,0,0,0,0,0,0,0,0
IUU - Disputed Area,FALSE,NLD,17600299.59429407,1054683.6417455224,21038064.733550727,9584049.960800838,876667.378435412,0,2043471.8896798864,33431482.37032789,9308411.486042378,77302358.03038375,6339593.414072021,6996510.334512685,0
IUU - Disputed Area,TRUE,NLD,118973.79764759055,7129.408082117849,142212.2642342877,64785.875636479526,5926.060901828742,0,13813.379130212785,225988.7905473982,62922.62575575392,522545.3721804871,42854.128702350325,47294.72929241775,0
IUU - Disputed Area,FALSE,NOR,71213454.16280517,83104624.52005261,69140557.61004001,44754138.21932294,81914622.54211475,0,4084369.3970656204,178324472.4980773,49259237.20487448,52047431.73801046,168129.1983761984,40697474.38675042,0
IUU - Disputed Area,TRUE,NOR,1833.7171948253138,2139.909947403105,1780.3409600030334,1152.400677051059,2109.2678852468152,0,105.17083438046934,4591.781922701184,1268.4051255266208,1340.1999895454453,4.329257801619981,1047.9432495766384,0
IUU - Disputed Area,FALSE,NRU,12155804.999999998,975742.957188,0,4706.758547999999,0,46102.89664,78500.58059,0,382.52,0,0,0,0
IUU - Disputed Area,FALSE,NZL,38378530.859,0,27563436.00699999,0,0,0,0,0,785595.8799999999,28166225.58,0,0,0
IUU - Disputed Area,FALSE,OMN,37823530.489999995,9400376.099,547888.0340000001,0,19511978.68908,2216839.8909999984,8855609.503,0,191570.48,15717039.44,0,0,0
IUU - Disputed Area,FALSE,PAK,19340520.54,4440868.199,500991.18990000006,3076097.5629999996,17549534.9,0,77756610.46,0,467245.44,0,0,0,0.012999999684514103
IUU - Disputed Area,FALSE,PAN,1481751.8912159235,634360.3761445514,4685547.193145444,2395691.344705664,671134.3321784756,0,6222003.598910364,8029065.097786028,819858.7919794343,0,0,0,0
IUU - Disputed Area,TRUE,PAN,18438.64078407644,7893.860755448518,58306.06465455615,29811.530794335788,8351.468921524507,0,77425.43808963566,99912.17021397327,10202.168020565567,0,0,0,0
