description,affected,A1_subs,A2_subs,A3_subs,B1_subs,B2_subs,B3_subs,B4_subs,B5_subs,B6_subs,B7_subs,C1_subs,C2_subs,C3_subs
IUU - RFMO Lists,FALSE,5411363609.14013,1267533063.1208415,1789569940.6009095,942164854.5061158,2620507990.6427026,1080425320.0192175,1508510427.6356072,4430021083.55834,1395754730.8271189,7120312759.351597,427760017.78280234,1383397144.6267798,2753582.552884075
IUU - RFMO Lists,TRUE,717279.3396418326,157468.9740136139,233958.4239037899,31391.846486646922,1769388.9218863056,45077.425921182345,61662.87042827158,2204761.486158783,404256.3628811817,3612651.205360418,57844.30919213933,958026.4831086913,2.7592456922904626e-4
IUU - Disputed Area,FALSE,5345602268.776959,1238720955.7838962,1758483518.4005597,933819215.2959812,2541052396.7641287,1070640130.7925212,1487365170.0402882,4344799714.279244,1380312190.3748794,7069214771.085755,426910717.10968703,1376865344.0394495,2751732.1245270744
IUU - Disputed Area,TRUE,66478619.70281203,28969576.31095884,31320380.624253687,8377031.056621363,81224982.8004602,9830266.652617553,21206920.465747267,87426130.76525432,15846796.81512072,54710639.47120214,907144.9823074345,7489827.070438996,1850.4286329246322
