indicator,0%,25%,50%,75%,100%
fmi,0.21,0.37,0.37,0.71,0.92
fvfmsy_median,0.502,1.173,1.173,1.173,2.434
fvfmsy_mean,1,1.5711758241758242,1.5711758241758242,2.1958706786171573,5.6205625
fvfmsy_w_mean,0.6535084566358048,1.0415311346316427,1.0419619618009122,1.0419619618009122,1.850842577460744
