Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2020,biomass,Total,atlantic,117019114.06752095,117019114.06752095,0,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2021,biomass,Total,atlantic,118852817.9313738,119076574.58988406,0.0018826365449698553,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2022,biomass,Total,atlantic,120014475.15893954,120606469.21766804,0.004932688810616402,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2023,biomass,Total,atlantic,120683163.36176063,121682786.90637176,0.008283040622780563,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2024,biomass,Total,atlantic,121031196.4013821,122408444.69686007,0.011379283494071484,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2025,biomass,Total,atlantic,121187690.68898603,122880148.27206522,0.013965589850397286,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2026,biomass,Total,atlantic,121238701.10430989,123176465.11295164,0.015983048242776535,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2027,biomass,Total,atlantic,121237200.07444659,123356245.68781477,0.01747850999583435,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2028,biomass,Total,atlantic,121213591.07086831,123461207.39741437,0.018542609840112523,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2029,biomass,Total,atlantic,121184021.36012863,123519699.20894764,0.019273810380313807,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2030,biomass,Total,atlantic,121156184.80245858,123550312.97207297,0.019760676464993854,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2031,biomass,Total,atlantic,121133073.37987775,123564851.8846724,0.020075264640306047,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2032,biomass,Total,atlantic,121115263.10718404,123570571.9807418,0.020272497541328652,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2033,biomass,Total,atlantic,121102231.68465933,123571782.25569288,0.02039227961928949,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2034,biomass,Total,atlantic,121093071.94308272,123570940.04721257,0.020462509244909742,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2035,biomass,Total,atlantic,121086846.66265878,123569375.48881933,0.020502051994769815,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2036,biomass,Total,atlantic,121082741.3704497,123567756.07846236,0.020523277552907504,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2037,biomass,Total,atlantic,121080110.44007733,123566375.79294033,0.02053405256921577,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2038,biomass,Total,atlantic,121078471.93274236,123565329.43738678,0.020539221093125816,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2039,biomass,Total,atlantic,121077481.78663701,123564614.09624577,0.020541658720583462,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2040,biomass,Total,atlantic,121076903.12384327,123564185.62037578,0.02054299732120174,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2041,biomass,Total,atlantic,121076577.96001157,123563988.24689,0.020544107942164904,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2042,biomass,Total,atlantic,121076404.00713545,123563968.7477362,0.020545413129829566,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2043,biomass,Total,atlantic,121076316.95413825,123564082.07668449,0.0205470829071268,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2044,biomass,Total,atlantic,121076277.59314829,123564292.64139296,0.020549153787211137,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2045,biomass,Total,atlantic,121076262.82698956,123564573.55124077,0.020551598357531498,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2046,biomass,Total,atlantic,121076259.59446782,123564905.11439034,0.020554364069867874,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2047,biomass,Total,atlantic,121076260.88988295,123565273.22562039,0.020557393476175783,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2048,biomass,Total,atlantic,121076263.23064536,123565667.93059789,0.020560633715712824,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2049,biomass,Total,atlantic,121076265.09430858,123566082.26244259,0.020564040079982963,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2050,biomass,Total,atlantic,121076265.98535594,123566511.35311002,0.020567576539362923,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2051,biomass,Total,atlantic,121076265.89914942,123566951.78246701,0.020571214885270816,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2052,biomass,Total,atlantic,121076265.02870892,123567401.11642496,0.020574933387029728,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2053,biomass,Total,atlantic,121076263.61492047,123567857.58744013,0.020578715415633473,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2054,biomass,Total,atlantic,121076261.87803572,123568319.87802388,0.020582548233100302,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2055,biomass,Total,atlantic,121076259.99283536,123568786.97647934,0.020586422010322035,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2056,biomass,Total,atlantic,121076258.08548081,123569258.08197728,0.020590329069604965,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2057,biomass,Total,atlantic,121076256.23977588,123569732.54259089,0.02059426332010958,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2058,biomass,Total,atlantic,121076254.50637351,123570209.81492165,0.02059821984678965,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2059,biomass,Total,atlantic,121076252.91181813,123570689.43763202,0.020602194615575296,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
2060,biomass,Total,atlantic,121076251.46616021,123571171.01381104,0.020606184263543523,Effective,Fuel subsidies,"Reference: All fuel 
subsidies (effective $)"
