Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2020,biomass,Total,atlantic,116441600.4331289,116441600.4331289,0,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2021,biomass,Total,atlantic,117867801.41607717,118029622.51695791,0.0013729033623823043,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2022,biomass,Total,atlantic,118888237.4806692,119289254.67544226,0.003373060306645281,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2023,biomass,Total,atlantic,119610249.0266549,120278432.7592491,0.005586341789534302,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2024,biomass,Total,atlantic,120116508.40752107,121052449.97541529,0.007791947837168538,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2025,biomass,Total,atlantic,120468804.5947911,121659137.96135592,0.009880843182337791,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2026,biomass,Total,atlantic,120712326.77051087,122137557.57630345,0.011806837329066865,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2027,biomass,Total,atlantic,120879600.5415821,122518436.77201529,0.013557591380933152,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2028,biomass,Total,atlantic,120993759.84528834,122825347.66128406,0.015137870071462596,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2029,biomass,Total,atlantic,121071111.66120107,123076071.96142581,0.016560187419731556,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2030,biomass,Total,atlantic,121123071.88827561,123283882.76691684,0.017839795878314357,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2031,biomass,Total,atlantic,121157589.57553567,123458632.52669616,0.018992148648895875,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2032,biomass,Total,atlantic,121180176.01778388,123607623.75997363,0.020031723190709907,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2033,biomass,Total,atlantic,121194638.75386317,123736280.03011452,0.02097156526381683,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2034,biomass,Total,atlantic,121203600.12565503,123848650.00383931,0.021823195643050988,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2035,biomass,Total,atlantic,121208861.03926992,123947779.59567402,0.02259668586042343,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2036,biomass,Total,atlantic,121211654.76916736,124035983.52374172,0.02330080189032106,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2037,biomass,Total,atlantic,121212823.312206,124115041.98895374,0.023943165396556595,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2038,biomass,Total,atlantic,121212939.5309279,124186342.53063719,0.024530409139616807,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2039,biomass,Total,atlantic,121212391.53319201,124250982.19166301,0.02506831702630779,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2040,biomass,Total,atlantic,121211440.8419397,124309841.16217741,0.025561946122544983,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2041,biomass,Total,atlantic,121210262.42616902,124363636.01989688,0.02601573109907772,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2042,biomass,Total,atlantic,121208972.20732012,124412958.40512387,0.026433572857325602,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2043,biomass,Total,atlantic,121207645.93344024,124458303.29923093,0.02681891345019402,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2044,biomass,Total,atlantic,121206332.11278361,124500089.8699409,0.027174799366855056,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2045,biomass,Total,atlantic,121205060.86437824,124538676.98480289,0.027503935039105133,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2046,biomass,Total,atlantic,121203849.96535316,124574374.88204882,0.027808728168776314,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2047,biomass,Total,atlantic,121202708.9755924,124607454.05505136,0.02809132822389798,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2048,biomass,Total,atlantic,121201642.04492311,124638152.10116732,0.028353659226584362,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2049,biomass,Total,atlantic,121200649.81840312,124666679.070489,0.028597447763515183,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2050,biomass,Total,atlantic,121199730.72482653,124693221.69826487,0.028824246989211596,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2051,biomass,Total,atlantic,121198881.84392264,124717946.79759984,0.029035457259489982,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2052,biomass,Total,atlantic,121198099.48617607,124741004.01319748,0.029232343923227228,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2053,biomass,Total,atlantic,121197379.57696375,124762528.08302386,0.029416052710909798,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2054,biomass,Total,atlantic,121196717.90774664,124782640.71632043,0.029587623084837495,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2055,biomass,Total,atlantic,121196110.29720762,124801452.16879973,0.029747999855364766,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2056,biomass,Total,atlantic,121195552.69163118,124819062.57592788,0.029898043317780187,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2057,biomass,Total,atlantic,121195041.22451323,124835563.09069641,0.030038538123347204,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2058,biomass,Total,atlantic,121194572.24901813,124851036.86164534,0.030170201064073077,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2059,biomass,Total,atlantic,121194142.35254332,124865559.87902248,0.0302936879226334,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2060,biomass,Total,atlantic,121193748.3596742,124879201.71107298,0.03040959951549013,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2061,biomass,Total,atlantic,121193387.32777587,124892026.14800325,0.03051848703778005,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2062,biomass,Total,atlantic,121193056.53808174,124904091.76776446,0.030620856802275907,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2063,biomass,Total,atlantic,121192753.48419039,124915452.43517725,0.03071717445113159,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2064,biomass,Total,atlantic,121192475.85924014,124926157.74387033,0.03080786870768033,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2065,biomass,Total,atlantic,121192221.5425912,124936253.40888892,0.03089333472595795,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2066,biomass,Total,atlantic,121191988.58654997,124945781.61653998,0.030973937087509906,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2067,biomass,Total,atlantic,121191775.20346974,124954781.3370028,0.031050012488185133,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2068,biomass,Total,atlantic,121191579.7534276,124963288.60438874,0.03112187215180249,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
2069,biomass,Total,atlantic,121191400.73258767,124971336.76824206,0.031189804002636573,WT/MIN(22)/W/20,Chair's text - June 2022,Other & Multiple
