"","Id","Name","Category","Year","Region","Biomass","Catches"
"63","RD/TN/RL/125","Comprehensive text proposal","Other & Multiple",2050,"pacific",14869828.0480661,2307993.329923
"64","RD/TN/RL/125","Comprehensive text proposal","Other & Multiple",2080,"atlantic",5469723.75516565,-416429.795817096
"65","RD/TN/RL/125","Comprehensive text proposal","Other & Multiple",2080,"indian",1779602.89019096,-12664.425519105
"66","RD/TN/RL/125","Comprehensive text proposal","Other & Multiple",2080,"pacific",14914590.6828615,2315782.58538575
"67","RD/TN/RL/126/Rev.2 | Objective Definition","Chair's text - Consolidated text (Dec 2020) [Objective Definition]","Other & Multiple",2050,"atlantic",3775037.86420172,-301071.156735487
"68","RD/TN/RL/126/Rev.2 | Objective Definition","Chair's text - Consolidated text (Dec 2020) [Objective Definition]","Other & Multiple",2050,"indian",3514368.35937881,-425681.296787645
"69","RD/TN/RL/126/Rev.2 | Objective Definition","Chair's text - Consolidated text (Dec 2020) [Objective Definition]","Other & Multiple",2050,"pacific",5889671.15045159,943849.04811278
"70","RD/TN/RL/126/Rev.2 | Objective Definition","Chair's text - Consolidated text (Dec 2020) [Objective Definition]","Other & Multiple",2080,"atlantic",4160307.00900908,-309717.715359624
"71","RD/TN/RL/126/Rev.2 | Objective Definition","Chair's text - Consolidated text (Dec 2020) [Objective Definition]","Other & Multiple",2080,"indian",3514540.70673471,-425535.996567407
"72","RD/TN/RL/126/Rev.2 | Objective Definition","Chair's text - Consolidated text (Dec 2020) [Objective Definition]","Other & Multiple",2080,"pacific",6312317.91567248,1031547.48535311
"73","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula]","Other & Multiple",2050,"atlantic",6897588.09971298,-532356.879952818
"74","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula]","Other & Multiple",2050,"indian",1464363.78179127,77749.0246866392
"75","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula]","Other & Multiple",2050,"pacific",14295906.1973006,2230294.00528711
"76","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula]","Other & Multiple",2080,"atlantic",6909222.80935764,-531114.552621499
"77","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula]","Other & Multiple",2080,"indian",1471381.4189513,78069.5756652039
"78","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula]","Other & Multiple",2080,"pacific",14295565.6882673,2230141.95246868
"79","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - De minimis]","Other & Multiple",2050,"atlantic",5597076.6371264,-423036.946938835
"80","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - De minimis]","Other & Multiple",2050,"indian",946464.535133749,53192.2815609835
"81","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - De minimis]","Other & Multiple",2050,"pacific",8451809.86229807,1371538.80608307
"82","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - De minimis]","Other & Multiple",2080,"atlantic",5609871.14416023,-421298.227366034
"83","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - De minimis]","Other & Multiple",2080,"indian",952322.540259112,53495.9877063157
"84","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - De minimis]","Other & Multiple",2080,"pacific",8451631.88581792,1371461.08393984
"85","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Tiers]","Other & Multiple",2050,"atlantic",6670740.73122737,-514378.548077416
"86","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Tiers]","Other & Multiple",2050,"indian",1288680.36625037,69824.0863644378
"87","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Tiers]","Other & Multiple",2050,"pacific",13147805.2213805,2067232.6026623
"88","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Tiers]","Other & Multiple",2080,"atlantic",6689148.77635665,-512185.808820948
"89","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Tiers]","Other & Multiple",2080,"indian",1294014.84757638,70078.5689877011
"90","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Tiers]","Other & Multiple",2080,"pacific",13147476.4727779,2067084.80789237
"91","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Optional criteria]","Other & Multiple",2050,"atlantic",5692336.07427366,-431135.535996351
"92","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Optional criteria]","Other & Multiple",2050,"indian",984071.481263898,55068.2851406215
"93","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Optional criteria]","Other & Multiple",2050,"pacific",9151449.8524825,1479128.24783731
"94","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Optional criteria]","Other & Multiple",2080,"atlantic",5706438.10027018,-429302.906481162
"95","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Optional criteria]","Other & Multiple",2080,"indian",990484.44056676,55398.00055358
"96","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Optional criteria]","Other & Multiple",2080,"pacific",9147206.46916288,1477439.09724428
"97","RD/TN/RL/126/Rev.2 | Relevant Authorities","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities]","Other & Multiple",2050,"atlantic",3739541.35875344,-297687.756793547
"98","RD/TN/RL/126/Rev.2 | Relevant Authorities","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities]","Other & Multiple",2050,"indian",3514368.38262343,-425681.290946171
"99","RD/TN/RL/126/Rev.2 | Relevant Authorities","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities]","Other & Multiple",2050,"pacific",5907208.39703785,949055.292364225
"100","RD/TN/RL/126/Rev.2 | Relevant Authorities","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities]","Other & Multiple",2080,"atlantic",4107779.97565958,-305043.798207536
"101","RD/TN/RL/126/Rev.2 | Relevant Authorities","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities]","Other & Multiple",2080,"indian",3514540.70673461,-425535.996567415
"102","RD/TN/RL/126/Rev.2 | Relevant Authorities","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities]","Other & Multiple",2080,"pacific",6296528.53418523,1029409.31218083
"103","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Formula]","Other & Multiple",2050,"atlantic",6888107.81179993,-532490.382733624
"104","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Formula]","Other & Multiple",2050,"indian",1464296.79131884,77748.2644283604
"105","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Formula]","Other & Multiple",2050,"pacific",14295556.7768332,2230244.19244742
"106","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Formula]","Other & Multiple",2080,"atlantic",6908447.16817674,-531039.07491583
"107","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Formula]","Other & Multiple",2080,"indian",1471249.61941022,78065.8413251825
"108","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Formula]","Other & Multiple",2080,"pacific",14295217.866666,2230092.96605924
"109","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - De minimis]","Other & Multiple",2050,"atlantic",5586127.53541903,-422105.857679762
"110","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - De minimis]","Other & Multiple",2050,"indian",946133.499625776,53186.4949556552
"111","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - De minimis]","Other & Multiple",2050,"pacific",8422488.51739228,1367056.88484438
"112","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - De minimis]","Other & Multiple",2080,"atlantic",5598780.25968201,-420380.499618843
"113","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - De minimis]","Other & Multiple",2080,"indian",951669.63435166,53473.4599586045
"114","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - De minimis]","Other & Multiple",2080,"pacific",8422286.80989343,1366967.38742246
"115","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Tiers]","Other & Multiple",2050,"atlantic",6670601.32455269,-514313.30012719
"116","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Tiers]","Other & Multiple",2050,"indian",1288397.34522995,69820.3100117333
"117","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Tiers]","Other & Multiple",2050,"pacific",13118724.0708541,2063066.36393316
"118","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Tiers]","Other & Multiple",2080,"atlantic",6688627.22676946,-512140.948927782
"119","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Tiers]","Other & Multiple",2080,"indian",1293456.34948065,70061.6127182003
"120","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Tiers]","Other & Multiple",2080,"pacific",13118396.7621737,2062919.28548429
"121","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Optional criteria]","Other & Multiple",2050,"atlantic",5692336.07427366,-431135.535996351
"122","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Optional criteria]","Other & Multiple",2050,"indian",984071.481263898,55068.2851406215
"123","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Optional criteria]","Other & Multiple",2050,"pacific",9151449.8524825,1479128.24783731
"124","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Optional criteria]","Other & Multiple",2080,"atlantic",5706438.10027018,-429302.906481162
"125","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Optional criteria]","Other & Multiple",2080,"indian",990484.44056676,55398.00055358
"126","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Optional criteria]","Other & Multiple",2080,"pacific",9147206.46916288,1477439.09724428
"127","RD/TN/RL/136","Artisanal - Exemption","Other & Multiple",2050,"atlantic",3739150.41617811,-297646.39575801
"128","RD/TN/RL/136","Artisanal - Exemption","Other & Multiple",2050,"indian",3514368.38262343,-425681.290946171
"129","RD/TN/RL/136","Artisanal - Exemption","Other & Multiple",2050,"pacific",5885737.27380638,946278.579113938
"130","RD/TN/RL/136","Artisanal - Exemption","Other & Multiple",2080,"atlantic",4107080.81233221,-304979.048174776
"131","RD/TN/RL/136","Artisanal - Exemption","Other & Multiple",2080,"indian",3514540.70673461,-425535.996567415
"132","RD/TN/RL/136","Artisanal - Exemption","Other & Multiple",2080,"pacific",6257336.85025461,1023781.46176671
"133","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2050,"atlantic",1161144.41615531,-88047.7509769499
"134","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2050,"indian",0,0
"135","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2050,"pacific",73109.566116184,10269.8564975262
"136","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2080,"atlantic",1288466.27470094,-91074.754286278
"137","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2080,"indian",0,0
"138","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2080,"pacific",138511.86800164,21659.198416844
"139","RD/TN/RL/79/Rev.1","OFOC - Negative effects (Option A)","OFOC",2050,"atlantic",2565823.51287182,-203699.174452461
"140","RD/TN/RL/79/Rev.1","OFOC - Negative effects (Option A)","OFOC",2050,"indian",346.152073048055,9.99794905073941
"141","RD/TN/RL/79/Rev.1","OFOC - Negative effects (Option A)","OFOC",2050,"pacific",2478349.83884276,399996.412159555
"142","RD/TN/RL/79/Rev.1","OFOC - Negative effects (Option A)","OFOC",2080,"atlantic",2892048.95219891,-211054.974446286
"143","RD/TN/RL/79/Rev.1","OFOC - Negative effects (Option A)","OFOC",2080,"indian",686.970000907779,31.6158737642691
"144","RD/TN/RL/79/Rev.1","OFOC - Negative effects (Option A)","OFOC",2080,"pacific",2776211.06338911,462819.485241048
"145","RD/TN/RL/81","CAP - De minimis","OFOC",2050,"atlantic",307327.793117091,-20929.1136359833
"146","RD/TN/RL/81","CAP - De minimis","OFOC",2050,"indian",15394.6472151913,943.583923008293
"147","RD/TN/RL/81","CAP - De minimis","OFOC",2050,"pacific",622966.650340855,106470.215583622
"148","RD/TN/RL/81","CAP - De minimis","OFOC",2080,"atlantic",307667.112692654,-20852.8301433995
"149","RD/TN/RL/81","CAP - De minimis","OFOC",2080,"indian",15793.453210365,968.720339805819
"150","RD/TN/RL/81","CAP - De minimis","OFOC",2080,"pacific",622948.476353586,106461.88797982
"151","RD/TN/RL/87","IUU (Option A)","IUU",2050,"atlantic",15163.5883138776,-1011.66306517273
"152","RD/TN/RL/87","IUU (Option A)","IUU",2050,"indian",364.608204044402,22.6374411694705
"153","RD/TN/RL/87","IUU (Option A)","IUU",2050,"pacific",2068.95096370578,339.69426292181
"154","RD/TN/RL/87","IUU (Option A)","IUU",2080,"atlantic",15093.7345239669,-1016.79084122181
"155","RD/TN/RL/87","IUU (Option A)","IUU",2080,"indian",366.52837670967,22.7576003372669
"156","RD/TN/RL/87","IUU (Option A)","IUU",2080,"pacific",2366.43719029427,399.439253360033
"157","RD/TN/RL/89/Rev.2","IUU (Option C)","IUU",2050,"atlantic",0,0
"158","RD/TN/RL/89/Rev.2","IUU (Option C)","IUU",2050,"indian",0,0
"159","RD/TN/RL/89/Rev.2","IUU (Option C)","IUU",2050,"pacific",136.449418738484,19.1343886181712
"160","RD/TN/RL/89/Rev.2","IUU (Option C)","IUU",2080,"atlantic",0,0
"161","RD/TN/RL/89/Rev.2","IUU (Option C)","IUU",2080,"indian",0,0
"162","RD/TN/RL/89/Rev.2","IUU (Option C)","IUU",2080,"pacific",261.747529134154,40.8434853777289
"163","RD/TN/RL/91","OFOC - ABNJ","OFOC",2050,"atlantic",4141201.06159785,-329460.797043182
"164","RD/TN/RL/91","OFOC - ABNJ","OFOC",2050,"indian",3515679.30704505,-425153.953183748
"165","RD/TN/RL/91","OFOC - ABNJ","OFOC",2050,"pacific",6586053.61113238,1059364.21149009
"166","RD/TN/RL/91","OFOC - ABNJ","OFOC",2080,"atlantic",4508124.11350226,-336822.221966796
"167","RD/TN/RL/91","OFOC - ABNJ","OFOC",2080,"indian",3515849.5658406,-425009.387105396
"168","RD/TN/RL/91","OFOC - ABNJ","OFOC",2080,"pacific",6910606.82025027,1127085.42732875
"169","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2050,"atlantic",906263.785841152,-69274.3404662833
"170","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2050,"indian",0,0
"171","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2050,"pacific",46703.0051455796,6555.60480256379
"172","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2080,"atlantic",1025865.14209284,-72612.9504890554
"173","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2080,"indian",0,0
"174","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2080,"pacific",88816.4805145413,13882.2777887955
"175","RD/TN/RL/96 Rev.2","OFOC - List approach (revised)","OFOC",2050,"atlantic",2136285.69027108,-164567.186442044
"176","RD/TN/RL/96 Rev.2","OFOC - List approach (revised)","OFOC",2050,"indian",652432.934743818,37952.5797103876
"177","RD/TN/RL/96 Rev.2","OFOC - List approach (revised)","OFOC",2050,"pacific",11679314.9164262,1855389.18091109
"178","RD/TN/RL/96 Rev.2","OFOC - List approach (revised)","OFOC",2080,"atlantic",2320907.40792625,-166213.398287691
"179","RD/TN/RL/96 Rev.2","OFOC - List approach (revised)","OFOC",2080,"indian",653461.996861495,37991.1627471158
"180","RD/TN/RL/96 Rev.2","OFOC - List approach (revised)","OFOC",2080,"pacific",11672069.7347151,1853545.78587115
"181","RD/TN/RL/96/Rev.1","OFOC - List approach","OFOC",2050,"atlantic",1770656.12342808,-139628.244242784
"182","RD/TN/RL/96/Rev.1","OFOC - List approach","OFOC",2050,"indian",480207.793336071,-203985.823072326
"183","RD/TN/RL/96/Rev.1","OFOC - List approach","OFOC",2050,"pacific",11022131.1102338,1758101.12692774
"184","RD/TN/RL/96/Rev.1","OFOC - List approach","OFOC",2080,"atlantic",2001301.48503059,-143643.237907108
"185","RD/TN/RL/96/Rev.1","OFOC - List approach","OFOC",2080,"indian",481433.964780711,-204641.693500672
"186","RD/TN/RL/96/Rev.1","OFOC - List approach","OFOC",2080,"pacific",11021539.997964,1757913.27591669
"187","TN/RL/GEN/197/Rev.2","CAP - Tiers","OFOC",2050,"atlantic",3591026.8549666,-260490.284097843
