Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/113,Facilitator's working text - IUU,IUU
2020,biomass,Total,atlantic,116441600.43312888,116441600.43312888,0,RD/TN/RL/113,Facilitator's working text - IUU,IUU
2021,biomass,Total,atlantic,117873626.84021498,117874192.14277044,4.795835765900885e-6,RD/TN/RL/113,Facilitator's working text - IUU,IUU
2022,biomass,Total,atlantic,118904430.43515122,118905844.06694546,1.1888806742277157e-5,RD/TN/RL/113,Facilitator's working text - IUU,IUU
2023,biomass,Total,atlantic,119638243.54520532,119640606.47815263,1.9750648933716505e-5,RD/TN/RL/113,Facilitator's working text - IUU,IUU
2024,biomass,Total,atlantic,120155047.56433931,120158351.45295773,2.7496877454568896e-5,RD/TN/RL/113,Facilitator's working text - IUU,IUU
2025,biomass,Total,atlantic,120515016.75359493,120519193.55339861,3.4657919952117736e-5,RD/TN/RL/113,Facilitator's working text - IUU,IUU
2026,biomass,Total,atlantic,120762747.72711068,120767701.77621408,4.1022990919260025e-5,RD/TN/RL/113,Facilitator's working text - IUU,IUU
2027,biomass,Total,atlantic,120930900.3560358,120936528.01343712,4.653614076100307e-5,RD/TN/RL/113,Facilitator's working text - IUU,IUU
2028,biomass,Total,atlantic,121043156.8392782,121049357.72075646,5.122868272911613e-5,RD/TN/RL/113,Facilitator's working text - IUU,IUU
2029,biomass,Total,atlantic,121116540.67229795,121123223.44767421,5.517640562688875e-5,RD/TN/RL/113,Facilitator's working text - IUU,IUU
2030,biomass,Total,atlantic,121163189.98223498,121170274.79820046,5.847333638634334e-5,RD/TN/RL/113,Facilitator's working text - IUU,IUU
2031,biomass,Total,atlantic,121191690.36090621,121199109.27257788,6.121633958215232e-5,RD/TN/RL/113,Facilitator's working text - IUU,IUU
2032,biomass,Total,atlantic,121208063.935901,121215760.2437703,6.349666531568658e-5,RD/TN/RL/113,Facilitator's working text - IUU,IUU
