Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2020,biomass,Total,atlantic,116441600.43312888,116441600.43312888,0,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2021,biomass,Total,atlantic,117867840.1939844,118063179.23174314,0.0016572717158238662,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2022,biomass,Total,atlantic,118888434.17942129,119370760.7034226,0.004056967587556993,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2023,biomass,Total,atlantic,119610736.44754462,120411851.64526282,0.006697686357524709,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2024,biomass,Total,atlantic,120117375.84752016,121236316.94502988,0.009315397456985218,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2025,biomass,Total,atlantic,120470074.7451787,121889423.7812116,0.011781756083700808,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2026,biomass,Total,atlantic,120713959.8078028,122409258.60577546,0.01404393328387097,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2027,biomass,Total,atlantic,120881512.15484105,122826414.86455938,0.016089331404351086,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2028,biomass,Total,atlantic,120995842.57431413,123164742.14114043,0.017925405705524037,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2029,biomass,Total,atlantic,121073253.42781138,123442476.54257165,0.019568509540159408,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2030,biomass,Total,atlantic,121125169.28869204,123673398.58500193,0.021037983362783914,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2031,biomass,Total,atlantic,121159555.77755998,123867859.13386974,0.022353196484823715,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2032,biomass,Total,atlantic,121181944.20156348,124033621.47844426,0.02353219611774469,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2033,biomass,Total,atlantic,121196162.3661076,124176521.2358203,0.0245911983641006,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2034,biomass,Total,atlantic,121204851.14136976,124300968.33440527,0.025544498952639227,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2035,biomass,Total,atlantic,121209827.1816992,124410321.49772173,0.026404577833650727,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2036,biomass,Total,atlantic,121212336.36339553,124507164.12700592,0.027182280801291328,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2037,biomass,Total,atlantic,121213230.20522268,124593506.01283544,0.027887020269072218,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2038,biomass,Total,atlantic,121213088.32316148,124670930.25903471,0.028526968363799195,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2039,biomass,Total,atlantic,121212303.23402904,124740700.21349923,0.029109231367857008,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2040,biomass,Total,atlantic,121211138.97574908,124803837.4192145,0.02964000234486885,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
2041,biomass,Total,atlantic,121209771.56453882,124861178.64947426,0.030124692405605513,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Draft agreement (Nov 2021) [Managed exemption],Other & Multiple
