Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,WT/MIN(21)/W/5 | Full exemption,Chair's text - Draft agreement (Nov 2021) [Full exemption],Other & Multiple
2020,biomass,Total,atlantic,116441600.43312888,116441600.43312888,0,WT/MIN(21)/W/5 | Full exemption,Chair's text - Draft agreement (Nov 2021) [Full exemption],Other & Multiple
2021,biomass,Total,atlantic,117867424.12039044,118014467.72929288,0.001247533913630354,WT/MIN(21)/W/5 | Full exemption,Chair's text - Draft agreement (Nov 2021) [Full exemption],Other & Multiple
2022,biomass,Total,atlantic,118887142.4607517,119251331.3208435,0.0030633157846487514,WT/MIN(21)/W/5 | Full exemption,Chair's text - Draft agreement (Nov 2021) [Full exemption],Other & Multiple
2023,biomass,Total,atlantic,119608263.77475405,120214822.16073005,0.0050712080155119604,WT/MIN(21)/W/5 | Full exemption,Chair's text - Draft agreement (Nov 2021) [Full exemption],Other & Multiple
2024,biomass,Total,atlantic,120113627.41626275,120963023.09355801,0.007071601245973726,WT/MIN(21)/W/5 | Full exemption,Chair's text - Draft agreement (Nov 2021) [Full exemption],Other & Multiple
2025,biomass,Total,atlantic,120465141.07031585,121545300.51318485,0.00896657268046115,WT/MIN(21)/W/5 | Full exemption,Chair's text - Draft agreement (Nov 2021) [Full exemption],Other & Multiple
2026,biomass,Total,atlantic,120708058.4420827,122001455.49747635,0.010715084577507639,WT/MIN(21)/W/5 | Full exemption,Chair's text - Draft agreement (Nov 2021) [Full exemption],Other & Multiple
2027,biomass,Total,atlantic,120874926.06899503,122362477.62652004,0.012306535407317801,WT/MIN(21)/W/5 | Full exemption,Chair's text - Draft agreement (Nov 2021) [Full exemption],Other & Multiple
2028,biomass,Total,atlantic,120988869.62148206,122651929.57643892,0.01374556155586709,WT/MIN(21)/W/5 | Full exemption,Chair's text - Draft agreement (Nov 2021) [Full exemption],Other & Multiple
2029,biomass,Total,atlantic,121066171.35126737,122887442.86000003,0.015043603744999374,WT/MIN(21)/W/5 | Full exemption,Chair's text - Draft agreement (Nov 2021) [Full exemption],Other & Multiple
2030,biomass,Total,atlantic,121118215.37984003,123082077.80439082,0.016214426693721487,WT/MIN(21)/W/5 | Full exemption,Chair's text - Draft agreement (Nov 2021) [Full exemption],Other & Multiple
