Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124,Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula],Other & Multiple
2020,biomass,Total,atlantic,116441600.4331289,116441600.4331289,0,RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124,Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula],Other & Multiple
2021,biomass,Total,atlantic,117873629.10458377,118302086.33064555,0.003634886185455664,RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124,Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula],Other & Multiple
2022,biomass,Total,atlantic,118904437.51887377,119973435.4156556,0.008990395304734942,RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124,Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula],Other & Multiple
2023,biomass,Total,atlantic,119638257.27779822,121426246.49629067,0.014944962081324575,RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124,Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula],Other & Multiple
2024,biomass,Total,atlantic,120155068.67846416,122661026.4465986,0.020856030425486304,RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124,Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula],Other & Multiple
2025,biomass,Total,atlantic,120515044.8939693,123693719.90521377,0.02637575262110316,RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124,Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula],Other & Multiple
2026,biomass,Total,atlantic,120762781.649923,124547173.16473755,0.031337399346969816,RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124,Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula],Other & Multiple
2027,biomass,Total,atlantic,120930938.19713701,125246189.6308757,0.03568360171575065,RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124,Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula],Other & Multiple
2028,biomass,Total,atlantic,121043196.38085935,125814799.68428403,0.03942066506911266,RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124,Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula],Other & Multiple
