Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2020,biomass,Total,atlantic,116441600.43312888,116441600.43312888,0,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2021,biomass,Total,atlantic,117872175.7913331,117913752.20890088,3.5272461281610267e-4,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2022,biomass,Total,atlantic,118900035.27587065,119005424.55889025,8.863688120451702e-4,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2023,biomass,Total,atlantic,119629963.43331334,119808495.33913085,0.0014923678039660167,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2024,biomass,Total,atlantic,120142617.40181866,120395563.3265743,0.0021053805071488637,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2025,biomass,Total,atlantic,120498741.85191406,120822734.83268152,0.0026887665031857942,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2026,biomass,Total,atlantic,120743318.10656185,121132635.40650278,0.003224338257768743,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2027,biomass,Total,atlantic,120909204.4921656,121357211.64336108,0.0037053188223110873,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2028,biomass,Total,atlantic,121020130.42640828,121520140.6149717,0.00413162824070393,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2029,biomass,Total,atlantic,121093060.46360013,121638804.62639858,0.0045068161685656374,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2030,biomass,Total,atlantic,121140009.79481503,121725858.60670084,0.004836129804497334,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2031,biomass,Total,atlantic,121169410.97008507,121790446.16220665,0.005125346299446026,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2032,biomass,Total,atlantic,121187127.41736561,121839127.16644461,0.005380107301607473,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2033,biomass,Total,atlantic,121197196.1322242,121876576.01096159,0.005605574224639632,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2034,biomass,Total,atlantic,121202366.52959046,121906101.58546981,0.005806281478072823,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2035,biomass,Total,atlantic,121204488.01042701,121930030.97268632,0.005986106407189231,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2036,biomass,Total,atlantic,121204786.48442873,121949990.29246464,0.0061483034593823324,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2037,biomass,Total,atlantic,121204060.1356221,121967108.73760745,0.006295569646194458,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2038,biomass,Total,atlantic,121202816.93192239,121982165.75838917,0.006430121396473245,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2039,biomass,Total,atlantic,121201370.42415595,121995696.49800476,0.006553771389457006,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2040,biomass,Total,atlantic,121199905.89648522,122008066.79112482,0.006667999357440366,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2041,biomass,Total,atlantic,121198525.59511551,122019526.12563334,0.00677401417621634,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2042,biomass,Total,atlantic,121197279.30505984,122030244.75743276,0.006872806527911458,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2043,biomass,Total,atlantic,121196184.74898963,122040339.50740272,0.006965192511310706,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2044,biomass,Total,atlantic,121195240.97910643,122049891.53216974,0.0070518491168366625,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2045,biomass,Total,atlantic,121194436.99360603,122058958.44526508,0.007133342693812455,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2046,biomass,Total,atlantic,121193757.13645738,122067582.49320617,0.007210151557269663,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2047,biomass,Total,atlantic,121193184.36034812,122075796.00071853,0.007282683799660815,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2048,biomass,Total,atlantic,121192702.09407812,122083624.94387105,0.007351291244429321,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2049,biomass,Total,atlantic,121192295.21797888,122091091.25388035,0.007416280336013766,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2050,biomass,Total,atlantic,121191950.48530589,122098214.27114704,0.007477920622715231,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2051,biomass,Total,atlantic,121191656.61310497,122105011.63889916,0.007536451364057253,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2052,biomass,Total,atlantic,121191404.18771438,122111499.83396938,0.007592086686526526,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2053,biomass,Total,atlantic,121191185.47702125,122117694.46793929,0.007645019621445268,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2054,biomass,Total,atlantic,121190994.20612969,122123610.44726518,0.007695425285060681,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2055,biomass,Total,atlantic,121190825.32975739,122129262.05032979,0.007743463401779242,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2056,biomass,Total,atlantic,121190674.81960486,122134662.95851469,0.007789280324703034,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2057,biomass,Total,atlantic,121190539.47545317,122139826.26439106,0.00783301067102001,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2058,biomass,Total,atlantic,121190416.76297128,122144764.47087497,0.007874778661502846,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2059,biomass,Total,atlantic,121190304.67787528,122149489.48918942,0.007914699231622992,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
2060,biomass,Total,atlantic,121190201.63430296,122154012.63967307,0.00795287896523561,RD/TN/RL/95,Overfished - Negative effects + rebuttable (Option B),Overfished
