Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2020,biomass,Total,atlantic,116441600.43312888,116441600.43312888,0,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2021,biomass,Total,atlantic,117868339.46016276,118110461.76861677,0.0020541759522780044,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2022,biomass,Total,atlantic,118889993.2751135,119487651.79057647,0.005026987545368832,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2023,biomass,Total,atlantic,119613727.18475851,120606467.71548691,0.008299553521938051,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2024,biomass,Total,atlantic,120121906.8768856,121508784.93356667,0.011545588084132813,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2025,biomass,Total,atlantic,120476022.98711747,122235604.1362764,0.014605239329215551,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2026,biomass,Total,atlantic,120721045.65451138,122822962.45770143,0.017411353519961027,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2027,biomass,Total,atlantic,120889378.93482141,123300698.15751861,0.019946493595581153,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2028,biomass,Total,atlantic,121004121.02349448,123692638.3501944,0.022218394745232708,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2029,biomass,Total,atlantic,121081605.39484859,124017391.58078161,0.024246343417395146,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2030,biomass,Total,atlantic,121133312.13212669,124289304.22284131,0.026053874323788046,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2031,biomass,Total,atlantic,121167271.8295041,124519367.4647627,0.02766502525513138,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2032,biomass,Total,atlantic,121189080.13183878,124715990.53689678,0.029102542912456737,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2033,biomass,Total,atlantic,121202622.5970586,124885622.41856796,0.03038712977155283,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2034,biomass,Total,atlantic,121210588.41764188,125033234.46195665,0.031537228671339373,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2035,biomass,Total,atlantic,121214832.38541512,125162687.02902979,0.0325690723315283,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2036,biomass,Total,atlantic,121216628.84158847,125277004.40600646,0.033496852727394985,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2037,biomass,Total,atlantic,121216849.27547663,125378579.46083692,0.0343329348208215,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2038,biomass,Total,atlantic,121216086.22057404,125469325.5341234,0.035088076559491047,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2039,biomass,Total,atlantic,121214739.51432747,125550789.17043176,0.035771636959973666,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2040,biomass,Total,atlantic,121213076.25176111,125624233.98368411,0.03639176455484859,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2041,biomass,Total,atlantic,121211272.3894709,125690703.31013349,0.03695556388740368,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2042,biomass,Total,atlantic,121209441.57032177,125751067.27957217,0.037469240435494475,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2043,biomass,Total,atlantic,121207655.05985332,125806058.42227472,0.037938225602588214,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2044,biomass,Total,atlantic,121205955.50777197,125856298.81403925,0.03836728390767141,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2045,biomass,Total,atlantic,121204366.42424381,125902320.94734338,0.03876060460277169,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2046,biomass,Total,atlantic,121202898.68570998,125944583.92504734,0.039121879845736784,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2047,biomass,Total,atlantic,121201554.98411618,125983486.14440204,0.039454371364398305,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2048,biomass,Total,atlantic,121200332.85432881,126019375.32866578,0.03976096732447917,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2049,biomass,Total,atlantic,121199226.72030701,126052556.53858343,0.040044230888341484,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2050,biomass,Total,atlantic,121198229.26556934,126083298.63250484,0.040306441740426226,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2051,biomass,Total,atlantic,121197332.33966273,126111839.52480644,0.04054963166491578,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2052,biomass,Total,atlantic,121196527.54717109,126138390.50516352,0.04077561509399685,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2053,biomass,Total,atlantic,121195806.62056369,126163139.81721616,0.04098601540071477,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2054,biomass,Total,atlantic,121195161.6467981,126186255.64790925,0.041182287587163025,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2055,biomass,Total,atlantic,121194585.1958322,126207888.64368814,0.041365737914406044,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2056,biomass,Total,atlantic,121194070.38412341,126228174.04350552,0.04153754093270869,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2057,biomass,Total,atlantic,121193610.89576013,126247233.49887052,0.04169875429701538,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2058,biomass,Total,atlantic,121193200.97665438,126265176.63623047,0.041850331691074896,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2059,biomass,Total,atlantic,121192835.41224661,126282102.4055785,0.0419931341322311,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2060,biomass,Total,atlantic,121192509.49574149,126298100.25041905,0.04212793988606174,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2061,biomass,Total,atlantic,121192218.99153635,126313251.12743607,0.04225545318431176,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2062,biomass,Total,atlantic,121191960.09688915,126327628.39891204,0.0423763119097759,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2063,biomass,Total,atlantic,121191729.40377082,126341298.61677693,0.04249109438689042,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2064,biomass,Total,atlantic,121191523.86210081,126354322.21386251,0.04260032539599262,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2065,biomass,Total,atlantic,121191340.74506244,126366754.11529729,0.04270448151177585,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2066,biomass,Total,atlantic,121191177.61685994,126378644.28085382,0.04280399585185817,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2067,biomass,Total,atlantic,121191032.30306062,126390038.18733793,0.04289926230908106,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2068,biomass,Total,atlantic,121190902.86352482,126400977.25870562,0.04299063933080808,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2069,biomass,Total,atlantic,121190787.56783932,126411499.25043893,0.043078453299737744,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2070,biomass,Total,atlantic,121190684.87311903,126421638.59375942,0.0431630015633376,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2071,biomass,Total,atlantic,121190593.40401386,126431426.7044651,0.043244555152724184,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2072,biomass,Total,atlantic,121190511.9347472,126440892.26051475,0.04332336122645077,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2073,biomass,Total,atlantic,121190439.37301037,126450061.45192699,0.04339964527010342,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2074,biomass,Total,atlantic,121190374.7455428,126458958.20609169,0.043473613078687696,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2075,biomass,Total,atlantic,121190317.18523616,126467604.39119324,0.04354545254544464,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2076,biomass,Total,atlantic,121190265.91961198,126476020.00010575,0.04361533527783435,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2077,biomass,Total,atlantic,121190220.26053342,126484223.31682965,0.0436834180589427,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2078,biomass,Total,atlantic,121190179.59502393,126492231.0672903,0.04374984417041064,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2079,biomass,Total,atlantic,121190143.37707748,126500058.55610478,0.04381474459111539,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2080,biomass,Total,atlantic,121190111.12035528,126507719.79073599,0.04387823908420823,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2019,price,Total,atlantic,1350.1688088039182,1350.1688088039182,0,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2020,price,Total,atlantic,1329.7842004006986,1340.9562025266014,0.00840136476470116,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2021,price,Total,atlantic,1315.083820744038,1331.814087605625,0.012721825481908504,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
2022,price,Total,atlantic,1304.5826990046212,1323.8406818498227,0.014761795369427363,TN/RL/GEN/200/Rev.1,S&DT,Other & Multiple
