Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name
2032,profits_fleet,affected_oa,atlantic,2461793.6994161606,732048.0596613884,-0.7026363095189491,Effective,Fuel subsidies
2033,profits_fleet,affected_oa,atlantic,2746014.2582674026,1762280.158263445,-0.35824071089297427,Effective,Fuel subsidies
2034,profits_fleet,affected_oa,atlantic,2774364.3409752846,2236581.5787172318,-0.19383999221565962,Effective,Fuel subsidies
2035,profits_fleet,affected_oa,atlantic,2687812.1950597763,2419198.735474825,-0.09993758495428566,Effective,Fuel subsidies
2036,profits_fleet,affected_oa,atlantic,2562154.268131733,2461105.8650934696,-0.03943884421602202,Effective,Fuel subsidies
2037,profits_fleet,affected_oa,atlantic,2434994.575140476,2444559.2051923275,0.003927988238454077,Effective,Fuel subsidies
2038,profits_fleet,affected_oa,atlantic,2322536.356537342,2411483.543218136,0.038297435659265494,Effective,Fuel subsidies
2039,profits_fleet,affected_oa,atlantic,2229687.53346014,2381065.2033588886,0.06789187616070715,Effective,Fuel subsidies
2040,profits_fleet,affected_oa,atlantic,2155911.6625595093,2360331.285845518,0.09481818148491336,Effective,Fuel subsidies
2041,profits_fleet,affected_oa,atlantic,2098456.6358504295,2350293.1162412167,0.12001033335088518,Effective,Fuel subsidies
2042,profits_fleet,affected_oa,atlantic,2054022.4722194672,2349362.7199606895,0.14378627874606137,Effective,Fuel subsidies
2043,profits_fleet,affected_oa,atlantic,2019537.099989891,2355144.456178665,0.16618033716263694,Effective,Fuel subsidies
2044,profits_fleet,affected_oa,atlantic,1992448.2013111115,2365293.435124159,0.18712919792228483,Effective,Fuel subsidies
2045,profits_fleet,affected_oa,atlantic,1970771.2299909592,2377862.3632011414,0.2065643779527113,Effective,Fuel subsidies
2046,profits_fleet,affected_oa,atlantic,1953028.9017472267,2391385.6833844185,0.2244497156417026,Effective,Fuel subsidies
2047,profits_fleet,affected_oa,atlantic,1938154.1873755455,2404842.3136298656,0.2407899894106271,Effective,Fuel subsidies
2048,profits_fleet,affected_oa,atlantic,1925392.0613851547,2417573.2657413483,0.25562648471818844,Effective,Fuel subsidies
2049,profits_fleet,affected_oa,atlantic,1914214.846976757,2429192.422608137,0.26902809600746613,Effective,Fuel subsidies
2050,profits_fleet,affected_oa,atlantic,1904255.3589100838,2439507.431746483,0.2810820882461662,Effective,Fuel subsidies
2051,profits_fleet,affected_oa,atlantic,1895257.014635086,2448456.3529691696,0.29188618433400015,Effective,Fuel subsidies
2052,profits_fleet,affected_oa,atlantic,1887038.114516735,2456060.1634407043,0.30154242489675104,Effective,Fuel subsidies
2053,profits_fleet,affected_oa,atlantic,1879467.080766201,2462388.8933415413,0.3101527121920651,Effective,Fuel subsidies
2054,profits_fleet,affected_oa,atlantic,1872445.739921093,2467538.5061929226,0.3178157602029672,Effective,Fuel subsidies
2055,profits_fleet,affected_oa,atlantic,1865898.2797427177,2471615.771705866,0.32462514089817823,Effective,Fuel subsidies
2056,profits_fleet,affected_oa,atlantic,1859764.081920147,2474728.825597286,0.33066814745782586,Effective,Fuel subsidies
2057,profits_fleet,affected_oa,atlantic,1853993.1292886734,2476981.62571764,0.3360252455023877,Effective,Fuel subsidies
2058,profits_fleet,affected_oa,atlantic,1848543.0815634727,2478470.9844412804,0.34076993344673534,Effective,Fuel subsidies
2059,profits_fleet,affected_oa,atlantic,1843377.4084358215,2479285.242377758,0.34496887671067283,Effective,Fuel subsidies
2060,profits_fleet,affected_oa,atlantic,1838464.1793851852,2479503.944211483,0.34868221639252867,Effective,Fuel subsidies
2061,profits_fleet,affected_oa,atlantic,1833775.2545785904,2479198.0925774574,0.35196398052998484,Effective,Fuel subsidies
2062,profits_fleet,affected_oa,atlantic,1829285.7178516388,2478430.708142519,0.3548625476906107,Effective,Fuel subsidies
2063,profits_fleet,affected_oa,atlantic,1824973.4555077553,2477257.5270266533,0.35742112826370703,Effective,Fuel subsidies
2064,profits_fleet,affected_oa,atlantic,1820818.8240041733,2475727.735346079,0.35967824074978066,Effective,Fuel subsidies
2065,profits_fleet,affected_oa,atlantic,1816804.3738145828,2473884.6845748425,0.3616681686981226,Effective,Fuel subsidies
2066,profits_fleet,affected_oa,atlantic,1812914.6111578941,2471766.558769226,0.3634213898196388,Effective,Fuel subsidies
2067,profits_fleet,affected_oa,atlantic,1809135.7873530388,2469406.9811968803,0.3649649730327261,Effective,Fuel subsidies
2068,profits_fleet,affected_oa,atlantic,1805455.7103157043,2466835.5574941635,0.36632294184763436,Effective,Fuel subsidies
2069,profits_fleet,affected_oa,atlantic,1801863.574895382,2464078.357388258,0.36751660431968325,Effective,Fuel subsidies
2070,profits_fleet,affected_oa,atlantic,1798349.8100876808,2461158.3396975994,0.3685648508938328,Effective,Fuel subsidies
2071,profits_fleet,affected_oa,atlantic,1794905.9416499138,2458095.7262387276,0.3694844221080445,Effective,Fuel subsidies
2072,profits_fleet,affected_oa,atlantic,1791524.4688692093,2454908.330278635,0.3702901483830396,Effective,Fuel subsidies
2073,profits_fleet,affected_oa,atlantic,1788198.7542786598,2451611.8450171947,0.37099516435249313,Effective,Fuel subsidies
2074,profits_fleet,affected_oa,atlantic,1784922.9253277779,2448220.096965313,0.37161109996709196,Effective,Fuel subsidies
2075,profits_fleet,affected_oa,atlantic,1781691.786749363,2444745.26864028,0.37214825079293634,Effective,Fuel subsidies
2076,profits_fleet,affected_oa,atlantic,1778500.7427725792,2441198.0943291187,0.3726157294280535,Effective,Fuel subsidies
2077,profits_fleet,affected_oa,atlantic,1775345.7280602455,2437588.0323750973,0.37302160015808417,Effective,Fuel subsidies
2078,profits_fleet,affected_oa,atlantic,1772223.14646101,2433923.416758299,0.37337299855193307,Effective,Fuel subsidies
2079,profits_fleet,affected_oa,atlantic,1769129.816827774,2430211.590631485,0.3736762376144315,Effective,Fuel subsidies
2080,profits_fleet,affected_oa,atlantic,1766062.9250297546,2426459.0238859653,0.37393690196236035,Effective,Fuel subsidies
2081,profits_fleet,affected_oa,atlantic,1763019.9814720154,2422671.4167892933,0.3741599313959611,Effective,Fuel subsidies
2082,profits_fleet,affected_oa,atlantic,1759998.7835769653,2418853.7912843227,0.3743496949289485,Effective,Fuel subsidies
2083,profits_fleet,affected_oa,atlantic,1756997.3825497627,2415010.571442127,0.3745100564335803,Effective,Fuel subsidies
2084,profits_fleet,affected_oa,atlantic,1754014.054010868,2411145.654419899,0.3746444328119159,Effective,Fuel subsidies
2085,profits_fleet,affected_oa,atlantic,1751047.2720503807,2407262.472939968,0.37475584546680757,Effective,Fuel subsidies
2086,profits_fleet,affected_oa,atlantic,1748095.686223507,2403364.050433159,0.3748469659720166,Effective,Fuel subsidies
2087,profits_fleet,affected_oa,atlantic,1745158.101290226,2399453.0495870113,0.3749201564105015,Effective,Fuel subsidies
2088,profits_fleet,affected_oa,atlantic,1742233.459227085,2395531.8151767254,0.37497750516137257,Effective,Fuel subsidies
2089,profits_fleet,affected_oa,atlantic,1739320.8233828545,2391602.4117991924,0.37502085851401296,Effective,Fuel subsidies
2090,profits_fleet,affected_oa,atlantic,1736419.3644161224,2387666.657127857,0.37505184868214086,Effective,Fuel subsidies
2091,profits_fleet,affected_oa,atlantic,1733528.3478999138,2383726.151244402,0.3750719185712605,Effective,Fuel subsidies
2092,profits_fleet,affected_oa,atlantic,1730647.12332201,2379782.3024737835,0.37508234371068444,Effective,Fuel subsidies
2093,profits_fleet,affected_oa,atlantic,1727775.114414215,2375836.350162983,0.3750842516148212,Effective,Fuel subsidies
2094,profits_fleet,affected_oa,atlantic,1724911.810529232,2371889.3847515583,0.3750786389617349,Effective,Fuel subsidies
2095,profits_fleet,affected_oa,atlantic,1722056.7590765953,2367942.3654477596,0.37506638673019255,Effective,Fuel subsidies
2096,profits_fleet,affected_oa,atlantic,1719209.5588011742,2363996.1358470917,0.3750482736354346,Effective,Fuel subsidies
2097,profits_fleet,affected_oa,atlantic,1716369.8538441658,2360051.437623501,0.3750249879637986,Effective,Fuel subsidies
2098,profits_fleet,affected_oa,atlantic,1713537.328499794,2356108.9227178097,0.3749971381017936,Effective,Fuel subsidies
2099,profits_fleet,affected_oa,atlantic,1710711.7025661469,2352169.1639118195,0.37496526175828265,Effective,Fuel subsidies
2100,profits_fleet,affected_oa,atlantic,1707892.7272510529,2348232.6643071175,0.3749298341979165,Effective,Fuel subsidies
2019,profits_fleet,unaffected_oa,atlantic,-20083262.411473982,-20083262.411473982,0,Effective,Fuel subsidies
2020,profits_fleet,unaffected_oa,atlantic,-14007640.453890169,-11691673.13505193,0.16533600547942776,Effective,Fuel subsidies
2021,profits_fleet,unaffected_oa,atlantic,-9974918.699278891,-6517770.0349906925,0.34658414454426817,Effective,Fuel subsidies
2022,profits_fleet,unaffected_oa,atlantic,-7162582.231760066,-3106349.0839366727,0.566308771972961,Effective,Fuel subsidies
2023,profits_fleet,unaffected_oa,atlantic,-5177037.930725703,-848523.6428295389,0.8360986235403928,Effective,Fuel subsidies
2024,profits_fleet,unaffected_oa,atlantic,-3778337.101003808,598424.6818990714,1.1583830838545575,Effective,Fuel subsidies
2025,profits_fleet,unaffected_oa,atlantic,-2798288.3980862303,1470988.2042745454,1.525674267627513,Effective,Fuel subsidies
2026,profits_fleet,unaffected_oa,atlantic,-2113663.7884117034,1944718.2629342927,1.9200698207521625,Effective,Fuel subsidies
2027,profits_fleet,unaffected_oa,atlantic,-1634352.5808328968,2150445.3176426445,2.315778090273971,Effective,Fuel subsidies
2028,profits_fleet,unaffected_oa,atlantic,-1295657.6313017574,2183618.486254009,2.6853360282068577,Effective,Fuel subsidies
2029,profits_fleet,unaffected_oa,atlantic,-1052166.8183388826,2111833.748221,3.0071282532508254,Effective,Fuel subsidies
2030,profits_fleet,unaffected_oa,atlantic,-872714.1114670736,1981391.5386772277,3.2703787100983335,Effective,Fuel subsidies
2031,profits_fleet,unaffected_oa,atlantic,-736348.8962623412,1822863.6042975853,3.475543337608465,Effective,Fuel subsidies
2032,profits_fleet,unaffected_oa,atlantic,-629238.3540924507,1655601.80739292,3.6311203006383668,Effective,Fuel subsidies
2033,profits_fleet,unaffected_oa,atlantic,-542378.3465136151,1491223.3831797824,3.7494154085709774,Effective,Fuel subsidies
2034,profits_fleet,unaffected_oa,atlantic,-469960.8449425008,1336193.4164892647,3.8432015791714447,Effective,Fuel subsidies
2035,profits_fleet,unaffected_oa,atlantic,-408246.22775417124,1193666.989304395,3.9238898198054413,Effective,Fuel subsidies
2036,profits_fleet,unaffected_oa,atlantic,-354806.6452760091,1064758.216360346,4.000953422200014,Effective,Fuel subsidies
2037,profits_fleet,unaffected_oa,atlantic,-308031.8664140479,949385.9830984084,4.08210314131029,Effective,Fuel subsidies
2038,profits_fleet,unaffected_oa,atlantic,-266814.69332329615,846819.2110554595,4.173810259502384,Effective,Fuel subsidies
2039,profits_fleet,unaffected_oa,atlantic,-230355.56838603655,756016.1588566963,4.281953043955692,Effective,Fuel subsidies
2040,profits_fleet,unaffected_oa,atlantic,-198044.0908371976,675827.0123757677,4.41250783862737,Effective,Fuel subsidies
2041,profits_fleet,unaffected_oa,atlantic,-169388.81140152644,605108.5285985214,4.572305181150049,Effective,Fuel subsidies
2042,profits_fleet,unaffected_oa,atlantic,-143976.4989410186,542783.9119101065,4.769947983889116,Effective,Fuel subsidies
2043,profits_fleet,unaffected_oa,atlantic,-121448.87942914676,487869.8036147782,5.017079498040172,Effective,Fuel subsidies
2044,profits_fleet,unaffected_oa,atlantic,-101489.40878777218,439484.38740892627,5.330347300849357,Effective,Fuel subsidies
2045,profits_fleet,unaffected_oa,atlantic,-83815.60658829566,396845.2995611611,5.734742319655038,Effective,Fuel subsidies
2046,profits_fleet,unaffected_oa,atlantic,-68174.34992262069,359262.5548213243,6.269761357887457,Effective,Fuel subsidies
2047,profits_fleet,unaffected_oa,atlantic,-54338.67392905208,326129.48852888774,7.00179328915355,Effective,Fuel subsidies
2048,profits_fleet,unaffected_oa,atlantic,-42105.30582733743,296913.3518767528,8.051684960900529,Effective,Fuel subsidies
2049,profits_fleet,unaffected_oa,atlantic,-31292.54793313041,271146.3836305678,9.664886739487793,Effective,Fuel subsidies
2050,profits_fleet,unaffected_oa,atlantic,-21738.33695445163,248417.714813823,12.427631991091728,Effective,Fuel subsidies
2051,profits_fleet,unaffected_oa,atlantic,-13298.415247519268,228366.20847703365,18.172437784993505,Effective,Fuel subsidies
2052,profits_fleet,unaffected_oa,atlantic,-5844.599992218544,210674.20811646082,37.04595838841852,Effective,Fuel subsidies
2053,profits_fleet,unaffected_oa,atlantic,736.8443714872701,195062.11139195913,263.7263369851622,Effective,Fuel subsidies
2054,profits_fleet,unaffected_oa,atlantic,6546.720911895973,181283.66762117855,26.690758482123478,Effective,Fuel subsidies
2055,profits_fleet,unaffected_oa,atlantic,11674.294981597108,169121.8987697455,13.486690548452176,Effective,Fuel subsidies
2056,profits_fleet,unaffected_oa,atlantic,16198.566178203328,158385.55340990645,8.777751417469831,Effective,Fuel subsidies
2057,profits_fleet,unaffected_oa,atlantic,20189.4189493428,148906.01557863317,6.375448295577637,Effective,Fuel subsidies
2058,profits_fleet,unaffected_oa,atlantic,23708.65668239561,140534.60276297072,4.927564966906028,Effective,Fuel subsidies
2059,profits_fleet,unaffected_oa,atlantic,26810.926405611797,133140.1981446807,3.9658932380946417,Effective,Fuel subsidies
2060,profits_fleet,unaffected_oa,atlantic,29544.54253671912,126607.17141404736,3.2852980802357994,Effective,Fuel subsidies
2061,profits_fleet,unaffected_oa,atlantic,31952.218658384634,120833.54994958162,2.7816951380267763,Effective,Fuel subsidies
2062,profits_fleet,unaffected_oa,atlantic,34071.716305477545,115729.4082044547,2.3966415770446363,Effective,Fuel subsidies
2063,profits_fleet,unaffected_oa,atlantic,35936.41939196375,111215.44799367327,2.0947837841224586,Effective,Fuel subsidies
2064,profits_fleet,unaffected_oa,atlantic,37575.84234411409,107221.74630328175,1.8534755208242735,Effective,Fuel subsidies
2065,profits_fleet,unaffected_oa,atlantic,39016.07933966257,103686.65044158569,1.6575363849073625,Effective,Fuel subsidies
2066,profits_fleet,unaffected_oa,atlantic,40280.201352763106,100555.80300062278,1.496407654966326,Effective,Fuel subsidies
2067,profits_fleet,unaffected_oa,atlantic,41388.60701330239,97781.28130878846,1.3625168461784987,Effective,Fuel subsidies
2068,profits_fleet,unaffected_oa,atlantic,42359.33263880655,95320.83793736121,1.250291305345901,Effective,Fuel subsidies
2069,profits_fleet,unaffected_oa,atlantic,43208.326194819296,93137.23043713428,1.1555389583293205,Effective,Fuel subsidies
2070,profits_fleet,unaffected_oa,atlantic,43949.68939345295,91197.62987627205,1.075046061414429,Effective,Fuel subsidies
2071,profits_fleet,unaffected_oa,atlantic,44595.89165277011,89473.09897744714,1.0063081073498268,Effective,Fuel subsidies
2072,profits_fleet,unaffected_oa,atlantic,45157.95920306782,87938.13171541679,0.9473451251411443,Effective,Fuel subsidies
2073,profits_fleet,unaffected_oa,atlantic,45645.6422388528,86570.2471885673,0.896572004301435,Effective,Fuel subsidies
2074,profits_fleet,unaffected_oa,atlantic,46067.562678007525,85349.63140222244,0.8527056010924585,Effective,Fuel subsidies
2075,profits_fleet,unaffected_oa,atlantic,46431.34478469868,84258.8213488881,0.8146969841083594,Effective,Fuel subsidies
2076,profits_fleet,unaffected_oa,atlantic,46743.73065270996,83282.42641438858,0.7816812062594816,Effective,Fuel subsidies
2077,profits_fleet,unaffected_oa,atlantic,47010.68230595905,82406.88272193505,0.7529395167168035,Effective,Fuel subsidies
2078,profits_fleet,unaffected_oa,atlantic,47237.47197220754,81620.2365367565,0.7278705470262736,Effective,Fuel subsidies
2079,profits_fleet,unaffected_oa,atlantic,47428.761903600185,80911.95330561744,0.7059680678587488,Effective,Fuel subsidies
2080,profits_fleet,unaffected_oa,atlantic,47588.674954766524,80272.74930746935,0.686803622579728,Effective,Fuel subsidies
2081,profits_fleet,unaffected_oa,atlantic,47720.856990374974,79694.44324610848,0.6700128260936805,Effective,Fuel subsidies
2082,profits_fleet,unaffected_oa,atlantic,47828.53207055526,79169.82542775443,0.6552844505234953,Effective,Fuel subsidies
2083,profits_fleet,unaffected_oa,atlantic,47914.551249419106,78692.54244562681,0.6423516529664011,Effective,Fuel subsidies
2084,profits_fleet,unaffected_oa,atlantic,47981.435726232594,78256.99553679407,0.6309848663825853,Effective,Fuel subsidies
2085,profits_fleet,unaffected_oa,atlantic,48031.41500473686,77858.25099176611,0.6209859939393358,Effective,Fuel subsidies
2086,profits_fleet,unaffected_oa,atlantic,48066.46063647373,77491.96119235514,0.6121836342065261,Effective,Fuel subsidies
2087,profits_fleet,unaffected_oa,atlantic,48088.31606097927,77154.29501663696,0.6044291282481183,Effective,Fuel subsidies
2088,profits_fleet,unaffected_oa,atlantic,48098.522993504186,76841.87650268164,0.5975932673246392,Effective,Fuel subsidies
2089,profits_fleet,unaffected_oa,atlantic,48098.444760705344,76551.73079058528,0.5915635353999059,Effective,Fuel subsidies
2090,profits_fleet,unaffected_oa,atlantic,48089.286935597076,76281.23648094002,0.5862417877623893,Effective,Fuel subsidies
2091,profits_fleet,unaffected_oa,atlantic,48072.115587214124,76028.08364989178,0.5815422874817929,Effective,Fuel subsidies
2092,profits_fleet,unaffected_oa,atlantic,48047.873417861876,75790.23684717272,0.5773900373912819,Effective,Fuel subsidies
2093,profits_fleet,unaffected_oa,atlantic,48017.39403464121,75565.90248890978,0.5737193574977065,Effective,Fuel subsidies
2094,profits_fleet,unaffected_oa,atlantic,47981.41456947161,75353.50012091245,0.5704726673243278,Effective,Fuel subsidies
2095,profits_fleet,unaffected_oa,atlantic,47940.58683974086,75151.63709609327,0.5675994402679175,Effective,Fuel subsidies
2096,profits_fleet,unaffected_oa,atlantic,47895.487218025024,74959.08625860454,0.5650553029637911,Effective,Fuel subsidies
2097,profits_fleet,unaffected_oa,atlantic,47846.625359693426,74774.76627838542,0.5628012574817154,Effective,Fuel subsidies
2098,profits_fleet,unaffected_oa,atlantic,47794.451921957894,74597.72432238888,0.560803007934838,Effective,Fuel subsidies
2099,profits_fleet,unaffected_oa,atlantic,47739.3653884494,74427.12078319502,0.5590303762438107,Effective,Fuel subsidies
2100,profits_fleet,unaffected_oa,atlantic,47681.71810634446,74262.21582304803,0.5574567941830688,Effective,Fuel subsidies
2019,profits_total,Total,atlantic,-2505821455.9450574,-4113631672.17596,-0.6416299981853757,Effective,Fuel subsidies
2020,profits_total,Total,atlantic,-1908260975.010483,-3043825659.587693,-0.5950782935080313,Effective,Fuel subsidies
2021,profits_total,Total,atlantic,-1516185869.3566904,-2369085353.903981,-0.5625296355711134,Effective,Fuel subsidies
2022,profits_total,Total,atlantic,-1245256992.3749628,-1909340071.7810285,-0.5332899822867261,Effective,Fuel subsidies
2023,profits_total,Total,atlantic,-1056654094.8248998,-1589805694.7224033,-0.5045658768642287,Effective,Fuel subsidies
2024,profits_total,Total,atlantic,-926998071.7202235,-1369134171.0736792,-0.476954713112819,Effective,Fuel subsidies
2025,profits_total,Total,atlantic,-839640257.8066174,-1219218352.5914536,-0.45207229078844274,Effective,Fuel subsidies
2026,profits_total,Total,atlantic,-782089981.122296,-1119367320.1727724,-0.43125132298266344,Effective,Fuel subsidies
2027,profits_total,Total,atlantic,-745026468.1336626,-1054216291.9462597,-0.41500515355801626,Effective,Fuel subsidies
2028,profits_total,Total,atlantic,-721666524.4552025,-1012552957.507091,-0.40307596818555963,Effective,Fuel subsidies
2029,profits_total,Total,atlantic,-707219630.97928,-986398627.857577,-0.39475572318562563,Effective,Fuel subsidies
2030,profits_total,Total,atlantic,-698403880.5426056,-970225740.9183486,-0.3892043958354848,Effective,Fuel subsidies
2031,profits_total,Total,atlantic,-693037032.5045758,-960305746.2765007,-0.385648531372182,Effective,Fuel subsidies
2032,profits_total,Total,atlantic,-689710460.6688923,-954189253.715707,-0.38346350842688237,Effective,Fuel subsidies
2033,profits_total,Total,atlantic,-687542141.0074109,-950309575.9208218,-0.3821837517165054,Effective,Fuel subsidies
2034,profits_total,Total,atlantic,-685997503.2763194,-947692144.7613572,-0.3814804576331342,Effective,Fuel subsidies
2035,profits_total,Total,atlantic,-684764326.2747431,-945748874.4727095,-0.3811304680805663,Effective,Fuel subsidies
2036,profits_total,Total,atlantic,-683668288.2701257,-944137148.7850137,-0.3809871906944051,Effective,Fuel subsidies
2037,profits_total,Total,atlantic,-682617739.7113361,-942665887.0373954,-0.38095720664398175,Effective,Fuel subsidies
2038,profits_total,Total,atlantic,-681568690.4464504,-941234679.7763073,-0.3809828605239584,Effective,Fuel subsidies
2039,profits_total,Total,atlantic,-680503313.2767458,-939795424.9787701,-0.3810299033717943,Effective,Fuel subsidies
2040,profits_total,Total,atlantic,-679417203.0037735,-938328836.1594208,-0.3810790071416685,Effective,Fuel subsidies
2041,profits_total,Total,atlantic,-678312132.2735664,-936830512.0613222,-0.3811200883599915,Effective,Fuel subsidies
2042,profits_total,Total,atlantic,-677192147.0495797,-935302985.6637154,-0.38114859975663357,Effective,Fuel subsidies
2043,profits_total,Total,atlantic,-676061617.9753659,-933751403.9972843,-0.38116316496953984,Effective,Fuel subsidies
2044,profits_total,Total,atlantic,-674924387.5312152,-932181340.7404189,-0.3811641095830244,Effective,Fuel subsidies
2045,profits_total,Total,atlantic,-673783496.0334386,-930597812.2868336,-0.3811525775939307,Effective,Fuel subsidies
2046,profits_total,Total,atlantic,-672641187.4853749,-929004937.8034459,-0.38113002160404436,Effective,Fuel subsidies
2047,profits_total,Total,atlantic,-671499030.4052128,-927405917.8512222,-0.38109792547516214,Effective,Fuel subsidies
2048,profits_total,Total,atlantic,-670358068.4748785,-925803150.1773839,-0.3810576671116446,Effective,Fuel subsidies
2049,profits_total,Total,atlantic,-669218961.3562932,-924198387.2464547,-0.38101046236556063,Effective,Fuel subsidies
2050,profits_total,Total,atlantic,-668082100.6836828,-922592889.5658268,-0.38095735332781705,Effective,Fuel subsidies
2051,profits_total,Total,atlantic,-666947698.6570202,-920987556.0837235,-0.3808992188416622,Effective,Fuel subsidies
2052,profits_total,Total,atlantic,-665815852.1861835,-919383026.9910284,-0.3808367943963273,Effective,Fuel subsidies
2053,profits_total,Total,atlantic,-664686587.3943609,-917779760.8119313,-0.38077069436547734,Effective,Fuel subsidies
2054,profits_total,Total,atlantic,-663559889.357248,-916178090.1548431,-0.38070143305722076,Effective,Fuel subsidies
2055,profits_total,Total,atlantic,-662435721.269288,-914578260.9256767,-0.38062944306997876,Effective,Fuel subsidies
2056,profits_total,Total,atlantic,-661314036.3305427,-912980459.3144675,-0.38055509055932873,Effective,Fuel subsidies
2057,profits_total,Total,atlantic,-660194784.7942083,-911384830.0567003,-0.38047868757520015,Effective,Fuel subsidies
2058,profits_total,Total,atlantic,-659077917.9024926,-909791488.6413295,-0.3804005018658943,Effective,Fuel subsidies
2059,profits_total,Total,atlantic,-657963389.8904788,-908200529.4171832,-0.3803207646072185,Effective,Fuel subsidies
2060,profits_total,Total,atlantic,-656851158.8368158,-906612030.974172,-0.3802396764887268,Effective,Fuel subsidies
2061,profits_total,Total,atlantic,-655741186.8596421,-905026059.7442337,-0.3801574125279852,Effective,Fuel subsidies
2062,profits_total,Total,atlantic,-654633439.9657648,-903442672.4537438,-0.38007412591234413,Effective,Fuel subsidies
2063,profits_total,Total,atlantic,-653527887.7369844,-901861917.8418738,-0.3799899511018766,Effective,Fuel subsidies
2064,profits_total,Total,atlantic,-652424502.9583288,-900283837.9102869,-0.379905006369433,Effective,Fuel subsidies
2065,profits_total,Total,atlantic,-651323261.2442731,-898708468.8721689,-0.3798193959099461,Effective,Fuel subsidies
2066,profits_total,Total,atlantic,-650224140.6901668,-897135841.9042624,-0.3797332116153306,Effective,Fuel subsidies
2067,profits_total,Total,atlantic,-649127121.5599107,-895565983.7659577,-0.3796465345860644,Effective,Fuel subsidies
2068,profits_total,Total,atlantic,-648032186.0118455,-893998917.3240972,-0.37955943643168927,Effective,Fuel subsidies
2069,profits_total,Total,atlantic,-646939317.860889,-892434662.0071591,-0.37947198039841334,Effective,Fuel subsidies
2070,profits_total,Total,atlantic,-645848502.3729488,-890873234.2038552,-0.3793842223534576,Effective,Fuel subsidies
2071,profits_total,Total,atlantic,-644759726.0872734,-889314647.615173,-0.37929621164768157,Effective,Fuel subsidies
2072,profits_total,Total,atlantic,-643672976.6626846,-887758913.5669042,-0.379207991874626,Effective,Fuel subsidies
2073,profits_total,Total,atlantic,-642588242.7441242,-886206041.2870448,-0.3791196015391899,Effective,Fuel subsidies
2074,profits_total,Total,atlantic,-641505513.8463548,-884656038.1523836,-0.3790310746483545,Effective,Fuel subsidies
2075,profits_total,Total,atlantic,-640424780.2524009,-883108909.9071155,-0.3789424412326287,Effective,Fuel subsidies
2076,profits_total,Total,atlantic,-639346032.9244314,-881564660.8567885,-0.3788537278074994,Effective,Fuel subsidies
2077,profits_total,Total,atlantic,-638269263.4255317,-880023294.0398681,-0.378764957781086,Effective,Fuel subsidies
2078,profits_total,Total,atlantic,-637194463.850868,-878484811.3795519,-0.3786761518147098,Effective,Fuel subsidies
2079,profits_total,Total,atlantic,-636121626.7669526,-876949213.8178502,-0.3785873281417712,Effective,Fuel subsidies
2080,profits_total,Total,atlantic,-635050745.1580087,-875416501.4339827,-0.3784985028498281,Effective,Fuel subsidies
2081,profits_total,Total,atlantic,-633981812.3787398,-873886673.5487871,-0.3784096901296097,Effective,Fuel subsidies
2082,profits_total,Total,atlantic,-632914822.112394,-872359728.8168383,-0.3783209024956652,Effective,Fuel subsidies
2083,profits_total,Total,atlantic,-631849768.3338481,-870835665.3076081,-0.3782321509810033,Effective,Fuel subsidies
2084,profits_total,Total,atlantic,-630786645.2768892,-869314480.5770326,-0.37814344530937166,Effective,Fuel subsidies
2085,profits_total,Total,atlantic,-629725447.4052749,-867796171.7305417,-0.3780547940474934,Effective,Fuel subsidies
2086,profits_total,Total,atlantic,-628666169.3872,-866280735.4785783,-0.3779662047394661,Effective,Fuel subsidies
2087,profits_total,Total,atlantic,-627608806.0726147,-864768168.1855386,-0.377877684025811,Effective,Fuel subsidies
2088,profits_total,Total,atlantic,-626553352.4732486,-863258465.9128629,-0.3777892377484656,Effective,Fuel subsidies
2089,profits_total,Total,atlantic,-625499803.7448746,-861751624.4569604,-0.37770087104367334,Effective,Fuel subsidies
2090,profits_total,Total,atlantic,-624448155.1716783,-860247639.3826997,-0.37761258842408385,Effective,Fuel subsidies
2091,profits_total,Total,atlantic,-623398402.1523848,-858746506.052835,-0.37752439385130354,Effective,Fuel subsidies
2092,profits_total,Total,atlantic,-622350540.1880307,-857248219.6539087,-0.3774362907998897,Effective,Fuel subsidies
2093,profits_total,Total,atlantic,-621304564.8710744,-855752775.2191136,-0.37734828231414813,Effective,Fuel subsidies
2094,profits_total,Total,atlantic,-620260471.8758696,-854260167.6484413,-0.3772603710581144,Effective,Fuel subsidies
2095,profits_total,Total,atlantic,-619218256.9501504,-852770391.72637,-0.3771725593598277,Effective,Fuel subsidies
2096,profits_total,Total,atlantic,-618177915.9075235,-851283442.1374571,-0.3770848492504302,Effective,Fuel subsidies
2097,profits_total,Total,atlantic,-617139444.6208624,-849799313.4801463,-0.3769972424987642,Effective,Fuel subsidies
2098,profits_total,Total,atlantic,-616102839.0163746,-848318000.2787558,-0.37690974064186944,Effective,Fuel subsidies
2099,profits_total,Total,atlantic,-615068095.0685,-846839496.9942662,-0.37682234501198403,Effective,Fuel subsidies
2100,profits_total,Total,atlantic,-614035208.7952083,-845363798.0335704,-0.37673505676042474,Effective,Fuel subsidies
2019,biomass,Total,indian,28635714.468995146,28635714.468995146,0,Effective,Fuel subsidies
2020,biomass,Total,indian,26667096.128858723,26667096.128858723,0,Effective,Fuel subsidies
