Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name
2052,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2053,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2054,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2055,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2056,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2057,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2058,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2059,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2060,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2061,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2062,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2063,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2064,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2065,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2066,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2067,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2068,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2069,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2070,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2071,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2072,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2073,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2074,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2075,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2076,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2077,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2078,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2079,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2080,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2081,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2082,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2083,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2084,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2085,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2086,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2087,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2088,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2089,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2090,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2091,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2092,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2093,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2094,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2095,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2096,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2097,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2098,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2099,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2100,subsidies_fleet,affected_oa,atlantic,0.836160219657119,0,-1,Effective,All subsidies
2019,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2020,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2021,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2022,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2023,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2024,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2025,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2026,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2027,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2028,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2029,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2030,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2031,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2032,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2033,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2034,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2035,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2036,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2037,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2038,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2039,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2040,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2041,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2042,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2043,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2044,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2045,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2046,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2047,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2048,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2049,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2050,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2051,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2052,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2053,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2054,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2055,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2056,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2057,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2058,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2059,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2060,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2061,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2062,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2063,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2064,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2065,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2066,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2067,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2068,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2069,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2070,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2071,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2072,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2073,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2074,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2075,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2076,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2077,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2078,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2079,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2080,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2081,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2082,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2083,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2084,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2085,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2086,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2087,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2088,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2089,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2090,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2091,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2092,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2093,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2094,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2095,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2096,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2097,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2098,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2099,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2100,subsidies_fleet,unaffected_oa,atlantic,0.007972153029624734,0.007972153029624734,0,Effective,All subsidies
2019,profits_fleet,affected_managed,atlantic,-1500745445.8846908,-4640926244.848663,-2.0924140116999213,Effective,All subsidies
2020,profits_fleet,affected_managed,atlantic,-1254811667.2945843,-3773695497.657627,-2.007379988579354,Effective,All subsidies
2021,profits_fleet,affected_managed,atlantic,-1086886831.9667163,-3216694015.4928207,-1.959548244477513,Effective,All subsidies
2022,profits_fleet,affected_managed,atlantic,-965685330.9310999,-2816662423.396511,-1.9167497249655079,Effective,All subsidies
2023,profits_fleet,affected_managed,atlantic,-877971911.1393781,-2523008343.2270813,-1.8736777466523682,Effective,All subsidies
2024,profits_fleet,affected_managed,atlantic,-815646513.1453314,-2310097307.3919525,-1.8322285085038312,Effective,All subsidies
2025,profits_fleet,affected_managed,atlantic,-772412304.5158834,-2158835394.7075615,-1.7949262098570937,Effective,All subsidies
2026,profits_fleet,affected_managed,atlantic,-743125138.515357,-2053487762.6815186,-1.7633135474114798,Effective,All subsidies
2027,profits_fleet,affected_managed,atlantic,-723696751.35679245,-1981354908.2921638,-1.7378247927429602,Effective,All subsidies
2028,profits_fleet,affected_managed,atlantic,-711016085.9373107,-1932603773.6944046,-1.7180872724513854,Effective,All subsidies
2029,profits_fleet,affected_managed,atlantic,-702813266.4001303,-1899909464.8790932,-1.7032919776978488,Effective,All subsidies
2030,profits_fleet,affected_managed,atlantic,-697493577.3815413,-1877992694.4517403,-1.6924874369480327,Effective,All subsidies
2031,profits_fleet,affected_managed,atlantic,-693974225.8269811,-1863154732.5209465,-1.684760706063255,Effective,All subsidies
2032,profits_fleet,affected_managed,atlantic,-691543016.014216,-1852867910.6011963,-1.6793241601663536,Effective,All subsidies
2033,profits_fleet,affected_managed,atlantic,-689745776.9191647,-1845443431.236534,-1.6755414719310597,Effective,All subsidies
2034,profits_fleet,affected_managed,atlantic,-688301906.7723522,-1839776721.7873383,-1.672921146498905,Effective,All subsidies
2035,profits_fleet,affected_managed,atlantic,-687043892.2420487,-1835160287.3474197,-1.6710961382084222,Effective,All subsidies
2036,profits_fleet,affected_managed,atlantic,-685875635.8929815,-1831150655.9319115,-1.6697998297429382,Effective,All subsidies
2037,profits_fleet,affected_managed,atlantic,-684744702.4200625,-1827476328.5784721,-1.66884332528562,Effective,All subsidies
2038,profits_fleet,affected_managed,atlantic,-683624412.1096644,-1823975574.4737282,-1.6680960219734413,Effective,All subsidies
2039,profits_fleet,affected_managed,atlantic,-682502645.2418199,-1820555271.8885078,-1.6674699132388866,Effective,All subsidies
2040,profits_fleet,affected_managed,atlantic,-681375070.5754957,-1817164210.233326,-1.666907388758048,Effective,All subsidies
2041,profits_fleet,affected_managed,atlantic,-680241200.0980153,-1813776109.5756035,-1.6663720299715135,Effective,All subsidies
2042,profits_fleet,affected_managed,atlantic,-679102193.0228581,-1810379039.7063522,-1.6658418398678563,Effective,All subsidies
2043,profits_fleet,affected_managed,atlantic,-677959706.1959267,-1806968973.7380676,-1.6653043790420539,Effective,All subsidies
2044,profits_fleet,affected_managed,atlantic,-676815346.3237386,-1803545962.2134857,-1.6647533511316133,Effective,All subsidies
2045,profits_fleet,affected_managed,atlantic,-675670451.6568413,-1800111934.9962234,-1.6641862620780437,Effective,All subsidies
2046,profits_fleet,affected_managed,atlantic,-674526042.0371995,-1796669491.9719772,-1.663602855933756,Effective,All subsidies
2047,profits_fleet,affected_managed,atlantic,-673382845.9186592,-1793221278.9257317,-1.6630040990713661,Effective,All subsidies
2048,profits_fleet,affected_managed,atlantic,-672241355.2304363,-1789769698.656231,-1.6623915424583173,Effective,All subsidies
2049,profits_fleet,affected_managed,atlantic,-671101883.6553369,-1786316805.9722824,-1.661766938043189,Effective,All subsidies
2050,profits_fleet,affected_managed,atlantic,-669964617.7056384,-1782864297.2910233,-1.6611320212649772,Effective,All subsidies
2051,profits_fleet,affected_managed,atlantic,-668829657.2564077,-1779413543.8765907,-1.6604883987589398,Effective,All subsidies
2052,profits_fleet,affected_managed,atlantic,-667697045.7007079,-1775965640.8872795,-1.6598375001397683,Effective,All subsidies
2053,profits_fleet,affected_managed,atlantic,-666566791.3194985,-1772521457.9938316,-1.6591805668641948,Effective,All subsidies
2054,profits_fleet,affected_managed,atlantic,-665438881.8180809,-1769081685.058731,-1.6585186609855576,Effective,All subsidies
2055,profits_fleet,affected_managed,atlantic,-664313293.8440123,-1765646870.5640907,-1.657852683253217,Effective,All subsidies
2056,profits_fleet,affected_managed,atlantic,-663189998.978641,-1762217452.606392,-1.657183394382198,Effective,All subsidies
2057,profits_fleet,affected_managed,atlantic,-662068967.3424463,-1758793783.2378082,-1.6565114361085824,Effective,All subsidies
2058,profits_fleet,affected_managed,atlantic,-660950169.6407385,-1755376147.2645035,-1.655837350368854,Effective,All subsidies
2059,profits_fleet,affected_managed,atlantic,-659833578.2253203,-1751964776.6249542,-1.655161595954264,Effective,All subsidies
2060,profits_fleet,affected_managed,atlantic,-658719167.5587378,-1748559861.3436127,-1.654484562554792,Effective,All subsidies
2061,profits_fleet,affected_managed,atlantic,-657606914.3328791,-1745161557.8812675,-1.653806582389234,Effective,All subsidies
2062,profits_fleet,affected_managed,atlantic,-656496797.3999219,-1741769995.5302658,-1.653127939738024,Effective,All subsidies
2063,profits_fleet,affected_managed,atlantic,-655388797.6118841,-1738385281.3510284,-1.6524488787195992,Effective,All subsidies
2064,profits_fleet,affected_managed,atlantic,-654282897.6246772,-1735007504.022377,-1.6517696096309193,Effective,All subsidies
2065,profits_fleet,affected_managed,atlantic,-653179081.6974273,-1731636736.8811111,-1.6510903141311233,Effective,All subsidies
2066,profits_fleet,affected_managed,atlantic,-652077335.5026774,-1728273040.3527794,-1.6504111495003542,Effective,All subsidies
2067,profits_fleet,affected_managed,atlantic,-650977645.954277,-1724916463.9209137,-1.6497322521610325,Effective,All subsidies
2068,profits_fleet,affected_managed,atlantic,-649880001.0548,-1721567047.742138,-1.6490537406104449,Effective,All subsidies
2069,profits_fleet,affected_managed,atlantic,-648784389.7619791,-1718224823.9858055,-1.6483757178809038,Effective,All subsidies
2070,profits_fleet,affected_managed,atlantic,-647690801.8724298,-1714889817.9560776,-1.6476982736182888,Effective,All subsidies
2071,profits_fleet,affected_managed,atlantic,-646599227.9205761,-1711562049.0396385,-1.6470214858497716,Effective,All subsidies
2072,profits_fleet,affected_managed,atlantic,-645509659.0907569,-1708241531.5116577,-1.6463454224958136,Effective,All subsidies
2073,profits_fleet,affected_managed,atlantic,-644422087.1406417,-1704928275.2249527,-1.6456701426698015,Effective,All subsidies
2074,profits_fleet,affected_managed,atlantic,-643336504.3343606,-1701622286.2019005,-1.6449956977997289,Effective,All subsidies
2075,profits_fleet,affected_managed,atlantic,-642252903.383935,-1698323567.1446037,-1.6443221325997743,Effective,All subsidies
2076,profits_fleet,affected_managed,atlantic,-641171277.3978567,-1695032117.8756485,-1.6436494859139719,Effective,All subsidies
2077,profits_fleet,affected_managed,atlantic,-640091619.8358979,-1691747935.719799,-1.6429777914504133,Effective,All subsidies
2078,profits_fleet,affected_managed,atlantic,-639013924.4693012,-1688471015.8350105,-1.642307078421303,Effective,All subsidies
2079,profits_fleet,affected_managed,atlantic,-637938185.345684,-1685201351.4998436,-1.6416373721016115,Effective,All subsidies
2080,profits_fleet,affected_managed,atlantic,-636864396.7579932,-1681938934.363205,-1.6409686943174142,Effective,All subsidies
2081,profits_fleet,affected_managed,atlantic,-635792553.2172022,-1678683754.661621,-1.6403010638725457,Effective,All subsidies
2082,profits_fleet,affected_managed,atlantic,-634722649.4280415,-1675435801.4082909,-1.6396344969224785,Effective,All subsidies
2083,profits_fleet,affected_managed,atlantic,-633654680.2676473,-1672195062.5576363,-1.638969007301143,Effective,All subsidies
2084,profits_fleet,affected_managed,atlantic,-632588640.7666264,-1668961525.148697,-1.6383046068075189,Effective,All subsidies
2085,profits_fleet,affected_managed,atlantic,-631524526.09233,-1665735175.4299889,-1.6376413054565286,Effective,All subsidies
2086,profits_fleet,affected_managed,atlantic,-630462331.53406,-1662515998.968338,-1.6369791116989556,Effective,All subsidies
2087,profits_fleet,affected_managed,atlantic,-629402052.4899659,-1659303980.7437134,-1.6363180326142428,Effective,All subsidies
2088,profits_fleet,affected_managed,atlantic,-628343684.4554691,-1656099105.231964,-1.635658074079572,Effective,All subsidies
2089,profits_fleet,affected_managed,atlantic,-627287223.0130181,-1652901356.476841,-1.634999240917965,Effective,All subsidies
2090,profits_fleet,affected_managed,atlantic,-626232663.82303,-1649710718.1528816,-1.6343415370282905,Effective,All subsidies
2091,profits_fleet,affected_managed,atlantic,-625180002.6158719,-1646527173.6202393,-1.633684965499307,Effective,All subsidies
2092,profits_fleet,affected_managed,atlantic,-624129235.1847706,-1643350705.9724274,-1.6330295287095804,Effective,All subsidies
2093,profits_fleet,affected_managed,atlantic,-623080357.3795233,-1640181298.0780334,-1.6323752284153388,Effective,All subsidies
2094,profits_fleet,affected_managed,atlantic,-622033365.1009684,-1637018932.617054,-1.6317220658273424,Effective,All subsidies
2095,profits_fleet,affected_managed,atlantic,-620988254.2960668,-1633863592.1125755,-1.6310700416784423,Effective,All subsidies
2096,profits_fleet,affected_managed,atlantic,-619945020.9535427,-1630715258.9584007,-1.630419156282897,Effective,All subsidies
2097,profits_fleet,affected_managed,atlantic,-618903661.1000662,-1627573915.44318,-1.629769409588335,Effective,All subsidies
2098,profits_fleet,affected_managed,atlantic,-617864170.7967963,-1624439543.7713661,-1.629120801221557,Effective,All subsidies
2099,profits_fleet,affected_managed,atlantic,-616826546.1364546,-1621312126.0815353,-1.6284733305282684,Effective,All subsidies
2100,profits_fleet,affected_managed,atlantic,-615790783.2405658,-1618191644.462349,-1.6278269966086578,Effective,All subsidies
2019,profits_fleet,affected_oa,atlantic,-984992747.6488929,-3552024483.2848587,-2.6061427779679462,Effective,All subsidies
2020,profits_fleet,affected_oa,atlantic,-639441667.2620087,-2101945927.3224506,-2.2871582115107723,Effective,All subsidies
2021,profits_fleet,affected_oa,atlantic,-419324118.6906953,-1327040195.0414963,-2.164712297458751,Effective,All subsidies
2022,profits_fleet,affected_oa,atlantic,-272409079.2121029,-857368629.1839828,-2.1473570251908503,Effective,All subsidies
2023,profits_fleet,affected_oa,atlantic,-173505145.75479603,-556785292.7963848,-2.2090419588088452,Effective,All subsidies
2024,profits_fleet,affected_oa,atlantic,-107573221.4738884,-360375251.42681694,-2.350046103381705,Effective,All subsidies
2025,profits_fleet,affected_oa,atlantic,-64429664.89264774,-231359963.85962296,-2.5908919322351482,Effective,All subsidies
2026,profits_fleet,affected_oa,atlantic,-36851178.81852722,-146844212.24829483,-2.9847900923719632,Effective,All subsidies
2027,profits_fleet,affected_oa,atlantic,-19695364.196037292,-91881275.1211319,-3.665121914303997,Effective,All subsidies
2028,profits_fleet,affected_oa,atlantic,-9354780.886590004,-56493925.18907356,-5.03904312393432,Effective,All subsidies
2029,profits_fleet,affected_oa,atlantic,-3354197.760810852,-33972554.15768242,-9.128369458296284,Effective,All subsidies
2030,profits_fleet,affected_oa,atlantic,-37589.049597263336,-19813608.672525406,-526.1111902219504,Effective,All subsidies
2031,profits_fleet,affected_oa,atlantic,1673542.2186675072,-11017943.381002426,-7.583606471413093,Effective,All subsidies
2032,profits_fleet,affected_oa,atlantic,2461793.6994161606,-5611362.738536835,-3.27937976275901,Effective,All subsidies
2033,profits_fleet,affected_oa,atlantic,2746014.2582674026,-2312450.1088199615,-1.8421114718752414,Effective,All subsidies
2034,profits_fleet,affected_oa,atlantic,2774364.3409752846,-302412.68207359314,-1.1090025118933315,Effective,All subsidies
2035,profits_fleet,affected_oa,atlantic,2687812.1950597763,933070.8797130585,-0.6528511622099001,Effective,All subsidies
2036,profits_fleet,affected_oa,atlantic,2562154.268131733,1711127.6384296417,-0.3321527670239159,Effective,All subsidies
2037,profits_fleet,affected_oa,atlantic,2434994.575140476,2223352.06067276,-0.08691703736362798,Effective,All subsidies
2038,profits_fleet,affected_oa,atlantic,2322536.356537342,2582892.153240204,0.11209977228990506,Effective,All subsidies
2039,profits_fleet,affected_oa,atlantic,2229687.53346014,2854857.5386810303,0.2803845811752466,Effective,All subsidies
2040,profits_fleet,affected_oa,atlantic,2155911.6625595093,3075604.088645935,0.4265909601298609,Effective,All subsidies
2041,profits_fleet,affected_oa,atlantic,2098456.6358504295,3264729.40908432,0.555776446989214,Effective,All subsidies
2042,profits_fleet,affected_oa,atlantic,2054022.4722194672,3432376.571849823,0.6710511293194275,Effective,All subsidies
2043,profits_fleet,affected_oa,atlantic,2019537.099989891,3583573.496049881,0.7744529160013048,Effective,All subsidies
2044,profits_fleet,affected_oa,atlantic,1992448.2013111115,3720736.222753525,0.86741929868246,Effective,All subsidies
2045,profits_fleet,affected_oa,atlantic,1970771.2299909592,3845059.7664146423,0.9510431793913905,Effective,All subsidies
2046,profits_fleet,affected_oa,atlantic,1953028.9017472267,3957252.1179733276,1.0262127787423292,Effective,All subsidies
2047,profits_fleet,affected_oa,atlantic,1938154.1873755455,4057892.476043701,1.093689192777017,Effective,All subsidies
2048,profits_fleet,affected_oa,atlantic,1925392.0613851547,4147583.2431144714,1.1541499657636691,Effective,All subsidies
2049,profits_fleet,affected_oa,atlantic,1914214.846976757,4226995.351781845,1.2082136487750115,Effective,All subsidies
2050,profits_fleet,affected_oa,atlantic,1904255.3589100838,4296863.4742183685,1.256453397446503,Effective,All subsidies
2051,profits_fleet,affected_oa,atlantic,1895257.014635086,4357961.831256866,1.2994041428708027,Effective,All subsidies
2052,profits_fleet,affected_oa,atlantic,1887038.114516735,4411076.219182968,1.3375660434461505,Effective,All subsidies
2053,profits_fleet,affected_oa,atlantic,1879467.080766201,4456979.352067947,1.3714059148356958,Effective,All subsidies
2054,profits_fleet,affected_oa,atlantic,1872445.739921093,4496412.032842636,1.401357720001072,Effective,All subsidies
2055,profits_fleet,affected_oa,atlantic,1865898.2797427177,4530070.371025085,1.4278227919529038,Effective,All subsidies
2056,profits_fleet,affected_oa,atlantic,1859764.081920147,4558598.253339767,1.4511701767211036,Effective,All subsidies
2057,profits_fleet,affected_oa,atlantic,1853993.1292886734,4582583.946720123,1.4717372865768579,Effective,All subsidies
2058,profits_fleet,affected_oa,atlantic,1848543.0815634727,4602559.723905563,1.4898309213398373,Effective,All subsidies
