Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name
2054,price,Total,atlantic,1270.1151579277064,1278.000887233542,0.006208672699176216,Absolute,Fuel subsidies
2055,price,Total,atlantic,1270.120363282438,1278.0101641719407,0.006211852921649703,Absolute,Fuel subsidies
2056,price,Total,atlantic,1270.1255608486185,1278.0194034393264,0.006215009628995828,Absolute,Fuel subsidies
2057,price,Total,atlantic,1270.130752020015,1278.0286110391849,0.006218146444064165,Absolute,Fuel subsidies
2058,price,Total,atlantic,1270.135937421114,1278.0377910721134,0.006221266100889377,Absolute,Fuel subsidies
2059,price,Total,atlantic,1270.1411172277217,1278.046946353629,0.00622437067714412,Absolute,Fuel subsidies
2060,price,Total,atlantic,1270.1462913703633,1278.0560788438895,0.006227461771346282,Absolute,Fuel subsidies
2061,price,Total,atlantic,1270.1514596586746,1278.0651899391723,0.006230540633810982,Absolute,Fuel subsidies
2062,price,Total,atlantic,1270.1566218543082,1278.0742806653973,0.006233608261263095,Absolute,Fuel subsidies
2063,price,Total,atlantic,1270.1617777113736,1278.0833518042766,0.006236665464124126,Absolute,Fuel subsidies
2064,price,Total,atlantic,1270.1669269971271,1278.0924039743054,0.006239712913888682,Absolute,Fuel subsidies
2065,price,Total,atlantic,1270.172069501113,1278.101437682174,0.006242751176362715,Absolute,Fuel subsidies
2066,price,Total,atlantic,1270.1772050378954,1278.1104533552075,0.006245780735039547,Absolute,Fuel subsidies
2067,price,Total,atlantic,1270.1823334464802,1278.1194513618757,0.0062488020077078816,Absolute,Fuel subsidies
2068,price,Total,atlantic,1270.1874545882226,1278.1284320249322,0.006251815358453451,Absolute,Fuel subsidies
2069,price,Total,atlantic,1270.1925683442241,1278.137395630068,0.006254821106535497,Absolute,Fuel subsidies
2070,price,Total,atlantic,1270.1976746127182,1278.1463424318717,0.006257819533150311,Absolute,Fuel subsidies
2071,price,Total,atlantic,1270.202773306674,1278.1552726581633,0.006260810886742722,Absolute,Fuel subsidies
2072,price,Total,atlantic,1270.2078643517164,1278.16418651335,0.0062637953872961534,Absolute,Fuel subsidies
2073,price,Total,atlantic,1270.2129476843465,1278.1730841811682,0.006266773229900788,Absolute,Fuel subsidies
2074,price,Total,atlantic,1270.2180232504459,1278.1819658270172,0.006269744587777013,Absolute,Fuel subsidies
2075,price,Total,atlantic,1270.2230910040194,1278.1908316000024,0.0062727096148796485,Absolute,Fuel subsidies
2076,price,Total,atlantic,1270.228150906134,1278.1996816347496,0.006275668448167336,Absolute,Fuel subsidies
2077,price,Total,atlantic,1270.2332029240226,1278.2085160530307,0.006278621209593065,Absolute,Fuel subsidies
2078,price,Total,atlantic,1270.2382470303176,1278.217334965221,0.006281568007858117,Absolute,Fuel subsidies
2079,price,Total,atlantic,1270.2432832023926,1278.2261384716023,0.006284508939960113,Absolute,Fuel subsidies
2080,price,Total,atlantic,1270.2483114217926,1278.234926663531,0.006287444092564114,Absolute,Fuel subsidies
2081,price,Total,atlantic,1270.2533316737379,1278.2436996244749,0.006290373543211688,Absolute,Fuel subsidies
2082,price,Total,atlantic,1270.2583439466919,1278.2524574309396,0.00629329736139342,Absolute,Fuel subsidies
2083,price,Total,atlantic,1270.2633482319782,1278.2612001532866,0.006296215609495688,Absolute,Fuel subsidies
2084,price,Total,atlantic,1270.2683445234486,1278.2699278564585,0.006299128343634931,Absolute,Fuel subsidies
2085,price,Total,atlantic,1270.2733328171864,1278.278640600621,0.006302035614398467,Absolute,Fuel subsidies
2086,price,Total,atlantic,1270.2783131112456,1278.287338441726,0.006304937467494204,Absolute,Fuel subsidies
2087,price,Total,atlantic,1270.2832854054209,1278.296021432014,0.006307833944328211,Absolute,Fuel subsidies
2088,price,Total,atlantic,1270.2882497010453,1278.3046896204496,0.006310725082508589,Absolute,Fuel subsidies
2089,price,Total,atlantic,1270.293206000808,1278.313343053111,0.006313610916295885,Absolute,Fuel subsidies
2090,price,Total,atlantic,1270.2981543085964,1278.3219817735298,0.006316491476995566,Absolute,Fuel subsidies
2091,price,Total,atlantic,1270.3030946293547,1278.33060582299,0.006319366793306549,Absolute,Fuel subsidies
2092,price,Total,atlantic,1270.3080269689603,1278.3392152407948,0.006322236891628113,Absolute,Fuel subsidies
2093,price,Total,atlantic,1270.3129513341114,1278.3478100644966,0.006325101796330406,Absolute,Fuel subsidies
2094,price,Total,atlantic,1270.317867732232,1278.3563903301022,0.0063279615299914015,Absolute,Fuel subsidies
2095,price,Total,atlantic,1270.322776171383,1278.3649560722517,0.006330816113607678,Absolute,Fuel subsidies
2096,price,Total,atlantic,1270.3276766601894,1278.3735073243793,0.006333665566779708,Absolute,Fuel subsidies
2097,price,Total,atlantic,1270.3325692077688,1278.3820441188504,0.006336509907875282,Absolute,Fuel subsidies
2098,price,Total,atlantic,1270.337453823674,1278.3905664870856,0.006339349154173196,Absolute,Fuel subsidies
2099,price,Total,atlantic,1270.342330517841,1278.3990744596688,0.00634218332198971,Absolute,Fuel subsidies
2100,price,Total,atlantic,1270.347199300541,1278.4075680664414,0.006345012426790485,Absolute,Fuel subsidies
2019,catches_fleet,affected_managed,atlantic,15781560.779862698,15781560.779862698,0,Absolute,Fuel subsidies
2020,catches_fleet,affected_managed,atlantic,15860689.535023311,15858796.62455269,-1.1934603892483785e-4,Absolute,Fuel subsidies
2021,catches_fleet,affected_managed,atlantic,15936883.843617579,15933480.694045044,-2.1353920916587364e-4,Absolute,Fuel subsidies
2022,catches_fleet,affected_managed,atlantic,16039048.103215706,16077798.222915972,0.002415986251235006,Absolute,Fuel subsidies
2023,catches_fleet,affected_managed,atlantic,16149904.105698584,16255620.707210805,0.006545958466398505,Absolute,Fuel subsidies
2024,catches_fleet,affected_managed,atlantic,16252263.430712098,16429301.060092319,0.010893106067039894,Absolute,Fuel subsidies
2025,catches_fleet,affected_managed,atlantic,16337284.06221348,16578274.124433737,0.014750925631368737,Absolute,Fuel subsidies
2026,catches_fleet,affected_managed,atlantic,16402858.751683412,16695851.854686419,0.017862319455316703,Absolute,Fuel subsidies
2027,catches_fleet,affected_managed,atlantic,16450658.680288175,16783278.18558482,0.02021922111211288,Absolute,Fuel subsidies
2028,catches_fleet,affected_managed,atlantic,16483904.724088399,16845295.636908304,0.02192386566586947,Absolute,Fuel subsidies
2029,catches_fleet,affected_managed,atlantic,16506059.088992868,16887530.388525084,0.02311098594010255,Absolute,Fuel subsidies
2030,catches_fleet,affected_managed,atlantic,16520193.624491913,16915189.938155457,0.02390990823969186,Absolute,Fuel subsidies
2031,catches_fleet,affected_managed,atlantic,16528768.445825275,16932556.119708415,0.024429386569640405,Absolute,Fuel subsidies
2032,catches_fleet,affected_managed,atlantic,16533626.060435615,16942902.85133487,0.02475420633097777,Absolute,Fuel subsidies
2033,catches_fleet,affected_managed,atlantic,16536079.676712468,16948608.35676233,0.02494718749032282,Absolute,Fuel subsidies
2034,catches_fleet,affected_managed,atlantic,16537028.433824368,16951332.939441487,0.02505314103286614,Absolute,Fuel subsidies
2035,catches_fleet,affected_managed,atlantic,16537066.769554801,16952197.846751623,0.025103065917414652,Absolute,Fuel subsidies
2036,catches_fleet,affected_managed,atlantic,16536575.020998614,16951938.145413335,0.025117844770593763,Absolute,Fuel subsidies
2037,catches_fleet,affected_managed,atlantic,16535788.713125153,16951022.30387656,0.025111205637371216,Absolute,Fuel subsidies
2038,catches_fleet,affected_managed,atlantic,16534848.692837348,16949740.453435373,0.025091959914804018,Absolute,Fuel subsidies
2039,catches_fleet,affected_managed,atlantic,16533835.880060364,16948266.7993354,0.025065624352473306,Absolute,Fuel subsidies
2040,catches_fleet,affected_managed,atlantic,16532794.498162588,16946702.254649494,0.025035559265731294,Absolute,Fuel subsidies
2041,catches_fleet,affected_managed,atlantic,16531747.098517083,16945102.703752536,0.025003745990799253,Absolute,Fuel subsidies
2042,catches_fleet,affected_managed,atlantic,16530703.969412021,16943497.2249184,0.024971305291668123,Absolute,Fuel subsidies
2043,catches_fleet,affected_managed,atlantic,16529668.832873916,16941899.520426404,0.024938835237439862,Absolute,Fuel subsidies
2044,catches_fleet,affected_managed,atlantic,16528642.165824201,16940314.881766338,0.02490662643742998,Absolute,Fuel subsidies
2045,catches_fleet,affected_managed,atlantic,16527623.049240297,16938744.298773967,0.02487479586803424,Absolute,Fuel subsidies
2046,catches_fleet,affected_managed,atlantic,16526610.136288503,16937186.79129013,0.02484336785437315,Absolute,Fuel subsidies
2047,catches_fleet,affected_managed,atlantic,16525602.113746023,16935640.666663565,0.024812321517560392,Absolute,Fuel subsidies
2048,catches_fleet,affected_managed,atlantic,16524597.88617705,16934104.149555624,0.02478161745292021,Absolute,Fuel subsidies
2049,catches_fleet,affected_managed,atlantic,16523596.618576907,16932575.659734055,0.02475121189398607,Absolute,Fuel subsidies
2050,catches_fleet,affected_managed,atlantic,16522597.714422433,16931053.903038297,0.024721063580657555,Absolute,Fuel subsidies
2051,catches_fleet,affected_managed,atlantic,16521600.770425633,16929537.87107809,0.024691136550320295,Absolute,Fuel subsidies
2052,catches_fleet,affected_managed,atlantic,16520605.528469114,16928026.802574262,0.024661400782378114,Absolute,Fuel subsidies
2053,catches_fleet,affected_managed,atlantic,16519611.833580784,16926520.13391941,0.024631831815289367,Absolute,Fuel subsidies
2054,catches_fleet,affected_managed,atlantic,16518619.600700054,16925017.452037334,0.024602409956825756,Absolute,Fuel subsidies
2055,catches_fleet,affected_managed,atlantic,16517628.7900615,16923518.454703704,0.024573119410845674,Absolute,Fuel subsidies
2056,catches_fleet,affected_managed,atlantic,16516639.389841165,16922022.919448413,0.024543947472546106,Absolute,Fuel subsidies
2057,catches_fleet,affected_managed,atlantic,16515651.404424513,16920530.680309635,0.024514883849913148,Absolute,Fuel subsidies
2058,catches_fleet,affected_managed,atlantic,16514664.846780583,16919041.61103808,0.024485920120645287,Absolute,Fuel subsidies
2059,catches_fleet,affected_managed,atlantic,16513679.733703604,16917555.61326622,0.02445704931156705,Absolute,Fuel subsidies
2060,catches_fleet,affected_managed,atlantic,16512696.082981411,16916072.60833104,0.024428265579559887,Absolute,Fuel subsidies
2061,catches_fleet,affected_managed,atlantic,16511713.911812978,16914592.53169622,0.02439956397227847,Absolute,Fuel subsidies
2062,catches_fleet,affected_managed,atlantic,16510733.236006314,16913115.329175033,0.0243709402494137,Absolute,Fuel subsidies
2063,catches_fleet,affected_managed,atlantic,16509754.069644531,16911640.954374127,0.0243423907487829,Absolute,Fuel subsidies
2064,catches_fleet,affected_managed,atlantic,16508776.425018603,16910169.366950937,0.024313912285106334,Absolute,Fuel subsidies
2065,catches_fleet,affected_managed,atlantic,16507800.312701521,16908700.53140627,0.024285502072392058,Absolute,Fuel subsidies
2066,catches_fleet,affected_managed,atlantic,16506825.741688784,16907234.41622619,0.024257157663338868,Absolute,Fuel subsidies
2067,catches_fleet,affected_managed,atlantic,16505852.719562165,16905770.993251503,0.02422887690106236,Absolute,Fuel subsidies
2068,catches_fleet,affected_managed,atlantic,16504881.252653727,16904310.237196524,0.024200657879836274,Absolute,Fuel subsidies
2069,catches_fleet,affected_managed,atlantic,16503911.346198678,16902852.12526758,0.024172498912555632,Absolute,Fuel subsidies
2070,catches_fleet,affected_managed,atlantic,16502943.004472697,16901396.63685007,0.024144398503308316,Absolute,Fuel subsidies
2071,catches_fleet,affected_managed,atlantic,16501976.230912764,16899943.75324469,0.02411635532394137,Absolute,Fuel subsidies
2072,catches_fleet,affected_managed,atlantic,16501011.028222324,16898493.457440592,0.024088368193829958,Absolute,Fuel subsidies
2073,catches_fleet,affected_managed,atlantic,16500047.398462517,16897045.733917642,0.024060436062269597,Absolute,Fuel subsidies
2074,catches_fleet,affected_managed,atlantic,16499085.34313126,16895600.568472687,0.0240325579930709,Absolute,Fuel subsidies
2075,catches_fleet,affected_managed,atlantic,16498124.863231855,16894157.94806616,0.024004733151033127,Absolute,Fuel subsidies
2076,catches_fleet,affected_managed,atlantic,16497165.95933272,16892717.8606864,0.023976960790038568,Absolute,Fuel subsidies
2077,catches_fleet,affected_managed,atlantic,16496208.631619532,16891280.29522953,0.023949240242557093,Absolute,Fuel subsidies
2078,catches_fleet,affected_managed,atlantic,16495252.879940823,16889845.241393175,0.023921570910392,Absolute,Fuel subsidies
2079,catches_fleet,affected_managed,atlantic,16494298.703848058,16888412.68958243,0.023893952256510677,Absolute,Fuel subsidies
2080,catches_fleet,affected_managed,atlantic,16493346.10263083,16886982.630826816,0.023866383797839428,Absolute,Fuel subsidies
2081,catches_fleet,affected_managed,atlantic,16492395.07534787,16885555.0567069,0.02383886509890306,Absolute,Fuel subsidies
2082,catches_fleet,affected_managed,atlantic,16491445.620854417,16884129.9592896,0.023811395766215278,Absolute,Fuel subsidies
2083,catches_fleet,affected_managed,atlantic,16490497.737826357,16882707.331071056,0.023783975443326895,Absolute,Fuel subsidies
2084,catches_fleet,affected_managed,atlantic,16489551.424781553,16881287.164926387,0.023756603806463064,Absolute,Fuel subsidies
2085,catches_fleet,affected_managed,atlantic,16488606.680098714,16879869.45406531,0.023729280560669846,Absolute,Fuel subsidies
2086,catches_fleet,affected_managed,atlantic,16487663.502034044,16878454.191993173,0.023702005436423323,Absolute,Fuel subsidies
2087,catches_fleet,affected_managed,atlantic,16486721.888735987,16877041.37247649,0.023674778186631152,Absolute,Fuel subsidies
2088,catches_fleet,affected_managed,atlantic,16485781.838258252,16875630.989512738,0.023647598583997426,Absolute,Fuel subsidies
2089,catches_fleet,affected_managed,atlantic,16484843.34857134,16874223.03730369,0.023620466418693378,Absolute,Fuel subsidies
2090,catches_fleet,affected_managed,atlantic,16483906.417572727,16872817.510231934,0.023593381496306423,Absolute,Fuel subsidies
2091,catches_fleet,affected_managed,atlantic,16482971.043095883,16871414.40284025,0.023566343636032234,Absolute,Fuel subsidies
2092,catches_fleet,affected_managed,atlantic,16482037.222918237,16870013.709813375,0.0235393526690777,Absolute,Fuel subsidies
2093,catches_fleet,affected_managed,atlantic,16481104.954768218,16868615.42596204,0.023512408437257597,Absolute,Fuel subsidies
2094,catches_fleet,affected_managed,atlantic,16480174.23633148,16867219.54620884,0.02348551079175467,Absolute,Fuel subsidies
2095,catches_fleet,affected_managed,atlantic,16479245.065256417,16865826.065575868,0.02345865959202761,Absolute,Fuel subsidies
2096,catches_fleet,affected_managed,atlantic,16478317.439159026,16864434.97917373,0.023431854704846024,Absolute,Fuel subsidies
2097,catches_fleet,affected_managed,atlantic,16477391.355627228,16863046.282191977,0.02340509600344253,Absolute,Fuel subsidies
2098,catches_fleet,affected_managed,atlantic,16476466.812224647,16861659.9698906,0.023378383366763966,Absolute,Fuel subsidies
2099,catches_fleet,affected_managed,atlantic,16475543.806493983,16860276.03759257,0.023351716678811106,Absolute,Fuel subsidies
2100,catches_fleet,affected_managed,atlantic,16474622.335959995,16858894.480677307,0.023325095828056776,Absolute,Fuel subsidies
2019,catches_fleet,affected_oa,atlantic,10358001.056988906,10358001.056988906,0,Absolute,Fuel subsidies
2020,catches_fleet,affected_oa,atlantic,10077725.28714754,9771709.545234628,-0.030365557027356625,Absolute,Fuel subsidies
2021,catches_fleet,affected_oa,atlantic,9911341.215848377,9416910.20097986,-0.049885379193475264,Absolute,Fuel subsidies
