Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name
2019,biomass,Total,atlantic,112396018.70535898,112396018.70535898,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2020,biomass,Total,atlantic,112952684.55656877,112952684.55656877,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2021,biomass,Total,atlantic,113690088.61685425,113690088.61685425,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2022,biomass,Total,atlantic,114489239.59537485,114489239.59537485,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2023,biomass,Total,atlantic,115229929.58591148,115229929.58591148,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2024,biomass,Total,atlantic,115849458.80189174,115849458.80189174,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2025,biomass,Total,atlantic,116332127.58343893,116332127.58343893,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2026,biomass,Total,atlantic,116688907.38714567,116688907.38714567,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2027,biomass,Total,atlantic,116941938.73053202,116941938.73053202,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2028,biomass,Total,atlantic,117115340.68430059,117115340.68430059,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2029,biomass,Total,atlantic,117230709.11815837,117230709.11815837,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2030,biomass,Total,atlantic,117305482.78105044,117305482.78105044,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2031,biomass,Total,atlantic,117352832.89089884,117352832.89089884,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2032,biomass,Total,atlantic,117382232.50316,117382232.50316,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2033,biomass,Total,atlantic,117400233.42521614,117400233.42521614,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2034,biomass,Total,atlantic,117411217.02780735,117411217.02780735,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2035,biomass,Total,atlantic,117418023.98745829,117418023.98745829,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2036,biomass,Total,atlantic,117422441.13677824,117422441.13677824,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2037,biomass,Total,atlantic,117425557.50387114,117425557.50387114,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2038,biomass,Total,atlantic,117428013.89279759,117428013.89279759,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2039,biomass,Total,atlantic,117430171.7921839,117430171.7921839,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2040,biomass,Total,atlantic,117432224.15279135,117432224.15279135,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2041,biomass,Total,atlantic,117434265.89408448,117434265.89408448,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2042,biomass,Total,atlantic,117436337.43089254,117436337.43089254,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2043,biomass,Total,atlantic,117438450.66857363,117438450.66857363,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2044,biomass,Total,atlantic,117440603.94049312,117440603.94049312,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2045,biomass,Total,atlantic,117442790.1834847,117442790.1834847,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2046,biomass,Total,atlantic,117445001.11760873,117445001.11760873,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2047,biomass,Total,atlantic,117447229.15937157,117447229.15937157,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2048,biomass,Total,atlantic,117449468.11567476,117449468.11567476,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2049,biomass,Total,atlantic,117451713.27049324,117451713.27049324,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2050,biomass,Total,atlantic,117453961.20665161,117453961.20665161,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2051,biomass,Total,atlantic,117456209.54337734,117456209.54337734,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2052,biomass,Total,atlantic,117458456.67692138,117458456.67692138,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2053,biomass,Total,atlantic,117460701.56007299,117460701.56007299,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2054,biomass,Total,atlantic,117462943.52981457,117462943.52981457,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2055,biomass,Total,atlantic,117465182.17997798,117465182.17997798,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2056,biomass,Total,atlantic,117467417.27106997,117467417.27106997,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2057,biomass,Total,atlantic,117469648.66862254,117469648.66862254,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2058,biomass,Total,atlantic,117471876.30233857,117471876.30233857,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2059,biomass,Total,atlantic,117474100.13980468,117474100.13980468,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2060,biomass,Total,atlantic,117476320.17007026,117476320.17007026,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2061,biomass,Total,atlantic,117478536.39370853,117478536.39370853,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2062,biomass,Total,atlantic,117480748.81701265,117480748.81701265,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2063,biomass,Total,atlantic,117482957.44875216,117482957.44875216,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2064,biomass,Total,atlantic,117485162.29846387,117485162.29846387,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2065,biomass,Total,atlantic,117487363.37562819,117487363.37562819,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2066,biomass,Total,atlantic,117489560.68933302,117489560.68933302,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2067,biomass,Total,atlantic,117491754.248189,117491754.248189,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2068,biomass,Total,atlantic,117493944.06036146,117493944.06036146,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2069,biomass,Total,atlantic,117496130.13364613,117496130.13364613,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2070,biomass,Total,atlantic,117498312.47555217,117498312.47555217,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2071,biomass,Total,atlantic,117500491.09337625,117500491.09337625,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2072,biomass,Total,atlantic,117502665.99426195,117502665.99426195,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2073,biomass,Total,atlantic,117504837.18524468,117504837.18524468,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2074,biomass,Total,atlantic,117507004.6732839,117507004.6732839,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2075,biomass,Total,atlantic,117509168.46528554,117509168.46528554,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2076,biomass,Total,atlantic,117511328.56811686,117511328.56811686,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2077,biomass,Total,atlantic,117513484.9886163,117513484.9886163,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2078,biomass,Total,atlantic,117515637.7335996,117515637.7335996,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2079,biomass,Total,atlantic,117517786.80986369,117517786.80986369,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2080,biomass,Total,atlantic,117519932.2241889,117519932.2241889,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2081,biomass,Total,atlantic,117522073.98334026,117522073.98334026,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2082,biomass,Total,atlantic,117524212.09406817,117524212.09406817,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2083,biomass,Total,atlantic,117526346.56310889,117526346.56310889,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2084,biomass,Total,atlantic,117528477.39718458,117528477.39718458,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2085,biomass,Total,atlantic,117530604.60300353,117530604.60300353,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2086,biomass,Total,atlantic,117532728.1872601,117532728.1872601,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2087,biomass,Total,atlantic,117534848.15663481,117534848.15663481,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2088,biomass,Total,atlantic,117536964.5177942,117536964.5177942,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2089,biomass,Total,atlantic,117539077.27739102,117539077.27739102,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2090,biomass,Total,atlantic,117541186.44206414,117541186.44206414,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2091,biomass,Total,atlantic,117543292.01843853,117543292.01843853,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2092,biomass,Total,atlantic,117545394.01312543,117545394.01312543,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2093,biomass,Total,atlantic,117547492.43272227,117547492.43272227,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2094,biomass,Total,atlantic,117549587.28381267,117549587.28381267,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2095,biomass,Total,atlantic,117551678.57296655,117551678.57296655,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2096,biomass,Total,atlantic,117553766.3067401,117553766.3067401,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2097,biomass,Total,atlantic,117555850.49167593,117555850.49167593,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2098,biomass,Total,atlantic,117557931.13430291,117557931.13430291,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2099,biomass,Total,atlantic,117560008.24113634,117560008.24113634,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2100,biomass,Total,atlantic,117562081.81867796,117562081.81867796,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2019,price,Total,atlantic,1282.9673631675284,1282.9673631675284,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2020,price,Total,atlantic,1291.6916186292526,1291.6916186292526,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2021,price,Total,atlantic,1295.7748510239749,1295.7748510239749,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2022,price,Total,atlantic,1294.871167819194,1294.871167819194,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2023,price,Total,atlantic,1291.2249792864134,1291.2249792864134,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2024,price,Total,atlantic,1286.729408886909,1286.729408886909,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2025,price,Total,atlantic,1282.4675163670536,1282.4675163670536,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2026,price,Total,atlantic,1278.9050518564077,1278.9050518564077,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2027,price,Total,atlantic,1276.1474284149979,1276.1474284149979,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2028,price,Total,atlantic,1274.1249519432233,1274.1249519432233,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2029,price,Total,atlantic,1272.7026055155445,1272.7026055155445,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2030,price,Total,atlantic,1271.7371752753834,1271.7371752753834,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2031,price,Total,atlantic,1271.1027156641803,1271.1027156641803,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2032,price,Total,atlantic,1270.698754383392,1270.698754383392,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2033,price,Total,atlantic,1270.4500236223528,1270.4500236223528,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2034,price,Total,atlantic,1270.302682245118,1270.302682245118,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2035,price,Total,atlantic,1270.219624988976,1270.219624988976,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2036,price,Total,atlantic,1270.1760958640582,1270.1760958640582,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2037,price,Total,atlantic,1270.156067906482,1270.156067906482,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2038,price,Total,atlantic,1270.1494692221413,1270.1494692221413,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2039,price,Total,atlantic,1270.150164752735,1270.150164752735,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2040,price,Total,atlantic,1270.1545457573272,1270.1545457573272,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2041,price,Total,atlantic,1270.1605768934198,1270.1605768934198,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2042,price,Total,atlantic,1270.1671718887292,1270.1671718887292,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2043,price,Total,atlantic,1270.1737964058984,1270.1737964058984,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2044,price,Total,atlantic,1270.180222952817,1270.180222952817,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2045,price,Total,atlantic,1270.1863845336482,1270.1863845336482,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2046,price,Total,atlantic,1270.1922905594165,1270.1922905594165,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2047,price,Total,atlantic,1270.1979808257718,1270.1979808257718,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2048,price,Total,atlantic,1270.203501983302,1270.203501983302,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2049,price,Total,atlantic,1270.208896766437,1270.208896766437,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2050,price,Total,atlantic,1270.214200085873,1270.214200085873,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2051,price,Total,atlantic,1270.2194385396365,1270.2194385396365,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2052,price,Total,atlantic,1270.2246314155668,1270.2246314155668,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2053,price,Total,atlantic,1270.2297921681354,1270.2297921681354,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2054,price,Total,atlantic,1270.234929878179,1270.234929878179,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2055,price,Total,atlantic,1270.2400504938275,1270.2400504938275,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2056,price,Total,atlantic,1270.2451578005291,1270.2451578005291,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2057,price,Total,atlantic,1270.250254137821,1270.250254137821,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2058,price,Total,atlantic,1270.2553409068985,1270.2553409068985,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2059,price,Total,atlantic,1270.2604189176373,1270.2604189176373,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2060,price,Total,atlantic,1270.2654886185658,1270.2654886185658,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2061,price,Total,atlantic,1270.27055024484,1270.27055024484,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2062,price,Total,atlantic,1270.275603910683,1270.275603910683,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2063,price,Total,atlantic,1270.280649665335,1270.280649665335,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2064,price,Total,atlantic,1270.28568752573,1270.28568752573,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2065,price,Total,atlantic,1270.2907174947547,1270.2907174947547,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2066,price,Total,atlantic,1270.295739570871,1270.295739570871,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2067,price,Total,atlantic,1270.3007537527553,1270.3007537527553,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2068,price,Total,atlantic,1270.305760041189,1270.305760041189,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2069,price,Total,atlantic,1270.3107584395375,1270.3107584395375,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2070,price,Total,atlantic,1270.3157489535713,1270.3157489535713,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2071,price,Total,atlantic,1270.3207315910388,1270.3207315910388,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2072,price,Total,atlantic,1270.3257063611986,1270.3257063611986,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2073,price,Total,atlantic,1270.3306732744065,1270.3306732744065,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2074,price,Total,atlantic,1270.335632341776,1270.335632341776,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2075,price,Total,atlantic,1270.3405835749288,1270.3405835749288,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2076,price,Total,atlantic,1270.345526985813,1270.345526985813,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2077,price,Total,atlantic,1270.350462586578,1270.350462586578,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2078,price,Total,atlantic,1270.3553903894897,1270.3553903894897,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2079,price,Total,atlantic,1270.3603104068748,1270.3603104068748,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2080,price,Total,atlantic,1270.3652226510897,1270.3652226510897,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2081,price,Total,atlantic,1270.3701271344935,1270.3701271344935,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2082,price,Total,atlantic,1270.3750238694413,1270.3750238694413,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2083,price,Total,atlantic,1270.3799128682745,1270.3799128682745,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2084,price,Total,atlantic,1270.384794143317,1270.384794143317,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2085,price,Total,atlantic,1270.389667706873,1270.389667706873,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2086,price,Total,atlantic,1270.3945335712278,1270.3945335712278,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2087,price,Total,atlantic,1270.3993917486453,1270.3993917486453,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2088,price,Total,atlantic,1270.4042422513696,1270.4042422513696,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2089,price,Total,atlantic,1270.4090850916245,1270.4090850916245,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2090,price,Total,atlantic,1270.413920281615,1270.413920281615,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2091,price,Total,atlantic,1270.4187478335248,1270.4187478335248,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2092,price,Total,atlantic,1270.42356775952,1270.42356775952,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2093,price,Total,atlantic,1270.4283800717449,1270.4283800717449,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2094,price,Total,atlantic,1270.4331847823262,1270.4331847823262,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2095,price,Total,atlantic,1270.4379819033707,1270.4379819033707,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2096,price,Total,atlantic,1270.4427714469657,1270.4427714469657,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2097,price,Total,atlantic,1270.44755342518,1270.44755342518,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2098,price,Total,atlantic,1270.4523278500626,1270.4523278500626,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2099,price,Total,atlantic,1270.457094733644,1270.457094733644,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2100,price,Total,atlantic,1270.4618540879353,1270.4618540879353,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2019,catches_fleet,unaffected_managed,atlantic,15804557.376426212,15804557.376426212,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2020,catches_fleet,unaffected_managed,atlantic,15883798.46454726,15883798.46454726,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2021,catches_fleet,unaffected_managed,atlantic,15960099.533523655,15960099.533523655,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2022,catches_fleet,unaffected_managed,atlantic,16062229.97971117,16062229.97971117,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2023,catches_fleet,unaffected_managed,atlantic,16173288.115798807,16173288.115798807,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2024,catches_fleet,unaffected_managed,atlantic,16276232.227995973,16276232.227995973,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2025,catches_fleet,unaffected_managed,atlantic,16362163.625942757,16362163.625942757,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2026,catches_fleet,unaffected_managed,atlantic,16428834.947413698,16428834.947413698,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2027,catches_fleet,unaffected_managed,atlantic,16477774.588807946,16477774.588807946,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2028,catches_fleet,unaffected_managed,atlantic,16512094.635060752,16512094.635060752,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2029,catches_fleet,unaffected_managed,atlantic,16535191.097366657,16535191.097366657,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2030,catches_fleet,unaffected_managed,atlantic,16550106.864070544,16550106.864070544,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2031,catches_fleet,unaffected_managed,atlantic,16559300.012718368,16559300.012718368,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2032,catches_fleet,unaffected_managed,atlantic,16564627.531172773,16564627.531172773,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2033,catches_fleet,unaffected_managed,atlantic,16567425.228984658,16567425.228984658,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2034,catches_fleet,unaffected_managed,atlantic,16568617.101620086,16568617.101620086,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2035,catches_fleet,unaffected_managed,atlantic,16568821.114279263,16568821.114279263,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2036,catches_fleet,unaffected_managed,atlantic,16568437.965305515,16568437.965305515,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2037,catches_fleet,unaffected_managed,atlantic,16567719.72531454,16567719.72531454,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2038,catches_fleet,unaffected_managed,atlantic,16566820.041734586,16566820.041734586,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2039,catches_fleet,unaffected_managed,atlantic,16565829.33573789,16565829.33573789,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2040,catches_fleet,unaffected_managed,atlantic,16564798.624617629,16564798.624617629,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2041,catches_fleet,unaffected_managed,atlantic,16563755.14677718,16563755.14677718,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2042,catches_fleet,unaffected_managed,atlantic,16562712.307352638,16562712.307352638,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2043,catches_fleet,unaffected_managed,atlantic,16561675.818610372,16561675.818610372,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2044,catches_fleet,unaffected_managed,atlantic,16560647.367547678,16560647.367547678,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2045,catches_fleet,unaffected_managed,atlantic,16559626.723710112,16559626.723710112,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2046,catches_fleet,unaffected_managed,atlantic,16558612.89308815,16558612.89308815,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2047,catches_fleet,unaffected_managed,atlantic,16557604.708277566,16557604.708277566,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2048,catches_fleet,unaffected_managed,atlantic,16556601.098814672,16556601.098814672,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2049,catches_fleet,unaffected_managed,atlantic,16555601.189422486,16555601.189422486,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2050,catches_fleet,unaffected_managed,atlantic,16554604.312510466,16554604.312510466,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2051,catches_fleet,unaffected_managed,atlantic,16553609.98323762,16553609.98323762,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2052,catches_fleet,unaffected_managed,atlantic,16552617.862640154,16552617.862640154,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2053,catches_fleet,unaffected_managed,atlantic,16551627.721149517,16551627.721149517,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2054,catches_fleet,unaffected_managed,atlantic,16550639.407565145,16550639.407565145,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2055,catches_fleet,unaffected_managed,atlantic,16549652.824794611,16549652.824794611,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2056,catches_fleet,unaffected_managed,atlantic,16548667.911925016,16548667.911925016,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2057,catches_fleet,unaffected_managed,atlantic,16547684.631525679,16547684.631525679,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2058,catches_fleet,unaffected_managed,atlantic,16546702.960966524,16546702.960966524,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2059,catches_fleet,unaffected_managed,atlantic,16545722.886664387,16545722.886664387,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2060,catches_fleet,unaffected_managed,atlantic,16544744.400380543,16544744.400380543,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
2061,catches_fleet,unaffected_managed,atlantic,16543767.496907687,16543767.496907687,0,RD/TN/RL/81,Philippines - De minimis (RD/TN/RL/81)
