Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,112246631.03779498,112246631.03779498,0,RD/TN/RL/112/Rev.1,EU and others -Overfishing and overcapacity (RD/TN/RL/112/Rev.1),OFOC
2020,biomass,Total,atlantic,112660147.80627319,112660147.80627319,0,RD/TN/RL/112/Rev.1,EU and others -Overfishing and overcapacity (RD/TN/RL/112/Rev.1),OFOC
2021,biomass,Total,atlantic,113365731.3399193,113430663.13507071,5.727638712682847e-4,RD/TN/RL/112/Rev.1,EU and others -Overfishing and overcapacity (RD/TN/RL/112/Rev.1),OFOC
2022,biomass,Total,atlantic,114194882.74914409,114366338.01811329,0.0015014269014648836,RD/TN/RL/112/Rev.1,EU and others -Overfishing and overcapacity (RD/TN/RL/112/Rev.1),OFOC
2023,biomass,Total,atlantic,114979614.87625855,115269889.1846902,0.002524571931677188,RD/TN/RL/112/Rev.1,EU and others -Overfishing and overcapacity (RD/TN/RL/112/Rev.1),OFOC
2024,biomass,Total,atlantic,115633277.95626551,116036049.17699029,0.0034831774022449783,RD/TN/RL/112/Rev.1,EU and others -Overfishing and overcapacity (RD/TN/RL/112/Rev.1),OFOC
2025,biomass,Total,atlantic,116133462.0072062,116633809.85799408,0.0043083865936660954,RD/TN/RL/112/Rev.1,EU and others -Overfishing and overcapacity (RD/TN/RL/112/Rev.1),OFOC
2026,biomass,Total,atlantic,116493068.33523166,117073918.42729995,0.004986134371504188,RD/TN/RL/112/Rev.1,EU and others -Overfishing and overcapacity (RD/TN/RL/112/Rev.1),OFOC
2027,biomass,Total,atlantic,116739116.40322433,117384643.75251234,0.0055296576604050105,RD/TN/RL/112/Rev.1,EU and others -Overfishing and overcapacity (RD/TN/RL/112/Rev.1),OFOC
2028,biomass,Total,atlantic,116900605.60390833,117597632.87576562,0.005962563395257448,RD/TN/RL/112/Rev.1,EU and others -Overfishing and overcapacity (RD/TN/RL/112/Rev.1),OFOC
2029,biomass,Total,atlantic,117002842.44475085,117741091.13448107,0.006309664571429798,RD/TN/RL/112/Rev.1,EU and others -Overfishing and overcapacity (RD/TN/RL/112/Rev.1),OFOC
2030,biomass,Total,atlantic,117065596.5221861,117837377.3210609,0.006592720848849292,RD/TN/RL/112/Rev.1,EU and others -Overfishing and overcapacity (RD/TN/RL/112/Rev.1),OFOC
2031,biomass,Total,atlantic,117103207.88026886,117902906.71357906,0.006829008767444243,RD/TN/RL/112/Rev.1,EU and others -Overfishing and overcapacity (RD/TN/RL/112/Rev.1),OFOC
2032,biomass,Total,atlantic,117125500.39393285,117949052.55760866,0.007031365167328457,RD/TN/RL/112/Rev.1,EU and others -Overfishing and overcapacity (RD/TN/RL/112/Rev.1),OFOC
2033,biomass,Total,atlantic,117138882.42814963,117983322.04989813,0.0072088755180541135,RD/TN/RL/112/Rev.1,EU and others -Overfishing and overcapacity (RD/TN/RL/112/Rev.1),OFOC
