pooled_commodity,ISSCAAP_group,ISSCAAP_division,group_for_pairing,Year,exvessel_price_USD/t
Shrimps,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1996,708.0946079
Shrimps,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1997,557.8488642
Shrimps,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1998,307.2111626
Shrimps,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1999,659.5779802
Shrimps,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2000,285.8120564
Shrimps,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2001,276.120505
Shrimps,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2002,670.2976868
Shrimps,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2003,991.5564447
Shrimps,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2004,1054.299178
Shrimps,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2005,427.9412935
Shrimps,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2006,1234.727514
Shrimps,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2007,3814.902528
Shrimps,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2008,2612.028328
Shrimps,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2009,3434.018474
Shrimps,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2010,3268.115905
Shrimps,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2011,2485.366998
Shrimps,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2012,2537.000157
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1976,2087.912591
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1977,2313.481543
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1978,2591.810658
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1979,3157.678164
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1980,3181.589355
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1981,3274.333241
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1982,3352.990347
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1983,3410.974914
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1984,3058.559262
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1985,2925.523335
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1986,3657.205234
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1987,3808.821374
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1988,3908.435363
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1989,3690.013216
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1990,3889.47048
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1991,3891.822238
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1992,3940.547992
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1993,4062.185199
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1994,4189.130911
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1995,4168.577855
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1996,4137.278749
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1997,4184.690154
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1998,3952.836996
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1999,3918.158664
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2000,3909.893063
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2001,3704.799467
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2002,3422.63398
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2003,3417.550314
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2004,3376.273779
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2005,3520.1665
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2006,3553.5788
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2007,3584.522212
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2008,3691.357201
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2009,3548.935261
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2010,3632.967014
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2011,3697.573237
Shrimps and prawns,"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2012,3677.165686
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1976,1119.58131
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1977,1218.150915
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1978,1536.73731
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1979,1833.383795
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1980,1648.666113
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1981,1732.403266
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1982,1551.168132
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1983,1706.619219
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1984,1553.020197
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1985,1603.254233
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1986,2093.680402
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1987,2814.924567
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1988,3130.883107
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1989,2965.602947
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1990,3154.832223
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1991,3172.816384
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1992,2803.801888
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1993,2374.868362
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1994,2057.947914
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1995,2178.304565
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1996,2313.422999
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1997,1871.710142
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1998,1936.091386
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1999,1954.873945
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2000,1536.268694
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2001,1445.939185
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2002,1426.353881
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2003,1528.835896
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2004,1418.349936
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2005,1580.906273
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2006,1587.527332
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2007,1780.533241
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2008,2029.520531
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2009,1755.591083
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2010,1801.963514
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2011,2135.157032
Shrimps and prawns (Pandalidae spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2012,1872.439614
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1976,1793.550554
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1977,NA
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1978,NA
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1979,5026.280786
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1980,NA
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1981,NA
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1982,2802.42274
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1983,3424.697901
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1984,4843.161351
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1985,8240.406408
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1986,12236.61903
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1987,4203.63411
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1988,2989.250923
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1989,9127.940743
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1990,7537.563547
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1991,7994.879809
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1992,8991.731639
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1993,9155.43017
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1994,9036.999775
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1995,6331.847371
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1996,4460.3088
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1997,4547.896586
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1998,4940.524957
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1999,4082.856806
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2000,4466.009989
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2001,4533.35937
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2002,4417.699469
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2003,4306.157502
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2004,4335.581426
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2005,4252.418301
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2006,4527.709402
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2007,4012.462998
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2008,3935.766911
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2009,3808.642671
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2010,4030.496698
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2011,4452.311002
Shrimps and prawns (Penaeus spp.),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2012,4288.865758
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1976,515.1288518
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1977,555.0199876
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1978,583.5335972
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1979,717.735795
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1980,916.9834923
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1981,1068.197087
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1982,947.0660316
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1983,782.1650591
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1984,674.3326017
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1985,662.9960395
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1986,610.8379344
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1987,692.7341468
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1988,592.5911345
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1989,647.0647433
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1990,517.5519464
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1991,549.4179114
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1992,456.4628252
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1993,531.1865448
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1994,677.7207793
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1995,617.2559367
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1996,576.2015171
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1997,642.4831808
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1998,601.7774251
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",1999,431.0509095
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",2000,303.9262022
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",2001,436.3939927
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",2002,453.8168071
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",2003,455.2355151
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",2004,501.3571756
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",2005,469.905727
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",2006,499.1834504
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",2007,620.2625753
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",2008,714.6857221
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",2009,569.5932023
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",2010,748.4772019
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",2011,853.5681066
Skipjack tuna,"Tunas, bonitos, billfishes",MARINE FISHES,"Tunas, bonitos, billfishes",2012,1325.000379
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1976,436.4522542
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1977,434.8070308
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1978,461.9304355
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1979,513.6024356
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1980,472.0721563
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1981,486.9109482
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1982,560.599147
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1983,608.2010209
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1984,570.1050875
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1985,540.1422971
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1986,683.0318844
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1987,676.3378489
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1988,1456.940682
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1989,1561.140782
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1990,1811.149095
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1991,1370.81611
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1992,1036.595013
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1993,943.8080051
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1994,945.2728874
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1995,900.3610659
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1996,894.1817459
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1997,1053.046241
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1998,1009.350004
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",1999,841.9762567
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",2000,1088.488821
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",2001,1255.574714
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",2002,1123.751875
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",2003,1050.489794
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",2004,1165.857692
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",2005,1202.768678
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",2006,1181.397953
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",2007,1274.549898
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",2008,1282.087306
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",2009,1334.562818
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",2010,1037.200589
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",2011,1257.856996
Smelts,"Salmons, trouts, smelts",DIADROMOUS FISHES,"Salmons, trouts, smelts",2012,1414.149873
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1976,775.7340431
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1977,883.8801089
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1978,961.0213549
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1979,1012.495454
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1980,1462.754503
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1981,1748.100367
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1982,1511.397219
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1983,1519.347844
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1984,1915.210662
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1985,1909.264389
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1986,2496.520859
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1987,3551.832957
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1988,3639.121195
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1989,3417.528077
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1990,3577.343227
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1991,3241.86541
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1992,3469.75152
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1993,3359.758751
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1994,3030.611515
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1995,4228.583516
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1996,3731.864981
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1997,3366.282853
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1998,3114.261191
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1999,2506.074705
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2000,2916.700618
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2001,3016.518112
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2002,2646.150322
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2003,2675.752368
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2004,2450.544187
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2005,2532.667978
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2006,2697.884139
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2007,3026.82594
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2008,2873.992498
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2009,3748.997493
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2010,3844.192175
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2011,3902.380298
Snappers,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2012,2890.554131
Snoek,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1976,160.0869744
Snoek,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1977,193.3435608
Snoek,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1978,154.5426996
Snoek,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1979,168.8199439
Snoek,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1980,178.3360593
Snoek,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1981,172.5880852
Snoek,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1982,199.5589398
Snoek,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1983,208.3809532
Snoek,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1984,224.0525815
Snoek,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1985,192.9315152
Snoek,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1986,301.8648813
Snoek,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1987,380.4306384
Snoek,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1988,362.4982695
