year,flag_iso3,vessels_n,fishing_h,fishing_kwh,length_m_mean,length_m_min,length_m_max,tonnage_gt_mean,tonnage_gt_min,tonnage_gt_max,engine_power_kw_mean,engine_power_kw_min,engine_power_kw_max
2016,AFG,1,11.124722222222221,4783.44775440646,21.58954863695,21.58954863695,21.58954863695,124.416357315575,124.416357315575,124.416357315575,429.98356802574995,429.98356802574995,429.98356802574995
2016,AGO,10,37307.59222222236,18573005.34258634,32.30860082383009,29.14334067995714,35.01911954724285,299.81006274952057,209.59460367418572,358.3082794996714,510.171672297692,411.54169931292853,580.8159210239
2016,ALB,2,2253.0558333333342,593513.6553956566,20.223330733702,19.735961666483334,20.954384334529998,72.096569599464,50.97024614061,86.1807852387,264.758425633624,248.56880536701,275.55150581136667
2016,ARG,248,474006.4030555578,481370668.2534502,44.8707420235701,23.543121079475,87.22977505193572,595.7275731820804,47.304398072525004,3767.638782541315,1078.175447208022,343.81322687703334,3808.438365701315
2016,AUS,116,120240.95555555559,56174843.91915482,26.41146053214738,13.451963878883333,68.1,261.2711187958841,16,2794.428360575625,544.7255367232556,160.24903117454286,3775.6666666666665
2016,BEL,73,156287.54916666663,95950114.15313552,29.83011772828383,12.764620889,51.3503171225,225.04177817049734,10.6517401447,612.9173246424,653.6151568651394,142,1601.8745980979415
2016,BGR,34,13853.698055555556,3391022.9944960386,20.120476499356542,13.85,27.2,52.99184027983585,15.79,117.36,238.04305406529394,105,661.7
2016,BHR,52,2625.994166666667,847171.3612307098,23.897965426651023,11.5804177653,33.097191433925,72.54956782666167,22.07883258515,184.18135128,367.5608569042638,224.63006287514997,878.4291800729501
2016,BLZ,14,10280.584722222195,20888996.54482174,76.06981736741002,27.41,110.37955117944617,2860.0652802173286,86,9074.259315962821,3266.156792253705,484.29882216222,8914.55905583715
2016,BRA,38,30765.579444444444,10243679.424236033,23.17624848141941,17.27010290002,36.995467489475004,121.02133916009431,47.30505725296,362.6461249366,340.6861083796927,200.0309142267857,689.5068283394
2016,CAN,423,228521.38138888922,278040567.4161185,23.81864417461561,9.5176964243,72.44904360269999,242.03448548532288,3.9122955468,3542.0663165835,509.30373980544607,66.17952581951667,3716.0496535740413
2016,CHL,72,67428.83666666778,138461313.3517883,54.589211216618764,27.59904188205,97.62,1222.3818170710122,100.21496593124999,4991,2171.8513694753406,491.12022121556925,5587.23
2016,CHN,22533,11915494.473055556,4191806946.0286374,26.440448973285793,8.7895337465,120.7,186.35626121844595,4.7279877948,9088.246952994585,316.7665224934966,48.116597782,5920
2016,CIV,2,5597.021944444442,4264142.081646971,50.4675,43.519999999999996,55.43,666.6666666666666,536,760,1055.3594235877597,745.7,1276.5447261504453
2016,CMR,2,2859.737777777778,994612.3264587992,37.985663482065334,28.485395656433337,44.319175365819994,403.9116342266312,283.3816154261778,484.26498009360006,545.4184183669176,327.6196308979889,690.6176100128702
2016,COK,7,16377.478611111084,7930326.732032959,41.260035849447476,22.847311827966664,65,415.0793055243725,65.5906122025,1418,830.1357352045324,283.5,2134
2016,COL,11,19197.75138888886,50747602.946299076,62.14810856702564,40.845,77.65466666666666,1322.2966316410193,990,1771,2590.7268180587753,1044.4,3715.08
2016,COM,8,13213.262499999975,45570674.36063553,64.37073859518127,31.4648930259875,94.1547686021,1568.026611585254,240.3360628953875,2940.6967416541,2621.363456785352,477.04405532662497,5621.70574981135
2016,CPV,3,1092.7686111111113,5058420.430186009,84.71666666666667,76.7,87,2407.6666666666665,1902,2548,4323.680474820203,2882.9332384515333,4671.862355601434
2016,CUW,7,1771.1319444444448,6477816.219546257,108.36947916666666,70.25,246.27000000000004,2492.7916666666665,1897,4164,4059.684404583688,2982.8,5891.0300000000025
2016,CYM,1,6.250277777777779,6532.676027945508,21.004218178549998,21.004218178549998,21.004218178549998,52.662655072975,52.662655072975,52.662655072975,1045.18171195075,1045.18171195075,1045.18171195075
2016,CYP,27,47912.31805555551,61124333.530660026,33.551923660587654,13.795,64.025,596.4115250251283,17.78,2058,845.6892508425037,71.62,3474.47415949875
2016,DEU,237,222293.8241666667,183133014.0266946,31.547136420569093,9.287371025337501,140.8,705.2850328934014,9.139229437175,9082,837.6133005297911,66.5,8702.004
2016,DMA,1,2002.3058333333222,9377202.593933927,97.47297236673333,97.47297236673333,97.47297236673333,4344.960878146867,4344.960878146867,4344.960878146867,4683.201955379267,4683.201955379267,4683.201955379267
2016,DNK,459,512407.6994444445,379866317.3590543,26.121236293731126,8.260511166987499,87.8,337.02787637898365,3.3,3720,679.7588070934178,50,6000
2016,DZA,2,43.55583333333334,38556.107791666676,32.7625,30.35,40,168.75,157,204,838.9125,671.13,894.84
2016,ECU,20,15663.783611111097,33954648.32663316,70.64618327820641,40.75902729334,115.78999999999999,1788.9921300047342,379,4401,2861.882724151964,735.556,5740.289076897956
2016,EGY,1,36.60055555555556,18183.80202958499,23.400508995066666,23.400508995066666,23.400508995066666,196.09729043656668,196.09729043656668,196.09729043656668,496.81765081363335,496.81765081363335,496.81765081363335
2016,ESP,1585,2008898.1161111146,822893444.6201228,27.30838884606917,9.97157840495,115.53,227.71863071676714,1.81,4406,422.251247264638,18.474166666666665,62521.29600000001
2016,EST,31,42303.358888889066,80197270.57080445,35.32435185185185,16,73.8,576.9074074074074,35,2350,991.1765868631,216,5094.5
2016,FIN,46,70647.88083333334,53096509.258029066,29.012524782114998,10.136179822633334,41.09,235.77121080686297,9.2146732126,526,722.4304085261665,102.80882575540001,1600
2016,FJI,37,121583.32416666686,48472641.793141454,33.95452332407293,17.8,42.6,172.22538196845673,101,269,386.06918181343553,187,759.0468960000001
2016,FLK,15,43081.92111111087,90087024.58631152,67.87025121882891,49.062634721799995,81.83532854839999,1903.9268416950279,873.368459810957,3662.5743157505285,2137.4523936539817,1271.1164479081929,3119.536516991471
2016,FRA,939,1586128.8544444442,735619189.5135776,23.386813958721334,7.5,90.56,219.45127539230225,2.03,3188,532.024724189662,40,4000
2016,FRO,97,278454.0600000003,354327037.74218273,44.66155651167329,8.860658920999999,93.53457010854444,1005.8736569323245,6.64939699104,4714.445870278056,1836.5652866603639,71.01672777356,7624.715116835633
2016,FSM,32,75945.06277777776,69759768.59844837,58.446664818886376,21.36,79.61,1076.8077229621272,94,1893,1994.3772911015276,190.23810869575001,3357
2016,GBR,1045,1208223.806388889,495591113.67622036,22.05559255894507,5.61,86.06,204.89371530035345,1.45819189245,4290,512.2715448004897,13.15,7680
2016,GEO,2,132.20861111111105,242898.17929535094,46.01610211480167,38.07925279072,53.95295143888333,498.5224190481133,381.45670715516,615.5881309410665,1250.1859884549542,647.5668442412,1852.8051326687084
2016,GHA,21,33396.69138888887,27602352.034474522,49.9228665766261,21.406460506825,72.53,692.8121952510076,93.8245689619,1664,1228.436651263089,234.53481922292502,2734.323764253843
2016,GIN,1,3246.340833333343,6955399.660649849,65.81128130211249,65.81128130211249,65.81128130211249,2140.8655626310624,2140.8655626310624,2140.8655626310624,2142.5352474490624,2142.5352474490624,2142.5352474490624
2016,GNQ,3,11016.45222222225,11619131.879765222,46.91749443961429,17.5674610773,57.78,535.9012467420905,41.308727194633335,680,862.0114302843856,133.49673926370002,1108.5559999999998
2016,GRC,302,292407.39222222235,83179162.04209857,23.845523112382313,11.802499999999998,46.3395297732,90.41039020594671,10,667.4622393326,268.9187185821378,35,1062.7240732926
2016,GRL,23,38628.302777777884,45779377.810369395,33.153571279694894,16.98360238597143,63.14700351524,467.23714112371465,40.4732686795,1683.0960845478335,1069.1837656201735,200.0277248551143,4785.27857748724
2016,GTM,4,583.2297222222224,1750531.6248375007,78.91764705882353,77.3,79.8,2128.764705882353,2109,2165,3076.758058823529,2632.321,3579.36
2016,HKG,6,1934.3255555555556,701649.0031794257,30.37129980329938,13.3295956667,41.2194100697,242.63282890276727,18.9725131748,404.67104757870004,335.0901081833574,154.2467687997,496.65638894306664
2016,HND,4,10905.29638888919,10551348.209012082,45.34677456007134,19.646144684844444,57.1,577.0114348527627,87.3855331861111,716,887.988833923442,347.54687347630005,1044.4
2016,HRV,212,250092.69027777773,111517618.7976331,23.56727836505618,15.56,63.85,117.3656401937013,19,2427,412.33652051190484,81,3320.6632504038334
2016,IDN,4,3777.220555555585,1111231.4161327593,27.551018915556412,21.219201674333334,30.019000723900003,135.6407223633564,74.5657242678,225.52177763699999,393.80621466250767,225.38763222543335,689.8257010677333
2016,IND,7,3668.9083333333333,1532174.5116107569,33.93619087235783,20.390357349911113,54.7,321.3494178349096,41.293670271325,680,612.7697535062399,157.77583049513333,1383.7999699082
2016,IRL,219,313856.6247222222,138390326.72508943,27.066399435788817,9.65,127.60000000000001,258.9945176625422,5.1,1988,585.4944854783814,50,3840
