year,loc_id,is_territorial,loc_name,loc_ter1_iso3,loc_sov1_iso3,loc_ter2_iso3,loc_sov2_iso3,loc_ter3_iso3,loc_sov3_iso3,flag_iso3,vessels_n,fishing_h,fishing_kwh,length_m_mean,length_m_min,length_m_max,tonnage_gt_mean,tonnage_gt_min,tonnage_gt_max,engine_power_kw_mean,engine_power_kw_min,engine_power_kw_max
2016,8466,FALSE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",ESP,8,1376.000277777778,1117870.0864001182,59.94129884483438,38.480390758675,72.2,1151.9770960940364,260.8167687522917,1513,1437.7545204352,786.1811634815999,1790.365
2016,8466,FALSE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",KHM,1,68.18138888888889,100129.66318156123,61.14345733735,61.14345733735,61.14345733735,905.3042799909699,905.3042799909699,905.3042799909699,1468.5776399295198,1468.5776399295198,1468.5776399295198
2016,8466,FALSE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",KOR,18,251.45527777777758,372083.3581192626,58.66723096831376,46.88329284403572,92.27,906.1018416400861,276,2999,1354.83184044611,930,2807
2016,8466,FALSE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",NGA,1,1821.8841666666535,2309593.5827704654,51.33422977563334,51.33422977563334,51.33422977563334,496.63459527640003,496.63459527640003,496.63459527640003,1267.6950736094998,1267.6950736094998,1267.6950736094998
2016,8466,FALSE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",POL,1,0.711111111111111,3854.2222222222217,67.47,67.47,67.47,1468,1468,1468,5420,5420,5420
2016,8466,FALSE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",SHN,1,17.170277777777788,24038.3888888889,50.685,50.685,50.685,1352,1352,1352,1400,1400,1400
2016,8466,FALSE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",TWN,9,33.6225,64431.310659311464,71.37611111111111,65.8,74.55,1013.6666666666666,927,1318,1852.9642926301653,1342,2197.8285820950136
2016,8466,FALSE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",UKR,3,16.250833333333333,13961.468333333332,70.13666666666667,52.59,103,2722,805,6393,2294,828,5202
2016,8466,FALSE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",UNK,1,37.54194444444445,13573.944238665403,25.5614031918125,25.5614031918125,25.5614031918125,148.8788056960125,148.8788056960125,148.8788056960125,361.56742650217495,361.56742650217495,361.56742650217495
2016,8466,FALSE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",URY,38,30012.464166666654,18324823.537682593,28.99011398683259,22.366057102000003,51.23104820811667,215.62708740901616,109.46654644127857,619,495.8240572942111,223.4621733934,1079.6980193811996
2016,8466,FALSE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",USA,1,4573.248888888976,5354602.645689845,39.445859249307134,39.445859249307134,39.445859249307134,639.7693802612929,639.7693802612929,639.7693802612929,1170.853101544336,1170.853101544336,1170.853101544336
2016,8466,FALSE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",VUT,1,9.123888888888892,22453.647259692105,76.07,76.07,76.07,998,998,998,2460.973334192643,2460.973334192643,2460.973334192643
2016,8466,TRUE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",ARG,173,17201.745555555517,20521894.30162873,43.35818398439585,23.543121079475,87.22977505193572,539.4287455421429,47.304398072525004,3767.638782541315,1007.5067413161992,343.81322687703334,3808.438365701315
2016,8466,TRUE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",CHL,2,3.5408333333333344,6261.007616666669,65.83333333333333,45.55,75.975,1605.3333333333333,536,2140,1572.8133333333335,894.72,1911.8600000000001
2016,8466,TRUE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",CHN,1,146.3241666666667,262823.13608233363,70.7411706742,70.7411706742,70.7411706742,1903.18156709345,1903.18156709345,1903.18156709345,1796.17039392445,1796.17039392445,1796.17039392445
2016,8466,TRUE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",ESP,1,34.49083333333334,27116.043479449956,38.480390758675,38.480390758675,38.480390758675,260.8167687522917,260.8167687522917,260.8167687522917,786.1811634815999,786.1811634815999,786.1811634815999
2016,8466,TRUE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",NGA,1,3.0774999999999997,3901.331589033235,51.33422977563334,51.33422977563334,51.33422977563334,496.63459527640003,496.63459527640003,496.63459527640003,1267.6950736094998,1267.6950736094998,1267.6950736094998
2016,8466,TRUE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",URY,23,5678.89277777778,2225241.403743047,26.687504047004843,22.366057102000003,44.65508441314285,176.869252812689,109.46654644127857,601.308823882677,454.8144935678067,223.4621733934,1056.0999039358499
2016,8466,TRUE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",USA,1,14.70555555555555,17218.045332154757,39.445859249307134,39.445859249307134,39.445859249307134,639.7693802612929,639.7693802612929,639.7693802612929,1170.853101544336,1170.853101544336,1170.853101544336
2016,8379,FALSE,Ascension Exclusive Economic Zone,ASC,GBR,"NA","NA","NA","NA",TWN,1,543.8041666666667,443952.2126567763,49.3,49.3,49.3,465,465,465,816.3825139076285,816.3825139076285,816.3825139076285
2016,8323,FALSE,Australian Exclusive Economic Zone,AUS,AUS,"NA","NA","NA","NA",AUS,94,81396.30166666671,39923132.895052366,24.624727014516715,15.9,57.9289906867,181.40733429399145,16,2794.428360575625,456.07292101991294,175.6224273516,2211.933487058275
2016,8323,FALSE,Australian Exclusive Economic Zone,HMD,AUS,"NA","NA","NA","NA",AUS,1,363.8947222222225,1373945.1728703715,68.1,68.1,68.1,1906,1906,1906,3775.6666666666665,3775.6666666666665,3775.6666666666665
2016,8323,FALSE,Australian Exclusive Economic Zone,NFK,AUS,"NA","NA","NA","NA",AUS,1,11.668055555555554,5250.624999999999,23.78,23.78,23.78,138,138,138,450,450,450
2016,8323,FALSE,Australian Exclusive Economic Zone,AUS,AUS,"NA","NA","NA","NA",CHN,2,6.027500000000002,4882.2750000000015,35.75,35.75,35.75,271,271,271,810,810,810
2016,8323,FALSE,Australian Exclusive Economic Zone,NFK,AUS,"NA","NA","NA","NA",CHN,4,31.573055555555552,17433.170870958424,35.95280179784509,29.116880323742855,41.544326867637494,223.91041166206338,151.89039450722856,363.751252141025,485.08064604676207,330,822.4884329739625
2016,8323,FALSE,Australian Exclusive Economic Zone,AUS,AUS,"NA","NA","NA","NA",COK,1,480.56833333333435,189643.35933451806,24.534749182622225,24.534749182622225,24.534749182622225,108.35904527022223,108.35904527022223,108.35904527022223,394.62308724985553,394.62308724985553,394.62308724985553
2016,8323,FALSE,Australian Exclusive Economic Zone,AUS,AUS,"NA","NA","NA","NA",JPN,1,3.8966666666666665,2635.561806111111,53.1,53.1,53.1,577,577,577,676.3631666666666,676.3631666666666,676.3631666666666
2016,8323,FALSE,Australian Exclusive Economic Zone,CCK,AUS,"NA","NA","NA","NA",JPN,9,15.678611111111111,11209.328887257408,50.44112654324074,46.2545833325,52.36333333333334,407.44444444444446,379,439,681.5752303703704,348.80266666666677,742.3588000000002
2016,8323,FALSE,Australian Exclusive Economic Zone,CXR,AUS,"NA","NA","NA","NA",JPN,1,3.118888888888889,2293.2503844444445,49.995000000000005,49.995000000000005,49.995000000000005,439,439,439,735.278,735.278,735.278
2016,8323,FALSE,Australian Exclusive Economic Zone,NFK,AUS,"NA","NA","NA","NA",JPN,2,14.11361111111111,10951.105551658333,52.34,52.31666666666667,52.36333333333334,424,409,439,743.729595,705.0146400000001,782.4445499999999
2016,8323,FALSE,Australian Exclusive Economic Zone,AUS,AUS,"NA","NA","NA","NA",NZL,1,0.9794444444444443,1739.493333333333,42.5,42.5,42.5,1048,1048,1048,1776,1776,1776
2016,8323,FALSE,Australian Exclusive Economic Zone,AUS,AUS,"NA","NA","NA","NA",PNG,1,25.0313888888889,27984.438294207248,56.81292412552,56.81292412552,56.81292412552,952.52707839514,952.52707839514,952.52707839514,1117.9738534855799,1117.9738534855799,1117.9738534855799
2016,8323,FALSE,Australian Exclusive Economic Zone,AUS,AUS,"NA","NA","NA","NA",TWN,1,1.4833333333333334,1180.1751757867362,47.30443050079,47.30443050079,47.30443050079,500.60220015729993,500.60220015729993,500.60220015729993,795.6237140135299,795.6237140135299,795.6237140135299
2016,8323,FALSE,Australian Exclusive Economic Zone,NFK,AUS,"NA","NA","NA","NA",TWN,2,10.884444444444444,9736.258785138241,50.227215250395,47.30443050079,53.15,494.80110007864994,489,500.60220015729993,845.411857006765,795.6237140135299,895.2
2016,8323,TRUE,Australian Exclusive Economic Zone,AUS,AUS,"NA","NA","NA","NA",AUS,92,34693.980277777766,12944739.005194524,24.473778131700282,13.451963878883333,57.9289906867,201.52214910715165,16,2794.428360575625,460.2560362828612,160.24903117454286,2211.933487058275
2016,8323,TRUE,Australian Exclusive Economic Zone,HMD,AUS,"NA","NA","NA","NA",AUS,1,35.529722222222226,134148.38787037038,68.1,68.1,68.1,1906,1906,1906,3775.6666666666665,3775.6666666666665,3775.6666666666665
2016,8323,TRUE,Australian Exclusive Economic Zone,AUS,AUS,"NA","NA","NA","NA",CHN,1,0.38305555555555554,259.2148883330722,32.3942495846125,32.3942495846125,32.3942495846125,585.7810194097874,585.7810194097874,585.7810194097874,676.7031167505875,676.7031167505875,676.7031167505875
2016,8323,TRUE,Australian Exclusive Economic Zone,AUS,AUS,"NA","NA","NA","NA",COK,1,12.347777777777779,4872.718187341828,24.534749182622225,24.534749182622225,24.534749182622225,108.35904527022223,108.35904527022223,108.35904527022223,394.62308724985553,394.62308724985553,394.62308724985553
2016,8323,TRUE,Australian Exclusive Economic Zone,CCK,AUS,"NA","NA","NA","NA",MHL,1,11.944444444444445,5303.6528026300275,27.1972753792,27.1972753792,27.1972753792,63.4610232877,63.4610232877,63.4610232877,444.0267462667,444.0267462667,444.0267462667
2016,8323,TRUE,Australian Exclusive Economic Zone,AUS,AUS,"NA","NA","NA","NA",NZL,1,3.752500000000001,6664.440000000001,42.5,42.5,42.5,1048,1048,1048,1776,1776,1776
2016,8404,TRUE,Bahamas Exclusive Economic Zone,BHS,BHS,"NA","NA","NA","NA",MHL,1,6.6002777777777775,13568.30243066014,23.882071803925,23.882071803925,23.882071803925,84.963557201525,84.963557201525,84.963557201525,2055.7168785142253,2055.7168785142253,2055.7168785142253
2016,8404,TRUE,Bahamas Exclusive Economic Zone,BHS,BHS,"NA","NA","NA","NA",USA,1,2.406111111111111,6459.2534,20.85,20.85,20.85,106.4034627656909,106.4034627656909,106.4034627656909,2684.52,2684.52,2684.52
2016,8358,FALSE,Bahraini Exclusive Economic Zone,BHR,BHR,"NA","NA","NA","NA",BHR,23,1595.9122222222222,466015.6799110211,18.512359866996306,11.5804177653,32.732340944040004,58.6508915598529,22.07883258515,121.59122264118,306.72008483384343,224.63006287514997,522.19362780288
2016,8358,FALSE,Bahraini Exclusive Economic Zone,BHR,BHR,"NA","NA","NA","NA",UNK,8,946.9999999999999,258499.1091137987,17.07677439710625,14.1815594664,20.0160860922,60.413912783775,31.876087699,88.9416347919,250.75711653623125,160.12049420975,477.3459551492
2016,8358,TRUE,Bahraini Exclusive Economic Zone,BHR,BHR,"NA","NA","NA","NA",BHR,31,973.8891666666667,344749.96169468673,28.231736437331666,15.89834917405,33.097191433925,81.34330292508247,38.31107420365,130.48082950018,386.36434951697714,225.456352872,565.0965361739001
2016,8358,TRUE,Bahraini Exclusive Economic Zone,BHR,BHR,"NA","NA","NA","NA",UNK,1,0.3055555555555556,60.70535256429722,14.1815594664,14.1815594664,14.1815594664,31.876087699,31.876087699,31.876087699,198.6720629377,198.6720629377,198.6720629377
2016,8418,FALSE,Barbados Exclusive Economic Zone,BRB,BRB,"NA","NA","NA","NA",USA,1,3.3658333333333337,3315.2690931458455,16.045961035108334,16.045961035108334,16.045961035108334,47.63191081163333,47.63191081163333,47.63191081163333,984.9772002413999,984.9772002413999,984.9772002413999
2016,8418,TRUE,Barbados Exclusive Economic Zone,BRB,BRB,"NA","NA","NA","NA",USA,1,3.7238888888888884,3667.945651787835,16.045961035108334,16.045961035108334,16.045961035108334,47.63191081163333,47.63191081163333,47.63191081163333,984.9772002413999,984.9772002413999,984.9772002413999
2016,8340,FALSE,Bassas da India Exclusive Economic Zone,ATF,FRA,"NA","NA","NA","NA",JPN,1,4.2380555555555555,2958.1627777777776,49.75678571500001,49.75678571500001,49.75678571500001,379,379,379,698,698,698
2016,8340,FALSE,Bassas da India Exclusive Economic Zone,ATF,FRA,"NA","NA","NA","NA",KOR,1,3.3805555555555564,2509.161018518519,52.807500000000005,52.807500000000005,52.807500000000005,660,660,660,742.2333333333333,742.2333333333333,742.2333333333333
2016,8340,FALSE,Bassas da India Exclusive Economic Zone,ATF,FRA,"NA","NA","NA","NA",MOZ,1,67.05166666666666,38651.81835193071,26.952386503742858,26.952386503742858,26.952386503742858,221.3584603191,221.3584603191,221.3584603191,576.4482864248572,576.4482864248572,576.4482864248572
2016,8340,FALSE,Bassas da India Exclusive Economic Zone,ATF,FRA,"NA","NA","NA","NA",MUS,2,17.25861111111111,8494.365671451846,22.494476874700002,20.92,24.068953749400002,113.49300347144168,90,136.98600694288336,501.7197798519667,470.1781744043167,533.2613852996167
2016,3293,FALSE,Belgian Exclusive Economic Zone,BEL,BEL,"NA","NA","NA","NA",BEL,21,347.9252777777778,173294.03671106172,27.985809862121947,15.97564256943846,39.915189214799994,205.27174485091314,10.6517401447,514.1604485683333,641.4081177839381,193.96777812533333,1601.8745980979415
2016,3293,FALSE,Belgian Exclusive Economic Zone,BEL,BEL,"NA","NA","NA","NA",DEU,4,310.0905555555556,93562.22117066603,27.5257797964259,20.712513160092307,41.35592977627778,202.62532146374735,73.6645114914077,463.88579678173335,583.1309599906268,281.49107144498464,1272.5374831752445
2016,3293,FALSE,Belgian Exclusive Economic Zone,BEL,BEL,"NA","NA","NA","NA",FRA,28,1727.2983333333334,730047.8427032327,20.88206152654478,11.91,34,125.96056344067308,7.37,319,388.43686329642856,155,662
2016,3293,FALSE,Belgian Exclusive Economic Zone,BEL,BEL,"NA","NA","NA","NA",GBR,6,70.79805555555555,55880.392228727265,27.335839817481666,14.97,37.75,214.0779961838019,45.73,373,729.4505631171654,205,1492
2016,3293,FALSE,Belgian Exclusive Economic Zone,BEL,BEL,"NA","NA","NA","NA",NLD,42,13249.008055555552,11140929.513188193,31.0144688103077,20.231940710499998,46.75222816329999,269.1240860699095,23.648195897333334,618.7729971867693,702.3727454500766,201.78632778025,1632.935542412046
2016,3293,FALSE,Belgian Exclusive Economic Zone,BEL,BEL,"NA","NA","NA","NA",NOR,1,6.226111111111112,37356.66666666667,99.5,99.5,99.5,5500,5500,5500,6000,6000,6000
2016,3293,FALSE,Belgian Exclusive Economic Zone,BEL,BEL,"NA","NA","NA","NA",UNK,1,25.075833333333332,29650.93210795002,42.7042640577,42.7042640577,42.7042640577,417.25003389890003,417.25003389890003,417.25003389890003,1182.4505177475,1182.4505177475,1182.4505177475
2016,3293,TRUE,Belgian Exclusive Economic Zone,BEL,BEL,"NA","NA","NA","NA",BEL,36,25036.909444444445,5160757.976456686,23.110647764339515,12.764620889,37.89,103.85916666682895,10.6517401447,388,336.8267877611327,142,1079.5
2016,3293,TRUE,Belgian Exclusive Economic Zone,BEL,BEL,"NA","NA","NA","NA",FRA,9,52.18805555555556,11260.259427556939,18.09916096667094,11.17,34,92.11117631236411,7.37,319,298.6194308653991,147,588
