year,loc_id,is_territorial,loc_name,loc_ter1_iso3,loc_sov1_iso3,loc_ter2_iso3,loc_sov2_iso3,loc_ter3_iso3,loc_sov3_iso3,flag_iso3,vessels_n,fishing_h,fishing_kwh,length_m_mean,length_m_min,length_m_max,tonnage_gt_mean,tonnage_gt_min,tonnage_gt_max,engine_power_kw_mean,engine_power_kw_min,engine_power_kw_max
2016,5670,FALSE,Albanian Exclusive Economic Zone,ALB,ALB,"NA","NA","NA","NA",ALB,2,209.86333333333332,56794.8624962707,20.345173000506666,19.735961666483334,20.954384334529998,68.57551568965499,50.97024614061,86.1807852387,262.0601555891883,248.56880536701,275.55150581136667
2016,5670,FALSE,Albanian Exclusive Economic Zone,ALB,ALB,"NA","NA","NA","NA",ITA,17,1637.141388888889,454777.9534710049,21.27041840064843,13.01,32.59,70.78607610060412,23,173,270.96212776324296,118,679
2016,5670,TRUE,Albanian Exclusive Economic Zone,ALB,ALB,"NA","NA","NA","NA",ALB,2,1394.9436111111122,358092.8354255073,20.345173000506666,19.735961666483334,20.954384334529998,68.57551568965499,50.97024614061,86.1807852387,262.0601555891883,248.56880536701,275.55150581136667
2016,5670,TRUE,Albanian Exclusive Economic Zone,ALB,ALB,"NA","NA","NA","NA",GRC,7,40.484722222222224,6849.276541666667,22.46785714285714,18.1,26.3,56.857142857142854,20,123,225.36714285714285,51.46,360.2
2016,5670,TRUE,Albanian Exclusive Economic Zone,ALB,ALB,"NA","NA","NA","NA",ITA,2,1.783611111111111,668.6161111111111,23.85,15.11,32.59,99,25,173,398.5,118,679
2016,8378,FALSE,Algerian Exclusive Economic Zone,DZA,DZA,"NA","NA","NA","NA",ESP,10,159.39749999999995,18297.50389631679,20.826061282833223,17,24.98,87.22030149498289,43.93,146,151.19634996350683,88.67466666666667,369.4733333333333
2016,8444,FALSE,American Samoa Exclusive Economic Zone,ASM,USA,"NA","NA","NA","NA",CHN,6,23.18333333333333,12591.94082111111,36.32666666666667,32.74,40.41,288,196,517,561.6928333333333,387.92,755.46
2016,8444,FALSE,American Samoa Exclusive Economic Zone,ASM,USA,"NA","NA","NA","NA",COK,3,56.50416666666668,19519.548850000003,25.79077060932222,22.847311827966664,29.875,72.01589822169167,65.5906122025,80.457082462575,359.38,283.5,447.6
2016,8444,FALSE,American Samoa Exclusive Economic Zone,ASM,USA,"NA","NA","NA","NA",KIR,1,2.5672222222222216,2105.122222222222,23.79,23.79,23.79,151.42380144572,151.42380144572,151.42380144572,820,820,820
2016,8444,FALSE,American Samoa Exclusive Economic Zone,ASM,USA,"NA","NA","NA","NA",TWN,7,89.02916666666668,49056.10260026667,29.217142857142857,23.9,35.5,119.26071428571429,79.035,209,604.0850399999999,335.7,769.872
2016,8444,FALSE,American Samoa Exclusive Economic Zone,ASM,USA,"NA","NA","NA","NA",USA,19,29372.848611111105,10556940.139533147,40.43769853906015,21.343,79.2341,458.5731578947368,29.89,2110,865.8440175438596,51,3506.2000000000003
2016,8444,FALSE,American Samoa Exclusive Economic Zone,ASM,USA,"NA","NA","NA","NA",VUT,12,95.80361111111111,46451.646310022224,23.961136695905555,23.560000000000002,25.166666666666664,90.23623880011563,68,100.83486560138749,446.9263261111111,261.1,746
2016,8444,TRUE,American Samoa Exclusive Economic Zone,ASM,USA,"NA","NA","NA","NA",CHN,1,15.602500000000004,6052.521800000002,32.74,32.74,32.74,196,196,196,387.92,387.92,387.92
2016,8444,TRUE,American Samoa Exclusive Economic Zone,ASM,USA,"NA","NA","NA","NA",FSM,2,2.9363888888888887,3838.2943333333324,52.879999999999995,28.6,77.16,663.9203500067644,98,1229.8407000135287,1566.6,447.6,2685.6
2016,8444,TRUE,American Samoa Exclusive Economic Zone,ASM,USA,"NA","NA","NA","NA",TWN,3,21.56833333333333,15436.503191147845,27.810979704066668,23.9,29.832939112200002,108.64828039787334,98,128.94484119362,703.18543300016,655.09629900048,760.3069999999999
2016,8444,TRUE,American Samoa Exclusive Economic Zone,ASM,USA,"NA","NA","NA","NA",USA,11,188.22666666666666,81658.25725638888,33.12200488954546,21.343,51.88922,126.71727272727273,29.89,183,325.00784848484847,51,493.32
2016,8386,FALSE,Amsterdam Island & St. Paul Island Exclusive Economic Zone,ATF,FRA,"NA","NA","NA","NA",FRA,1,103.28861111111115,269583.2750000001,76.39,76.39,76.39,1698,1698,1698,2610,2610,2610
2016,8386,TRUE,Amsterdam Island & St. Paul Island Exclusive Economic Zone,ATF,FRA,"NA","NA","NA","NA",FRA,1,116.62611111111107,304394.1499999999,76.39,76.39,76.39,1698,1698,1698,2610,2610,2610
2016,8478,FALSE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",AGO,10,35328.99638888903,17616904.192836214,32.286938913413806,29.14334067995714,35.01911954724285,299.4705418065102,209.59460367418572,358.3082794996714,512.8662249070697,411.54169931292853,580.8159210239
2016,8478,FALSE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",BLZ,1,133.03361111111116,446414.23712500016,81,81,81,2400,2400,2400,3355.65,3355.65,3355.65
2016,8478,FALSE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",CHN,1,4.546666666666667,3391.9959956255198,33.8660714069,33.8660714069,33.8660714069,134.2272438702,134.2272438702,134.2272438702,746.04017499095,746.04017499095,746.04017499095
2016,8478,FALSE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",CPV,1,72.63500000000002,339340.7221991102,87,87,87,2548,2548,2548,4671.862355601434,4671.862355601434,4671.862355601434
2016,8478,FALSE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",CUW,2,80.98500000000003,265718.2638000001,163.3516666666667,80.43333333333334,246.27000000000004,2062,1988,2136,3281.08,3281.08,3281.08
2016,8478,FALSE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",ESP,28,52193.80583333345,31943828.40210118,42.660592145502875,30.375,87,649.2339088944011,193,2591,1075.7873415880754,301.57,4496.98774
2016,8478,FALSE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",FRA,10,841.4063888888888,2712792.2780555557,68.3035,19.5,81.9,1480.906,92.06,2357,2954.2,324,3920
2016,8478,FALSE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",GBR,1,390.2463888888889,323676.61796967604,38.26154357585,38.26154357585,38.26154357585,313.7482331133834,313.7482331133834,313.7482331133834,829.4160488999,829.4160488999,829.4160488999
2016,8478,FALSE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",JPN,4,260.0577777777775,196069.40884166647,51.257708333125,49.9,54.685,419.5,391,439,671.4525,384.98199999999997,830.55
2016,8478,FALSE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",LTU,1,586.3508333333332,754683.9481277772,54.76337219731667,54.76337219731667,54.76337219731667,1012.5886330200167,1012.5886330200167,1012.5886330200167,1287.0859990724166,1287.0859990724166,1287.0859990724166
2016,8478,FALSE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",NAM,6,11467.197777777767,6320088.514991107,34.53365210064861,31.558924186212497,40.2168986496,328.2650875642046,226.4923488988625,514.5436677865666,569.2936238911819,493.37395501440005,643.8740524961222
2016,8478,FALSE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",NOR,1,11.657499999999997,11524.943640340773,37.97812318372,37.97812318372,37.97812318372,496.51017234384,496.51017234384,496.51017234384,988.6290920300901,988.6290920300901,988.6290920300901
2016,8478,FALSE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",PAN,2,311.51166666666677,766862.481756974,141.045,26.7,255.39,1118.5,168,2069,2356.818298932775,674.8585,4038.77809786555
2016,8478,FALSE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",SEN,1,23.073888888888884,74846.96540833332,77.55,77.55,77.55,2107,2107,2107,3243.795,3243.795,3243.795
2016,8478,FALSE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",SLV,1,2.1025,6293.237340833333,78.28333333333333,78.28333333333333,78.28333333333333,2157,2157,2157,2993.2163333333333,2993.2163333333333,2993.2163333333333
2016,8478,TRUE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",AGO,10,434.32250000000005,226258.44301024528,32.13511347303514,29.14334067995714,35.01911954724285,291.33571947420086,209.59460367418572,358.3082794996714,509.8699244538566,411.54169931292853,580.8159210239
2016,8478,TRUE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",CHN,1,19.80777777777778,14777.397999515186,33.8660714069,33.8660714069,33.8660714069,134.2272438702,134.2272438702,134.2272438702,746.04017499095,746.04017499095,746.04017499095
2016,8478,TRUE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",ESP,14,2038.8922222222222,1158207.3169731891,35.455095634732146,31.3,53.85,375.9845255669738,265,942,653.0406225752988,367.78499999999997,1246.045
2016,8478,TRUE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",FRA,1,12.583055555555555,4076.91,19.5,19.5,19.5,92.06,92.06,92.06,324,324,324
2016,8478,TRUE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",GBR,1,32.66722222222222,27094.718384090567,38.26154357585,38.26154357585,38.26154357585,313.7482331133834,313.7482331133834,313.7482331133834,829.4160488999,829.4160488999,829.4160488999
2016,8478,TRUE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",KNA,1,0.9241666666666667,3215.2065413211867,80.84937272975,80.84937272975,80.84937272975,4769.493816163725,4769.493816163725,4769.493816163725,3479.033227759625,3479.033227759625,3479.033227759625
2016,8478,TRUE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",LTU,1,5.286388888888889,6804.037124540879,54.76337219731667,54.76337219731667,54.76337219731667,1012.5886330200167,1012.5886330200167,1012.5886330200167,1287.0859990724166,1287.0859990724166,1287.0859990724166
2016,8478,TRUE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",NAM,6,395.80499999999995,296564.748514658,37.81399060027898,31.558924186212497,44.96553019076,424.18507138197674,256.70492478065,609.5832796329801,782.6645254197886,493.37395501440005,1572.55069769838
2016,8478,TRUE,Angolan Exclusive Economic Zone,AGO,AGO,"NA","NA","NA","NA",NOR,1,404.14222222222264,399546.75820657884,37.97812318372,37.97812318372,37.97812318372,496.51017234384,496.51017234384,496.51017234384,988.6290920300901,988.6290920300901,988.6290920300901
2016,8489,TRUE,Antarctic 200NM zone beyond the coastline,NA,NA,NA,NA,NA,NA,NOR,3,30.25916666666668,130399.90000000007,108.46,92,133.88,6657,4848,9623,4820,3960,6000
2016,8489,TRUE,Antarctic 200NM zone beyond the coastline,NA,NA,NA,NA,NA,NA,NZL,1,4.899166666666664,4597.867916666664,43.629999999999995,43.629999999999995,43.629999999999995,1079,1079,1079,938.5,938.5,938.5
2016,8489,TRUE,Antarctic 200NM zone beyond the coastline,NA,NA,NA,NA,NA,NA,UKR,1,7.998611111111109,6622.8499999999985,52.59,52.59,52.59,968,968,968,828,828,828
2016,8466,FALSE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",ARG,247,444375.48277778004,447736175.16363645,44.5813388605015,23.543121079475,87.22977505193572,541.2357731440098,47.304398072525004,3767.638782541315,1069.6094896435284,343.81322687703334,3808.438365701315
2016,8466,FALSE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",CHL,7,75.47888888888889,145798.72649444445,72.536875,48.45,97.62,2218.3125,653,4991,2627.272916666667,1192.96,5587.23
2016,8466,FALSE,Argentinean Exclusive Economic Zone,ARG,ARG,"NA","NA","NA","NA",CHN,90,3045.9891666666663,3994467.0084338333,62.63774451289997,50.11191821891,78,1272.3974935783863,586,9088.246952994585,1341.848705648647,658.34216557458,2400
