year,loc_id,loc_name,loc_ter1_iso3,loc_sov1_iso3,loc_ter2_iso3,loc_sov2_iso3,loc_ter3_iso3,loc_sov3_iso3,flag_iso3,vessels_n,fishing_h,fishing_kwh,length_m_mean,length_m_min,length_m_max,tonnage_gt_mean,tonnage_gt_min,tonnage_gt_max,engine_power_kw_mean,engine_power_kw_min,engine_power_kw_max
2016,8464,Brazilian Exclusive Economic Zone,BRA,BRA,"NA","NA","NA","NA",UNK,19,17065.056944444445,6395477.806514299,21.990144158062673,18.60449563557143,29.785660120025,108.26430064201755,56.49689792068572,331.64183354314997,334.9937073755904,255.0346654633,588.0864394450417
2016,5672,Bulgarian Exclusive Economic Zone,BGR,BGR,"NA","NA","NA","NA",BGR,34,13706.180555555557,3357629.919024483,20.32356754635182,13.85,27.2,54.14839709433929,15.79,117.36,240.23773462673756,105,661.7
2016,5672,Bulgarian Exclusive Economic Zone,BGR,BGR,"NA","NA","NA","NA",KNA,1,711.3972222222211,629327.1929503959,54.340703023820005,54.340703023820005,54.340703023820005,832.39710209643,832.39710209643,832.39710209643,884.63543754717,884.63543754717,884.63543754717
2016,8475,Cameroonian Exclusive Economic Zone,CMR,CMR,"NA","NA","NA","NA",CMR,1,2700.7669444444446,884824.2694803781,28.485395656433337,28.485395656433337,28.485395656433337,283.3816154261778,283.3816154261778,283.3816154261778,327.6196308979889,327.6196308979889,327.6196308979889
2016,8475,Cameroonian Exclusive Economic Zone,CMR,CMR,"NA","NA","NA","NA",UNK,1,1700.3788888888896,580938.0658227109,26.10745029103333,26.10745029103333,26.10745029103333,159.26416713166668,159.26416713166668,159.26416713166668,341.65212801620004,341.65212801620004,341.65212801620004
2016,8493,Canadian Exclusive Economic Zone,CAN,CAN,"NA","NA","NA","NA",CAN,417,211392.9850000003,255491261.7795209,22.65968585541388,9.5176964243,72.44904360269999,199.81549958938533,3.9122955468,2649.364388080914,452.75899674334795,66.17952581951667,3716.0496535740413
2016,8493,Canadian Exclusive Economic Zone,CAN,CAN,"NA","NA","NA","NA",DNK,1,1.0833333333333333,4110.04213828571,69.61150098354285,69.61150098354285,69.61150098354285,2892.3793130184713,2892.3793130184713,2892.3793130184713,3793.8850507252714,3793.8850507252714,3793.8850507252714
2016,8493,Canadian Exclusive Economic Zone,CAN,CAN,"NA","NA","NA","NA",ESP,7,67.55305555555555,60068.637930046294,57.513333333333335,30,76.9,1198.888888888889,239,1866,1048.0081435185186,313.681625,1467.4066666666668
2016,8493,Canadian Exclusive Economic Zone,CAN,CAN,"NA","NA","NA","NA",EST,1,0.3277777777777778,771.9166666666666,63.83,63.83,63.83,1410,1410,1410,2355,2355,2355
2016,8493,Canadian Exclusive Economic Zone,CAN,CAN,"NA","NA","NA","NA",FRA,1,1211.006111111111,1203280.081705562,42.301704343666664,42.301704343666664,42.301704343666664,482.6452743308833,482.6452743308833,482.6452743308833,993.6201565502752,993.6201565502752,993.6201565502752
2016,8493,Canadian Exclusive Economic Zone,CAN,CAN,"NA","NA","NA","NA",JPN,1,1.6777777777777778,1233.1666666666667,51.4,51.4,51.4,499,499,499,735,735,735
2016,8493,Canadian Exclusive Economic Zone,CAN,CAN,"NA","NA","NA","NA",NOR,3,5.598055555555554,13711.059429369328,51.20830742579643,49.57798191330714,53,1388.0645167618231,1192,1485.4914998857641,1989.6311141171414,1428.1197459518216,2722.3716334271
2016,8493,Canadian Exclusive Economic Zone,CAN,CAN,"NA","NA","NA","NA",PRT,4,68.99472222222222,159291.06944444444,74.015,61.42,84.94,1698,1084,2251,1951.875,1471,2684.5
2016,8493,Canadian Exclusive Economic Zone,CAN,CAN,"NA","NA","NA","NA",RUS,3,2.7913888888888887,4908.487765595023,67.43666666666667,62.25,74,1579.6666666666667,1345,1895,1949.7925129007942,1322.2370602933777,2556.8863337602356
2016,8493,Canadian Exclusive Economic Zone,CAN,CAN,"NA","NA","NA","NA",SPM,1,273.5725,85964.1720919205,20.154979991184614,20.154979991184614,20.154979991184614,141.85956497764616,141.85956497764616,141.85956497764616,314.22811902483073,314.22811902483073,314.22811902483073
2016,8493,Canadian Exclusive Economic Zone,CAN,CAN,"NA","NA","NA","NA",USA,85,930.4016666666668,252376.9492502882,30.637231121181333,11.888875315300002,108.72572249999999,382.7837209289312,4,5413,393.7022982193169,17,3819.822639141771
2016,8362,Cape Verdean Exclusive Economic Zone,CPV,CPV,"NA","NA","NA","NA",CHN,2,1.0152777777777777,859.6974560416669,52.245,50.8,53.69,661,647,675,904.7837750000001,832.8211500000002,976.7464000000001
2016,8362,Cape Verdean Exclusive Economic Zone,CPV,CPV,"NA","NA","NA","NA",CPV,1,70.86194444444442,331057.25069472,87,87,87,2548,2548,2548,4671.862355601434,4671.862355601434,4671.862355601434
2016,8362,Cape Verdean Exclusive Economic Zone,CPV,CPV,"NA","NA","NA","NA",CUW,3,17.55861111111111,89064.22558466668,148.3516666666667,91.1,246.27000000000004,3054.3333333333335,2136,4164,4795.845266666667,3281.08,5891.0300000000025
2016,8362,Cape Verdean Exclusive Economic Zone,CPV,CPV,"NA","NA","NA","NA",ESP,20,11755.952777777797,3383645.5528162033,35.13108695652174,25,84.85,380.2608695652174,107,2172,583.9592717391305,199.0842,3473.91825
2016,8362,Cape Verdean Exclusive Economic Zone,CPV,CPV,"NA","NA","NA","NA",FLK,1,23.775277777777774,41898.660437178885,62.7483646451,62.7483646451,62.7483646451,1731.5300857773213,1731.5300857773213,1731.5300857773213,1762.2784822451429,1762.2784822451429,1762.2784822451429
2016,8362,Cape Verdean Exclusive Economic Zone,CPV,CPV,"NA","NA","NA","NA",GBR,1,1.215,1007.7404994133786,38.26154357585,38.26154357585,38.26154357585,313.7482331133834,313.7482331133834,313.7482331133834,829.4160488999,829.4160488999,829.4160488999
2016,8362,Cape Verdean Exclusive Economic Zone,CPV,CPV,"NA","NA","NA","NA",JPN,22,12833.054444444444,9390668.759211438,51.352037037037036,49.3,58.295,458.85185185185185,392,659,748.1181774691357,382.2,1248.417275
2016,8362,Cape Verdean Exclusive Economic Zone,CPV,CPV,"NA","NA","NA","NA",KOR,1,3.427777777777778,9205.640000000001,68.17,68.17,68.17,1363,1363,1363,2685.6,2685.6,2685.6
2016,8362,Cape Verdean Exclusive Economic Zone,CPV,CPV,"NA","NA","NA","NA",POL,1,0.6058333333333333,3283.616666666667,67.47,67.47,67.47,1468,1468,1468,5420,5420,5420
2016,8362,Cape Verdean Exclusive Economic Zone,CPV,CPV,"NA","NA","NA","NA",PRT,3,1188.9158333333332,404083.8773832692,27.937030133523635,26,32.8,198.75180444454546,118,332,447.64600954010183,338.3325238502546,666.565
2016,8362,Cape Verdean Exclusive Economic Zone,CPV,CPV,"NA","NA","NA","NA",SLV,2,54.4416666666667,172249.28439675935,77.78222222222222,76.78,78.28333333333333,2072,1902,2157,3089.170888888889,2993.2163333333333,3281.08
