Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2026,effort_fleet,unaffected_oa,atlantic,60320214.122525685,63209614.61570963,0.04790103177211608,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2027,effort_fleet,unaffected_oa,atlantic,60404650.83533966,63935088.79362888,0.05844645916277266,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2028,effort_fleet,unaffected_oa,atlantic,60478804.563373655,64644217.63751824,0.06887393201993261,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2029,effort_fleet,unaffected_oa,atlantic,60543267.780369304,65327546.069810614,0.07902246550016212,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2030,effort_fleet,unaffected_oa,atlantic,60598890.07467934,65978565.19789443,0.08877514285468636,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2031,effort_fleet,unaffected_oa,atlantic,60646626.680397004,66593071.49041726,0.09805071008083523,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2032,effort_fleet,unaffected_oa,atlantic,60687443.54093415,67168654.05813211,0.1067965651383277,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2033,effort_fleet,unaffected_oa,atlantic,60722261.0061499,67704281.46516865,0.11498288013866312,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2034,effort_fleet,unaffected_oa,atlantic,60751923.38712304,68199967.99897188,0.12259767586926348,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2035,effort_fleet,unaffected_oa,atlantic,60777185.372081,68656504.55517629,0.12964271271954603,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2036,effort_fleet,unaffected_oa,atlantic,60798709.06120696,69075242.63861148,0.13613008738511886,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2037,effort_fleet,unaffected_oa,atlantic,60817067.36069885,69457922.23791672,0.14207944006852524,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2038,effort_fleet,unaffected_oa,atlantic,60832750.886086494,69806535.95104104,0.14751568742565296,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2039,effort_fleet,unaffected_oa,atlantic,60846176.514172904,70123229.57115358,0.1524673132882848,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2040,effort_fleet,unaffected_oa,atlantic,60857696.40773161,70410910.05626859,0.1569762612198266,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2041,effort_fleet,unaffected_oa,atlantic,60867606.8036434,70671698.09462202,0.16107239639971793,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2042,effort_fleet,unaffected_oa,atlantic,60876156.167175464,70907676.89769639,0.16478571187991564,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2043,effort_fleet,unaffected_oa,atlantic,60883552.51900003,71120861.6058516,0.1681457251308849,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2044,effort_fleet,unaffected_oa,atlantic,60889969.870771326,71313177.83384682,0.17118103334912127,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2045,effort_fleet,unaffected_oa,atlantic,60895553.78348684,71486447.50314306,0.1739189983773194,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2046,effort_fleet,unaffected_oa,atlantic,60900426.10729125,71642380.40406784,0.17638553592140666,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2047,effort_fleet,unaffected_oa,atlantic,60904688.9835901,71782570.19394468,0.17860498743020367,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2048,effort_fleet,unaffected_oa,atlantic,60908428.19842884,71908493.76733904,0.1806000564170518,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2049,effort_fleet,unaffected_oa,atlantic,60911715.97556955,72021513.13300142,0.1823917940825666,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2050,effort_fleet,unaffected_oa,atlantic,60914613.29224794,72122879.10107857,0.18399962181582136,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2051,effort_fleet,unaffected_oa,atlantic,60917171.792627424,72213736.2264081,0.18544138050656928,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2052,effort_fleet,unaffected_oa,atlantic,60919435.36502424,72295128.5721522,0.18673339861024224,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2053,effort_fleet,unaffected_oa,atlantic,60921441.439997,72368005.95564516,0.18789057259786202,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2054,effort_fleet,unaffected_oa,atlantic,60923222.057920456,72433230.41800787,0.1889264548277618,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2055,effort_fleet,unaffected_oa,atlantic,60924804.746977836,72491582.72350265,0.18985334503018794,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2056,effort_fleet,unaffected_oa,atlantic,60926213.24572488,72543768.7461944,0.1906823825340026,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2057,effort_fleet,unaffected_oa,atlantic,60927468.09851374,72590425.64240319,0.19142363711933,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2058,effort_fleet,unaffected_oa,atlantic,60928587.14707031,72632127.73955655,0.19208619698067286,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2059,effort_fleet,unaffected_oa,atlantic,60929585.937315226,72669392.09698576,0.1926782527580037,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2060,effort_fleet,unaffected_oa,atlantic,60930478.05701525,72702683.71332528,0.19320717696149164,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2061,effort_fleet,unaffected_oa,atlantic,60931275.416954584,72732420.36961026,0.19367959839836085,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2062,effort_fleet,unaffected_oa,atlantic,60931988.485934585,72758977.10787481,0.19410147142449394,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2063,effort_fleet,unaffected_oa,atlantic,60932626.48796354,72782690.35281262,0.19447814000254696,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2064,effort_fleet,unaffected_oa,atlantic,60933197.56841415,72803861.68951237,0.19481439666398861,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2065,effort_fleet,unaffected_oa,atlantic,60933708.93464045,72822761.31393692,0.19511453655396332,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2066,effort_fleet,unaffected_oa,atlantic,60934166.975506306,72839631.17509675,0.19538240679282745,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2067,effort_fleet,unaffected_oa,atlantic,60934577.363437794,72854687.82910517,0.19562145142274714,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2068,effort_fleet,unaffected_oa,atlantic,60934945.14193529,72868125.02576001,0.19583475222680286,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2069,effort_fleet,unaffected_oa,atlantic,60935274.800935514,72880116.04818243,0.19602506571552425,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2070,effort_fleet,unaffected_oa,atlantic,60935570.341975294,72890815.82552041,0.19619485657476124,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2071,effort_fleet,unaffected_oa,atlantic,60935835.334755056,72900362.83791888,0.19634632786169084,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2072,effort_fleet,unaffected_oa,atlantic,60936072.966415405,72908880.83196744,0.1964814482244497,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2073,effort_fleet,unaffected_oa,atlantic,60936286.084610194,72916480.36373441,0.19660197640679453,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2074,effort_fleet,unaffected_oa,atlantic,60936477.23527383,72923260.1853373,0.19670948328343432,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2075,effort_fleet,unaffected_oa,atlantic,60936648.69582995,72929308.48982683,0.1968053716550639,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2076,effort_fleet,unaffected_oa,atlantic,60936802.50446627,72934704.0280025,0.19689089401526869,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2077,effort_fleet,unaffected_oa,atlantic,60936940.48600101,72939517.10965563,0.19696716848480386,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2078,effort_fleet,unaffected_oa,atlantic,60937064.27478426,72943810.50066234,0.19703519309259654,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2079,effort_fleet,unaffected_oa,atlantic,60937175.33501126,72947640.22633548,0.19709585856736697,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2080,effort_fleet,unaffected_oa,atlantic,60937274.97876868,72951056.29049496,0.19714995978917735,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2019,effort_total,Total,atlantic,10771798097.81482,10771798097.81482,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2020,effort_total,Total,atlantic,10774348945.50765,10654279697.185299,-0.011143991059656013,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2021,effort_total,Total,atlantic,10778248360.908533,10567085878.270422,-0.019591539883602342,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2022,effort_total,Total,atlantic,10782712274.987638,10501509354.010027,-0.026079052635941166,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2023,effort_total,Total,atlantic,10787247747.921019,10451692634.21401,-0.0311066475479511,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2024,effort_total,Total,atlantic,10791561684.923,10413564699.913534,-0.03502708839051252,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2025,effort_total,Total,atlantic,10795495495.887573,10384221846.858747,-0.03809678297633453,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2026,effort_total,Total,atlantic,10798978751.966429,10361549766.848694,-0.0405065141032972,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2027,effort_total,Total,atlantic,10801996749.774292,10343983420.958965,-0.04240080231693246,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2028,effort_total,Total,atlantic,10804568190.942558,10330349098.7113,-0.043890610328027276,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2029,effort_total,Total,atlantic,10806730141.871012,10319757386.981441,-0.045061989010235316,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2030,effort_total,Total,atlantic,10808528164.542921,10311528748.487656,-0.04598215487707737,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2031,effort_total,Total,atlantic,10810010064.236723,10305140620.578627,-0.04670388285098644,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2032,effort_total,Total,atlantic,10811222122.538836,10300189099.313412,-0.04726875624542401,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2033,effort_total,Total,atlantic,10812207002.68875,10296360745.445713,-0.047709617205327,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2034,effort_total,Total,atlantic,10813002751.575054,10293411563.026125,-0.0480524420909117,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2035,effort_total,Total,atlantic,10813642497.064299,10291151154.170828,-0.048317793290772966,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2036,effort_total,Total,atlantic,10814154565.729942,10289430668.409876,-0.04852195279166035,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2037,effort_total,Total,atlantic,10814562836.399374,10288133571.259983,-0.048677812788469735,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2038,effort_total,Total,atlantic,10814887208.616419,10287165325.203304,-0.04879587491145251,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2039,effort_total,Total,atlantic,10815144109.329082,10286117263.659225,-0.04891537646858736,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2040,effort_total,Total,atlantic,10815346991.303917,10285290809.19543,-0.04900963256515746,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2041,effort_total,Total,atlantic,10815506796.994041,10284639666.212276,-0.04908388860051469,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2042,effort_total,Total,atlantic,10815632374.822454,10284127142.35652,-0.04914231679168549,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2043,effort_total,Total,atlantic,10815730843.241497,10283724163.389305,-0.049188232174308476,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2044,effort_total,Total,atlantic,10815807903.035528,10283407698.776793,-0.049224265910761414,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2045,effort_total,Total,atlantic,10815868101.237806,10283159512.325487,-0.04925250418423225,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2046,effort_total,Total,atlantic,10815915051.49628,10282965170.439466,-0.049274599376877094,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2047,effort_total,Total,atlantic,10815951616.271894,10282813254.773788,-0.04929185895173884,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2048,effort_total,Total,atlantic,10815980056.244152,10282694737.166132,-0.04930531642115503,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2049,effort_total,Total,atlantic,10816002151.970901,10282602483.460478,-0.04931578794233386,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2050,effort_total,Total,atlantic,10816019302.358217,10282530859.725754,-0.04932391739686956,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2051,effort_total,Total,atlantic,10816032603.941463,10282475419.822678,-0.049330212255864744,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2052,effort_total,Total,atlantic,10816042914.420559,10282432657.592594,-0.04933507208227932,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2053,effort_total,Total,atlantic,10816050903.366173,10282399810.372215,-0.049338811157765033,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2054,effort_total,Total,atlantic,10816057092.53706,10282374703.263914,-0.049341676426743315,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2055,effort_total,Total,atlantic,10816061887.829344,10282355625.75861,-0.04934386171285514,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2056,effort_total,Total,atlantic,10816065604.517214,10282341234.03225,-0.04934551897152511,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2057,effort_total,Total,atlantic,10816068487.137781,10282330473.608482,-0.04934676718846665,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2058,effort_total,Total,atlantic,10816070725.116226,10282322518.171124,-0.04934769941044068,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2059,effort_total,Total,atlantic,10816072465.014462,10282316721.177916,-0.049348388295569014,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2060,effort_total,Total,atlantic,10816073820.111729,10282312577.61723,-0.04934889049129895,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2061,effort_total,Total,atlantic,10816074877.882853,10282309693.798035,-0.04934925008482352,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2062,effort_total,Total,atlantic,10816075705.824259,10282307763.499538,-0.04934950132027054,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2063,effort_total,Total,atlantic,10816076355.984661,10282306549.15336,-0.04934967073674176,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2064,effort_total,Total,atlantic,10816076868.482431,10282305867.006193,-0.04934977884926311,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2065,effort_total,Total,atlantic,10816077274.232027,10282305575.429428,-0.049349841469258394,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2066,effort_total,Total,atlantic,10816077597.05416,10282305565.71546,-0.049349870740949216,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2067,effort_total,Total,atlantic,10816077855.306774,10282305754.837984,-0.049349875954054954,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2068,effort_total,Total,atlantic,10816078063.144014,10282306079.762564,-0.04934986418046376,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2069,effort_total,Total,atlantic,10816078231.48687,10282306492.980215,-0.04934984077248838,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2070,effort_total,Total,atlantic,10816078368.770712,10282306959.005253,-0.04934980975236075,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2071,effort_total,Total,atlantic,10816078481.520416,10282307451.63283,-0.04934977411633522,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
