Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2060,effort_fleet,affected_managed,pacific,5018526261.67782,5018526261.67782,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2061,effort_fleet,affected_managed,pacific,5018526261.67782,5018526261.67782,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2062,effort_fleet,affected_managed,pacific,5018526261.67782,5018526261.67782,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2063,effort_fleet,affected_managed,pacific,5018526261.67782,5018526261.67782,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2064,effort_fleet,affected_managed,pacific,5018526261.67782,5018526261.67782,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2065,effort_fleet,affected_managed,pacific,5018526261.67782,5018526261.67782,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2066,effort_fleet,affected_managed,pacific,5018526261.67782,5018526261.67782,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2067,effort_fleet,affected_managed,pacific,5018526261.67782,5018526261.67782,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2068,effort_fleet,affected_managed,pacific,5018526261.67782,5018526261.67782,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2069,effort_fleet,affected_managed,pacific,5018526261.67782,5018526261.67782,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2070,effort_fleet,affected_managed,pacific,5018526261.67782,5018526261.67782,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2071,effort_fleet,affected_managed,pacific,5018526261.67782,5018526261.67782,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2072,effort_fleet,affected_managed,pacific,5018526261.67782,5018526261.67782,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2073,effort_fleet,affected_managed,pacific,5018526261.67782,5018526261.67782,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2074,effort_fleet,affected_managed,pacific,5018526261.67782,5018526261.67782,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2075,effort_fleet,affected_managed,pacific,5018526261.67782,5018526261.67782,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2076,effort_fleet,affected_managed,pacific,5018526261.67782,5018526261.67782,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2077,effort_fleet,affected_managed,pacific,5018526261.67782,5018526261.67782,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2078,effort_fleet,affected_managed,pacific,5018526261.67782,5018526261.67782,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2079,effort_fleet,affected_managed,pacific,5018526261.67782,5018526261.67782,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2080,effort_fleet,affected_managed,pacific,5018526261.67782,5018526261.67782,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2019,effort_fleet,affected_oa,pacific,6825904609.08235,6825904609.08235,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2020,effort_fleet,affected_oa,pacific,6835510491.487745,6629716175.916684,-0.030106649068469223,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2021,effort_fleet,affected_oa,pacific,6848703780.418972,6521620035.0065565,-0.04775848918266488,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2022,effort_fleet,affected_oa,pacific,6862205110.5318,6464705491.945041,-0.0579259308318685,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2023,effort_fleet,affected_oa,pacific,6874399460.191271,6437443999.450363,-0.06356271020781647,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2024,effort_fleet,affected_oa,pacific,6884649133.591244,6426928371.9106865,-0.06648425399738506,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2025,effort_fleet,affected_oa,pacific,6892857770.535283,6425386134.432104,-0.06781971305159779,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2026,effort_fleet,affected_oa,pacific,6899200641.346389,6428204030.056866,-0.06826828726604586,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2027,effort_fleet,affected_oa,pacific,6903964567.4032755,6432731845.683213,-0.06825537951700449,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2028,effort_fleet,affected_oa,pacific,6907458517.043757,6437529673.366933,-0.06803209060427973,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2029,effort_fleet,affected_oa,pacific,6909968234.375633,6441887230.648227,-0.06773996462079265,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2030,effort_fleet,affected_oa,pacific,6911737088.524407,6445607677.772433,-0.06744026932475357,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2031,effort_fleet,affected_oa,pacific,6912961610.974661,6448621975.392148,-0.06716942198049404,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2032,effort_fleet,affected_oa,pacific,6913794536.843516,6450965899.13112,-0.06694278160075327,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2033,effort_fleet,affected_oa,pacific,6914351076.808133,6452730985.435927,-0.06676260523139405,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2034,effort_fleet,affected_oa,pacific,6914716025.266054,6454024968.554166,-0.066624725444768,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2035,effort_fleet,affected_oa,pacific,6914950476.165441,6454951252.658754,-0.0665224176358484,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2036,effort_fleet,affected_oa,pacific,6915097609.390145,6455599688.299436,-0.06644850832860964,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2037,effort_fleet,affected_oa,pacific,6915187397.780153,6456043724.578229,-0.06639641802755977,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2038,effort_fleet,affected_oa,pacific,6915240284.234284,6456340890.865612,-0.06636058538918661,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2039,effort_fleet,affected_oa,pacific,6915269966.649721,6456534796.076488,-0.06633655269939946,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2040,effort_fleet,affected_oa,pacific,6915285454.591734,6456657620.769788,-0.06632088246153574,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2041,effort_fleet,affected_oa,pacific,6915292555.598432,6456732563.966909,-0.06631100390109809,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2042,effort_fleet,affected_oa,pacific,6915294928.632754,6456775996.268892,-0.06630504368878991,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2043,effort_fleet,affected_oa,pacific,6915294817.323681,6456799235.049789,-0.06630166816970731,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2044,effort_fleet,affected_oa,pacific,6915293551.44216,6456809944.173099,-0.06629994863680747,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2045,effort_fleet,affected_oa,pacific,6915291883.871923,6456813201.1691,-0.06629925249751252,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2046,effort_fleet,affected_oa,pacific,6915290212.919682,6456812289.067228,-0.06629915878235873,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2047,effort_fleet,affected_oa,pacific,6915288726.098314,6456809270.41459,-0.06629939455071802,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2048,effort_fleet,affected_oa,pacific,6915287491.067998,6456805394.771157,-0.0662997882429372,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2049,effort_fleet,affected_oa,pacific,6915286511.662863,6456801382.335724,-0.06630023623083271,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2050,effort_fleet,affected_oa,pacific,6915285761.298306,6456797617.554911,-0.06630067933119184,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2051,effort_fleet,affected_oa,pacific,6915285202.044382,6456794278.66623,-0.0663010866482567,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2052,effort_fleet,affected_oa,pacific,6915284794.848026,6456791422.525959,-0.06630144468723119,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2053,effort_fleet,affected_oa,pacific,6915284504.46199,6456789038.816863,-0.06630175018096357,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2054,effort_fleet,affected_oa,pacific,6915284301.339432,6456787083.6909485,-0.06630200548076906,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2055,effort_fleet,affected_oa,pacific,6915284161.892244,6456785499.882854,-0.06630221568276522,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2056,effort_fleet,affected_oa,pacific,6915284067.951607,6456784228.125155,-0.06630238690429743,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2057,effort_fleet,affected_oa,pacific,6915284005.913335,6456783213.120832,-0.06630252530488023,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2058,effort_fleet,affected_oa,pacific,6915283965.829809,6456782406.222927,-0.06630263657609085,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2059,effort_fleet,affected_oa,pacific,6915283940.577448,6456781766.210522,-0.06630272571694863,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2060,effort_fleet,affected_oa,pacific,6915283925.151999,6456781259.036083,-0.06630279697530109,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2061,effort_fleet,affected_oa,pacific,6915283916.10206,6456780857.078502,-0.06630285387935354,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2062,effort_fleet,affected_oa,pacific,6915283911.090374,6456780538.21508,-0.06630289931263267,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2063,effort_fleet,affected_oa,pacific,6915283908.563878,6456780284.885753,-0.06630293560475733,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2064,effort_fleet,affected_oa,pacific,6915283907.511445,6456780083.236664,-0.06630296462257322,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2065,effort_fleet,affected_oa,pacific,6915283907.289756,6456779922.379157,-0.06630298785379819,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2066,effort_fleet,affected_oa,pacific,6915283907.500511,6456779793.771534,-0.06630300647984542,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2067,effort_fleet,affected_oa,pacific,6915283907.905411,6456779690.715993,-0.06630302143709027,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2068,effort_fleet,affected_oa,pacific,6915283908.368342,6456779607.956475,-0.06630303346721898,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2069,effort_fleet,affected_oa,pacific,6915283908.816781,6456779541.361272,-0.06630304315791428,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2070,effort_fleet,affected_oa,pacific,6915283909.216507,6456779487.674719,-0.06630305097534833,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2071,effort_fleet,affected_oa,pacific,6915283909.555417,6456779444.324102,-0.06630305728991999,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2072,effort_fleet,affected_oa,pacific,6915283909.833402,6456779409.270035,-0.06630306239652464,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2073,effort_fleet,affected_oa,pacific,6915283910.056212,6456779380.89067,-0.06630306653046954,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2074,effort_fleet,affected_oa,pacific,6915283910.23189,6456779357.892115,-0.06630306987994657,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2075,effort_fleet,affected_oa,pacific,6915283910.368803,6456779339.238976,-0.06630307259581114,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2076,effort_fleet,affected_oa,pacific,6915283910.474661,6456779324.100396,-0.06630307479925192,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2077,effort_fleet,affected_oa,pacific,6915283910.556103,6456779311.807971,-0.0663030765878216,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2078,effort_fleet,affected_oa,pacific,6915283910.618609,6456779301.822789,-0.06630307804019062,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2079,effort_fleet,affected_oa,pacific,6915283910.666571,6456779293.70953,-0.06630307921990221,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2080,effort_fleet,affected_oa,pacific,6915283910.703428,6456779287.11598,-0.06630308017835361,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2019,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2020,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2021,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2022,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2023,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2024,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2025,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2026,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2027,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2028,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2029,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2030,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2031,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2032,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2033,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2034,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2035,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2036,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2037,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2038,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2039,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2040,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2041,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2042,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2043,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2044,effort_fleet,unaffected_managed,pacific,116119814.94416335,116119814.94416335,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
