"","Id","Name","Category","Year","Region","Biomass","Catches","Fishing Mortality","Revenue"
"22","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Tiers]","Other & Multiple",2050,"atlantic",5.565,-1.971,-7.138,-0.259
"23","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - De minimis]","Other & Multiple",2050,"atlantic",4.878,-1.701,-6.273,-0.224
"24","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - De minimis]","Other & Multiple",2050,"atlantic",4.878,-1.701,-6.273,-0.224
"25","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Optional criteria]","Other & Multiple",2050,"atlantic",4.697,-1.631,-6.044,-0.214
"26","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Optional criteria]","Other & Multiple",2050,"atlantic",4.697,-1.631,-6.044,-0.214
"27","TN/RL/W/276/Rev.1 | Managed exemption","Chair's text - Consolidated text (June 2021) [Managed exemption]","Other & Multiple",2050,"atlantic",3.842,-1.396,-5.044,-0.183
"28","TN/RL/GEN/200/Rev.1","S&DT","Other & Multiple",2050,"atlantic",3.639,-1.341,-4.806,-0.176
"29","RD/TN/RL/126/Rev.2 | Objective Definition","Chair's text - Consolidated text (Dec 2020) [Objective Definition]","Other & Multiple",2050,"atlantic",3.115,-1.139,-4.126,-0.149
"30","RD/TN/RL/126/Rev.2 | Relevant Authorities","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities]","Other & Multiple",2050,"atlantic",3.085,-1.127,-4.086,-0.148
"31","TN/RL/W/276/Rev.1 | Full exemption","Chair's text - Consolidated text (June 2021) [Full exemption]","Other & Multiple",2050,"atlantic",3.085,-1.127,-4.086,-0.148
"32","RD/TN/RL/136","Artisanal - Exemption","Other & Multiple",2050,"atlantic",3.085,-1.126,-4.085,-0.148
"33","RD/TN/RL/125","Comprehensive text proposal","Other & Multiple",2050,"atlantic",1.517,-0.54,-2.026,-0.071
"34","TN/RL/GEN/202","Disputed waters","Other & Multiple",2050,"atlantic",0.037,-0.017,-0.054,-0.002
"35","RD/TN/RL/119/Rev.1 | Objective Definition","Facilitator's text - Overfished [Objective Definition]","Overfished",2050,"atlantic",2.117,-0.771,-2.828,-0.101
"36","RD/TN/RL/119/Rev.1 | Relevant Authorities","Facilitator's text - Overfished [Relevant Authorities]","Overfished",2050,"atlantic",0.958,-0.333,-1.279,-0.044
"37","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2050,"atlantic",0.958,-0.333,-1.279,-0.044
"38","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2050,"atlantic",0.748,-0.262,-1.002,-0.034
"39","Ambitious Reform","All subsidies","Ambitious Reform",2050,"indian",6.832,1.077,-5.387,0.14
"40","RD/TN/RL/104","IUU (Option B)","IUU",2050,"indian",0.001,0,-0.001,0
"41","RD/TN/RL/113","Facilitator's working text - IUU","IUU",2050,"indian",0.001,0,-0.001,0
"42","RD/TN/RL/87","IUU (Option A)","IUU",2050,"indian",0.001,0,-0.001,0
"43","RD/TN/RL/89/Rev.2","IUU (Option C)","IUU",2050,"indian",0,0,0,0
"44","RD/TN/RL/91","OFOC - ABNJ","OFOC",2050,"indian",8.369,-5.473,-12.773,-0.731
"45","RD/TN/RL/121","OFOC - Negative effects + ABNJ","OFOC",2050,"indian",8.301,-5.45,-12.698,-0.728
"46","RD/TN/RL/103","OFOC - Vessel characteristics","OFOC",2050,"indian",5.852,-0.147,-5.667,-0.019
"47","RD/TN/RL/124","CAP - Formula","OFOC",2050,"indian",4.513,0.76,-3.591,0.099
"48","RD/TN/RL/124/Rev.1","CAP - Formula (Rev. 1)","OFOC",2050,"indian",4.387,0.742,-3.492,0.096
"49","TN/RL/GEN/197/Rev.2","CAP - Tiers","OFOC",2050,"indian",3.357,0.584,-2.682,0.076
"50","RD/TN/RL/96 Rev.2","OFOC - List approach (revised)","OFOC",2050,"indian",2.59,0.461,-2.076,0.06
"51","RD/TN/RL/96/Rev.1","OFOC - List approach","OFOC",2050,"indian",1.943,-2.918,-4.768,-0.386
"52","TN/RL/GEN/199","CAP - Optional criteria","OFOC",2050,"indian",1.045,0.193,-0.844,0.025
"53","RD/TN/RL/81","CAP - De minimis","OFOC",2050,"indian",0.061,0.011,-0.05,0.001
"54","RD/TN/RL/112/Rev.1","OFOC - Prohibition + management","OFOC",2050,"indian",0.001,0,-0.001,0
"55","RD/TN/RL/79/Rev.1","OFOC - Negative effects (Option A)","OFOC",2050,"indian",0.001,0,-0.001,0
"56","RD/TN/RL/126/Rev.2 | Relevant Authorities","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities]","Other & Multiple",2050,"indian",8.361,-5.482,-12.774,-0.733
"57","RD/TN/RL/136","Artisanal - Exemption","Other & Multiple",2050,"indian",8.361,-5.482,-12.774,-0.733
"58","TN/RL/W/276/Rev.1 | Full exemption","Chair's text - Consolidated text (June 2021) [Full exemption]","Other & Multiple",2050,"indian",8.361,-5.482,-12.774,-0.733
"59","RD/TN/RL/126/Rev.2 | Objective Definition","Chair's text - Consolidated text (Dec 2020) [Objective Definition]","Other & Multiple",2050,"indian",8.361,-5.482,-12.774,-0.733
"60","TN/RL/W/276/Rev.1 | Managed exemption","Chair's text - Consolidated text (June 2021) [Managed exemption]","Other & Multiple",2050,"indian",6.251,0.131,-5.76,0.017
"61","TN/RL/GEN/200/Rev.1","S&DT","Other & Multiple",2050,"indian",5.896,-0.471,-6.012,-0.062
"62","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula]","Other & Multiple",2050,"indian",5.816,0.944,-4.605,0.123
"63","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Formula]","Other & Multiple",2050,"indian",5.816,0.944,-4.604,0.123
"64","TN/RL/W/276/Rev.1 | Sustainability scenario","Chair's text - Consolidated text (June 2021) [Sustainability scenario]","Other & Multiple",2050,"indian",5.403,0.887,-4.284,0.115
"65","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Tiers]","Other & Multiple",2050,"indian",5.121,0.848,-4.065,0.11
"66","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Tiers]","Other & Multiple",2050,"indian",5.12,0.848,-4.064,0.11
"67","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Optional criteria]","Other & Multiple",2050,"indian",3.907,0.668,-3.117,0.087
"68","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Optional criteria]","Other & Multiple",2050,"indian",3.907,0.668,-3.117,0.087
"69","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - De minimis]","Other & Multiple",2050,"indian",3.768,0.647,-3.008,0.084
"70","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - De minimis]","Other & Multiple",2050,"indian",3.766,0.647,-3.006,0.084
"71","RD/TN/RL/125","Comprehensive text proposal","Other & Multiple",2050,"indian",0.197,0.037,-0.16,0.005
"72","TN/RL/GEN/202","Disputed waters","Other & Multiple",2050,"indian",0,0,0,0
"73","RD/TN/RL/119/Rev.1 | Objective Definition","Facilitator's text - Overfished [Objective Definition]","Overfished",2050,"indian",0.001,0,-0.001,0
"74","RD/TN/RL/119/Rev.1 | Relevant Authorities","Facilitator's text - Overfished [Relevant Authorities]","Overfished",2050,"indian",0,0,0,0
"75","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2050,"indian",0,0,0,0
"76","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2050,"indian",0,0,0,0
"77","Ambitious Reform","All subsidies","Ambitious Reform",2050,"pacific",19.263,6.646,-10.579,0.843
"78","RD/TN/RL/104","IUU (Option B)","IUU",2050,"pacific",0.002,0.001,-0.001,0
"79","RD/TN/RL/87","IUU (Option A)","IUU",2050,"pacific",0.002,0.001,-0.001,0
"80","RD/TN/RL/113","Facilitator's working text - IUU","IUU",2050,"pacific",0.002,0.001,-0.001,0
"81","RD/TN/RL/89/Rev.2","IUU (Option C)","IUU",2050,"pacific",0,0,0,0
"82","RD/TN/RL/103","OFOC - Vessel characteristics","OFOC",2050,"pacific",11.264,4.173,-6.373,0.535
"83","RD/TN/RL/124","CAP - Formula","OFOC",2050,"pacific",11.044,4.106,-6.249,0.526
"84","RD/TN/RL/124/Rev.1","CAP - Formula (Rev. 1)","OFOC",2050,"pacific",10.4,3.888,-5.898,0.499
"85","TN/RL/GEN/197/Rev.2","CAP - Tiers","OFOC",2050,"pacific",9.731,3.66,-5.533,0.47
"86","RD/TN/RL/96 Rev.2","OFOC - List approach (revised)","OFOC",2050,"pacific",8.915,3.379,-5.083,0.434
"87","RD/TN/RL/96/Rev.1","OFOC - List approach","OFOC",2050,"pacific",8.414,3.202,-4.808,0.412
"88","RD/TN/RL/91","OFOC - ABNJ","OFOC",2050,"pacific",5.027,1.929,-2.95,0.25
"89","RD/TN/RL/121","OFOC - Negative effects + ABNJ","OFOC",2050,"pacific",3.933,1.502,-2.339,0.195
"90","RD/TN/RL/112/Rev.1","OFOC - Prohibition + management","OFOC",2050,"pacific",1.892,0.728,-1.142,0.095
"91","RD/TN/RL/79/Rev.1","OFOC - Negative effects (Option A)","OFOC",2050,"pacific",1.892,0.728,-1.142,0.095
"92","TN/RL/GEN/199","CAP - Optional criteria","OFOC",2050,"pacific",1.785,0.715,-1.051,0.093
"93","RD/TN/RL/81","CAP - De minimis","OFOC",2050,"pacific",0.476,0.194,-0.28,0.025
"94","TN/RL/W/276/Rev.1 | Sustainability scenario","Chair's text - Consolidated text (June 2021) [Sustainability scenario]","Other & Multiple",2050,"pacific",13.155,4.798,-7.385,0.613
"95","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula]","Other & Multiple",2050,"pacific",10.976,4.083,-6.212,0.523
"96","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Formula]","Other & Multiple",2050,"pacific",10.976,4.083,-6.212,0.523
"97","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Tiers]","Other & Multiple",2050,"pacific",10.174,3.812,-5.775,0.489
"98","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Tiers]","Other & Multiple",2050,"pacific",10.174,3.812,-5.775,0.489
"99","TN/RL/W/276/Rev.1 | Managed exemption","Chair's text - Consolidated text (June 2021) [Managed exemption]","Other & Multiple",2050,"pacific",9.963,3.721,-5.676,0.478
"100","TN/RL/GEN/200/Rev.1","S&DT","Other & Multiple",2050,"pacific",8.153,3.085,-4.686,0.397
"101","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Optional criteria]","Other & Multiple",2050,"pacific",6.986,2.693,-4.012,0.347
"102","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Optional criteria]","Other & Multiple",2050,"pacific",6.986,2.693,-4.012,0.347
"103","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - De minimis]","Other & Multiple",2050,"pacific",6.718,2.595,-3.864,0.335
"104","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - De minimis]","Other & Multiple",2050,"pacific",6.718,2.595,-3.864,0.335
"105","RD/TN/RL/126/Rev.2 | Relevant Authorities","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities]","Other & Multiple",2050,"pacific",4.509,1.728,-2.661,0.224
"106","TN/RL/W/276/Rev.1 | Full exemption","Chair's text - Consolidated text (June 2021) [Full exemption]","Other & Multiple",2050,"pacific",4.509,1.728,-2.661,0.224
"107","RD/TN/RL/126/Rev.2 | Objective Definition","Chair's text - Consolidated text (Dec 2020) [Objective Definition]","Other & Multiple",2050,"pacific",4.496,1.719,-2.657,0.223
"108","RD/TN/RL/136","Artisanal - Exemption","Other & Multiple",2050,"pacific",4.493,1.723,-2.65,0.223
"109","RD/TN/RL/125","Comprehensive text proposal","Other & Multiple",2050,"pacific",1.217,0.482,-0.726,0.063
"110","TN/RL/GEN/202","Disputed waters","Other & Multiple",2050,"pacific",0.003,0.001,-0.002,0
"111","RD/TN/RL/119/Rev.1 | Objective Definition","Facilitator's text - Overfished [Objective Definition]","Overfished",2050,"pacific",1.892,0.728,-1.142,0.095
"112","RD/TN/RL/119/Rev.1 | Relevant Authorities","Facilitator's text - Overfished [Relevant Authorities]","Overfished",2050,"pacific",0.056,0.019,-0.037,0.002
"113","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2050,"pacific",0.056,0.019,-0.037,0.002
"114","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2050,"pacific",0.036,0.012,-0.024,0.002
