Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,TN/RL/W/276/Rev.1 | Full exemption,Chair's text - Consolidated text (June 2021) [Full exemption],Other & Multiple
2020,biomass,Total,atlantic,116441600.4331289,116441600.4331289,0,TN/RL/W/276/Rev.1 | Full exemption,Chair's text - Consolidated text (June 2021) [Full exemption],Other & Multiple
2021,biomass,Total,atlantic,117868122.46384743,118043985.59018734,0.0014920329828266607,TN/RL/W/276/Rev.1 | Full exemption,Chair's text - Consolidated text (June 2021) [Full exemption],Other & Multiple
2022,biomass,Total,atlantic,118889121.2934684,119324982.25552666,0.003666113075075832,TN/RL/W/276/Rev.1 | Full exemption,Chair's text - Consolidated text (June 2021) [Full exemption],Other & Multiple
2023,biomass,Total,atlantic,119611769.6848635,120337923.32664052,0.006070921312260429,TN/RL/W/276/Rev.1 | Full exemption,Chair's text - Consolidated text (June 2021) [Full exemption],Other & Multiple
2024,biomass,Total,atlantic,120118603.3131071,121135417.63819608,0.00846508614855019,TN/RL/W/276/Rev.1 | Full exemption,Chair's text - Consolidated text (June 2021) [Full exemption],Other & Multiple
2025,biomass,Total,atlantic,120471333.6819238,121763890.87577283,0.010729168129421728,TN/RL/W/276/Rev.1 | Full exemption,Chair's text - Consolidated text (June 2021) [Full exemption],Other & Multiple
2026,biomass,Total,atlantic,120715123.73468985,122261800.32123552,0.01281261650317315,TN/RL/W/276/Rev.1 | Full exemption,Chair's text - Consolidated text (June 2021) [Full exemption],Other & Multiple
2027,biomass,Total,atlantic,120882506.5684944,122659738.87724835,0.014702146399875798,TN/RL/W/276/Rev.1 | Full exemption,Chair's text - Consolidated text (June 2021) [Full exemption],Other & Multiple
2028,biomass,Total,atlantic,120996641.3091456,122981392.72402775,0.016403359575999525,TN/RL/W/276/Rev.1 | Full exemption,Chair's text - Consolidated text (June 2021) [Full exemption],Other & Multiple
2029,biomass,Total,atlantic,121073866.43916604,123244771.69724312,0.017930419849669733,TN/RL/W/276/Rev.1 | Full exemption,Chair's text - Consolidated text (June 2021) [Full exemption],Other & Multiple
2030,biomass,Total,atlantic,121125628.82400253,123463413.48316683,0.019300495542203814,TN/RL/W/276/Rev.1 | Full exemption,Chair's text - Consolidated text (June 2021) [Full exemption],Other & Multiple
2031,biomass,Total,atlantic,121159904.48338631,123647430.62444833,0.02053093514449837,TN/RL/W/276/Rev.1 | Full exemption,Chair's text - Consolidated text (June 2021) [Full exemption],Other & Multiple
2032,biomass,Total,atlantic,121182226.41859703,123804362.16620205,0.021637956531244455,TN/RL/W/276/Rev.1 | Full exemption,Chair's text - Consolidated text (June 2021) [Full exemption],Other & Multiple
2033,biomass,Total,atlantic,121196418.59461741,123939837.85834621,0.022636141360786368,TN/RL/W/276/Rev.1 | Full exemption,Chair's text - Consolidated text (June 2021) [Full exemption],Other & Multiple
2034,biomass,Total,atlantic,121205115.10023038,124058081.84301905,0.023538336153795292,TN/RL/W/276/Rev.1 | Full exemption,Chair's text - Consolidated text (June 2021) [Full exemption],Other & Multiple
2035,biomass,Total,atlantic,121210124.73967826,124162287.39973827,0.02435574310644703,TN/RL/W/276/Rev.1 | Full exemption,Chair's text - Consolidated text (June 2021) [Full exemption],Other & Multiple
2036,biomass,Total,atlantic,121212685.68223237,124254892.1937766,0.025098086841500958,TN/RL/W/276/Rev.1 | Full exemption,Chair's text - Consolidated text (June 2021) [Full exemption],Other & Multiple
2037,biomass,Total,atlantic,121213642.5728457,124337778.7779126,0.025773800199011376,TN/RL/W/276/Rev.1 | Full exemption,Chair's text - Consolidated text (June 2021) [Full exemption],Other & Multiple
