Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2040,biomass,Total,atlantic,121207479.17413479,128034164.17931974,0.05632230825770475,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2041,biomass,Total,atlantic,121204937.1709694,128064458.34278211,0.05659440392380058,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2042,biomass,Total,atlantic,121202689.3062346,128088273.09381445,0.05681048685464819,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2043,biomass,Total,atlantic,121200744.0618768,128106922.62490371,0.05698132149668226,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2044,biomass,Total,atlantic,121199088.26989491,128121455.31691384,0.057115669315958066,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2045,biomass,Total,atlantic,121197697.12267542,128132707.2005859,0.05722064232698181,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2046,biomass,Total,atlantic,121196540.61238112,128141344.80730492,0.057302000204239666,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2047,biomass,Total,atlantic,121195587.53665192,128147899.45378269,0.05736439798213159,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2048,biomass,Total,atlantic,121194807.86859423,128152794.63680333,0.057411591227186184,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2049,biomass,Total,atlantic,121194174.04665166,128156367.90150495,0.057446605083288145,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2050,biomass,Total,atlantic,121193661.56766857,128158888.28598325,0.05747187293640466,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2051,biomass,Total,atlantic,121193249.14470516,128160570.23035142,0.05748934973537388,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2052,biomass,Total,atlantic,121192918.60567842,128162025.49182437,0.0575042417191149,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2053,biomass,Total,atlantic,121192654.64933646,128163542.5809087,0.057519062947685086,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2054,biomass,Total,atlantic,121192444.53393683,128165015.3450796,0.057533048681019744,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2055,biomass,Total,atlantic,121192277.74589486,128166383.78896672,0.057545795596766765,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2056,biomass,Total,atlantic,121192145.67671797,128167618.20603497,0.05755713367699747,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2057,biomass,Total,atlantic,121192041.32397932,128168708.25485706,0.05756703868224494,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2058,biomass,Total,atlantic,121191959.02393392,128169655.51750526,0.05757557308066397,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2059,biomass,Total,atlantic,121191894.21825045,128170468.49700563,0.05758284680481758,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2060,biomass,Total,atlantic,121191843.25424072,128171159.31220981,0.05758899172222034,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2061,biomass,Total,atlantic,121191803.21623218,128171741.56466916,0.0575941455049008,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2062,biomass,Total,atlantic,121191771.78487301,128172229.00687966,0.05759844186779964,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2063,biomass,Total,atlantic,121191747.1208599,128172634.75178476,0.05760200506032047,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2064,biomass,Total,atlantic,121191727.7696166,128172970.84210011,0.057604947144203875,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2065,biomass,Total,atlantic,121191712.58368033,128173248.05383739,0.05760736704942967,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2066,biomass,Total,atlantic,121191700.65987846,128173475.84783585,0.05760935072238628,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2067,biomass,Total,atlantic,121191691.28873849,128173662.41083339,0.05761097190615481,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2068,biomass,Total,atlantic,121191683.91393381,128173814.74698839,0.057612293249535526,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2069,biomass,Total,atlantic,121191678.09990585,128173938.79421587,0.05761336754949554,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2070,biomass,Total,atlantic,121191673.50610736,128174039.54896075,0.057614239005466944,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2071,biomass,Total,atlantic,121191669.86657995,128174121.18933752,0.057614944413626454,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2072,biomass,Total,atlantic,121191666.97380829,128174187.19080397,0.057615514262253156,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2073,biomass,Total,atlantic,121191664.6659905,128174240.43133436,0.05761597371063548,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2074,biomass,Total,atlantic,121191662.81702569,128174283.2848637,0.05761634344748875,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2075,biomass,Total,atlantic,121191661.32865654,128174317.70289946,0.05761664043293235,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2076,biomass,Total,atlantic,121191660.12431592,128174345.2848654,0.057616878532621645,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2077,biomass,Total,atlantic,121191659.14431636,128174367.33810313,0.05761706905482401,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2078,biomass,Total,atlantic,121191658.34209621,128174384.92862317,0.05761722120194384,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2079,biomass,Total,atlantic,121191657.68129458,128174398.92373392,0.05761734244779706,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2080,biomass,Total,atlantic,121191657.13347508,128174410.02764222,0.05761743885122924,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2019,price,Total,atlantic,1350.1688088039184,1350.1688088039184,0,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2020,price,Total,atlantic,1330.0261372897337,1350.1739689195474,0.015148447887550568,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2021,price,Total,atlantic,1315.5063970588083,1346.3324470998273,0.0234328393308763,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2022,price,Total,atlantic,1305.0641083097948,1340.9754834596902,0.027516943360280287,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2023,price,Total,atlantic,1297.5757691317099,1335.3286035984634,0.029094897858655527,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2024,price,Total,atlantic,1292.224330645483,1329.9985682582035,0.029231950456970423,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2025,price,Total,atlantic,1288.415697218823,1325.2500904548951,0.028588904431685346,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2026,price,Total,atlantic,1285.7181791838084,1321.1635119723558,0.027568508684421466,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2027,price,Total,atlantic,1283.8184676023197,1317.7243703317488,0.02641020018410567,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2028,price,Total,atlantic,1282.4895525936324,1314.873745790132,0.025251038599891668,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2029,price,Total,atlantic,1281.5673084700893,1312.5359764127006,0.024164683148465396,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2030,price,Total,atlantic,1280.9333882821104,1310.633350582404,0.023186187956365945,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2031,price,Total,atlantic,1280.502723412004,1309.0933736277866,0.02232767622672492,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2032,price,Total,atlantic,1280.2143905647815,1307.8518735189598,0.02158816769899428,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2033,price,Total,atlantic,1280.024944070167,1306.853845315235,0.0209596706449787,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2034,price,Total,atlantic,1279.9035540495959,1306.05313103931,0.020430896458547468,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2035,price,Total,atlantic,1279.8284673283622,1305.4115587590998,0.01998946896699539,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2036,price,Total,atlantic,1279.7844366489867,1304.8978868490835,0.019623187687650284,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2037,price,Total,atlantic,1279.760857957346,1304.4867373187847,0.01932070293265903,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2038,price,Total,atlantic,1279.7504246864717,1304.1576087229366,0.019071831167740794,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2039,price,Total,atlantic,1279.748158803547,1303.894006498243,0.018867655740384258,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2040,price,Total,atlantic,1279.7507157958178,1303.6826998675754,0.018700504540742065,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2041,price,Total,atlantic,1279.7558883047786,1303.5130997048707,0.01856386176238806,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2042,price,Total,atlantic,1279.7622533754077,1303.376744990632,0.018452248886807264,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2043,price,Total,atlantic,1279.7689231787865,1303.2668831645783,0.0183610959449037,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2044,price,Total,atlantic,1279.77536999966,1303.1781297154164,0.018286615186040574,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2045,price,Total,atlantic,1279.7813042944915,1303.1061935319838,0.018225683684565636,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2046,price,Total,atlantic,1279.786590488377,1303.047656193362,0.018175737953394517,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2047,price,Total,atlantic,1279.7911894585413,1302.9997951267228,0.018134681547542646,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2048,price,Total,atlantic,1279.7951197678244,1302.9604422210668,0.018100805430048047,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2049,price,Total,atlantic,1279.7984319735547,1302.9278709669936,0.018072720215613524,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2050,price,Total,atlantic,1279.8011919742703,1302.9007064695315,0.018049299094359376,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2051,price,Total,atlantic,1279.803470537423,1302.897145912604,0.01804470444628762,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2052,price,Total,atlantic,1279.8053369994109,1302.9053549220368,0.018049633998859154,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2053,price,Total,atlantic,1279.8068557360682,1302.9091523371815,0.018051393065734292,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2054,price,Total,atlantic,1279.8080844336714,1302.9101567002301,0.01805120044759025,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2055,price,Total,atlantic,1279.8090734963475,1302.9094666486023,0.018049874493502517,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2056,price,Total,atlantic,1279.8098661409263,1302.907817288525,0.018047955214821925,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2057,price,Total,atlantic,1279.8104988805646,1302.9056912820909,0.01804579070239486,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2058,price,Total,atlantic,1279.811002202549,1302.9033974556753,0.018043598010475344,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2059,price,Total,atlantic,1279.8114013170236,1302.9011261718892,0.018041505827424663,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2060,price,Total,atlantic,1279.8117169016905,1302.8989881233538,0.01803958419567802,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2061,price,Total,atlantic,1279.8119657997217,1302.8970413363509,0.018037865056374783,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2062,price,Total,atlantic,1279.8121616491353,1302.8953098204827,0.018036356320917424,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2063,price,Total,atlantic,1279.812315435269,1302.893796324575,0.018035051398498165,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2064,price,Total,atlantic,1279.8124359661251,1302.8924909556897,0.01803393555254958,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2065,price,Total,atlantic,1279.8125302750843,1302.8913769120327,0.018032990059870538,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2066,price,Total,atlantic,1279.8126039578895,1302.8904342171331,0.018032194860305523,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2067,price,Total,atlantic,1279.8126614518008,1302.8896420822637,0.018031530180584964,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2068,price,Total,atlantic,1279.812706264898,1302.8889803379625,0.01803097747045506,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
2069,price,Total,atlantic,1279.8127411630908,1302.888430242876,0.018030519885912432,RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | RD/TN/RL/124 | Relevant Authorities),Other
