Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2020,biomass,Total,atlantic,116441600.4331289,116441600.4331289,0,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2021,biomass,Total,atlantic,117873629.10458377,118215065.57533994,0.002896631531156409,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2022,biomass,Total,atlantic,118904437.51887377,119759969.11550973,0.00719511916029348,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2023,biomass,Total,atlantic,119638257.27779822,121073911.3232499,0.011999957857277366,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2024,biomass,Total,atlantic,120155068.67846416,122172342.04264638,0.01678891607627854,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2025,biomass,Total,atlantic,120515044.8939693,123078923.37261526,0.02127434363818807,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2026,biomass,Total,atlantic,120762781.649923,123819904.95767963,0.025315111708993844,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2027,biomass,Total,atlantic,120930938.19713701,124420982.93183342,0.02885981690646495,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2028,biomass,Total,atlantic,121043196.38085935,124905691.46921432,0.03191005528474093,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2029,biomass,Total,atlantic,121116579.57263893,125294719.3319793,0.034496844066130204,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2030,biomass,Total,atlantic,121163225.95489696,125605762.82945493,0.03666571964839982,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2031,biomass,Total,atlantic,121191721.30228908,125853670.27182934,0.038467553059271534,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2032,biomass,Total,atlantic,121208088.00657366,126050727.40807751,0.03995310445983776,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2033,biomass,Total,atlantic,121216511.83589882,126206994.61068599,0.04116999160595561,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2034,biomass,Total,atlantic,121219871.73623931,126330645.54979177,0.042161188098539804,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2035,biomass,Total,atlantic,121220123.41709962,126428281.2743193,0.04296446588574422,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2036,biomass,Total,atlantic,121218575.34540884,126505208.14314684,0.04361239836942393,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2037,biomass,Total,atlantic,121216086.13051592,126565676.41949317,0.044132676278767435,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2038,biomass,Total,atlantic,121213204.82400233,126613080.87832838,0.044548579192889945,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2039,biomass,Total,atlantic,121210269.9925802,126650334.34905058,0.04488121639200528,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2040,biomass,Total,atlantic,121207479.17413479,126680247.63486318,0.045152068981369094,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2041,biomass,Total,atlantic,121204937.1709694,126704229.82291646,0.04537185349297997,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2042,biomass,Total,atlantic,121202689.3062346,126723429.79074231,0.04554965336254899,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2043,biomass,Total,atlantic,121200744.0618768,126738781.14622794,0.045693094767832405,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2044,biomass,Total,atlantic,121199088.26989491,126751040.41611885,0.045808530620795124,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2045,biomass,Total,atlantic,121197697.12267542,126760819.14044657,0.045901218833722585,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2046,biomass,Total,atlantic,121196540.61238112,126768610.61272238,0.045975487189541434,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2047,biomass,Total,atlantic,121195587.53665192,126774812.00544813,0.04603488115529735,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2048,biomass,Total,atlantic,121194807.86859423,126779742.57464525,0.04608229349318744,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2049,biomass,Total,atlantic,121194174.04665166,126783658.56897622,0.04612007603742556,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2050,biomass,Total,atlantic,121193661.56766857,126786765.39282806,0.04615013485698323,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2051,biomass,Total,atlantic,121193249.14470516,126789227.49675955,0.04617401044651233,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2052,biomass,Total,atlantic,121192918.60567842,126791176.39755468,0.04619294473871969,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2053,biomass,Total,atlantic,121192654.64933646,126792717.16599643,0.046207936717480226,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
2054,biomass,Total,atlantic,121192444.53393683,126793933.66417253,0.04621978830262103,RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199,Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria],Other & Multiple
