Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Nov 2021 [Managed exemption],Other & Multiple
2020,biomass,Total,atlantic,116441600.4331289,116441600.4331289,0,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Nov 2021 [Managed exemption],Other & Multiple
2021,biomass,Total,atlantic,117867538.36222814,118064059.81149963,0.0016673076574106388,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Nov 2021 [Managed exemption],Other & Multiple
2022,biomass,Total,atlantic,118887682.7104328,119372147.58761932,0.004074979561730565,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Nov 2021 [Managed exemption],Other & Multiple
2023,biomass,Total,atlantic,119609574.67278188,120413369.77115056,0.006720156814934185,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Nov 2021 [Managed exemption],Other & Multiple
2024,biomass,Total,atlantic,120115948.57328859,121237864.45847386,0.009340274114396524,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Nov 2021 [Managed exemption],Other & Multiple
2025,biomass,Total,atlantic,120468551.47634833,121891116.98095053,0.011808604711923526,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Nov 2021 [Managed exemption],Other & Multiple
2026,biomass,Total,atlantic,120712485.53957105,122411306.73628183,0.014073284872871628,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Nov 2021 [Managed exemption],Other & Multiple
2027,biomass,Total,atlantic,120880187.66856323,122829019.36022821,0.01612201080468543,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Nov 2021 [Managed exemption],Other & Multiple
2028,biomass,Total,atlantic,120994723.61806294,123168041.47722802,0.017962087884306917,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Nov 2021 [Managed exemption],Other & Multiple
2029,biomass,Total,atlantic,121072359.01924102,123446529.04641819,0.019609513239928388,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Nov 2021 [Managed exemption],Other & Multiple
2030,biomass,Total,atlantic,121124492.67259693,123678188.55514516,0.021083232847471593,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Nov 2021 [Managed exemption],Other & Multiple
2031,biomass,Total,atlantic,121159074.59495033,123873313.59690446,0.022402275776933406,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Nov 2021 [Managed exemption],Other & Multiple
2032,biomass,Total,atlantic,121181628.48273453,124039629.26880927,0.02358443950505203,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Nov 2021 [Managed exemption],Other & Multiple
2033,biomass,Total,atlantic,121195980.12199397,124182950.00231293,0.024645783443578883,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Nov 2021 [Managed exemption],Other & Multiple
2034,biomass,Total,atlantic,121204771.86947522,124307677.76768237,0.025600525873260675,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Nov 2021 [Managed exemption],Other & Multiple
2035,biomass,Total,atlantic,121209823.78001967,124417172.6122976,0.02646112940564002,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Nov 2021 [Managed exemption],Other & Multiple
2036,biomass,Total,atlantic,121212385.93772231,124514025.15264617,0.027238464034692027,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Nov 2021 [Managed exemption],Other & Multiple
2037,biomass,Total,atlantic,121213314.17099726,124600255.6797679,0.027941992444762632,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Nov 2021 [Managed exemption],Other & Multiple
2038,biomass,Total,atlantic,121213192.1010904,124677459.23720789,0.028579951373843282,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Nov 2021 [Managed exemption],Other & Multiple
2039,biomass,Total,atlantic,121212415.74601805,124746911.33654496,0.029159517766999214,WT/MIN(21)/W/5 | Managed exemption,Chair's text - Nov 2021 [Managed exemption],Other & Multiple
