Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,WT/MIN(21)/W/5 | Managed exemption for domestic only,Chair's text - Nov 2021 [Managed exemption for domestic only],Other & Multiple
2020,biomass,Total,atlantic,116441600.4331289,116441600.4331289,0,WT/MIN(21)/W/5 | Managed exemption for domestic only,Chair's text - Nov 2021 [Managed exemption for domestic only],Other & Multiple
2021,biomass,Total,atlantic,117867538.36222813,118064955.99505477,0.0016749109684461327,WT/MIN(21)/W/5 | Managed exemption for domestic only,Chair's text - Nov 2021 [Managed exemption for domestic only],Other & Multiple
2022,biomass,Total,atlantic,118887682.7104328,119374416.14418983,0.0040940610722688805,WT/MIN(21)/W/5 | Managed exemption for domestic only,Chair's text - Nov 2021 [Managed exemption for domestic only],Other & Multiple
2023,biomass,Total,atlantic,119609574.67278188,120417242.89506456,0.006752538201830671,WT/MIN(21)/W/5 | Managed exemption for domestic only,Chair's text - Nov 2021 [Managed exemption for domestic only],Other & Multiple
2024,biomass,Total,atlantic,120115948.57328859,121243435.69165975,0.009386656241433452,WT/MIN(21)/W/5 | Managed exemption for domestic only,Chair's text - Nov 2021 [Managed exemption for domestic only],Other & Multiple
2025,biomass,Total,atlantic,120468551.47634833,121898404.63541351,0.011869098960203826,WT/MIN(21)/W/5 | Managed exemption for domestic only,Chair's text - Nov 2021 [Managed exemption for domestic only],Other & Multiple
2026,biomass,Total,atlantic,120712485.53957105,122420291.03175592,0.014147712099135243,WT/MIN(21)/W/5 | Managed exemption for domestic only,Chair's text - Nov 2021 [Managed exemption for domestic only],Other & Multiple
2027,biomass,Total,atlantic,120880187.66856323,122839663.28553434,0.016210064318759303,WT/MIN(21)/W/5 | Managed exemption for domestic only,Chair's text - Nov 2021 [Managed exemption for domestic only],Other & Multiple
2028,biomass,Total,atlantic,120994723.61806294,123180301.94417979,0.018063418476130695,WT/MIN(21)/W/5 | Managed exemption for domestic only,Chair's text - Nov 2021 [Managed exemption for domestic only],Other & Multiple
