"COUNTRY","Country","VARIABLE","Variable","MEASURE","Measure","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,6273264.686,,
"BEL","Belgium","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,3917558.999,,
"BEL","Belgium","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,4549112.635,,
"BEL","Belgium","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,9569582.537,,
"BEL","Belgium","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,11023318.774,,
"BEL","Belgium","GSINF","Provision of infrastructure","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,101114.333,,
"BEL","Belgium","GSINF","Provision of infrastructure","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,401962.99,,
"BEL","Belgium","GSINF","Provision of infrastructure","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,517736.783,,
"BEL","Belgium","GSINF","Provision of infrastructure","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,231950.616,,
"BEL","Belgium","GSINF","Provision of infrastructure","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,362021.702,,
"BEL","Belgium","GSINF","Provision of infrastructure","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,2749808.096,,
"BEL","Belgium","GSINF","Provision of infrastructure","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,1247979.309,,
"BEL","Belgium","GSINF","Provision of infrastructure","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,58864.854,,
"BEL","Belgium","GSINF","Provision of infrastructure","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,502360.113,,
"BEL","Belgium","GSINF","Provision of infrastructure","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,1916351.58,,
"BEL","Belgium","GSINF_CAP","Capital expenditures","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,101114.333,,
"BEL","Belgium","GSINF_CAP","Capital expenditures","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,401962.99,,
"BEL","Belgium","GSINF_CAP","Capital expenditures","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,517736.783,,
"BEL","Belgium","GSINF_CAP","Capital expenditures","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,231950.616,,
"BEL","Belgium","GSINF_CAP","Capital expenditures","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,362021.702,,
"BEL","Belgium","GSINF_CAP","Capital expenditures","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,2749808.096,,
"BEL","Belgium","GSINF_CAP","Capital expenditures","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,1247979.309,,
"BEL","Belgium","GSINF_CAP","Capital expenditures","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,58864.854,,
"BEL","Belgium","GSINF_CAP","Capital expenditures","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,502360.113,,
"BEL","Belgium","GSINF_CAP","Capital expenditures","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,1916351.58,,
"BEL","Belgium","GSMKG","Marketing and promotion","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,1574047.421,,
"BEL","Belgium","GSMKG","Marketing and promotion","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,838362.273,,
"BEL","Belgium","GSMKG","Marketing and promotion","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1121734.537,,
"BEL","Belgium","GSMKG","Marketing and promotion","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,1161477.569,,
"BEL","Belgium","GSMKG","Marketing and promotion","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,443728.738,,
"BEL","Belgium","GSMKG","Marketing and promotion","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,270269.814,,
"BEL","Belgium","GSMKG","Marketing and promotion","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,1336862.439,,
"BEL","Belgium","GSMKG","Marketing and promotion","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,911580.744,,
"BEL","Belgium","GSCOM","Support to fishing communities","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,2605809.032,,
"BEL","Belgium","GSCOM","Support to fishing communities","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1308088.906,,
"BEL","Belgium","GSCOM","Support to fishing communities","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,248749.262,,
"BEL","Belgium","GSCOM","Support to fishing communities","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,672371.063,,
"BEL","Belgium","GSRND","Research and development","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,325784.749,,
"BEL","Belgium","GSRND","Research and development","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,995253.693,,
"BEL","Belgium","GSRND","Research and development","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,1209730.111,,
"BEL","Belgium","GSRND","Research and development","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,524850.566,,
"BEL","Belgium","GSRND","Research and development","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,322385.178,,
"BEL","Belgium","GSRND","Research and development","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,481783.656,,
"BEL","Belgium","GSRND","Research and development","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,460859.995,,
"BEL","Belgium","GSRND","Research and development","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,819347.712,,
"BEL","Belgium","GSRND","Research and development","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,568277.289,,
"BEL","Belgium","GSRND","Research and development","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,209208.275,,
"BEL","Belgium","GSMNG","Management of resources","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,605198.229,,
"BEL","Belgium","GSMNG","Management of resources","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,3470151.736,,
"BEL","Belgium","GSMNG","Management of resources","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,4515392.632,,
"BEL","Belgium","GSMNG","Management of resources","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,748927.477,,
"BEL","Belgium","GSMNG","Management of resources","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,148854.352,,
"BEL","Belgium","GSMNG","Management of resources","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,3400630.256,,
"BEL","Belgium","GSMNG","Management of resources","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,7162082.696,,
"BEL","Belgium","GSMNG","Management of resources","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,7986178.175,,
"BEL","Belgium","GSMNG_STK","Stock enhancement programs","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,605198.229,,
"BEL","Belgium","GSMNG_STK","Stock enhancement programs","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,3470151.736,,
"BEL","Belgium","GSMNG_STK","Stock enhancement programs","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,4515392.632,,
"BEL","Belgium","GSMNG_STK","Stock enhancement programs","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,748927.477,,
"BEL","Belgium","GSMNG_STK","Stock enhancement programs","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,148854.352,,
"BEL","Belgium","GSMNG_STK","Stock enhancement programs","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,3400630.256,,
"BEL","Belgium","GSMNG_STK","Stock enhancement programs","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,2068579.597,,
"BEL","Belgium","GSMNG_STK","Stock enhancement programs","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,0,,
"BEL","Belgium","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,478604.887,,
"BEL","Belgium","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,923750.728,,
"BEL","Belgium","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,223038.375,,
"BEL","Belgium","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,938495.49,,
"BEL","Belgium","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,2360128.138,,
"BEL","Belgium","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,882518.626,,
"BEL","Belgium","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,943765.543,,
"CAN","Canada","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","NAT","National currency","2008","2008","CAD","Canadian Dollar","0","Units",,,796984278.76,,
"CAN","Canada","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","NAT","National currency","2009","2009","CAD","Canadian Dollar","0","Units",,,878636544.75,,
"CAN","Canada","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","NAT","National currency","2010","2010","CAD","Canadian Dollar","0","Units",,,869714232.01,,
"CAN","Canada","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","NAT","National currency","2011","2011","CAD","Canadian Dollar","0","Units",,,836925961.86,,
"CAN","Canada","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","NAT","National currency","2012","2012","CAD","Canadian Dollar","0","Units",,,732618796.18,,
"CAN","Canada","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","NAT","National currency","2013","2013","CAD","Canadian Dollar","0","Units",,,700606867.05,,
"CAN","Canada","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","NAT","National currency","2014","2014","CAD","Canadian Dollar","0","Units",,,696606481.57,,
"CAN","Canada","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","NAT","National currency","2015","2015","CAD","Canadian Dollar","0","Units",,,826606573.86,,
"CAN","Canada","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","NAT","National currency","2016","2016","CAD","Canadian Dollar","0","Units",,,889468912,,
"CAN","Canada","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","NAT","National currency","2017","2017","CAD","Canadian Dollar","0","Units",,,876901241.4,,
"CAN","Canada","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","NAT","National currency","2008","2008","CAD","Canadian Dollar","0","Units",,,796984278.76,,
"CAN","Canada","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","NAT","National currency","2009","2009","CAD","Canadian Dollar","0","Units",,,878636544.75,,
"CAN","Canada","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","NAT","National currency","2010","2010","CAD","Canadian Dollar","0","Units",,,869714232.01,,
"CAN","Canada","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","NAT","National currency","2011","2011","CAD","Canadian Dollar","0","Units",,,836925961.86,,
"CAN","Canada","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","NAT","National currency","2012","2012","CAD","Canadian Dollar","0","Units",,,732618796.18,,
"CAN","Canada","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","NAT","National currency","2013","2013","CAD","Canadian Dollar","0","Units",,,700606867.05,,
"CAN","Canada","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","NAT","National currency","2014","2014","CAD","Canadian Dollar","0","Units",,,696606481.57,,
"CAN","Canada","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","NAT","National currency","2015","2015","CAD","Canadian Dollar","0","Units",,,826606573.86,,
"CAN","Canada","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","NAT","National currency","2016","2016","CAD","Canadian Dollar","0","Units",,,889468912,,
"CAN","Canada","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","NAT","National currency","2017","2017","CAD","Canadian Dollar","0","Units",,,876901241.4,,
"CAN","Canada","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","NAT","National currency","2008","2008","CAD","Canadian Dollar","0","Units",,,246200000,,
"CAN","Canada","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","NAT","National currency","2009","2009","CAD","Canadian Dollar","0","Units",,,253691648,,
"CAN","Canada","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","NAT","National currency","2010","2010","CAD","Canadian Dollar","0","Units",,,241700000,,
"CAN","Canada","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","NAT","National currency","2011","2011","CAD","Canadian Dollar","0","Units",,,259200000,,
"CAN","Canada","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","NAT","National currency","2012","2012","CAD","Canadian Dollar","0","Units",,,252800000,,
"CAN","Canada","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","NAT","National currency","2013","2013","CAD","Canadian Dollar","0","Units",,,247900000,,
"CAN","Canada","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","NAT","National currency","2014","2014","CAD","Canadian Dollar","0","Units",,,255600000,,
"CAN","Canada","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","NAT","National currency","2015","2015","CAD","Canadian Dollar","0","Units",,,272300000,,
"CAN","Canada","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","NAT","National currency","2016","2016","CAD","Canadian Dollar","0","Units",,,282900000,,
"CAN","Canada","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","NAT","National currency","2017","2017","CAD","Canadian Dollar","0","Units",,,326606160,,
"CAN","Canada","IFINC","Transfers based on fishers income","NAT","National currency","2008","2008","CAD","Canadian Dollar","0","Units",,,246200000,,
"CAN","Canada","IFINC","Transfers based on fishers income","NAT","National currency","2009","2009","CAD","Canadian Dollar","0","Units",,,253691648,,
"CAN","Canada","IFINC","Transfers based on fishers income","NAT","National currency","2010","2010","CAD","Canadian Dollar","0","Units",,,241700000,,
"CAN","Canada","IFINC","Transfers based on fishers income","NAT","National currency","2011","2011","CAD","Canadian Dollar","0","Units",,,259200000,,
"CAN","Canada","IFINC","Transfers based on fishers income","NAT","National currency","2012","2012","CAD","Canadian Dollar","0","Units",,,252800000,,
"CAN","Canada","IFINC","Transfers based on fishers income","NAT","National currency","2013","2013","CAD","Canadian Dollar","0","Units",,,247900000,,
"CAN","Canada","IFINC","Transfers based on fishers income","NAT","National currency","2014","2014","CAD","Canadian Dollar","0","Units",,,255600000,,
"CAN","Canada","IFINC","Transfers based on fishers income","NAT","National currency","2015","2015","CAD","Canadian Dollar","0","Units",,,272300000,,
"CAN","Canada","IFINC","Transfers based on fishers income","NAT","National currency","2016","2016","CAD","Canadian Dollar","0","Units",,,282900000,,
"CAN","Canada","IFINC","Transfers based on fishers income","NAT","National currency","2017","2017","CAD","Canadian Dollar","0","Units",,,326606160,,
"CAN","Canada","IFINC_INS","Income support","NAT","National currency","2008","2008","CAD","Canadian Dollar","0","Units",,,246200000,,
"CAN","Canada","IFINC_INS","Income support","NAT","National currency","2009","2009","CAD","Canadian Dollar","0","Units",,,253691648,,
"CAN","Canada","IFINC_INS","Income support","NAT","National currency","2010","2010","CAD","Canadian Dollar","0","Units",,,241700000,,
"CAN","Canada","IFINC_INS","Income support","NAT","National currency","2011","2011","CAD","Canadian Dollar","0","Units",,,259200000,,
"CAN","Canada","IFINC_INS","Income support","NAT","National currency","2012","2012","CAD","Canadian Dollar","0","Units",,,252800000,,
"CAN","Canada","IFINC_INS","Income support","NAT","National currency","2013","2013","CAD","Canadian Dollar","0","Units",,,247900000,,
"CAN","Canada","IFINC_INS","Income support","NAT","National currency","2014","2014","CAD","Canadian Dollar","0","Units",,,255600000,,
"CAN","Canada","IFINC_INS","Income support","NAT","National currency","2015","2015","CAD","Canadian Dollar","0","Units",,,272300000,,
"CAN","Canada","IFINC_INS","Income support","NAT","National currency","2016","2016","CAD","Canadian Dollar","0","Units",,,282900000,,
"CAN","Canada","IFINC_INS","Income support","NAT","National currency","2017","2017","CAD","Canadian Dollar","0","Units",,,326606160,,
"CAN","Canada","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","NAT","National currency","2008","2008","CAD","Canadian Dollar","0","Units",,,594985302.76,,
"CAN","Canada","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","NAT","National currency","2009","2009","CAD","Canadian Dollar","0","Units",,,670707893.75,,
"CAN","Canada","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","NAT","National currency","2010","2010","CAD","Canadian Dollar","0","Units",,,670007040.01,,
"CAN","Canada","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","NAT","National currency","2011","2011","CAD","Canadian Dollar","0","Units",,,619513435.86,,
"CAN","Canada","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","NAT","National currency","2012","2012","CAD","Canadian Dollar","0","Units",,,522089654.18,,
"CAN","Canada","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","NAT","National currency","2013","2013","CAD","Canadian Dollar","0","Units",,,494592054.05,,
"CAN","Canada","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","NAT","National currency","2014","2014","CAD","Canadian Dollar","0","Units",,,483159237.57,,
"CAN","Canada","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","NAT","National currency","2015","2015","CAD","Canadian Dollar","0","Units",,,598342511.86,,
"CAN","Canada","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","NAT","National currency","2016","2016","CAD","Canadian Dollar","0","Units",,,646659541,,
"CAN","Canada","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","NAT","National currency","2017","2017","CAD","Canadian Dollar","0","Units",,,592812807.95,,
"CAN","Canada","GSINF","Provision of infrastructure","NAT","National currency","2008","2008","CAD","Canadian Dollar","0","Units",,,98710253.01,,
"CAN","Canada","GSINF","Provision of infrastructure","NAT","National currency","2009","2009","CAD","Canadian Dollar","0","Units",,,218410807.52,,
"CAN","Canada","GSINF","Provision of infrastructure","NAT","National currency","2010","2010","CAD","Canadian Dollar","0","Units",,,203507567.44,,
"CAN","Canada","GSINF","Provision of infrastructure","NAT","National currency","2011","2011","CAD","Canadian Dollar","0","Units",,,159874742.94,,
"CAN","Canada","GSINF","Provision of infrastructure","NAT","National currency","2012","2012","CAD","Canadian Dollar","0","Units",,,108812801.48,,
"CAN","Canada","GSINF","Provision of infrastructure","NAT","National currency","2013","2013","CAD","Canadian Dollar","0","Units",,,95988962.25,,
"CAN","Canada","GSINF","Provision of infrastructure","NAT","National currency","2014","2014","CAD","Canadian Dollar","0","Units",,,101182304.33,,
"CAN","Canada","GSINF","Provision of infrastructure","NAT","National currency","2015","2015","CAD","Canadian Dollar","0","Units",,,215988719.8,,
"CAN","Canada","GSINF","Provision of infrastructure","NAT","National currency","2016","2016","CAD","Canadian Dollar","0","Units",,,255666301,,
"CAN","Canada","GSINF","Provision of infrastructure","NAT","National currency","2017","2017","CAD","Canadian Dollar","0","Units",,,115311541.74,,
"CAN","Canada","GSINF_CAP","Capital expenditures","NAT","National currency","2008","2008","CAD","Canadian Dollar","0","Units",,,98710253.01,,
"CAN","Canada","GSINF_CAP","Capital expenditures","NAT","National currency","2009","2009","CAD","Canadian Dollar","0","Units",,,218410807.52,,
"CAN","Canada","GSINF_CAP","Capital expenditures","NAT","National currency","2010","2010","CAD","Canadian Dollar","0","Units",,,203507567.44,,
"CAN","Canada","GSINF_CAP","Capital expenditures","NAT","National currency","2011","2011","CAD","Canadian Dollar","0","Units",,,159874742.94,,
"CAN","Canada","GSINF_CAP","Capital expenditures","NAT","National currency","2012","2012","CAD","Canadian Dollar","0","Units",,,108812801.48,,
"CAN","Canada","GSINF_CAP","Capital expenditures","NAT","National currency","2013","2013","CAD","Canadian Dollar","0","Units",,,95988962.25,,
"CAN","Canada","GSINF_CAP","Capital expenditures","NAT","National currency","2014","2014","CAD","Canadian Dollar","0","Units",,,101182304.33,,
"CAN","Canada","GSINF_CAP","Capital expenditures","NAT","National currency","2015","2015","CAD","Canadian Dollar","0","Units",,,215988719.8,,
"CAN","Canada","GSINF_CAP","Capital expenditures","NAT","National currency","2016","2016","CAD","Canadian Dollar","0","Units",,,255666301,,
"CAN","Canada","GSINF_CAP","Capital expenditures","NAT","National currency","2017","2017","CAD","Canadian Dollar","0","Units",,,115311541.74,,
"CAN","Canada","GSMKG","Marketing and promotion","NAT","National currency","2008","2008","CAD","Canadian Dollar","0","Units",,,2880535.6,,
"CAN","Canada","GSMKG","Marketing and promotion","NAT","National currency","2009","2009","CAD","Canadian Dollar","0","Units",,,2753950,,
"CAN","Canada","GSMKG","Marketing and promotion","NAT","National currency","2010","2010","CAD","Canadian Dollar","0","Units",,,2787840,,
"CAN","Canada","GSMKG","Marketing and promotion","NAT","National currency","2011","2011","CAD","Canadian Dollar","0","Units",,,2711955,,
"CAN","Canada","GSMKG","Marketing and promotion","NAT","National currency","2012","2012","CAD","Canadian Dollar","0","Units",,,2364701,,
"CAN","Canada","GSMKG","Marketing and promotion","NAT","National currency","2013","2013","CAD","Canadian Dollar","0","Units",,,1723159,,
"CAN","Canada","GSMKG","Marketing and promotion","NAT","National currency","2014","2014","CAD","Canadian Dollar","0","Units",,,501781,,
"CAN","Canada","GSMKG","Marketing and promotion","NAT","National currency","2015","2015","CAD","Canadian Dollar","0","Units",,,2160822,,
"CAN","Canada","GSMKG","Marketing and promotion","NAT","National currency","2016","2016","CAD","Canadian Dollar","0","Units",,,2521065,,
"CAN","Canada","GSMKG","Marketing and promotion","NAT","National currency","2017","2017","CAD","Canadian Dollar","0","Units",,,3569631,,
"CAN","Canada","GSMNG","Management of resources","NAT","National currency","2008","2008","CAD","Canadian Dollar","0","Units",,,493394514.15,,
"CAN","Canada","GSMNG","Management of resources","NAT","National currency","2009","2009","CAD","Canadian Dollar","0","Units",,,449543136.23,,
"CAN","Canada","GSMNG","Management of resources","NAT","National currency","2010","2010","CAD","Canadian Dollar","0","Units",,,463711632.57,,
"CAN","Canada","GSMNG","Management of resources","NAT","National currency","2011","2011","CAD","Canadian Dollar","0","Units",,,456926737.92,,
"CAN","Canada","GSMNG","Management of resources","NAT","National currency","2012","2012","CAD","Canadian Dollar","0","Units",,,410912151.7,,
"CAN","Canada","GSMNG","Management of resources","NAT","National currency","2013","2013","CAD","Canadian Dollar","0","Units",,,396879932.8,,
"CAN","Canada","GSMNG","Management of resources","NAT","National currency","2014","2014","CAD","Canadian Dollar","0","Units",,,381475152.24,,
"CAN","Canada","GSMNG","Management of resources","NAT","National currency","2015","2015","CAD","Canadian Dollar","0","Units",,,380192970.06,,
"CAN","Canada","GSMNG","Management of resources","NAT","National currency","2016","2016","CAD","Canadian Dollar","0","Units",,,388472175,,
"CAN","Canada","GSMNG","Management of resources","NAT","National currency","2017","2017","CAD","Canadian Dollar","0","Units",,,473931635.21,,
"CAN","Canada","GSMNG_EXP","Management expenditures","NAT","National currency","2008","2008","CAD","Canadian Dollar","0","Units",,,343546365.56,,
"CAN","Canada","GSMNG_EXP","Management expenditures","NAT","National currency","2009","2009","CAD","Canadian Dollar","0","Units",,,318912442.72,,
"CAN","Canada","GSMNG_EXP","Management expenditures","NAT","National currency","2010","2010","CAD","Canadian Dollar","0","Units",,,336180821.64,,
"CAN","Canada","GSMNG_EXP","Management expenditures","NAT","National currency","2011","2011","CAD","Canadian Dollar","0","Units",,,328499239.01,,
"CAN","Canada","GSMNG_EXP","Management expenditures","NAT","National currency","2012","2012","CAD","Canadian Dollar","0","Units",,,288168642.32,,
"CAN","Canada","GSMNG_EXP","Management expenditures","NAT","National currency","2013","2013","CAD","Canadian Dollar","0","Units",,,274179254.81,,
"CAN","Canada","GSMNG_EXP","Management expenditures","NAT","National currency","2014","2014","CAD","Canadian Dollar","0","Units",,,262722634.62,,
"CAN","Canada","GSMNG_EXP","Management expenditures","NAT","National currency","2015","2015","CAD","Canadian Dollar","0","Units",,,263619868.36,,
"CAN","Canada","GSMNG_EXP","Management expenditures","NAT","National currency","2016","2016","CAD","Canadian Dollar","0","Units",,,269795458,,
"CAN","Canada","GSMNG_EXP","Management expenditures","NAT","National currency","2017","2017","CAD","Canadian Dollar","0","Units",,,341656092.11,,
"CAN","Canada","GSMNG_STK","Stock enhancement programs","NAT","National currency","2008","2008","CAD","Canadian Dollar","0","Units",,,27215732.28,,
"CAN","Canada","GSMNG_STK","Stock enhancement programs","NAT","National currency","2009","2009","CAD","Canadian Dollar","0","Units",,,27850655.4,,
"CAN","Canada","GSMNG_STK","Stock enhancement programs","NAT","National currency","2010","2010","CAD","Canadian Dollar","0","Units",,,27092174.91,,
"CAN","Canada","GSMNG_STK","Stock enhancement programs","NAT","National currency","2011","2011","CAD","Canadian Dollar","0","Units",,,26663773.59,,
"CAN","Canada","GSMNG_STK","Stock enhancement programs","NAT","National currency","2012","2012","CAD","Canadian Dollar","0","Units",,,26112739.56,,
"CAN","Canada","GSMNG_STK","Stock enhancement programs","NAT","National currency","2013","2013","CAD","Canadian Dollar","0","Units",,,27840819.01,,
"CAN","Canada","GSMNG_STK","Stock enhancement programs","NAT","National currency","2014","2014","CAD","Canadian Dollar","0","Units",,,27379852,,
"CAN","Canada","GSMNG_STK","Stock enhancement programs","NAT","National currency","2015","2015","CAD","Canadian Dollar","0","Units",,,26955912.49,,
"CAN","Canada","GSMNG_STK","Stock enhancement programs","NAT","National currency","2016","2016","CAD","Canadian Dollar","0","Units",,,27544141,,
"CAN","Canada","GSMNG_STK","Stock enhancement programs","NAT","National currency","2017","2017","CAD","Canadian Dollar","0","Units",,,28087782.13,,
"CAN","Canada","GSMNG_ENF","Enforcement expenditures","NAT","National currency","2008","2008","CAD","Canadian Dollar","0","Units",,,122632416.31,,
"CAN","Canada","GSMNG_ENF","Enforcement expenditures","NAT","National currency","2009","2009","CAD","Canadian Dollar","0","Units",,,102780038.11,,
"CAN","Canada","GSMNG_ENF","Enforcement expenditures","NAT","National currency","2010","2010","CAD","Canadian Dollar","0","Units",,,100438636.02,,
"CAN","Canada","GSMNG_ENF","Enforcement expenditures","NAT","National currency","2011","2011","CAD","Canadian Dollar","0","Units",,,101763725.32,,
"CAN","Canada","GSMNG_ENF","Enforcement expenditures","NAT","National currency","2012","2012","CAD","Canadian Dollar","0","Units",,,96630769.82,,
"CAN","Canada","GSMNG_ENF","Enforcement expenditures","NAT","National currency","2013","2013","CAD","Canadian Dollar","0","Units",,,94859858.98,,
"CAN","Canada","GSMNG_ENF","Enforcement expenditures","NAT","National currency","2014","2014","CAD","Canadian Dollar","0","Units",,,91372665.62,,
"CAN","Canada","GSMNG_ENF","Enforcement expenditures","NAT","National currency","2015","2015","CAD","Canadian Dollar","0","Units",,,89617189.21,,
"CAN","Canada","GSMNG_ENF","Enforcement expenditures","NAT","National currency","2016","2016","CAD","Canadian Dollar","0","Units",,,91132576,,
"CAN","Canada","GSMNG_ENF","Enforcement expenditures","NAT","National currency","2017","2017","CAD","Canadian Dollar","0","Units",,,104187760.97,,
"CAN","Canada","FCRC","COST RECOVERY CHARGES","NAT","National currency","2008","2008","CAD","Canadian Dollar","0","Units",,,-44201024,,
"CAN","Canada","FCRC","COST RECOVERY CHARGES","NAT","National currency","2009","2009","CAD","Canadian Dollar","0","Units",,,-45762997,,
"CAN","Canada","FCRC","COST RECOVERY CHARGES","NAT","National currency","2010","2010","CAD","Canadian Dollar","0","Units",,,-41992808,,
